Location Class,Name Key,Description Key,Callout 1 Key,Callout 2 Key,Callout 3 Key,Type GUID,Parent GUID,Parent Class,Parent Path,Affiliation GUID,Affiliation Class,Affiliation Path,Affiliation Name Key,Jurisdiction GUID,Jurisdiction Class,Jurisdiction Path,Jurisdiction Name Key,Respawn Location Type,Location Hierarchy Tag,Nav Icon,Size,Hide In Starmap,Hide In World,Hide When In Adoption Radius,Only Show When Parent Selected,Override Show In All Zones,Override Permanent,Minimum Display Size,Block Travel,Is Scannable,Show Orbit Line,Use Holo Material,No Auto Body Recovery,Arrival Radius,Adoption Radius,Set Entity Location On Enter,Expose For Player Created Missions,StarMap Geom Path,StarMap Material Path,StarMap Shape Path,Location Image Path,Record GUID,Record Path
Nyx_TSG_QVExtractionStation_049,Intersec_TSG_location,,,,,e60452a5-b85c-4ab1-97e7-9cefb466f87b,77ed5653-bd14-4952-b904-afd79faeef60,NyxStar,libs/foundry/records/starmap/pu/system/nyx/nyxstar.xml,,,,,,,,,None,65ae3316-b395-41e0-883f-c0506882953c,Default,0.1,1,1,1,0,NoOverride,NoOverride,0,0,0,0,1,1,,,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,2ec30d8d-1281-4a84-9dac-f1a3380e16fb,libs/foundry/records/starmap/pu/nyx_tsg_qvextractionstation_049.xml
Nyx_TSG_QVExtractionStation_050,Intersec_TSG_location,,,,,e60452a5-b85c-4ab1-97e7-9cefb466f87b,77ed5653-bd14-4952-b904-afd79faeef60,NyxStar,libs/foundry/records/starmap/pu/system/nyx/nyxstar.xml,,,,,,,,,None,65ae3316-b395-41e0-883f-c0506882953c,Default,0.1,1,1,1,0,NoOverride,NoOverride,0,0,0,0,1,1,,,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,389e33ff-f08d-46e2-9282-f78fd6f624be,libs/foundry/records/starmap/pu/nyx_tsg_qvextractionstation_050.xml
Nyx_TSG_QVExtractionStation_050,Intersec_TSG_location,,,,,e60452a5-b85c-4ab1-97e7-9cefb466f87b,77ed5653-bd14-4952-b904-afd79faeef60,NyxStar,libs/foundry/records/starmap/pu/system/nyx/nyxstar.xml,,,,,,,,,None,65ae3316-b395-41e0-883f-c0506882953c,Default,0.1,1,1,1,0,NoOverride,NoOverride,0,0,0,0,1,1,,,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,389e33ff-f08d-46e2-9282-f78fd6f624be,libs/foundry/records/starmap/pu/nyx_tsg_qvextractionstation_050.xml
Nyx,generic_locations_blank,asteroidfield_desc_Shared,,,,e60452a5-b85c-4ab1-97e7-9cefb466f87b,,,,,,,,,,,,None,,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,,,,,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,04964ca3-0066-4b66-b7b2-636d8bd32c75,libs/foundry/records/starmap/pu/nyx.xml
Nyx,generic_locations_blank,asteroidfield_desc_Shared,,,,e60452a5-b85c-4ab1-97e7-9cefb466f87b,,,,,,,,,,,,None,,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,,,,,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,04964ca3-0066-4b66-b7b2-636d8bd32c75,libs/foundry/records/starmap/pu/nyx.xml
NyxSolarSystem,NyxSystem,NyxSystem_Desc,,,,32ed44de-920b-43ce-b55d-82cc4ef9fa59,,,,,,,,,,,,None,,Default,0.1,1,1,0,0,NoOverride,NoOverride,0,1,0,0,1,0,,,0,1,Objects/UI/Starmap/planet_sphere_1_a.cga,,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,17092f34-d9c8-4d50-89f6-a92940b9cd52,libs/foundry/records/starmap/pu/nyxsolarsystem.xml
NyxSolarSystem,NyxSystem,NyxSystem_Desc,,,,32ed44de-920b-43ce-b55d-82cc4ef9fa59,,,,,,,,,,,,None,,Default,0.1,1,1,0,0,NoOverride,NoOverride,0,1,0,0,1,0,,,0,1,Objects/UI/Starmap/planet_sphere_1_a.cga,,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,17092f34-d9c8-4d50-89f6-a92940b9cd52,libs/foundry/records/starmap/pu/nyxsolarsystem.xml
OrbitalPlatform_TEMPLATE,mission_location_pyro_150,,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,,,,,,,,,,,,None,,Default,0.1,0,0,0,0,NoOverride,NoOverride,0,0,0,1,1,0,20000,0,1,0,Objects/UI/Starmap/planet_sphere_1_a.cga,,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,91b325e0-0c06-49b4-88e0-53771ae9cbc6,libs/foundry/records/starmap/pu/orbitalplatform_template.xml
OrbitalPlatform_TEMPLATE,mission_location_pyro_150,,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,,,,,,,,,,,,None,,Default,0.1,0,0,0,0,NoOverride,NoOverride,0,0,0,1,1,0,20000,0,1,0,Objects/UI/Starmap/planet_sphere_1_a.cga,,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,91b325e0-0c06-49b4-88e0-53771ae9cbc6,libs/foundry/records/starmap/pu/orbitalplatform_template.xml
Outpost_OLP_Stanton1b_Ruptura,Stanton1b_OLP_001,Stanton1b_OLP_001_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,503140df-5c78-4c7b-881d-6579cebebf48,libs/foundry/records/starmap/pu/outpost_olp_stanton1b_ruptura.xml
Outpost_OLP_Stanton1b_Ruptura,Stanton1b_OLP_001,Stanton1b_OLP_001_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,503140df-5c78-4c7b-881d-6579cebebf48,libs/foundry/records/starmap/pu/outpost_olp_stanton1b_ruptura.xml
Outpost_OLP_Stanton1b_Vivere,Stanton1b_OLP_002,Stanton1b_OLP_002_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,7788b2e2-e25c-4c49-8b34-b98361bbdfa4,libs/foundry/records/starmap/pu/outpost_olp_stanton1b_vivere.xml
Outpost_OLP_Stanton1b_Vivere,Stanton1b_OLP_002,Stanton1b_OLP_002_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,7788b2e2-e25c-4c49-8b34-b98361bbdfa4,libs/foundry/records/starmap/pu/outpost_olp_stanton1b_vivere.xml
Outpost_OLP_Stanton1b,,,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,,,,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,23f2ccc6-9032-485e-abcf-d3444f93f74b,libs/foundry/records/starmap/pu/outpost_olp_stanton1b.xml
Outpost_OLP_Stanton1b,,,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,,,,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,23f2ccc6-9032-485e-abcf-d3444f93f74b,libs/foundry/records/starmap/pu/outpost_olp_stanton1b.xml
Outpost_OLP_Stanton2b_Attritus,Stanton2b_OLP_002,Stanton2b_OLP_002_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,e658b2b1-fae7-4945-89b8-b332f235d59b,Stanton2b,libs/foundry/records/starmap/pu/system/stanton/stanton2b/starmapobject.stanton2b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,516536b1-217e-4444-884f-2362f465a394,libs/foundry/records/starmap/pu/outpost_olp_stanton2b_attritus.xml
Outpost_OLP_Stanton2b_Attritus,Stanton2b_OLP_002,Stanton2b_OLP_002_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,e658b2b1-fae7-4945-89b8-b332f235d59b,Stanton2b,libs/foundry/records/starmap/pu/system/stanton/stanton2b/starmapobject.stanton2b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,516536b1-217e-4444-884f-2362f465a394,libs/foundry/records/starmap/pu/outpost_olp_stanton2b_attritus.xml
Outpost_OLP_Stanton2b_Lamina,Stanton2b_OLP_001,Stanton2b_OLP_001_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,e658b2b1-fae7-4945-89b8-b332f235d59b,Stanton2b,libs/foundry/records/starmap/pu/system/stanton/stanton2b/starmapobject.stanton2b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,e797f9ca-8ddc-450f-8290-2275a1fbd912,libs/foundry/records/starmap/pu/outpost_olp_stanton2b_lamina.xml
Outpost_OLP_Stanton2b_Lamina,Stanton2b_OLP_001,Stanton2b_OLP_001_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,e658b2b1-fae7-4945-89b8-b332f235d59b,Stanton2b,libs/foundry/records/starmap/pu/system/stanton/stanton2b/starmapobject.stanton2b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,e797f9ca-8ddc-450f-8290-2275a1fbd912,libs/foundry/records/starmap/pu/outpost_olp_stanton2b_lamina.xml
Outpost_OLP_Stanton2b,,,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,,,,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,a614f2c1-df0a-4ca0-b043-3f7c2da8a415,libs/foundry/records/starmap/pu/outpost_olp_stanton2b.xml
Outpost_OLP_Stanton2b,,,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,,,,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,a614f2c1-df0a-4ca0-b043-3f7c2da8a415,libs/foundry/records/starmap/pu/outpost_olp_stanton2b.xml
Outpost_OLP_TEMPLATE,,,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,,,,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,57583d92-f723-43f1-882f-7f3d281bb481,libs/foundry/records/starmap/pu/outpost_olp_template.xml
Outpost_OLP_TEMPLATE,,,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,,,,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,57583d92-f723-43f1-882f-7f3d281bb481,libs/foundry/records/starmap/pu/outpost_olp_template.xml
Outpost_PAF_Stanton1b_Ruptura_1,Stanton1b_Outpost_col_m_drlct_PAF_1-1,Stanton1b_Outpost_col_m_drlct_PAF_1-1_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,8f72468e-c228-41aa-85ce-c21ff2549081,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_ruptura_1.xml
Outpost_PAF_Stanton1b_Ruptura_1,Stanton1b_Outpost_col_m_drlct_PAF_1-1,Stanton1b_Outpost_col_m_drlct_PAF_1-1_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,8f72468e-c228-41aa-85ce-c21ff2549081,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_ruptura_1.xml
Outpost_PAF_Stanton1b_Ruptura_2,Stanton1b_Outpost_col_m_drlct_PAF_1-2,Stanton1b_Outpost_col_m_drlct_PAF_1-3_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,1f0b749c-6cd7-4939-bede-e95f2b4b821f,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_ruptura_2.xml
Outpost_PAF_Stanton1b_Ruptura_2,Stanton1b_Outpost_col_m_drlct_PAF_1-2,Stanton1b_Outpost_col_m_drlct_PAF_1-3_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,1f0b749c-6cd7-4939-bede-e95f2b4b821f,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_ruptura_2.xml
Outpost_PAF_Stanton1b_Ruptura_3,Stanton1b_Outpost_col_m_drlct_PAF_1-3,Stanton1b_Outpost_col_m_drlct_PAF_1-2_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,b82aecbe-cae0-4424-8305-abada59c44cd,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_ruptura_3.xml
Outpost_PAF_Stanton1b_Ruptura_3,Stanton1b_Outpost_col_m_drlct_PAF_1-3,Stanton1b_Outpost_col_m_drlct_PAF_1-2_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,b82aecbe-cae0-4424-8305-abada59c44cd,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_ruptura_3.xml
Outpost_PAF_Stanton1b_Ruptura,,,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,,,,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,d25b68a6-cafe-410e-970b-edde87b4cf04,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_ruptura.xml
Outpost_PAF_Stanton1b_Ruptura,,,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,,,,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,d25b68a6-cafe-410e-970b-edde87b4cf04,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_ruptura.xml
Outpost_PAF_Stanton1b_Vivere_1,Stanton1b_Outpost_col_m_drlct_PAF_2-1,Stanton1b_Outpost_col_m_drlct_PAF_2-1_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,3356ba92-8759-4ac9-ae21-03a4a99daa94,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_vivere_1.xml
Outpost_PAF_Stanton1b_Vivere_1,Stanton1b_Outpost_col_m_drlct_PAF_2-1,Stanton1b_Outpost_col_m_drlct_PAF_2-1_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,3356ba92-8759-4ac9-ae21-03a4a99daa94,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_vivere_1.xml
Outpost_PAF_Stanton1b_Vivere_2,Stanton1b_Outpost_col_m_drlct_PAF_2-2,Stanton1b_Outpost_col_m_drlct_PAF_2-2_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,8bf7e3b7-680e-4bff-9161-3d5c74241db3,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_vivere_2.xml
Outpost_PAF_Stanton1b_Vivere_2,Stanton1b_Outpost_col_m_drlct_PAF_2-2,Stanton1b_Outpost_col_m_drlct_PAF_2-2_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,8bf7e3b7-680e-4bff-9161-3d5c74241db3,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_vivere_2.xml
Outpost_PAF_Stanton1b_Vivere_3,Stanton1b_Outpost_col_m_drlct_PAF_2-3,Stanton1b_Outpost_col_m_drlct_PAF_2-3_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,965357d4-3448-475e-974d-7d7fd154de91,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_vivere_3.xml
Outpost_PAF_Stanton1b_Vivere_3,Stanton1b_Outpost_col_m_drlct_PAF_2-3,Stanton1b_Outpost_col_m_drlct_PAF_2-3_desc,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,f8f07f5b-1c0e-47c9-aa50-46963065bf18,Stanton1b,libs/foundry/records/starmap/pu/system/stanton/stanton1b/starmapobject.stanton1b.xml,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,965357d4-3448-475e-974d-7d7fd154de91,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_vivere_3.xml
Outpost_PAF_Stanton1b_Vivere,,,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,,,,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,4c0716fc-be0b-42ed-a2f4-97800d72191b,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_vivere.xml
Outpost_PAF_Stanton1b_Vivere,,,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,,,,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,4c0716fc-be0b-42ed-a2f4-97800d72191b,libs/foundry/records/starmap/pu/outpost_paf_stanton1b_vivere.xml
Outpost_PAF_Stanton1b,,,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,,,,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,cdf64eed-308c-493b-bb7b-40284d76b14f,libs/foundry/records/starmap/pu/outpost_paf_stanton1b.xml
Outpost_PAF_Stanton1b,,,,,,e207a1ec-1395-4c1c-8e51-b38c4420784c,,,,,,,,,,,,None,,Outpost,1,0,0,0,1,NoOverride,NoOverride,0,0,0,0,1,0,20000,0,1,1,objects/ui/starmap/icon_nav_marker_outpost_1_a.cgf,objects/ui/starmap/icon_nav_marker_outpost.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,cdf64eed-308c-493b-bb7b-40284d76b14f,libs/foundry/records/starmap/pu/outpost_paf_stanton1b.xml
