Manufacturer Class,Code,Name Key,Short Name Key,Description Key,Logo,Logo Full Color,Logo Simplified White,Dashboard Canvas Config GUID,Building Blocks Style GUID,Audio Manufacturer Tag GUID,Light Amplification GUID,Record GUID,Record Path
Paint_Cutter_Orange_Grey_Stripe_Logo,,manufacturer_NameDRAK,,manufacturer_DescDRAK,UI/SharedAssets/PaintColorLogos/Paint_Cutter_Orange_Grey_Stripe_Icon.tif,,,,,,,61af9bd8-a8ae-49ab-8f1b-a6494fafaebb,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cutter_orange_grey_stripe_logo.xml
Paint_Cutter_Pearl_Silver_Logo,,manufacturer_NameDRAK,,manufacturer_DescDRAK,UI/SharedAssets/PaintColorLogos/Paint_Cutter_Pearl_Silver_Icon.tif,,,,,,,26359163-576b-40d4-81ca-b39cb1a76a4d,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cutter_pearl_silver_logo.xml
Paint_Cutter_Red_White_Pink_Crusader_Logo,,manufacturer_NameDRAK,,manufacturer_DescDRAK,UI/SharedAssets/PaintColorLogos/Paint_Cutter_Red_White_Pink_Crusader_Icon.tif,,,,,,,b71f4b0e-8b2f-4cc9-b6b5-81912a10e9a1,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cutter_red_white_pink_crusader_logo.xml
Paint_Cutter_Reward_Faction_Citizens_For_Prosperity_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Cutter_Citizens_For_Prosperity_Icon.tif,,,,,,,934ad5e2-40fb-4ce2-877b-09aae46edced,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cutter_reward_faction_citizens_for_prosperity_logo.xml
Paint_Cutter_Reward_Faction_Frontier_Fighters_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Cutter_Frontier_Fighters_Icon.tif,,,,,,,91741790-c5bd-488f-8136-6bcb6a8e3e22,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cutter_reward_faction_frontier_fighters_logo.xml
Paint_Cutter_Reward_Faction_Head_Hunters_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Cutter_Head_Hunters_Icon.tif,,,,,,,4e9fd6bf-95ca-4899-a73c-2cd5e70dd608,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cutter_reward_faction_head_hunters_logo.xml
Paint_Cutter_Reward_Faction_Xeno_Threat_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Cutter_Xeno_Threat_Icon.tif,,,,,,,8fe91485-ebcf-42df-955b-444f2fe86b1e,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cutter_reward_faction_xeno_threat_logo.xml
Paint_Cutter_Sand_Orange_Hurston_Logo,,manufacturer_NameDRAK,,manufacturer_DescDRAK,UI/SharedAssets/PaintColorLogos/Paint_Cutter_Sand_Orange_Hurston_Icon.tif,,,,,,,74bd07c6-3aec-4400-84cf-1995aee5686a,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cutter_sand_orange_hurston_logo.xml
Paint_Cutter_Unity_2952_Metal_Teal_Grey_Logo,,manufacturer_NameDRAK,,manufacturer_DescDRAK,UI/SharedAssets/PaintColorLogos/Paint_Cutter_Unity_2952_Metal_Teal_Grey_Icon.tif,,,,,,,0c11d1d2-a8d1-4256-8f99-48363a20552a,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cutter_unity_2952_metal_teal_grey_logo.xml
Paint_Cutter_White_Blue_Blue_microTech_Logo,,manufacturer_NameDRAK,,manufacturer_DescDRAK,UI/SharedAssets/PaintColorLogos/Paint_Cutter_White_Blue_Blue_microTech_Icon.tif,,,,,,,9e5a0a71-a59a-4026-be9c-370f78d00f1f,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cutter_white_blue_blue_microtech_logo.xml
Paint_Cyclone_Fleetweek_2021_Blue_Yellow_Logo,,manufacturer_NameTMBL,,manufacturer_DescTMBL,UI/SharedAssets/PaintColorLogos/Paint_Cyclone_Tiriton_Blue_Yellow_Icon.tif,,,,,,,abe53599-feb8-4502-9c62-14d51ca80c7c,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cyclone_fleetweek_2021_blue_yellow_logo.xml
Paint_Cyclone_Fleetweek_2021_Green_Orange_Logo,,manufacturer_NameTMBL,,manufacturer_DescTMBL,UI/SharedAssets/PaintColorLogos/Paint_Cyclone_Timberline_Green_Orange_Icon.tif,,,,,,,5803a5bc-72c0-4f09-ac63-199828f3b780,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cyclone_fleetweek_2021_green_orange_logo.xml
Paint_Cyclone_Fleetweek_2021_Ice_Camo_Logo,,manufacturer_NameTMBL,,manufacturer_DescTMBL,UI/SharedAssets/PaintColorLogos/Paint_Cyclone_Frostbite_Camo_Icon.tif,,,,,,,a6502eb3-edf0-46c7-8eb6-96b56dbb58aa,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cyclone_fleetweek_2021_ice_camo_logo.xml
Paint_Cyclone_Lovestruck_Pink_Black_Logo,,manufacturer_NameTMBL,,manufacturer_DescTMBL,UI/SharedAssets/PaintColorLogos/Paint_Cyclone_Lovestruck_Purple_Pink_Icon.tif,,,,,,,b8014d52-29bb-46b6-9216-f905e6acb1fe,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cyclone_lovestruck_pink_black_logo.xml
Paint_Cyclone_Racing_Blue_Blue_Blue_TigerStripes_Logo,,manufacturer_NameTMBL,,manufacturer_DescTMBL,UI/SharedAssets/PaintColorLogos/Paint_Cyclone_Racing_Blue_Blue_Blue_Tigerstripes_Icon.tif,,,,,,,7183f984-fe06-472b-966a-dfd15782f554,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cyclone_racing_blue_blue_blue_tigerstripes_logo.xml
Paint_Cyclone_Racing_Blue_White_Logo,,manufacturer_NameTMBL,,manufacturer_DescTMBL,UI/SharedAssets/PaintColorLogos/Paint_Cyclone_Racing_Blue_White_Icon.tif,,,,,,,b720ffd0-e191-4a3d-a41e-fd57f0c7b461,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cyclone_racing_blue_white_logo.xml
Paint_Cyclone_Racing_Purple_White_Logo,,manufacturer_NameTMBL,,manufacturer_DescTMBL,UI/SharedAssets/PaintColorLogos/Paint_Cyclone_Racing_Purple_White_Icon.tif,,,,,,,a334af93-83d8-468c-8e91-149aab2f23f9,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cyclone_racing_purple_white_logo.xml
Paint_Cyclone_Racing_Red_Silver_Logo,,manufacturer_NameTMBL,,manufacturer_DescTMBL,UI/SharedAssets/PaintColorLogos/Paint_Cyclone_Racing_Red_Silver_Icon.tif,,,,,,,7c1b2f5b-84af-48ed-bed7-308f9c96b5f4,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cyclone_racing_red_silver_logo.xml
Paint_Cyclone_Racing_Yellow_White_Grey_Stripes_Logo,,manufacturer_NameTMBL,,manufacturer_DescTMBL,UI/SharedAssets/PaintColorLogos/Paint_Cyclone_Racing_Yellow_White_Grey_Stripes_Icon.tif,,,,,,,6b812416-a1d0-4010-b3dc-f1033e1248ad,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_cyclone_racing_yellow_white_grey_stripes_logo.xml
Paint_Defender_AlienWeek_Green_Red_Logo,,manufacturer_NameBANU,,manufacturer_DescBANU,UI/SharedAssets/PaintColorLogos/Paint_Defender_AlienWeek_Green_Red_Icon.tif,,,,,,,d29ebd20-4fc4-498f-8a0e-369b1e649be8,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_defender_alienweek_green_red_logo.xml
Paint_Defender_AlienWeek_Platinum_Silver_Purple_Mosaic_Logo,,manufacturer_NameBANU,,manufacturer_DescBANU,UI/SharedAssets/PaintColorLogos/Paint_Defender_AlienWeek_Platinum_Silver_Purple_Mosaic_Icon.tif,,,,,,,bce4f7e0-2523-4427-8bdd-306f9554efd3,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_defender_alienweek_platinum_silver_purple_mosaic_logo.xml
Paint_Defender_IAE2951_Black_Blue_Logo,,manufacturer_NameBANU,,manufacturer_DescBANU,UI/SharedAssets/PaintColorLogos/Paint_Defender_Stormbringer_Black_Blue_Icon.tif,,,,,,,209dad5e-a844-4a74-925a-72dbcc404b4f,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_defender_iae2951_black_blue_logo.xml
Paint_Defender_IAE2951_Grey_White_Logo,,manufacturer_NameBANU,,manufacturer_DescBANU,UI/SharedAssets/PaintColorLogos/Paint_Defender_Polar_White_Grey_Icon.tif,,,,,,,50b4f742-a2f1-4bbc-bb14-dcca9d5e905a,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_defender_iae2951_grey_white_logo.xml
Paint_Defender_Silver_Red_Logo,,,,,UI/SharedAssets/PaintColorLogos/Paint_Defender_Platinum_Silver_Red_Icon.tif,,,,,,,37f705b2-b12d-4688-8055-787e8cd82330,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_defender_silver_red_logo.xml
Paint_Defender_Teal_Red_Logo,,manufacturer_NameBANU,,manufacturer_DescBANU,UI/SharedAssets/PaintColorLogos/Paint_Defender_Harmony_Teal_Red_Icon.tif,,,,,,,2f1876f4-1749-4670-98af-ebf465f18255,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_defender_teal_red_logo.xml
Paint_Dragonfly_Citcon2953_Beige_Tan_Beige_Logo,,manufacturer_NameDRAK,,manufacturer_DescDRAK,UI/SharedAssets/PaintColorLogos/Paint_Dragonfly_CitCon2953_Beige_Tan_Icon.tif,,,,,,,7a10191a-0f7d-4be1-97dc-3d95b1d2c251,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_dragonfly_citcon2953_beige_tan_beige_logo.xml
Paint_Dragonfly_Fleetweek_Black_Red_Logo,,manufacturer_NameDRAK,,manufacturer_DescDRAK,UI\SharedAssets\PaintColorLogos\Paint_Dragonfly_Coalfire_Black_Red_Icon.tif,,,,,,,03d30194-9800-49c6-a18e-8bfa82fc98d2,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_dragonfly_fleetweek_black_red_logo.xml
Paint_Dragonfly_Fleetweek_Grey_Camo_Logo,,manufacturer_NameDRAK,,manufacturer_DescDRAK,UI\SharedAssets\PaintColorLogos\Paint_Dragonfly_Mistwalker_Grey_Camo_Icon.tif,,,,,,,fbe042de-31fa-4381-89db-5f42759672f6,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_dragonfly_fleetweek_grey_camo_logo.xml
Paint_Dragonfly_Ghoulish_Green_Logo,,manufacturer_NameACAS,,manufacturer_DescACAS,UI/SharedAssets/PaintColorLogos/Paint_Dragonfly_Halloween.tif,,,,,,,1b2e3994-e890-4554-a23c-86f13f08cf01,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_dragonfly_ghoulish_green_logo.xml
Paint_Dragonfly_Racing_Blue_White_Logo,,manufacturer_NameDRAK,,manufacturer_DescDRAK,UI/SharedAssets/PaintColorLogos/Paint_Dragonfly_Racing_Blue_White.tif,,,,,,,1cee6ff2-154b-40d4-af18-cbf832d77c2c,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_dragonfly_racing_blue_white_logo.xml
Paint_Dragonfly_Racing_Purple_White_Logo,,manufacturer_NameDRAK,,manufacturer_DescDRAK,UI/SharedAssets/PaintColorLogos/Paint_Dragonfly_Racing_Purple_White.tif,,,,,,,0b6cb305-69e2-4a87-8fda-1bc81220d764,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_dragonfly_racing_purple_white_logo.xml
Paint_Dragonfly_Racing_Red_Silver_Logo,,manufacturer_NameDRAK,,manufacturer_DescDRAK,UI/SharedAssets/PaintColorLogos/Paint_Dragonfly_Racing_Red_Silver.tif,,,,,,,7b792705-e8f0-4ecf-b763-5762e55a3ab4,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_dragonfly_racing_red_silver_logo.xml
Paint_Eclipse_BIS2950_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/Paint_Eclipse_BIS2950_Icon.tif,,,,,,,d55b3732-924d-4afe-b505-7acce2bcc1cc,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_eclipse_bis2950_logo.xml
Paint_Eclipse_Black_Black_Red_Camo_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/Paint_Eclipse_Black_Black_Red_Camo_Icon.tif,,,,,,,582027b5-b5ed-4510-abf1-28149294bf08,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_eclipse_black_black_red_camo_logo.xml
Paint_Eclipse_IAE_2952_Blue_Red_Camo_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/Paint_Eclipse_IAE_2952_Blue_Red_Camo_Icon.tif,,,,,,,ac2ca85c-d048-4de0-917b-1f36d8b6c58d,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_eclipse_iae_2952_blue_red_camo_logo.xml
Paint_Eclipse_IAE_2952_Green_Yellow_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/Paint_Eclipse_IAE_2952_Green_Yellow_Icon.tif,,,,,,,6792beec-e658-4096-a9a5-c24df26514a2,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_eclipse_iae_2952_green_yellow_logo.xml
Paint_Eclipse_PirateWeek_Black_Clear_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/Paint_Eclipse_TLAPD_Black_Black_Black_Clearcoat_Icon.tif,,,,,,,efc862e1-0977-41f9-922f-f110f30c838d,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_eclipse_pirateweek_black_clear_logo.xml
Paint_Fortune_2955_RedFestival_Red_Gold_Pig_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fortune_Luna_2955_Red_Icon.tif,,,,,,,1899ff4c-7223-400a-810c-c5e678a3a294,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fortune_2955_redfestival_red_gold_pig_logo.xml
Paint_Fortune_2955_RedFestival_Red_Gold_Snake_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fortune_Luna_2955_Red_Icon.tif,,,,,,,0d378ed2-a3f9-405f-bd2d-e1af39b86484,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fortune_2955_redfestival_red_gold_snake_logo.xml
Paint_Fortune_Black_Orange_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fortune_Black_Orange_Icon.tif,,,,,,,356130d4-455c-4506-9f38-32e9e53379d8,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fortune_black_orange_logo.xml
Paint_Fortune_Black_Tan_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fortune_Black_Tan_Icon.tif,,,,,,,4c52362f-2718-4a59-aba5-0bb56b31d010,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fortune_black_tan_logo.xml
Paint_Fortune_Black_White_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fortune_Black_White_Icon.tif,,,,,,,b8c90431-8dc0-48e4-97de-2ba6cb71fd8c,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fortune_black_white_logo.xml
Paint_Fortune_Blue_Gray_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fortune_Blue_Gray_Icon.tif,,,,,,,ba9e1aa3-68ab-4529-b72b-e6aff7419c39,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fortune_blue_gray_logo.xml
Paint_Fortune_Copper_Black_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fortune_Copper_Black_Icon.tif,,,,,,,3707a96a-0a9f-4058-9aad-1eccc96b4526,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fortune_copper_black_logo.xml
Paint_Fortune_Green_Copper_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fortune_Green_Copper_Icon.tif,,,,,,,94b75df6-b75a-42bf-8ef2-52f874cec1ea,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fortune_green_copper_logo.xml
Paint_Fortune_pink_grey_black_iridescent_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/paint_fortune_pink_grey_black_iridescent_icon.tif,,,,,,,175a241a-50ac-483a-bb98-8e9ef876680d,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fortune_pink_grey_black_iridescent_logo.xml
Paint_Fortune_Scavengers_Black_Black_Black_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fortune_Scavengers_Black_Black_Black_Icon.tif,,,,,,,07dc3a1d-19f7-4672-bfbc-5dfda4a18dc0,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fortune_scavengers_black_black_black_logo.xml
Paint_Fortune_Yellow_White_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fortune_Yellow_White_Icon.tif,,,,,,,161d2198-c638-4a98-8914-a76b90b4cae4,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fortune_yellow_white_logo.xml
Paint_Freelancer_Black_Red_Logo,,manufacturer_NameACAS,,manufacturer_DescACAS,UI/SharedAssets/PaintColorLogos/Paint_Freelancer_Black_Red_Icon.tif,,,,,,,75aa1a5e-2d58-4d3c-9add-354b7a001328,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_freelancer_black_red_logo.xml
Paint_Freelancer_Blue_Turquoise_Logo,,manufacturer_NameACAS,,manufacturer_DescACAS,UI/SharedAssets/PaintColorLogos/Paint_Freelancer_Unity_Blue_Turquoise_Icon.tif,,,,,,,bebd9740-16a3-4d45-8a15-be2ef047f013,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_freelancer_blue_turquoise_logo.xml
Paint_Freelancer_GoblinG_A_Red_Black_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Freelancer_Arccorp_Icon.tif,,,,,,,484b8c21-2835-41f5-9be5-9b2b2420077a,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_freelancer_gobling_a_red_black_logo.xml
Paint_Freelancer_GoblinG_C_Blue_Black_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Freelancer_Crusader_Icon.tif,,,,,,,a0accdbc-f869-4cc1-8d7e-d52a337c64f0,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_freelancer_gobling_c_blue_black_logo.xml
Paint_Freelancer_GoblinG_H_Black_Yellow_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Freelancer_Hurston_Icon.tif,,,,,,,ccb9e747-bdf1-436f-b1b1-e10d27f0d969,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_freelancer_gobling_h_black_yellow_logo.xml
Paint_Freelancer_GoblinG_M_White_Blue_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Freelancer_Microtech_Icon.tif,,,,,,,26c07a48-f263-4085-b775-47e5379ee577,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_freelancer_gobling_m_white_blue_logo.xml
Paint_Freelancer_Invictus_Black_Logo,,manufacturer_NameACAS,,manufacturer_DescACAS,UI/SharedAssets/PaintColorLogos/Paint_Freelancer_Invictus_Black_Icon.tif,,,,,,,0d980e20-09f0-4f96-9bb7-cefb5e58eccc,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_freelancer_invictus_black_logo.xml
Paint_Freelancer_Invictus_Camo_Logo,,manufacturer_NameACAS,,manufacturer_DescACAS,UI/SharedAssets/PaintColorLogos/Paint_Freelancer_Invictus_Camo_Icon.tif,,,,,,,9c81c42b-e9d5-4bce-a2d2-c3ec88436f89,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_freelancer_invictus_camo_logo.xml
Paint_Freelancer_Luminalia_2953_Green_Red_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Freelancer_Luminalia_2952_green_red_Icon.tif,,,,,,,17cbdc1e-db91-4f6c-9bc2-91e3de85a085,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_freelancer_luminalia_2953_green_red_logo.xml
Paint_Freelancer_Luminalia_2953_White_Blue_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Freelancer_Luminalia_2952_white_blue_Icon.tif,,,,,,,926d3c2c-9233-47f8-a014-ac6338a1c435,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_freelancer_luminalia_2953_white_blue_logo.xml
Paint_Freelancer_LunarNewYear2951_Logo,,manufacturer_NameACAS,,manufacturer_DescACAS,UI/SharedAssets/PaintColorLogos/Paint_Freelancer_LunarNewYear2951_icon.tif,,,,,,,81d604c4-be65-4eda-83a7-31f63e150be5,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_freelancer_lunarnewyear2951_logo.xml
Paint_Freelancer_Orange_Brown_Logo,,manufacturer_NameACAS,,manufacturer_DescACAS,UI/SharedAssets/PaintColorLogos/Paint_Freelancer_Orange_Brown_Icon.tif,,,,,,,70ecdb11-5147-4468-9bce-a9543bbc08dd,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_freelancer_orange_brown_logo.xml
Paint_Freelancer_Pink_Blue_Logo,,manufacturer_NameACAS,,manufacturer_DescACAS,UI/SharedAssets/PaintColorLogos/Paint_Freelancer_Pink_Blue_Icon.tif,,,,,,,f23b1ca1-83a8-49d8-827d-1da92511cb3e,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_freelancer_pink_blue_logo.xml
Paint_Freelancer_White_Red_Logo,,manufacturer_NameACAS,,manufacturer_DescACAS,UI/SharedAssets/PaintColorLogos/Paint_Freelancer_White_Red_Icon.tif,,,,,,,603b6064-8e4a-4a46-b0d1-241d7043ceaf,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_freelancer_white_red_logo.xml
Paint_Fury_Blue_Black_Black_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fury_Blue_Black_Black_Icon.tif,,,,,,,cb69279c-a648-4724-85df-eaafa94f2dcc,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fury_blue_black_black_logo.xml
Paint_Fury_Brown_Black_Brown_Camo_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fury_Brown_Black_Brown_Camo_Icon.tif,,,,,,,5ef8df89-251e-4e83-9749-a5f03e4c5779,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fury_brown_black_brown_camo_logo.xml
Paint_Fury_Green_Green_Red_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fury_Green_Green_Red_Icon.tif,,,,,,,abd483d4-d493-4a27-bab8-449a21354550,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fury_green_green_red_logo.xml
Paint_Fury_Grey_Black_Gold_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fury_Grey_Black_Gold_Icon.tif,,,,,,,c7a0065c-f7e7-47ed-ba5f-d7c1302ccb7a,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fury_grey_black_gold_logo.xml
Paint_Fury_Racing_Red_Blue_Blue_Logo,,manufacturer_NameOrigin,,manufacturer_DescOrigin,UI/SharedAssets/PaintColorLogos/Paint_Fury_Racing_Red_Blue_Blue_Icon.tif,,,,,,,a094adc2-6ca1-47e3-a29f-0c584126a249,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fury_racing_red_blue_blue_logo.xml
Paint_Fury_Red_Black_Black_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fury_Red_Black_Black_Icon.tif,,,,,,,0b2ee4cc-da0e-4918-84e2-1c9be8ee9f55,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fury_red_black_black_logo.xml
Paint_Fury_White_White_Red_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Fury_White_White_Red_Icon.tif,,,,,,,d6cf7fa3-95ba-4ed6-a506-465f934eca96,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_fury_white_white_red_logo.xml
Paint_FuryLX_Black_Black_Black_Logo,,manufacturer_NameMRAI,,manufacturer_DescMRAI,UI/SharedAssets/PaintColorLogos/Paint_Fury_LX_Black_Black_Black_Icon.tif,,,,,,,244463ce-6810-4a08-a912-ac1c52f55b70,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_furylx_black_black_black_logo.xml
Paint_FuryLX_Red_White_White_Logo,,manufacturer_NameMRAI,,manufacturer_DescMRAI,UI/SharedAssets/PaintColorLogos/Paint_Fury_LX_Red_White_White_Icon.tif,,,,,,,77ef1a86-11dd-40d6-af10-6470a018e659,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_furylx_red_white_white_logo.xml
Paint_FuryLX_StellaFortuna2954_Green_Logo,,manufacturer_NameMRAI,,manufacturer_DescMRAI,UI/SharedAssets/PaintColorLogos/Paint_Fury_StellaFortuna_2954_Green_Icon.tif,,,,,,,3e213a23-cc49-43e0-af73-7f6444dd23ab,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_furylx_stellafortuna2954_green_logo.xml
Paint_FuryLX_White_Blue_Grey_Logo,,manufacturer_NameMRAI,,manufacturer_DescMRAI,UI/SharedAssets/PaintColorLogos/Paint_Fury_LX_White_Blue_Grey_Icon.tif,,,,,,,3e607fe1-9ed2-4282-b183-17319287ae41,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_furylx_white_blue_grey_logo.xml
Paint_Gladiator_BIS2955_Orange_Black_Orange_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/paint_gladiator_bis2025_orange_black_orange_icon.tif,,,,,,,887d16c1-50f9-4450-bad4-85821aa4b24a,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_gladiator_bis2955_orange_black_orange_logo.xml
Paint_Gladiator_Black_Black_Red_Camo_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/paint_gladiator_black_black_red_camo_icon.tif,,,,,,,ea2d2fe9-01ff-45b8-b257-e04c5e0ba857,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_gladiator_black_black_red_camo_logo.xml
