Entity Class,Vehicle Name Key,Vehicle Description Key,Manufacturer GUID,Manufacturer Code,Manufacturer Name Key,Movement Class,Vehicle Definition,Modification,Career Key,Career GUID,Role Key,Role GUID,Crew Size,Hull Damage Normalization,Allow Soft Destruction,Dogfight Enabled,Gravlev Vehicle,Inventory Container GUID,Record GUID,Record Path
AEGS_Hammerhead_PU_AI_NT_QIG,vehicle_NameAEGS_Hammerhead,vehicle_DescAEGS_Hammerhead,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_hammerhead.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_HeavyGunship,2eacf280-e5d7-4412-bac5-9237304095f7,2,80000,1,1,0,405c46f7-e3e1-4ac1-8a77-03287e1de5a2,efa49a86-1511-4ef7-8ef9-b9b97ce95e35,libs/foundry/records/entities/spaceships/aegs_hammerhead_pu_ai_nt_qig.xml
AEGS_Hammerhead_PU_AI_NT,vehicle_NameAEGS_Hammerhead,vehicle_DescAEGS_Hammerhead,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_hammerhead.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_HeavyGunship,2eacf280-e5d7-4412-bac5-9237304095f7,2,80000,1,1,0,405c46f7-e3e1-4ac1-8a77-03287e1de5a2,e59dd9ad-e57c-4f24-9610-f00141c7654a,libs/foundry/records/entities/spaceships/aegs_hammerhead_pu_ai_nt.xml
AEGS_Hammerhead_PU_AI_UEE,vehicle_NameAEGS_Hammerhead,vehicle_DescAEGS_Hammerhead,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_hammerhead.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_HeavyGunship,2eacf280-e5d7-4412-bac5-9237304095f7,2,80000,1,1,0,405c46f7-e3e1-4ac1-8a77-03287e1de5a2,12314684-b1e2-49cc-8983-d75fecf775c0,libs/foundry/records/entities/spaceships/aegs_hammerhead_pu_ai_uee.xml
AEGS_Hammerhead_PU_AI_Xenothreat,vehicle_NameAEGS_Hammerhead,vehicle_DescAEGS_Hammerhead,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_hammerhead.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_HeavyGunship,2eacf280-e5d7-4412-bac5-9237304095f7,2,80000,1,1,0,405c46f7-e3e1-4ac1-8a77-03287e1de5a2,1e636a9c-e09c-49fb-a7f9-edb0b05a083a,libs/foundry/records/entities/spaceships/aegs_hammerhead_pu_ai_xenothreat.xml
AEGS_Hammerhead_Showdown,vehicle_NameAEGS_Hammerhead_Showdown,vehicle_DescAEGS_Hammerhead,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_hammerhead.xml,Hammerhead_BIS,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_HeavyGunship,2eacf280-e5d7-4412-bac5-9237304095f7,2,80000,1,1,0,405c46f7-e3e1-4ac1-8a77-03287e1de5a2,0b17b11f-4ac4-4e04-b973-beb6f299b99b,libs/foundry/records/entities/spaceships/aegs_hammerhead_showdown.xml
AEGS_Hammerhead_Unmanned_NineTails,vehicle_NameAEGS_Hammerhead,vehicle_DescAEGS_Hammerhead,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_hammerhead.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_HeavyGunship,2eacf280-e5d7-4412-bac5-9237304095f7,2,80000,1,1,0,405c46f7-e3e1-4ac1-8a77-03287e1de5a2,78f363d1-dac2-459f-9e49-e2f0b390f369,libs/foundry/records/entities/spaceships/aegs_hammerhead_unmanned_ninetails.xml
AEGS_Hammerhead_Unmanned_Salvage,vehicle_NameAEGS_Hammerhead,vehicle_DescAEGS_Hammerhead,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_hammerhead.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_HeavyGunship,2eacf280-e5d7-4412-bac5-9237304095f7,2,80000,1,1,0,405c46f7-e3e1-4ac1-8a77-03287e1de5a2,865cf24b-8825-4e69-841a-25e1857889fb,libs/foundry/records/entities/spaceships/aegs_hammerhead_unmanned_salvage.xml
AEGS_Hammerhead,vehicle_NameAEGS_Hammerhead,vehicle_DescAEGS_Hammerhead,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_hammerhead.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_HeavyGunship,2eacf280-e5d7-4412-bac5-9237304095f7,2,80000,1,1,0,405c46f7-e3e1-4ac1-8a77-03287e1de5a2,d46f4de1-8dc1-473b-9739-88c9ba7e75a6,libs/foundry/records/entities/spaceships/aegs_hammerhead.xml
AEGS_Idris_M_PU_AI_AOS,vehicle_NameAEGS_Idris_M,vehicle_DescAEGS_Idris_M,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,5d7475ad-94f3-4a03-a939-4245509f8cf5,libs/foundry/records/entities/spaceships/aegs_idris_m_pu_ai_aos.xml
AEGS_Idris_M_PU_AI_GenCrim_BoardedCombat,vehicle_NameAEGS_Idris_M,vehicle_DescAEGS_Idris_M,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,item_ShipFocus_CapitalShip,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_Frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,2167aed5-b63d-430b-b20b-d43908e18b3c,libs/foundry/records/entities/spaceships/aegs_idris_m_pu_ai_gencrim_boardedcombat.xml
AEGS_Idris_M_PU_AI_NT_NoInterior,vehicle_NameAEGS_Idris_M,vehicle_DescAEGS_Idris_M,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,item_ShipFocus_CapitalShip,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_Frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,a7ae8d3b-dfb7-4460-a41e-fd11f5014859,libs/foundry/records/entities/spaceships/aegs_idris_m_pu_ai_nt_nointerior.xml
AEGS_Idris_M_PU_AI_NT,vehicle_NameAEGS_Idris_M,vehicle_DescAEGS_Idris_M,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,aacf2251-4130-4c4c-92af-e0eb13f8798b,libs/foundry/records/entities/spaceships/aegs_idris_m_pu_ai_nt.xml
AEGS_Idris_M_PU_AI_UEE_NoInterior,vehicle_NameAEGS_Idris_M,vehicle_DescAEGS_Idris_M,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,item_ShipFocus_CapitalShip,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_Frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,0,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,78f1792a-9efc-40c1-808c-1ca929ebecd6,libs/foundry/records/entities/spaceships/aegs_idris_m_pu_ai_uee_nointerior.xml
AEGS_Idris_M_PU_AI_UEE,vehicle_NameAEGS_Idris_M,vehicle_DescAEGS_Idris_M,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,948fec21-a0c0-4f0c-bd3e-85460864b460,libs/foundry/records/entities/spaceships/aegs_idris_m_pu_ai_uee.xml
AEGS_Idris_M_PU_AI_Xenothreat_BoardedCombat,vehicle_NameAEGS_Idris_M,vehicle_DescAEGS_Idris_M,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,item_ShipFocus_CapitalShip,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_Frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,3e58f152-2f49-4273-887a-9de9606d0926,libs/foundry/records/entities/spaceships/aegs_idris_m_pu_ai_xenothreat_boardedcombat.xml
AEGS_Idris_M_PU_AI_Xenothreat_NoneBoarded,vehicle_NameAEGS_Idris_M,vehicle_DescAEGS_Idris_M,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,item_ShipFocus_CapitalShip,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_Frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,a8abd1cb-3555-4ad0-a318-6f80c5961fd5,libs/foundry/records/entities/spaceships/aegs_idris_m_pu_ai_xenothreat_noneboarded.xml
AEGS_Idris_M_PU_AI_Xenothreat,vehicle_NameAEGS_Idris_M,vehicle_DescAEGS_Idris_M,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,4f640c79-e3a2-4283-b7eb-8a9e98b4d7de,libs/foundry/records/entities/spaceships/aegs_idris_m_pu_ai_xenothreat.xml
AEGS_Idris_M_PU_GameMaster,vehicle_NameAEGS_Idris_M,vehicle_DescAEGS_Idris_M,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,item_ShipFocus_CapitalShip,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_Frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,217add8e-4c76-440a-95e3-7b98190bd90b,libs/foundry/records/entities/spaceships/aegs_idris_m_pu_gamemaster.xml
AEGS_Idris_M_PU_Invictus,vehicle_NameAEGS_Idris_M,vehicle_DescAEGS_Idris_M,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,item_ShipFocus_CapitalShip,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_Frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,8c5c5b4b-1021-4234-b6b8-170c9582145a,libs/foundry/records/entities/spaceships/aegs_idris_m_pu_invictus.xml
AEGS_Idris_M_PU,vehicle_NameAEGS_Idris_M,vehicle_DescAEGS_Idris_M,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,item_ShipFocus_CapitalShip,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,item_ShipFocus_Frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,c0c1835e-a0f5-4e08-8ed7-f08fa8c1a7d5,libs/foundry/records/entities/spaceships/aegs_idris_m_pu.xml
AEGS_Idris_M,vehicle_NameAEGS_Idris_M,vehicle_DescAEGS_Idris_M,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,f0caa993-4c6b-4402-8ef1-d91879060f3b,libs/foundry/records/entities/spaceships/aegs_idris_m.xml
AEGS_Idris_P_Collector_Military,vehicle_NameAEGS_Idris_P_Collector_Military,vehicle_DescAEGS_Idris_P_Collector_Military,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,deb6d97e-38ce-48a2-9e12-d63eb01a0207,libs/foundry/records/entities/spaceships/aegs_idris_p_collector_military.xml
AEGS_Idris_P_FW_25,vehicle_NameAEGS_Idris_P,vehicle_DescAEGS_Idris_P,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/AEGS_Idris_FW_25.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,e829391e-d1de-408a-ad23-cfa80003f559,libs/foundry/records/entities/spaceships/aegs_idris_p_fw_25.xml
AEGS_Idris_P_PU_AI_CRIM,vehicle_NameAEGS_Idris_P,vehicle_DescAEGS_Idris_P,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,4dd30365-ce66-4961-a41b-6856bd89e83b,libs/foundry/records/entities/spaceships/aegs_idris_p_pu_ai_crim.xml
AEGS_Idris_P_PU_AI_UEE,vehicle_NameAEGS_Idris_P,vehicle_DescAEGS_Idris_P,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,a4d60fe3-d9bd-400b-b39e-67207e44a135,libs/foundry/records/entities/spaceships/aegs_idris_p_pu_ai_uee.xml
AEGS_Idris_P_TSG,vehicle_NameAEGS_Idris_P,vehicle_DescAEGS_Idris_P,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,841e3ff7-7e71-4573-82a9-909973ae3c05,libs/foundry/records/entities/spaceships/aegs_idris_p_tsg.xml
AEGS_Idris_P,vehicle_NameAEGS_Idris_P,vehicle_DescAEGS_Idris_P,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_idris.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_frigate,5e2ec533-5535-4990-b3f9-32d35a8942d4,1,1100000,0,1,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,4b0585b0-b60b-4c52-a744-d812e5e9ad58,libs/foundry/records/entities/spaceships/aegs_idris_p.xml
AEGS_Javelin_PU_AI_UEE_FleetWeek_2021,vehicle_NameAEGS_Javelin,vehicle_DescAEGS_Javelin,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_javelin.xml,FleetWeek_2021,vehicle_class_destroyer,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_destroyer,30093844-6356-4df9-8473-dad8fc8ee1d4,1,5000000,0,0,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,d48f58e7-43cc-4e64-ac28-c96caf337bad,libs/foundry/records/entities/spaceships/aegs_javelin_pu_ai_uee_fleetweek_2021.xml
AEGS_Javelin_PU_AI_UEE_FleetWeek,vehicle_NameAEGS_Javelin,vehicle_DescAEGS_Javelin,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_javelin.xml,,vehicle_class_destroyer,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_destroyer,30093844-6356-4df9-8473-dad8fc8ee1d4,1,5000000,0,0,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,632668cb-11e5-4530-b2ed-d3e892efa2e1,libs/foundry/records/entities/spaceships/aegs_javelin_pu_ai_uee_fleetweek.xml
AEGS_Javelin_PU_AI_UEE,vehicle_NameAEGS_Javelin,vehicle_DescAEGS_Javelin,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_javelin.xml,,vehicle_class_destroyer,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_destroyer,30093844-6356-4df9-8473-dad8fc8ee1d4,1,5000000,0,0,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,8f65034a-423a-4346-b0f8-ee9df432b293,libs/foundry/records/entities/spaceships/aegs_javelin_pu_ai_uee.xml
AEGS_Javelin,vehicle_NameAEGS_Javelin,vehicle_DescAEGS_Javelin,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_javelin.xml,,vehicle_class_destroyer,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_destroyer,30093844-6356-4df9-8473-dad8fc8ee1d4,1,5000000,1,0,0,8f4f7045-703a-4932-98c1-e2d56b0f89b1,05a4f566-36a4-495c-99a4-dbedc5105cb6,libs/foundry/records/entities/spaceships/aegs_javelin.xml
AEGS_Reclaimer_AI_CIV_ShipBoarded_NoCargo,vehicle_NameAEGS_Reclaimer,vehicle_DescAEGS_Reclaimer,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_reclaimer.xml,,vehicle_focus_resources,0c06d7fa-963b-4fb3-b9a6-5e03a140bed3,vehicle_class_heavysalvage,1d853480-18dd-41e5-a564-2fffa94ef136,1,50000,1,1,0,6b484768-a49b-47a9-b5ce-814a0e86107b,3738256e-9b25-41dd-9f46-4e736e42ddac,libs/foundry/records/entities/spaceships/aegs_reclaimer_ai_civ_shipboarded_nocargo.xml
AEGS_Reclaimer_AI_CIV_ShipBoarded,vehicle_NameAEGS_Reclaimer,vehicle_DescAEGS_Reclaimer,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_reclaimer.xml,,vehicle_focus_resources,0c06d7fa-963b-4fb3-b9a6-5e03a140bed3,vehicle_class_heavysalvage,1d853480-18dd-41e5-a564-2fffa94ef136,1,50000,1,1,0,6b484768-a49b-47a9-b5ce-814a0e86107b,27507ea9-bde2-4c4a-a3bf-ec6cc6e65bbf,libs/foundry/records/entities/spaceships/aegs_reclaimer_ai_civ_shipboarded.xml
AEGS_Reclaimer_AI_Template_ShipBoarded,vehicle_NameAEGS_Reclaimer,vehicle_DescAEGS_Reclaimer,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_reclaimer.xml,,vehicle_focus_resources,0c06d7fa-963b-4fb3-b9a6-5e03a140bed3,vehicle_class_heavysalvage,1d853480-18dd-41e5-a564-2fffa94ef136,1,50000,1,1,0,6b484768-a49b-47a9-b5ce-814a0e86107b,379d2c46-34bb-410a-9384-ec8d422cdd80,libs/foundry/records/entities/spaceships/aegs_reclaimer_ai_template_shipboarded.xml
AEGS_Reclaimer_BIS2024_Temp,vehicle_NameAEGS_Reclaimer,vehicle_DescAEGS_Reclaimer,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_reclaimer.xml,,vehicle_focus_resources,0c06d7fa-963b-4fb3-b9a6-5e03a140bed3,vehicle_class_heavysalvage,1d853480-18dd-41e5-a564-2fffa94ef136,1,50000,1,1,0,6b484768-a49b-47a9-b5ce-814a0e86107b,988ff9aa-d655-401f-8e1b-bda95bdc83c4,libs/foundry/records/entities/spaceships/aegs_reclaimer_bis2024_temp.xml
AEGS_Reclaimer_PU_AI_CIV_DEF,vehicle_NameAEGS_Reclaimer,vehicle_DescAEGS_Reclaimer,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_reclaimer.xml,,vehicle_focus_resources,0c06d7fa-963b-4fb3-b9a6-5e03a140bed3,vehicle_class_heavysalvage,1d853480-18dd-41e5-a564-2fffa94ef136,1,50000,1,1,0,6b484768-a49b-47a9-b5ce-814a0e86107b,14f8b102-cbfb-4bad-9f5a-f0bd01038e05,libs/foundry/records/entities/spaceships/aegs_reclaimer_pu_ai_civ_def.xml
AEGS_Reclaimer_PU_AI_CIV,vehicle_NameAEGS_Reclaimer,vehicle_DescAEGS_Reclaimer,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_reclaimer.xml,,vehicle_focus_resources,0c06d7fa-963b-4fb3-b9a6-5e03a140bed3,vehicle_class_heavysalvage,1d853480-18dd-41e5-a564-2fffa94ef136,1,50000,1,1,0,6b484768-a49b-47a9-b5ce-814a0e86107b,cd89b8cb-de0b-4a53-8ff2-5ed8cde43e7a,libs/foundry/records/entities/spaceships/aegs_reclaimer_pu_ai_civ.xml
AEGS_Reclaimer_PU_AI_CRIM,vehicle_NameAEGS_Reclaimer,vehicle_DescAEGS_Reclaimer,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_reclaimer.xml,,vehicle_focus_resources,0c06d7fa-963b-4fb3-b9a6-5e03a140bed3,vehicle_class_heavysalvage,1d853480-18dd-41e5-a564-2fffa94ef136,1,50000,1,1,0,6b484768-a49b-47a9-b5ce-814a0e86107b,65d24cda-fb8b-4089-bfb1-71338b4efa68,libs/foundry/records/entities/spaceships/aegs_reclaimer_pu_ai_crim.xml
AEGS_Reclaimer_PU_AI_NineTails,vehicle_NameAEGS_Reclaimer,vehicle_DescAEGS_Reclaimer,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_reclaimer.xml,,vehicle_focus_resources,0c06d7fa-963b-4fb3-b9a6-5e03a140bed3,vehicle_class_heavysalvage,1d853480-18dd-41e5-a564-2fffa94ef136,1,50000,1,1,0,6b484768-a49b-47a9-b5ce-814a0e86107b,1418e449-f159-4cf1-a3b3-e4b35814f1dd,libs/foundry/records/entities/spaceships/aegs_reclaimer_pu_ai_ninetails.xml
AEGS_Reclaimer_PU_Hijacked_A,Criminal_RetrieveData_Reclaimer_ShipName,vehicle_DescAEGS_Reclaimer,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_reclaimer.xml,,vehicle_focus_resources,0c06d7fa-963b-4fb3-b9a6-5e03a140bed3,vehicle_class_heavysalvage,1d853480-18dd-41e5-a564-2fffa94ef136,1,50000,1,1,0,6b484768-a49b-47a9-b5ce-814a0e86107b,2993ae7f-3305-4dd7-89b3-3dbd94e09739,libs/foundry/records/entities/spaceships/aegs_reclaimer_pu_hijacked_a.xml
AEGS_Reclaimer_PU_Hijacked_b,RetrieveDatapad_ShipName,vehicle_DescAEGS_Reclaimer,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_reclaimer.xml,,vehicle_focus_resources,0c06d7fa-963b-4fb3-b9a6-5e03a140bed3,vehicle_class_heavysalvage,1d853480-18dd-41e5-a564-2fffa94ef136,1,50000,1,1,0,6b484768-a49b-47a9-b5ce-814a0e86107b,73e53d74-c7b5-4da5-836b-1df83d189040,libs/foundry/records/entities/spaceships/aegs_reclaimer_pu_hijacked_b.xml
