BlueprintClass,TargetEntityClassGuid,TargetEntityClass,TargetItemNameKey,RecipeCosts,Ref,Path
BP_CRAFT_qrt_combat_medium_legs_01_02_01,93f14d45-b05f-4163-bb90-8a5f1f80043b,qrt_combat_medium_legs_01_02_01,item_Name_qrt_combat_medium_legs_01_02_01,"[{""resource"":""989f9b73-f636-4f35-a81d-579dcbe3f0ab"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""8cd317a3-df9b-4315-8ac3-0f1fca42dfd4"",""minQuality"":0,""amount"":0.04}]",01af7aea-78a8-4fb3-9b0e-d8cf896bcd3c,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/combat/medium/bp_craft_qrt_combat_medium_legs_01_02_01.xml
BP_CRAFT_qrt_combat_medium_legs_02_01_01,d9602c31-f133-44bc-a749-3e6bf77c5815,qrt_combat_medium_legs_02_01_01,item_Name_qrt_combat_medium_legs_02_01_01,"[{""resource"":""989f9b73-f636-4f35-a81d-579dcbe3f0ab"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""8cd317a3-df9b-4315-8ac3-0f1fca42dfd4"",""minQuality"":0,""amount"":0.04}]",fba490b7-13e5-463b-a774-c8ebd215738e,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/combat/medium/bp_craft_qrt_combat_medium_legs_02_01_01.xml
BP_CRAFT_slaver_armor_medium_arms_01_01_01,1bc2aa7b-d8c1-4158-8d3f-dcef1fed5305,slaver_armor_medium_arms_01_01_01,item_Name_slaver_armor_medium_arms_01_01_01,"[{""resource"":""989f9b73-f636-4f35-a81d-579dcbe3f0ab"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",2946fc90-9ad7-4554-9bdd-940ed97538c5,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/combat/medium/bp_craft_slaver_armor_medium_arms_01_01_01.xml
BP_CRAFT_slaver_armor_medium_arms_01_01_13,b3d88e1c-122e-4801-96fc-3ecb71cc06ff,slaver_armor_medium_arms_01_01_13,item_Name_slaver_armor_medium_arms_01_01_13,"[{""resource"":""989f9b73-f636-4f35-a81d-579dcbe3f0ab"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",da1f6a9e-5f95-4510-a886-e784bd0d99db,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/combat/medium/bp_craft_slaver_armor_medium_arms_01_01_13.xml
BP_CRAFT_slaver_armor_medium_arms_01_01_15,8c677dd2-79ee-4b40-97a8-baa97068358b,slaver_armor_medium_arms_01_01_15,item_Name_slaver_armor_medium_arms_01_01_15,"[{""resource"":""989f9b73-f636-4f35-a81d-579dcbe3f0ab"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",27eb9328-960e-45cc-a888-8dd685fc719f,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/combat/medium/bp_craft_slaver_armor_medium_arms_01_01_15.xml
BP_CRAFT_slaver_armor_medium_core_01_01_01,d2a646ec-e3ad-4b97-9903-0f0510dbf840,slaver_armor_medium_core_01_01_01,item_Name_slaver_armor_medium_core_01_01_01,"[{""resource"":""989f9b73-f636-4f35-a81d-579dcbe3f0ab"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",c391c68a-30cd-4a09-971f-a6f816906337,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/combat/medium/bp_craft_slaver_armor_medium_core_01_01_01.xml
BP_CRAFT_slaver_armor_medium_core_01_01_13,890b8d44-eaad-4771-ad6b-abe683833867,slaver_armor_medium_core_01_01_13,item_Name_slaver_armor_medium_core_01_01_13,"[{""resource"":""989f9b73-f636-4f35-a81d-579dcbe3f0ab"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",d797b842-5e4b-41b0-8e60-a9aae6b94602,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/combat/medium/bp_craft_slaver_armor_medium_core_01_01_13.xml
BP_CRAFT_slaver_armor_medium_core_01_01_15,398a3688-07c5-4c2b-8d0e-736979ba2834,slaver_armor_medium_core_01_01_15,item_Name_slaver_armor_medium_core_01_01_15,"[{""resource"":""989f9b73-f636-4f35-a81d-579dcbe3f0ab"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",098b09fb-23ff-474b-9c5d-274f793c75b2,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/combat/medium/bp_craft_slaver_armor_medium_core_01_01_15.xml
BP_CRAFT_slaver_armor_medium_helmet_01_01_01,68d8a024-9d3b-4d9b-8746-8e7ae25b4475,slaver_armor_medium_helmet_01_01_01,item_Name_slaver_armor_medium_helmet_01_01_01,"[{""resource"":""989f9b73-f636-4f35-a81d-579dcbe3f0ab"",""minQuality"":0,""amount"":0.03},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.01}]",e277c982-f965-4c27-9377-1db753e1a8f6,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/combat/medium/bp_craft_slaver_armor_medium_helmet_01_01_01.xml
BP_CRAFT_slaver_armor_medium_helmet_01_01_13,3751a609-b189-4a4e-a31d-e864459b5dcc,slaver_armor_medium_helmet_01_01_13,item_Name_slaver_armor_medium_helmet_01_01_13,"[{""resource"":""989f9b73-f636-4f35-a81d-579dcbe3f0ab"",""minQuality"":0,""amount"":0.03},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.01}]",f95b3503-fc31-455b-98e5-95df739b17da,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/combat/medium/bp_craft_slaver_armor_medium_helmet_01_01_13.xml
BP_CRAFT_slaver_armor_medium_helmet_01_01_15,4fd61c96-a486-4c6d-99dd-96a0722b0f37,slaver_armor_medium_helmet_01_01_15,item_Name_slaver_armor_medium_helmet_01_01_15,"[{""resource"":""989f9b73-f636-4f35-a81d-579dcbe3f0ab"",""minQuality"":0,""amount"":0.03},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.01}]",1755e0f3-0aac-45c1-8245-4270f474b7fc,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/combat/medium/bp_craft_slaver_armor_medium_helmet_01_01_15.xml
BP_CRAFT_slaver_armor_medium_legs_01_01_01,d45f28b2-c1a6-4ddf-bb25-ec262c518610,slaver_armor_medium_legs_01_01_01,item_Name_slaver_armor_medium_legs_01_01_01,"[{""resource"":""989f9b73-f636-4f35-a81d-579dcbe3f0ab"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",b19b4e92-2e22-4179-a647-0e13152a7302,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/combat/medium/bp_craft_slaver_armor_medium_legs_01_01_01.xml
BP_CRAFT_slaver_armor_medium_legs_01_01_13,aa61c64c-d016-4830-9b19-5e5e834bf543,slaver_armor_medium_legs_01_01_13,item_Name_slaver_armor_medium_legs_01_01_15,"[{""resource"":""989f9b73-f636-4f35-a81d-579dcbe3f0ab"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",6380ece6-3393-4900-b65c-dbb5404e63d2,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/combat/medium/bp_craft_slaver_armor_medium_legs_01_01_13.xml
BP_CRAFT_slaver_armor_medium_legs_01_01_15,8a83964b-e892-41a5-be76-d362e06581d5,slaver_armor_medium_legs_01_01_15,item_Name_slaver_armor_medium_legs_01_01_15,"[{""resource"":""989f9b73-f636-4f35-a81d-579dcbe3f0ab"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",e12a7921-95ad-493b-b972-e36198611d7e,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/combat/medium/bp_craft_slaver_armor_medium_legs_01_01_15.xml
BP_CRAFT_rsi_deckcrew_armor_light_arms_01_01_01,ba8131c0-5cff-489d-9930-51d3bdb13c23,rsi_deckcrew_armor_light_arms_01_01_01,item_Name_rsi_deckcrew_light_armor_01_arms,"[{""resource"":""06cafea0-49fe-4dce-b0f0-dc583316c66d"",""minQuality"":0,""amount"":0.02},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",b79899aa-5d5a-48dc-bee4-1b8f5a89a990,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/cosmonaut/light/bp_craft_rsi_deckcrew_armor_light_arms_01_01_01.xml
BP_CRAFT_rsi_deckcrew_armor_light_core_01_01_01,f4769b2b-0997-4c68-8b47-38cc93041a22,rsi_deckcrew_armor_light_core_01_01_01,item_Name_rsi_deckcrew_light_armor_01_core,"[{""resource"":""06cafea0-49fe-4dce-b0f0-dc583316c66d"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",a3a4a323-cc14-47db-8577-b8d707b8a114,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/cosmonaut/light/bp_craft_rsi_deckcrew_armor_light_core_01_01_01.xml
BP_CRAFT_rsi_deckcrew_armor_light_helmet_01_01_01,8845a66f-ec8c-49a5-9c23-4a5c00db7603,rsi_deckcrew_armor_light_helmet_01_01_01,item_Name_rsi_deckcrew_light_helmet_01,"[{""resource"":""06cafea0-49fe-4dce-b0f0-dc583316c66d"",""minQuality"":0,""amount"":0.02},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.01}]",23451667-daed-476c-9eb8-b25e174929d6,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/cosmonaut/light/bp_craft_rsi_deckcrew_armor_light_helmet_01_01_01.xml
BP_CRAFT_rsi_deckcrew_armor_light_legs_01_01_01,161db7cd-3351-43af-9961-972ec7e0ef39,rsi_deckcrew_armor_light_legs_01_01_01,item_Name_rsi_deckcrew_light_armor_01_legs,"[{""resource"":""06cafea0-49fe-4dce-b0f0-dc583316c66d"",""minQuality"":0,""amount"":0.03},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",25ca7483-b11f-43a2-9da5-363f8042a675,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/cosmonaut/light/bp_craft_rsi_deckcrew_armor_light_legs_01_01_01.xml
BP_CRAFT_rsi_explorer_armor_light_arms_01_01_01,28cea84c-30bb-4381-8d0f-d009d6cb51f8,rsi_explorer_armor_light_arms_01_01_01,item_Name_rsi_explorer_light_armor_01_arms,"[{""resource"":""06cafea0-49fe-4dce-b0f0-dc583316c66d"",""minQuality"":0,""amount"":0.02},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",dabddb4f-e559-4991-ba80-95a3a70a1fef,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/cosmonaut/light/bp_craft_rsi_explorer_armor_light_arms_01_01_01.xml
BP_CRAFT_rsi_explorer_armor_light_core_01_01_01,dc079d73-0014-41ff-8c00-3adf0eabbc3b,rsi_explorer_armor_light_core_01_01_01,item_Name_rsi_explorer_light_armor_01_core,"[{""resource"":""06cafea0-49fe-4dce-b0f0-dc583316c66d"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",1b1c4e5e-2a8b-4180-9857-1fe1b3322093,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/cosmonaut/light/bp_craft_rsi_explorer_armor_light_core_01_01_01.xml
BP_CRAFT_rsi_explorer_armor_light_helmet_01_01_01,2a1c2646-b44d-4253-81e7-dab2c86f002c,rsi_explorer_armor_light_helmet_01_01_01,item_Name_rsi_explorer_01_helmet,"[{""resource"":""06cafea0-49fe-4dce-b0f0-dc583316c66d"",""minQuality"":0,""amount"":0.02},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.01}]",f9be518d-9890-4ed5-8d6a-8583c2d66b96,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/cosmonaut/light/bp_craft_rsi_explorer_armor_light_helmet_01_01_01.xml
BP_CRAFT_rsi_explorer_armor_light_legs_01_01_01,70f6dd3a-790c-4b8b-b355-c256e09af19f,rsi_explorer_armor_light_legs_01_01_01,item_Name_rsi_explorer_light_armor_01_legs,"[{""resource"":""06cafea0-49fe-4dce-b0f0-dc583316c66d"",""minQuality"":0,""amount"":0.03},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",f1b95cd0-5dde-4b32-9efb-dd87f2aa5567,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/cosmonaut/light/bp_craft_rsi_explorer_armor_light_legs_01_01_01.xml
BP_CRAFT_rsi_light_utility_backpack_01_01_01,84982692-cf64-4157-a03d-678a2e297ddc,rsi_light_utility_backpack_01_01_01,item_Name_rsi_light_utility_backpack_01_01_01,"[{""resource"":""06cafea0-49fe-4dce-b0f0-dc583316c66d"",""minQuality"":0,""amount"":0.03},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02}]",1efa4123-ffa9-4688-b7ed-e3be44c16f46,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/cosmonaut/light/bp_craft_rsi_light_utility_backpack_01_01_01.xml
BP_CRAFT_omc_utility_heavy_arms_01_01_01,f7bc48ae-f075-43d3-a4b9-ce6ab3dc7fac,omc_utility_heavy_arms_01_01_01,item_Name_omc_utility_heavy_arms_01_01_01,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.06},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":0,""amount"":0.06}]",6940a96b-b26e-4547-b302-3cef3ec273ee,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_arms_01_01_01.xml
BP_CRAFT_omc_utility_heavy_arms_01_01_04,3c69369e-d63b-45de-bfc7-5b6bf5d8c72d,omc_utility_heavy_arms_01_01_04,item_Name_omc_utility_heavy_arms_01_01_04,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.06},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":0,""amount"":0.06}]",aa836492-91d5-4123-a5cd-6eb7268d09e0,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_arms_01_01_04.xml
BP_CRAFT_omc_utility_heavy_arms_01_01_16,5ebbcd20-815d-4f90-ba7d-75f7ad717b46,omc_utility_heavy_arms_01_01_16,item_Name_omc_utility_heavy_arms_01_01_16,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.06},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":0,""amount"":0.06}]",487add1d-5f94-46b2-a16d-7aef94ab9e55,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_arms_01_01_16.xml
BP_CRAFT_omc_utility_heavy_arms_01_01_17,cbae9bb8-472f-41f6-bdce-06fb5f01837e,omc_utility_heavy_arms_01_01_17,item_Name_omc_utility_heavy_arms_01_01_17,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.06},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":0,""amount"":0.06}]",bcb21a22-affa-4f10-940e-3d5b2f2975b7,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_arms_01_01_17.xml
BP_CRAFT_omc_utility_heavy_arms_01_02_01,ad41bd3f-b1a6-4b01-84e5-6cf2f7bab8a4,omc_utility_heavy_arms_01_02_01,item_Name_omc_utility_heavy_arms_01_02_01,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.06},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":0,""amount"":0.06}]",b9993778-a974-4389-a752-508bc0055d32,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_arms_01_02_01.xml
BP_CRAFT_omc_utility_heavy_core_01_01_01,49b52040-a1f0-407f-a64b-0896274cfe82,omc_utility_heavy_core_01_01_01,item_Name_omc_utility_heavy_core_01_01_01,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.07},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":500,""amount"":0.07}]",d4bcbab1-b2e8-432d-9427-9a471eef2aa9,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_core_01_01_01.xml
BP_CRAFT_omc_utility_heavy_core_01_01_04,0c784b35-76dc-4b43-b74e-268b12dec72c,omc_utility_heavy_core_01_01_04,item_Name_omc_utility_heavy_core_01_01_04,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.07},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":500,""amount"":0.07}]",9d6aafae-5ada-40ae-9fc5-9b42bc79d234,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_core_01_01_04.xml
BP_CRAFT_omc_utility_heavy_core_01_01_16,b14463e1-adf4-4c1b-84c2-360216c97402,omc_utility_heavy_core_01_01_16,item_Name_omc_utility_heavy_core_01_01_16,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.07},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":500,""amount"":0.07}]",69170346-2356-4f88-a168-36b66da6c9e0,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_core_01_01_16.xml
BP_CRAFT_omc_utility_heavy_core_01_01_17,3e9b3246-d5a8-415b-9857-6cc210efe871,omc_utility_heavy_core_01_01_17,item_Name_omc_utility_heavy_core_01_01_17,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.07},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":500,""amount"":0.07}]",d0bf04b4-299c-4265-a5f2-4b6e64d094fb,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_core_01_01_17.xml
BP_CRAFT_omc_utility_heavy_core_01_02_01,f6de17fd-cacf-4841-b1b3-412151558e88,omc_utility_heavy_core_01_02_01,item_Name_omc_utility_heavy_core_01_02_01,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.07},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":500,""amount"":0.07}]",e9be9b16-d83b-487e-8ef6-89347734af33,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_core_01_02_01.xml
BP_CRAFT_omc_utility_heavy_helmet_01_01_01,fdaffa09-1693-4db2-a3b1-99d90fdfb384,omc_utility_heavy_helmet_01_01_01,item_Name_omc_utility_heavy_helmet_01_01_01,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.01},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":0,""amount"":0.05}]",3f68723c-a32c-4b03-b300-14fec1dc025d,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_helmet_01_01_01.xml
BP_CRAFT_omc_utility_heavy_helmet_01_01_04,4ee6abaf-5b55-4877-9904-087210ecfc6d,omc_utility_heavy_helmet_01_01_04,item_Name_omc_utility_heavy_helmet_01_01_04,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.01},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":0,""amount"":0.05}]",407ccdd7-d6f4-4b87-9d9d-8397095aa541,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_helmet_01_01_04.xml
BP_CRAFT_omc_utility_heavy_helmet_01_01_16,00638fba-f80d-4848-8807-b70d0035992c,omc_utility_heavy_helmet_01_01_16,item_Name_omc_utility_heavy_helmet_01_01_16,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.01},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":0,""amount"":0.05}]",3b768354-178c-49ca-bc83-40a06e055bf4,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_helmet_01_01_16.xml
BP_CRAFT_omc_utility_heavy_helmet_01_01_17,ef4fdab4-4713-4518-bf3d-8043661be18e,omc_utility_heavy_helmet_01_01_17,item_Name_omc_utility_heavy_helmet_01_01_17,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.01},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":0,""amount"":0.05}]",dddbeeca-201d-4817-9632-1ac252c2ba3c,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_helmet_01_01_17.xml
BP_CRAFT_omc_utility_heavy_helmet_01_02_01,a94304be-1967-428a-94d9-48f9f16bb808,omc_utility_heavy_helmet_01_02_01,item_Name_omc_utility_heavy_helmet_01_02_01,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.01},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":0,""amount"":0.05}]",480f545e-d3be-4d63-af98-b1ad98d2dc35,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_helmet_01_02_01.xml
BP_CRAFT_omc_utility_heavy_legs_01_01_01,acb808af-0c02-4459-97e4-9e3ac06d6a15,omc_utility_heavy_legs_01_01_01,item_Name_omc_utility_heavy_legs_01_01_01,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.06},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":0,""amount"":0.06}]",42af157a-aa29-4784-88f6-374984d4c4cd,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_legs_01_01_01.xml
BP_CRAFT_omc_utility_heavy_legs_01_01_04,8dadd817-c5c4-4bba-8fec-dec029eb029b,omc_utility_heavy_legs_01_01_04,item_Name_omc_utility_heavy_legs_01_01_04,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.06},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":0,""amount"":0.06}]",23e786cf-de89-41f2-903d-9d0ac80c5b8d,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_legs_01_01_04.xml
BP_CRAFT_omc_utility_heavy_legs_01_01_16,f9c95695-1aff-4963-8432-f43fe65249be,omc_utility_heavy_legs_01_01_16,item_Name_omc_utility_heavy_legs_01_01_16,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.06},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":0,""amount"":0.06}]",ff1f92c2-04d7-43ab-95ce-9dbf2fc51a97,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_legs_01_01_16.xml
BP_CRAFT_omc_utility_heavy_legs_01_01_17,dd047930-4575-452f-ae06-006245f50a34,omc_utility_heavy_legs_01_01_17,item_Name_omc_utility_heavy_legs_01_01_17,"[{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.06},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""07570c9f-fdf6-4bca-a56b-c42809ec0e01"",""minQuality"":0,""amount"":0.06}]",af90f16c-fb9b-4ff2-a322-2d884dc069a9,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/engineer/heavy/bp_craft_omc_utility_heavy_legs_01_01_17.xml
