Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Slot,Damage Modifier,Projectile Speed Modifier,Heat Modifier,Magnification,Aim Time Modifier,Sound Radius Modifier
behr_ballisticgatling_ventilation_s6,LOC_PLACEHOLDER,,,BEHR,6,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_ballisticgatling_ventilation_s7,LOC_PLACEHOLDER,,,BEHR,7,1,Ventilation,1,Ventilation,1,1,1,1 / 1,1,1
behr_ballisticrepeater_barrel_s1,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_ballisticrepeater_barrel_s2,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_ballisticrepeater_barrel_s3,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_ballisticrepeater_firingmechanism_s1,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_ballisticrepeater_firingmechanism_s2,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_ballisticrepeater_firingmechanism_s3,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_ballisticrepeater_powerarray_s1,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_ballisticrepeater_powerarray_s2,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_ballisticrepeater_powerarray_s3,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_ballisticrepeater_ventilation_s1,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_ballisticrepeater_ventilation_s2,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_ballisticrepeater_ventilation_s3,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_javelinballisticcannon_barrel_s7,LOC_PLACEHOLDER,,,,7,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_javelinballisticcannon_firingmechanism_s7,LOC_PLACEHOLDER,,,ESPR,7,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_javelinballisticcannon_powerarray_s7,LOC_PLACEHOLDER,,,,7,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_javelinballisticcannon_ventilation_s7,LOC_PLACEHOLDER,,,,7,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_lasercannon_barrel_s1,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_lasercannon_barrel_s2,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_lasercannon_barrel_s3,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_lasercannon_barrel_s4,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_lasercannon_barrel_s5,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_lasercannon_barrel_s6,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_lasercannon_barrel_s7,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_lasercannon_barrel_s8,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_lasercannon_barrel_s9,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_lasercannon_firingmechanism_s1,LOC_PLACEHOLDER,,,ESPR,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_lasercannon_firingmechanism_s2,LOC_PLACEHOLDER,,,ESPR,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_lasercannon_firingmechanism_s3,LOC_PLACEHOLDER,,,ESPR,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_lasercannon_firingmechanism_s4,LOC_PLACEHOLDER,,,ESPR,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_lasercannon_firingmechanism_s5,LOC_PLACEHOLDER,,,ESPR,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_lasercannon_firingmechanism_s6,LOC_PLACEHOLDER,,,ESPR,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_lasercannon_firingmechanism_s7,LOC_PLACEHOLDER,,,ESPR,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_lasercannon_firingmechanism_s8,LOC_PLACEHOLDER,,,ESPR,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_lasercannon_firingmechanism_s9,LOC_PLACEHOLDER,,,ESPR,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_lasercannon_powerarray_s1,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_lasercannon_powerarray_s2,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_lasercannon_powerarray_s3,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_lasercannon_powerarray_s4,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_lasercannon_powerarray_s5,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_lasercannon_powerarray_s6,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_lasercannon_powerarray_s7,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_lasercannon_powerarray_s8,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_lasercannon_powerarray_s9,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_lasercannon_sf7e_barrel_s7,LOC_PLACEHOLDER,,,BEHR,7,7,Barrel,1,Barrel,1,1,1,1 / 1,1,1
behr_lasercannon_sf7e_firingmechanism_s7,LOC_PLACEHOLDER,,,BEHR,7,7,FiringMechanism,1,FiringMechanism,1,1,1,1 / 1,1,1
behr_lasercannon_sf7e_powerarray_s7,LOC_PLACEHOLDER,,,BEHR,7,7,PowerArray,1,PowerArray,1,1,1,1 / 1,1,1
behr_lasercannon_sf7e_ventilation_s7,LOC_PLACEHOLDER,,,BEHR,7,7,Ventilation,1,Ventilation,1,1,1,1 / 1,1,1
behr_lasercannon_ventilation_s1,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_lasercannon_ventilation_s2,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_lasercannon_ventilation_s3,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_lasercannon_ventilation_s4,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_lasercannon_ventilation_s5,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_lasercannon_ventilation_s6,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_lasercannon_ventilation_s7,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_lasercannon_ventilation_s8,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_lasercannon_ventilation_s9,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_laserrepeater_barrel_s10,LOC_PLACEHOLDER,,,BEHR,10,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_laserrepeater_firingmechanism_s10,LOC_PLACEHOLDER,,,BEHR,10,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_laserrepeater_powerarray_s10,LOC_PLACEHOLDER,,,BEHR,10,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_laserrepeater_ventilation_s10,LOC_PLACEHOLDER,,,BEHR,10,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
bengal_ballisticcannon_barrel_s7,LOC_PLACEHOLDER,,,GATS,7,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
bengal_ballisticcannon_barrel_s8,LOC_PLACEHOLDER,,,GATS,8,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
bengal_ballisticcannon_firingmechanism_s7,LOC_PLACEHOLDER,,,GATS,7,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
bengal_ballisticcannon_firingmechanism_s8,LOC_PLACEHOLDER,,,GATS,8,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
bengal_ballisticcannon_powerarray_s7,LOC_PLACEHOLDER,,,GATS,7,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
bengal_ballisticcannon_powerarray_s8,LOC_PLACEHOLDER,,,GATS,8,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
bengal_ballisticcannon_ventilation_s7,LOC_PLACEHOLDER,,,GATS,7,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
bengal_ballisticcannon_ventilation_s8,LOC_PLACEHOLDER,,,GATS,8,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
bengal_ballisticgatling_barrel_s6,LOC_PLACEHOLDER,,,BEHR,6,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
bengal_ballisticgatling_firingmechanism_s6,LOC_PLACEHOLDER,,,BEHR,6,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
bengal_ballisticgatling_powerarray_s6,LOC_PLACEHOLDER,,,BEHR,6,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
bengal_ballisticgatling_ventilation_s6,LOC_PLACEHOLDER,,,BEHR,6,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
espr_ballisticcannon_barrel_s1,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
espr_ballisticcannon_barrel_s2,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
espr_ballisticcannon_barrel_s3,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
espr_ballisticcannon_barrel_s4,LOC_PLACEHOLDER,,,,4,4,Barrel,,Barrel,1,1,1,1 / 1,1,1
espr_ballisticcannon_barrel_s5,LOC_PLACEHOLDER,,,,5,5,Barrel,,Barrel,1,1,1,1 / 1,1,1
espr_ballisticcannon_barrel_s6,LOC_PLACEHOLDER,,,,6,6,Barrel,,Barrel,1,1,1,1 / 1,1,1
espr_ballisticcannon_firingmechanism_s1,LOC_PLACEHOLDER,,,ESPR,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
espr_ballisticcannon_firingmechanism_s2,LOC_PLACEHOLDER,,,ESPR,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
espr_ballisticcannon_firingmechanism_s3,LOC_PLACEHOLDER,,,ESPR,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
espr_ballisticcannon_firingmechanism_s4,LOC_PLACEHOLDER,,,ESPR,4,4,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
espr_ballisticcannon_firingmechanism_s5,LOC_PLACEHOLDER,,,ESPR,5,5,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
espr_ballisticcannon_firingmechanism_s6,LOC_PLACEHOLDER,,,ESPR,6,6,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
espr_ballisticcannon_powerarray_s1,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
espr_ballisticcannon_powerarray_s2,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
espr_ballisticcannon_powerarray_s3,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
espr_ballisticcannon_powerarray_s4,LOC_PLACEHOLDER,,,,4,4,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
espr_ballisticcannon_powerarray_s5,LOC_PLACEHOLDER,,,,5,5,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
espr_ballisticcannon_powerarray_s6,LOC_PLACEHOLDER,,,,6,6,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
espr_ballisticcannon_ventilation_s1,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
espr_ballisticcannon_ventilation_s2,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
espr_ballisticcannon_ventilation_s3,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
espr_ballisticcannon_ventilation_s4,LOC_PLACEHOLDER,,,,4,4,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
espr_ballisticcannon_ventilation_s5,LOC_PLACEHOLDER,,,,5,5,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
espr_ballisticcannon_ventilation_s6,LOC_PLACEHOLDER,,,,6,6,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
espr_lasercannon_barrel_s1,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
espr_lasercannon_barrel_s2,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
espr_lasercannon_barrel_s3,LOC_PLACEHOLDER,,,,3,3,Barrel,,Barrel,1,1,1,1 / 1,1,1
espr_lasercannon_barrel_s4,LOC_PLACEHOLDER,,,,4,4,Barrel,,Barrel,1,1,1,1 / 1,1,1
espr_lasercannon_barrel_s5,LOC_PLACEHOLDER,,,,5,5,Barrel,,Barrel,1,1,1,1 / 1,1,1
espr_lasercannon_barrel_s6,LOC_PLACEHOLDER,,,,6,6,Barrel,,Barrel,1,1,1,1 / 1,1,1
espr_lasercannon_firingmechanism_s1,LOC_PLACEHOLDER,,,ESPR,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
espr_lasercannon_firingmechanism_s2,LOC_PLACEHOLDER,,,ESPR,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
espr_lasercannon_firingmechanism_s3,LOC_PLACEHOLDER,,,,3,3,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
espr_lasercannon_firingmechanism_s4,LOC_PLACEHOLDER,,,,4,4,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
espr_lasercannon_firingmechanism_s5,LOC_PLACEHOLDER,,,,5,5,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
espr_lasercannon_firingmechanism_s6,LOC_PLACEHOLDER,,,,6,6,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
espr_lasercannon_powerarray_s1,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
espr_lasercannon_powerarray_s2,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
espr_lasercannon_powerarray_s3,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
espr_lasercannon_powerarray_s4,LOC_PLACEHOLDER,,,,4,4,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
espr_lasercannon_powerarray_s5,LOC_PLACEHOLDER,,,,5,5,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
espr_lasercannon_powerarray_s6,LOC_PLACEHOLDER,,,,6,6,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
espr_lasercannon_ventilation_s1,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
espr_lasercannon_ventilation_s2,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
espr_lasercannon_ventilation_s3,LOC_PLACEHOLDER,,,,3,3,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
espr_lasercannon_ventilation_s4,LOC_PLACEHOLDER,,,,4,4,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
espr_lasercannon_ventilation_s5,LOC_PLACEHOLDER,,,,5,5,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
espr_lasercannon_ventilation_s6,LOC_PLACEHOLDER,,,,6,6,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
gats_ballisticcannon_barrel_s1,LOC_PLACEHOLDER,,,GATS,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
gats_ballisticcannon_barrel_s2,LOC_PLACEHOLDER,,,GATS,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
gats_ballisticcannon_barrel_s3,LOC_PLACEHOLDER,,,GATS,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
gats_ballisticcannon_firingmechanism_s1,LOC_PLACEHOLDER,,,GATS,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
gats_ballisticcannon_firingmechanism_s2,LOC_PLACEHOLDER,,,GATS,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
gats_ballisticcannon_firingmechanism_s3,LOC_PLACEHOLDER,,,GATS,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
gats_ballisticcannon_powerarray_s1,LOC_PLACEHOLDER,,,GATS,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
gats_ballisticcannon_powerarray_s2,LOC_PLACEHOLDER,,,GATS,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
gats_ballisticcannon_powerarray_s3,LOC_PLACEHOLDER,,,GATS,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
gats_ballisticcannon_ventilation_s1,LOC_PLACEHOLDER,,,GATS,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
gats_ballisticcannon_ventilation_s2,LOC_PLACEHOLDER,,,GATS,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
gats_ballisticcannon_ventilation_s3,LOC_PLACEHOLDER,,,GATS,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
gats_ballisticgatling_barrel_s1,LOC_PLACEHOLDER,,,GATS,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
gats_ballisticgatling_barrel_s2,LOC_PLACEHOLDER,,,GATS,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
gats_ballisticgatling_barrel_s3,LOC_PLACEHOLDER,,,GATS,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
gats_ballisticgatling_firingmechanism_s1,LOC_PLACEHOLDER,,,GATS,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
gats_ballisticgatling_firingmechanism_s2,LOC_PLACEHOLDER,,,GATS,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
gats_ballisticgatling_firingmechanism_s3,LOC_PLACEHOLDER,,,GATS,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
gats_ballisticgatling_powerarray_s1,LOC_PLACEHOLDER,,,GATS,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
gats_ballisticgatling_powerarray_s2,LOC_PLACEHOLDER,,,GATS,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
gats_ballisticgatling_powerarray_s3,LOC_PLACEHOLDER,,,GATS,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
gats_ballisticgatling_ventilation_s1,LOC_PLACEHOLDER,,,GATS,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
gats_ballisticgatling_ventilation_s2,LOC_PLACEHOLDER,,,GATS,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
gats_ballisticgatling_ventilation_s3,LOC_PLACEHOLDER,,,GATS,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
hrst_laserbeam_barrel_s10,LOC_PLACEHOLDER,,,,9,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
hrst_laserrepeater_barrel_s1,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
hrst_laserrepeater_barrel_s2,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
hrst_laserrepeater_barrel_s3_storm,LOC_PLACEHOLDER,,,HRST,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
hrst_laserrepeater_barrel_s3,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
hrst_laserrepeater_barrel_s4,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
hrst_laserrepeater_barrel_s5,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
hrst_laserrepeater_barrel_s6,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
hrst_laserrepeater_firingmechanism_s1,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
hrst_laserrepeater_firingmechanism_s2,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
hrst_laserrepeater_firingmechanism_s3_storm,LOC_PLACEHOLDER,,,HRST,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
hrst_laserrepeater_firingmechanism_s3,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
hrst_laserrepeater_firingmechanism_s4,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
hrst_laserrepeater_firingmechanism_s5,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
hrst_laserrepeater_firingmechanism_s6,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
hrst_laserrepeater_powerarray_s1,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
hrst_laserrepeater_powerarray_s2,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
hrst_laserrepeater_powerarray_s3_storm,LOC_PLACEHOLDER,,,HRST,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
hrst_laserrepeater_powerarray_s3,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
hrst_laserrepeater_powerarray_s4,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
hrst_laserrepeater_powerarray_s5,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
hrst_laserrepeater_powerarray_s6,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
hrst_laserrepeater_ventilation_s1,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
hrst_laserrepeater_ventilation_s2,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
hrst_laserrepeater_ventilation_s3_storm,LOC_PLACEHOLDER,,,HRST,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
hrst_laserrepeater_ventilation_s3,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
hrst_laserrepeater_ventilation_s4,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
hrst_laserrepeater_ventilation_s5,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
hrst_laserrepeater_ventilation_s6,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
hrst_laserscattergun_barrel_s1,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
hrst_laserscattergun_barrel_s2,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
hrst_laserscattergun_barrel_s3,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
hrst_laserscattergun_firingmechanism_s1,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
hrst_laserscattergun_firingmechanism_s2,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
hrst_laserscattergun_firingmechanism_s3,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
hrst_laserscattergun_powerarray_s1,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
hrst_laserscattergun_powerarray_s2,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
hrst_laserscattergun_powerarray_s3,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
hrst_laserscattergun_ventilation_s1,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
hrst_laserscattergun_ventilation_s2,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
hrst_laserscattergun_ventilation_s3,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
jokr_distortioncannon_barrel_s1,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
jokr_distortioncannon_barrel_s2,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
jokr_distortioncannon_barrel_s3,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
jokr_distortioncannon_firingmechanism_s1,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
jokr_distortioncannon_firingmechanism_s2,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
jokr_distortioncannon_firingmechanism_s3,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
jokr_distortioncannon_powerarray_s1,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
jokr_distortioncannon_powerarray_s2,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
jokr_distortioncannon_powerarray_s3,LOC_PLACEHOLDER,,,,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
