Entity Class,Name Key,Description Key,Display Name Key,Display Description Key,Display Type Key,Type GUID,Subtype GUID,Cargo Occupancy Unit,Cargo Occupancy Value,Cargo Occupancy SCU,Boxable,Unrefined,Raw,Refined,Controlled Substance Jurisdictions,Controlled Substance Max SCU,Legality Warning Source,Record GUID,Record Path
Commodities_Food_bar_com_01_a,item_NameFood_bar_com_01_a,item_DescFood_bar_com_01_a,item_NameFood_bar_com_01_a,item_DescFood_bar_com_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,ec70efc8-12c0-4acb-9415-ccb304a5b1f2,SMicroCargoUnit,170,0.00017,1,0,,,,,,9bd4c752-af5f-4915-9c31-fed72e7754d2,libs/foundry/records/entities/commodities/food/commodities_food_bar_com_01_a.xml
Commodities_Food_bar_com_01_a,item_NameFood_bar_com_01_a,item_DescFood_bar_com_01_a,item_NameFood_bar_com_01_a,item_DescFood_bar_com_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,ec70efc8-12c0-4acb-9415-ccb304a5b1f2,SMicroCargoUnit,170,0.00017,1,0,,,,,,9bd4c752-af5f-4915-9c31-fed72e7754d2,libs/foundry/records/entities/commodities/food/commodities_food_bar_com_01_a.xml
Commodities_Food_bar_com_01_lunes_a,item_NameFood_bar_com_01_lunes_a,item_DescFood_bar_com_01_lunes_a,item_NameFood_bar_com_01_lunes_a,item_DescFood_bar_com_01_lunes_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,d83744de-05ab-494f-97d9-f4d3561f4e80,SMicroCargoUnit,170,0.00017,1,0,,,,,,1d96d32c-5002-4165-a74b-1c89facaf9fe,libs/foundry/records/entities/commodities/food/commodities_food_bar_com_01_lunes_a.xml
Commodities_Food_bar_com_01_lunes_a,item_NameFood_bar_com_01_lunes_a,item_DescFood_bar_com_01_lunes_a,item_NameFood_bar_com_01_lunes_a,item_DescFood_bar_com_01_lunes_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,d83744de-05ab-494f-97d9-f4d3561f4e80,SMicroCargoUnit,170,0.00017,1,0,,,,,,1d96d32c-5002-4165-a74b-1c89facaf9fe,libs/foundry/records/entities/commodities/food/commodities_food_bar_com_01_lunes_a.xml
Commodities_Food_bar_com_01_vanilla_a,item_NameFood_bar_com_01_vanilla_a,item_DescFood_bar_com_01_vanilla_a,item_NameFood_bar_com_01_vanilla_a,item_DescFood_bar_com_01_vanilla_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,46382ba4-c371-4db1-b468-9c584b6c7cb7,SMicroCargoUnit,170,0.00017,1,0,,,,,,9ae0877d-8120-44de-8cc7-525f48721be0,libs/foundry/records/entities/commodities/food/commodities_food_bar_com_01_vanilla_a.xml
Commodities_Food_bar_com_01_vanilla_a,item_NameFood_bar_com_01_vanilla_a,item_DescFood_bar_com_01_vanilla_a,item_NameFood_bar_com_01_vanilla_a,item_DescFood_bar_com_01_vanilla_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,46382ba4-c371-4db1-b468-9c584b6c7cb7,SMicroCargoUnit,170,0.00017,1,0,,,,,,9ae0877d-8120-44de-8cc7-525f48721be0,libs/foundry/records/entities/commodities/food/commodities_food_bar_com_01_vanilla_a.xml
Commodities_Food_bar_karoby_01_a,item_NameFood_bar_karoby_01_a,item_DescFood_bar_karoby_01_a,item_NameFood_bar_karoby_01_a,item_DescFood_bar_karoby_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,9d463c0d-8c4e-42dc-89ed-63541128a95d,SMicroCargoUnit,170,0.00017,1,0,,,,,,9359f5f9-846e-46e4-9027-cb4e01d54f0a,libs/foundry/records/entities/commodities/food/commodities_food_bar_karoby_01_a.xml
Commodities_Food_bar_karoby_01_a,item_NameFood_bar_karoby_01_a,item_DescFood_bar_karoby_01_a,item_NameFood_bar_karoby_01_a,item_DescFood_bar_karoby_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,9d463c0d-8c4e-42dc-89ed-63541128a95d,SMicroCargoUnit,170,0.00017,1,0,,,,,,9359f5f9-846e-46e4-9027-cb4e01d54f0a,libs/foundry/records/entities/commodities/food/commodities_food_bar_karoby_01_a.xml
Commodities_Food_bar_karoby_01_cranberry_a,item_NameFood_bar_karoby_01_cranberry_a,item_DescFood_bar_karoby_01_cranberry_a,item_NameFood_bar_karoby_01_cranberry_a,item_DescFood_bar_karoby_01_cranberry_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,9cef33be-dbc9-4155-babc-9fdd948d67a3,SMicroCargoUnit,170,0.00017,1,0,,,,,,6a6d52a3-2cf6-46fe-a856-93b809bbbe0c,libs/foundry/records/entities/commodities/food/commodities_food_bar_karoby_01_cranberry_a.xml
Commodities_Food_bar_karoby_01_cranberry_a,item_NameFood_bar_karoby_01_cranberry_a,item_DescFood_bar_karoby_01_cranberry_a,item_NameFood_bar_karoby_01_cranberry_a,item_DescFood_bar_karoby_01_cranberry_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,9cef33be-dbc9-4155-babc-9fdd948d67a3,SMicroCargoUnit,170,0.00017,1,0,,,,,,6a6d52a3-2cf6-46fe-a856-93b809bbbe0c,libs/foundry/records/entities/commodities/food/commodities_food_bar_karoby_01_cranberry_a.xml
Commodities_Food_bar_onemeal_01_a,item_NameFood_bar_onemeal_01_a,item_DescFood_bar_onemeal_01_a,item_NameFood_bar_onemeal_01_a,item_DescFood_bar_onemeal_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,b32189bc-ebce-4469-9247-3a6e549be910,SMicroCargoUnit,170,0.00017,1,0,,,,,,2c9662b0-ff08-4088-8c73-5afe5dea380a,libs/foundry/records/entities/commodities/food/commodities_food_bar_onemeal_01_a.xml
Commodities_Food_bar_onemeal_01_a,item_NameFood_bar_onemeal_01_a,item_DescFood_bar_onemeal_01_a,item_NameFood_bar_onemeal_01_a,item_DescFood_bar_onemeal_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,b32189bc-ebce-4469-9247-3a6e549be910,SMicroCargoUnit,170,0.00017,1,0,,,,,,2c9662b0-ff08-4088-8c73-5afe5dea380a,libs/foundry/records/entities/commodities/food/commodities_food_bar_onemeal_01_a.xml
Commodities_Food_bar_onemeal_01_salmon_a,item_NameFood_bar_onemeal_01_salmon_a,item_DescFood_bar_onemeal_01_salmon_a,item_NameFood_bar_onemeal_01_salmon_a,item_DescFood_bar_onemeal_01_salmon_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,cbb77bd3-fc95-412c-9e8f-f2800c2e274c,SMicroCargoUnit,170,0.00017,1,0,,,,,,2039c99b-3388-482c-bff0-f6445c944cc9,libs/foundry/records/entities/commodities/food/commodities_food_bar_onemeal_01_salmon_a.xml
Commodities_Food_bar_onemeal_01_salmon_a,item_NameFood_bar_onemeal_01_salmon_a,item_DescFood_bar_onemeal_01_salmon_a,item_NameFood_bar_onemeal_01_salmon_a,item_DescFood_bar_onemeal_01_salmon_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,cbb77bd3-fc95-412c-9e8f-f2800c2e274c,SMicroCargoUnit,170,0.00017,1,0,,,,,,2039c99b-3388-482c-bff0-f6445c944cc9,libs/foundry/records/entities/commodities/food/commodities_food_bar_onemeal_01_salmon_a.xml
Commodities_Food_bar_onemeal_01_steak_a,item_NameFood_bar_onemeal_01_steak_a,item_DescFood_bar_onemeal_01_steak_a,item_NameFood_bar_onemeal_01_steak_a,item_DescFood_bar_onemeal_01_steak_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,d897aa0e-f606-4f19-b594-e760402f99bc,SMicroCargoUnit,170,0.00017,1,0,,,,,,5b895c12-0976-48de-b507-5026ba4f3c67,libs/foundry/records/entities/commodities/food/commodities_food_bar_onemeal_01_steak_a.xml
Commodities_Food_bar_onemeal_01_steak_a,item_NameFood_bar_onemeal_01_steak_a,item_DescFood_bar_onemeal_01_steak_a,item_NameFood_bar_onemeal_01_steak_a,item_DescFood_bar_onemeal_01_steak_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,d897aa0e-f606-4f19-b594-e760402f99bc,SMicroCargoUnit,170,0.00017,1,0,,,,,,5b895c12-0976-48de-b507-5026ba4f3c67,libs/foundry/records/entities/commodities/food/commodities_food_bar_onemeal_01_steak_a.xml
Commodities_Food_bar_onemeal_01_tofu_a,item_NameFood_bar_onemeal_01_tofu_a,item_DescFood_bar_onemeal_01_tofu_a,item_NameFood_bar_onemeal_01_tofu_a,item_DescFood_bar_onemeal_01_tofu_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,cd84f47e-3bf6-4734-8bbb-d56391e25d72,SMicroCargoUnit,170,0.00017,1,0,,,,,,859883b9-458b-4e3e-92e7-80ab40fbb8cc,libs/foundry/records/entities/commodities/food/commodities_food_bar_onemeal_01_tofu_a.xml
Commodities_Food_bar_onemeal_01_tofu_a,item_NameFood_bar_onemeal_01_tofu_a,item_DescFood_bar_onemeal_01_tofu_a,item_NameFood_bar_onemeal_01_tofu_a,item_DescFood_bar_onemeal_01_tofu_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,cd84f47e-3bf6-4734-8bbb-d56391e25d72,SMicroCargoUnit,170,0.00017,1,0,,,,,,859883b9-458b-4e3e-92e7-80ab40fbb8cc,libs/foundry/records/entities/commodities/food/commodities_food_bar_onemeal_01_tofu_a.xml
Commodities_Food_bar_snaggle_01_a,item_NameFood_bar_snaggle_01_a,item_DescFood_bar_snaggle_01_a,item_NameFood_bar_snaggle_01_a,item_DescFood_bar_snaggle_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,71c2c69b-b83f-4d72-aeae-daf8630b1f29,SMicroCargoUnit,80,0.00008,1,0,,,,,,44d60797-3cea-499d-967a-097dd0e6b59b,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_a.xml
Commodities_Food_bar_snaggle_01_a,item_NameFood_bar_snaggle_01_a,item_DescFood_bar_snaggle_01_a,item_NameFood_bar_snaggle_01_a,item_DescFood_bar_snaggle_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,71c2c69b-b83f-4d72-aeae-daf8630b1f29,SMicroCargoUnit,80,0.00008,1,0,,,,,,44d60797-3cea-499d-967a-097dd0e6b59b,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_a.xml
Commodities_Food_bar_snaggle_01_newaustin_a,item_NameFood_bar_snaggle_01_newaustin_a,item_DescFood_bar_snaggle_01_newaustin_a,item_NameFood_bar_snaggle_01_newaustin_a,item_DescFood_bar_snaggle_01_newaustin_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,48977a8d-d288-4998-89a4-825702de48e9,SMicroCargoUnit,80,0.00008,1,0,,,,,,59fe4104-2caf-41cb-b693-ef9be7d68ffb,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_newaustin_a.xml
Commodities_Food_bar_snaggle_01_newaustin_a,item_NameFood_bar_snaggle_01_newaustin_a,item_DescFood_bar_snaggle_01_newaustin_a,item_NameFood_bar_snaggle_01_newaustin_a,item_DescFood_bar_snaggle_01_newaustin_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,48977a8d-d288-4998-89a4-825702de48e9,SMicroCargoUnit,80,0.00008,1,0,,,,,,59fe4104-2caf-41cb-b693-ef9be7d68ffb,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_newaustin_a.xml
Commodities_Food_bar_snaggle_01_pepper_a,item_NameFood_bar_snaggle_01_pepper_a,item_DescFood_bar_snaggle_01_pepper_a,item_NameFood_bar_snaggle_01_pepper_a,item_DescFood_bar_snaggle_01_pepper_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,0129ceb2-f840-4aa1-96d5-69805d444f4e,SMicroCargoUnit,80,0.00008,1,0,,,,,,3b601781-1663-4fa9-8a9f-8bced16136e8,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_pepper_a.xml
Commodities_Food_bar_snaggle_01_pepper_a,item_NameFood_bar_snaggle_01_pepper_a,item_DescFood_bar_snaggle_01_pepper_a,item_NameFood_bar_snaggle_01_pepper_a,item_DescFood_bar_snaggle_01_pepper_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,0129ceb2-f840-4aa1-96d5-69805d444f4e,SMicroCargoUnit,80,0.00008,1,0,,,,,,3b601781-1663-4fa9-8a9f-8bced16136e8,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_pepper_a.xml
Commodities_Food_bar_snaggle_01_smoke_a,item_NameFood_bar_snaggle_01_smoke_a,item_DescFood_bar_snaggle_01_smoke_a,item_NameFood_bar_snaggle_01_smoke_a,item_DescFood_bar_snaggle_01_smoke_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,da625d9b-55b9-4a8e-9bb3-23cbb593323e,SMicroCargoUnit,80,0.00008,1,0,,,,,,8894717b-225a-4bc3-8031-87aa1290070f,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_smoke_a.xml
Commodities_Food_bar_snaggle_01_smoke_a,item_NameFood_bar_snaggle_01_smoke_a,item_DescFood_bar_snaggle_01_smoke_a,item_NameFood_bar_snaggle_01_smoke_a,item_DescFood_bar_snaggle_01_smoke_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,da625d9b-55b9-4a8e-9bb3-23cbb593323e,SMicroCargoUnit,80,0.00008,1,0,,,,,,8894717b-225a-4bc3-8031-87aa1290070f,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_smoke_a.xml
Commodities_Food_bar_snaggle_01_tikoro_a,item_NameFood_bar_snaggle_01_tikoro_a,item_DescFood_bar_snaggle_01_tikoro_a,item_NameFood_bar_snaggle_01_tikoro_a,item_DescFood_bar_snaggle_01_tikoro_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,2608a42b-b75a-4059-8a85-db32c7e4af0d,SMicroCargoUnit,80,0.00008,1,0,,,,,,4394fb73-53cc-4ac4-9899-863b768c6854,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_tikoro_a.xml
Commodities_Food_bar_snaggle_01_tikoro_a,item_NameFood_bar_snaggle_01_tikoro_a,item_DescFood_bar_snaggle_01_tikoro_a,item_NameFood_bar_snaggle_01_tikoro_a,item_DescFood_bar_snaggle_01_tikoro_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,2608a42b-b75a-4059-8a85-db32c7e4af0d,SMicroCargoUnit,80,0.00008,1,0,,,,,,4394fb73-53cc-4ac4-9899-863b768c6854,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_tikoro_a.xml
Commodities_Food_box_bbk_01_a,item_NameFood_box_bbk_01_a,item_DescFood_box_bbk_01_a,item_NameFood_box_bbk_01_a,item_DescFood_box_bbk_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,585172cb-a1a5-4a19-8f42-112befe29cc3,SMicroCargoUnit,500,0.0005,1,0,,,,,,254be06e-766d-49fb-aa54-f8eecaffe1c8,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_a.xml
Commodities_Food_box_bbk_01_a,item_NameFood_box_bbk_01_a,item_DescFood_box_bbk_01_a,item_NameFood_box_bbk_01_a,item_DescFood_box_bbk_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,585172cb-a1a5-4a19-8f42-112befe29cc3,SMicroCargoUnit,500,0.0005,1,0,,,,,,254be06e-766d-49fb-aa54-f8eecaffe1c8,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_a.xml
Commodities_Food_box_bbk_01_agrodolce_a,item_NameFood_box_bbk_01_agrodolce_a,item_DescFood_box_bbk_01_agrodolce_a,item_NameFood_box_bbk_01_agrodolce_a,item_DescFood_box_bbk_01_agrodolce_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,1fa71924-0895-40a7-9848-48c8cd9dfe77,SMicroCargoUnit,500,0.0005,1,0,,,,,,c6476a7f-f698-4c0b-8090-79b367246885,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_agrodolce_a.xml
Commodities_Food_box_bbk_01_agrodolce_a,item_NameFood_box_bbk_01_agrodolce_a,item_DescFood_box_bbk_01_agrodolce_a,item_NameFood_box_bbk_01_agrodolce_a,item_DescFood_box_bbk_01_agrodolce_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,1fa71924-0895-40a7-9848-48c8cd9dfe77,SMicroCargoUnit,500,0.0005,1,0,,,,,,c6476a7f-f698-4c0b-8090-79b367246885,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_agrodolce_a.xml
Commodities_Food_box_bbk_01_curry_a,item_NameFood_box_bbk_01_curry_a,item_DescFood_box_bbk_01_curry_a,item_NameFood_box_bbk_01_curry_a,item_DescFood_box_bbk_01_curry_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,c6b6ee38-0312-4c49-8759-d961769e7295,SMicroCargoUnit,500,0.0005,1,0,,,,,,60baf615-9209-4edb-9916-5aa28c2f3d35,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_curry_a.xml
Commodities_Food_box_bbk_01_curry_a,item_NameFood_box_bbk_01_curry_a,item_DescFood_box_bbk_01_curry_a,item_NameFood_box_bbk_01_curry_a,item_DescFood_box_bbk_01_curry_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,c6b6ee38-0312-4c49-8759-d961769e7295,SMicroCargoUnit,500,0.0005,1,0,,,,,,60baf615-9209-4edb-9916-5aa28c2f3d35,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_curry_a.xml
Commodities_Food_box_bbk_01_fhaal_a,item_NameFood_box_bbk_01_fhaal_a,item_DescFood_box_bbk_01_fhaal_a,item_NameFood_box_bbk_01_fhaal_a,item_DescFood_box_bbk_01_fhaal_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,f3164560-b66b-4af2-b9d3-19c3a6509142,SMicroCargoUnit,500,0.0005,1,0,,,,,,35b79021-2f2a-492c-bc55-377842ee6dd2,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_fhaal_a.xml
Commodities_Food_box_bbk_01_fhaal_a,item_NameFood_box_bbk_01_fhaal_a,item_DescFood_box_bbk_01_fhaal_a,item_NameFood_box_bbk_01_fhaal_a,item_DescFood_box_bbk_01_fhaal_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,f3164560-b66b-4af2-b9d3-19c3a6509142,SMicroCargoUnit,500,0.0005,1,0,,,,,,35b79021-2f2a-492c-bc55-377842ee6dd2,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_fhaal_a.xml
Commodities_Food_box_bbk_01_ginger_a,item_NameFood_box_bbk_01_ginger_a,item_DescFood_box_bbk_01_ginger_a,item_NameFood_box_bbk_01_ginger_a,item_DescFood_box_bbk_01_ginger_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,6b9af83f-383a-4c0b-a38f-4ef3a1fd67d1,SMicroCargoUnit,500,0.0005,1,0,,,,,,a07e08ff-7670-4d52-a619-09f7ed92b53a,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_ginger_a.xml
Commodities_Food_box_bbk_01_ginger_a,item_NameFood_box_bbk_01_ginger_a,item_DescFood_box_bbk_01_ginger_a,item_NameFood_box_bbk_01_ginger_a,item_DescFood_box_bbk_01_ginger_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,6b9af83f-383a-4c0b-a38f-4ef3a1fd67d1,SMicroCargoUnit,500,0.0005,1,0,,,,,,a07e08ff-7670-4d52-a619-09f7ed92b53a,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_ginger_a.xml
Commodities_Food_box_bbk_01_imperial_a,item_NameFood_box_bbk_01_imperial_a,item_DescFood_box_bbk_01_imperial_a,item_NameFood_box_bbk_01_imperial_a,item_DescFood_box_bbk_01_imperial_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,8c54d628-dd7b-41d3-a295-57d7e29cb09f,SMicroCargoUnit,500,0.0005,1,0,,,,,,152c1ac8-c780-4232-866c-05c8c2067ad4,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_imperial_a.xml
Commodities_Food_box_bbk_01_imperial_a,item_NameFood_box_bbk_01_imperial_a,item_DescFood_box_bbk_01_imperial_a,item_NameFood_box_bbk_01_imperial_a,item_DescFood_box_bbk_01_imperial_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,8c54d628-dd7b-41d3-a295-57d7e29cb09f,SMicroCargoUnit,500,0.0005,1,0,,,,,,152c1ac8-c780-4232-866c-05c8c2067ad4,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_imperial_a.xml
Commodities_Food_box_bbk_01_katsu_a,item_NameFood_box_bbk_01_katsu_a,item_DescFood_box_bbk_01_katsu_a,item_NameFood_box_bbk_01_katsu_a,item_DescFood_box_bbk_01_katsu_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,9ed63c83-2775-4d61-b4a6-5e147ccdf8fb,SMicroCargoUnit,500,0.0005,1,0,,,,,,207d95dc-d48a-467d-bfae-dc4fc31bde60,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_katsu_a.xml
Commodities_Food_box_bbk_01_katsu_a,item_NameFood_box_bbk_01_katsu_a,item_DescFood_box_bbk_01_katsu_a,item_NameFood_box_bbk_01_katsu_a,item_DescFood_box_bbk_01_katsu_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,9ed63c83-2775-4d61-b4a6-5e147ccdf8fb,SMicroCargoUnit,500,0.0005,1,0,,,,,,207d95dc-d48a-467d-bfae-dc4fc31bde60,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_katsu_a.xml
Commodities_Food_box_noodle_01_a,item_NameFood_box_noodle_01_a,item_DescFood_box_noodle_01_a,item_NameFood_box_noodle_01_a,item_DescFood_box_noodle_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,633f73d2-0ee8-4529-a71f-94a2271ac07f,SMicroCargoUnit,500,0.0005,1,0,,,,,,3523ea92-f12a-45df-a48c-8eb75ec48cf8,libs/foundry/records/entities/commodities/food/commodities_food_box_noodle_01_a.xml
Commodities_Food_box_noodle_01_a,item_NameFood_box_noodle_01_a,item_DescFood_box_noodle_01_a,item_NameFood_box_noodle_01_a,item_DescFood_box_noodle_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,633f73d2-0ee8-4529-a71f-94a2271ac07f,SMicroCargoUnit,500,0.0005,1,0,,,,,,3523ea92-f12a-45df-a48c-8eb75ec48cf8,libs/foundry/records/entities/commodities/food/commodities_food_box_noodle_01_a.xml
Commodities_Food_box_noodle_01_ramian_a,item_NameFood_box_noodle_01_ramian_a,item_DescFood_box_noodle_01_ramian_a,item_NameFood_box_noodle_01_ramian_a,item_DescFood_box_noodle_01_ramian_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,cc588510-9f84-4cb6-8e15-a3538027f89b,SMicroCargoUnit,500,0.0005,1,0,,,,,,27825b4f-e0f9-44a5-bdf9-cc569bfdb249,libs/foundry/records/entities/commodities/food/commodities_food_box_noodle_01_ramian_a.xml
Commodities_Food_box_noodle_01_ramian_a,item_NameFood_box_noodle_01_ramian_a,item_DescFood_box_noodle_01_ramian_a,item_NameFood_box_noodle_01_ramian_a,item_DescFood_box_noodle_01_ramian_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,cc588510-9f84-4cb6-8e15-a3538027f89b,SMicroCargoUnit,500,0.0005,1,0,,,,,,27825b4f-e0f9-44a5-bdf9-cc569bfdb249,libs/foundry/records/entities/commodities/food/commodities_food_box_noodle_01_ramian_a.xml
Commodities_Food_box_noodle_02_a,item_NameFood_box_noodle_02_a,item_DescFood_box_noodle_02_a,item_NameFood_box_noodle_02_a,item_DescFood_box_noodle_02_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,1af176ae-cf0e-4d58-b655-c2b902774743,SMicroCargoUnit,500,0.0005,1,0,,,,,,a09744d7-1d87-4568-a099-08141f7b4581,libs/foundry/records/entities/commodities/food/commodities_food_box_noodle_02_a.xml
Commodities_Food_box_noodle_02_a,item_NameFood_box_noodle_02_a,item_DescFood_box_noodle_02_a,item_NameFood_box_noodle_02_a,item_DescFood_box_noodle_02_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,1af176ae-cf0e-4d58-b655-c2b902774743,SMicroCargoUnit,500,0.0005,1,0,,,,,,a09744d7-1d87-4568-a099-08141f7b4581,libs/foundry/records/entities/commodities/food/commodities_food_box_noodle_02_a.xml
Commodities_Food_box_noodle_02_curry_a,item_NameFood_box_noodle_02_curry_a,item_DescFood_box_noodle_02_curry_a,item_NameFood_box_noodle_02_curry_a,item_DescFood_box_noodle_02_curry_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,772e5b3d-ec5b-42ea-94d8-d1d9bc1e9982,SMicroCargoUnit,500,0.0005,1,0,,,,,,cd299ffe-2b2f-4073-ab2f-e97fddb77fd0,libs/foundry/records/entities/commodities/food/commodities_food_box_noodle_02_curry_a.xml
Commodities_Food_box_noodle_02_curry_a,item_NameFood_box_noodle_02_curry_a,item_DescFood_box_noodle_02_curry_a,item_NameFood_box_noodle_02_curry_a,item_DescFood_box_noodle_02_curry_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,772e5b3d-ec5b-42ea-94d8-d1d9bc1e9982,SMicroCargoUnit,500,0.0005,1,0,,,,,,cd299ffe-2b2f-4073-ab2f-e97fddb77fd0,libs/foundry/records/entities/commodities/food/commodities_food_box_noodle_02_curry_a.xml
Commodities_Food_fruit_apple_01_a,item_NameFood_fruit_apple_01_a,item_DescFood_fruit_apple_01_a,item_NameFood_fruit_apple_01_a,item_DescFood_tin_mre_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,26b6e285-e0f0-483c-aa83-d8baa25c83a9,SMicroCargoUnit,800,0.0008,1,0,,,,,,ea365e45-b3f4-46ef-b984-20dbadca3ac2,libs/foundry/records/entities/commodities/food/commodities_food_fruit_apple_01_a.xml
Commodities_Food_fruit_apple_01_a,item_NameFood_fruit_apple_01_a,item_DescFood_fruit_apple_01_a,item_NameFood_fruit_apple_01_a,item_DescFood_tin_mre_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,26b6e285-e0f0-483c-aa83-d8baa25c83a9,SMicroCargoUnit,800,0.0008,1,0,,,,,,ea365e45-b3f4-46ef-b984-20dbadca3ac2,libs/foundry/records/entities/commodities/food/commodities_food_fruit_apple_01_a.xml
Commodities_Food_pizza_slice_01_pepperoni_a,item_NameDrink_bottle_beer_01_smoltz_a,item_DescDrink_bottle_beer_01_smoltz_a,item_NameFood_pizza_slice_01_pepperoni_a,item_DescDrink_bottle_beer_01_smoltz_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,a1c37adc-5409-4c99-9e5d-e4fa6af3391e,SMicroCargoUnit,890,0.00089,1,0,,,,,,d199f61c-edd5-485d-9669-c94ccf3d944d,libs/foundry/records/entities/commodities/food/commodities_food_pizza_slice_01_pepperoni_a.xml
