Generator Class,Handler Type,Handler Debug Name,Handler Not For Release,Handler Work In Progress,Faction Reputation GUID,Reputation Scope GUID,Contract Section,Contract ID,Contract Debug Name,Contract Not For Release,Contract Work In Progress,Template GUID,Template Class,Title Key,Description Key,Contractor Key,Title Variant Keys,Description Variant Keys,String Param Overrides,Location Tag GUIDs,Location Tag Classes,Max Instances,Max Instances Per Player,Respawn Time,Respawn Time Variation,Instance Life Time,Instance Life Time Variation,Contract Buy In Amount,Time To Complete,Difficulty Profile GUID,Difficulty Profile Class,Mechanical Skill,Mental Load,Risk Of Loss,Game Knowledge,Record GUID,Record Path
Foxwell_DefendEntitiesAndEscort,ContractGeneratorHandler_List,Foxwell_DefendEntitiesAndEscort_Pyro,0,0,,,contracts,f3293ec9-3120-413c-81dc-6edebb49593c,Foxwell_DefendEntitiesAndEscort_Pyro_VeryEasy_From,0,0,04eb75ba-a2df-4e53-9992-27b044538028,DefendEntitesAndEscort_1Phase_From,Foxwell_DefendEntitesAndEscort_VE_Title,Foxwell_DefendEntitesAndEscort_VE_Desc,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendEntitesAndEscort_VE_Desc | Title=Foxwell_DefendEntitesAndEscort_VE_Title,89065b81-4948-41d8-b09e-91983d0ba447 | d468664d-6097-42c8-988e-0ccb0533f93e | 812520ca-5f0a-4e88-9649-91237b1e4e51 | f00b6f01-7245-437d-9c41-da6a00e2df43 | bc928e7d-1e52-416f-86f3-2f4d19025743 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021 | 5fd33d68-c698-4323-b923-eecf7ced11c0 | a70272a3-0470-4aa8-952f-d44c51f7fba0, |  |  |  |  |  |  |  | ,-1,1,5,5,20,10,0,20,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Easy_PvE_only_action_3,Routine_light_work_3,Minimal_danger_FPS_NOT_ship_action_3,Flight_mechanics_fly_dock_quantum_3,d61ed4b0-6281-4561-a5d3-bde0f85eae06,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwell_defendentitiesandescort.xml
Foxwell_DefendEntitiesAndEscort,ContractGeneratorHandler_List,Foxwell_DefendEntitiesAndEscort_Pyro,0,0,,,contracts,1909b168-0abc-4ebc-99cc-f489a53078e2,Foxwell_DefendEntitiesAndEscort_Pyro_VeryEasy_To,0,0,ad340f75-b493-4fa0-872a-804a9ba50f11,DefendEntitesAndEscort_1Phase_To,Foxwell_DefendEntitesAndEscort_VE_Title,Foxwell_DefendEntitesAndEscort_VE_Desc,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendEntitesAndEscort_VE_Desc | Title=Foxwell_DefendEntitesAndEscort_VE_Title,89065b81-4948-41d8-b09e-91983d0ba447 | d468664d-6097-42c8-988e-0ccb0533f93e | 812520ca-5f0a-4e88-9649-91237b1e4e51 | f00b6f01-7245-437d-9c41-da6a00e2df43 | bc928e7d-1e52-416f-86f3-2f4d19025743 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021 | 5fd33d68-c698-4323-b923-eecf7ced11c0 | a70272a3-0470-4aa8-952f-d44c51f7fba0, |  |  |  |  |  |  |  | ,-1,1,5,5,20,10,0,20,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Easy_PvE_only_action_3,Routine_light_work_3,Minimal_danger_FPS_NOT_ship_action_3,Flight_mechanics_fly_dock_quantum_3,d61ed4b0-6281-4561-a5d3-bde0f85eae06,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwell_defendentitiesandescort.xml
Foxwell_DefendEntitiesAndEscort,ContractGeneratorHandler_List,Foxwell_DefendEntitiesAndEscort_Pyro,0,0,,,contracts,aeb8462c-ac70-4861-8f23-e60c99c1c02c,Foxwell_DefendEntitiesAndEscort_Pyro_Easy,0,0,a8f4de31-3c7e-431c-82c2-2a58fe938298,DefendEntitesAndEscort_2Phases,Foxwell_DefendEntitesAndEscort_E_Title,Foxwell_DefendEntitesAndEscort_E_Desc,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendEntitesAndEscort_E_Desc | Title=Foxwell_DefendEntitesAndEscort_E_Title,89065b81-4948-41d8-b09e-91983d0ba447 | d468664d-6097-42c8-988e-0ccb0533f93e | 812520ca-5f0a-4e88-9649-91237b1e4e51 | f00b6f01-7245-437d-9c41-da6a00e2df43 | bc928e7d-1e52-416f-86f3-2f4d19025743 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021 | 5fd33d68-c698-4323-b923-eecf7ced11c0 | a70272a3-0470-4aa8-952f-d44c51f7fba0, |  |  |  |  |  |  |  | ,-1,1,5,5,20,10,0,30,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Easy_PvE_only_action_3,Routine_light_work_3,Minimal_danger_FPS_NOT_ship_action_3,Flight_mechanics_fly_dock_quantum_3,d61ed4b0-6281-4561-a5d3-bde0f85eae06,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwell_defendentitiesandescort.xml
Foxwell_DefendEntitiesAndEscort,ContractGeneratorHandler_List,Foxwell_DefendEntitiesAndEscort_Pyro,0,0,,,contracts,b1b9630e-06d9-4760-a2be-1899fdb97fb7,Foxwell_DefendEntitiesAndEscort_Pyro_Medium,0,0,0186d1f4-e1a8-4b8c-9781-84e11a6207d1,DefendEntitesAndEscort_3Phases,Foxwell_DefendEntitesAndEscort_M_Title,Foxwell_DefendEntitesAndEscort_M_Desc,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendEntitesAndEscort_M_Desc | Title=Foxwell_DefendEntitesAndEscort_M_Title,89065b81-4948-41d8-b09e-91983d0ba447 | d468664d-6097-42c8-988e-0ccb0533f93e | 812520ca-5f0a-4e88-9649-91237b1e4e51 | f00b6f01-7245-437d-9c41-da6a00e2df43 | bc928e7d-1e52-416f-86f3-2f4d19025743 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021 | 5fd33d68-c698-4323-b923-eecf7ced11c0 | a70272a3-0470-4aa8-952f-d44c51f7fba0, |  |  |  |  |  |  |  | ,-1,1,5,5,20,10,0,50,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Normal_PvE_only_action_4,Moments_of_concentration_required_4,Ship_could_get_damaged_Could_lose_cargo_4,Standard_understanding_FPS_flight_professions_4,d61ed4b0-6281-4561-a5d3-bde0f85eae06,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwell_defendentitiesandescort.xml
Foxwell_DefendEntitiesAndEscort,ContractGeneratorHandler_List,Foxwell_DefendEntitiesAndEscort_Pyro,0,0,,,contracts,22a5240e-d007-40b7-a2e3-027065c19537,Foxwell_DefendEntitiesAndEscort_Pyro_Hard,0,0,0186d1f4-e1a8-4b8c-9781-84e11a6207d1,DefendEntitesAndEscort_3Phases,Foxwell_DefendEntitesAndEscort_H_Title,Foxwell_DefendEntitesAndEscort_H_Desc,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendEntitesAndEscort_H_Desc | Title=Foxwell_DefendEntitesAndEscort_H_Title,89065b81-4948-41d8-b09e-91983d0ba447 | d468664d-6097-42c8-988e-0ccb0533f93e | 812520ca-5f0a-4e88-9649-91237b1e4e51 | f00b6f01-7245-437d-9c41-da6a00e2df43 | bc928e7d-1e52-416f-86f3-2f4d19025743 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021 | 5fd33d68-c698-4323-b923-eecf7ced11c0 | a70272a3-0470-4aa8-952f-d44c51f7fba0, |  |  |  |  |  |  |  | ,-1,1,5,5,20,10,0,60,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Hard_PvE_or_Easy_PvP_action_5,Like_spinning_10_plates_at_once_5,Player_might_die_Ship_could_explode_5,Expert_understanding_FPS_flight_professions_5,d61ed4b0-6281-4561-a5d3-bde0f85eae06,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwell_defendentitiesandescort.xml
Foxwell_DefendEntitiesAndEscort,ContractGeneratorHandler_List,Foxwell_DefendEntitiesAndEscort_Pyro,0,0,,,contracts,3bff1eba-cb09-412c-a755-42292b3e0679,Foxwell_DefendEntitiesAndEscort_Pyro_VeryHard,0,0,b7f1702a-e29a-4dff-96e7-51c0c11bb7df,DefendEntitesAndEscort_4Phases,Foxwell_DefendEntitesAndEscort_VH_Title,Foxwell_DefendEntitesAndEscort_VH_Desc,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendEntitesAndEscort_VH_Desc | Title=Foxwell_DefendEntitesAndEscort_VH_Title,89065b81-4948-41d8-b09e-91983d0ba447 | d468664d-6097-42c8-988e-0ccb0533f93e | 812520ca-5f0a-4e88-9649-91237b1e4e51 | f00b6f01-7245-437d-9c41-da6a00e2df43 | bc928e7d-1e52-416f-86f3-2f4d19025743 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021 | 5fd33d68-c698-4323-b923-eecf7ced11c0 | a70272a3-0470-4aa8-952f-d44c51f7fba0, |  |  |  |  |  |  |  | ,-1,1,5,5,20,10,0,84,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Multiplayer_PvE_or_Expert_PvP_action_6,Extremely_hard_to_manage_alone_6,Player_likely_to_die_Ship_too_6,Pro_understanding_of_optimal_tactics_6,d61ed4b0-6281-4561-a5d3-bde0f85eae06,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwell_defendentitiesandescort.xml
Foxwell_DefendEntitiesAndEscort,ContractGeneratorHandler_List,Foxwell_DefendEntitiesAndEscort_Pyro,0,0,,,contracts,a5de5995-825a-408b-bedb-3e386192c8b1,Foxwell_DefendEntitiesAndEscort_Pyro_Super,0,0,b7f1702a-e29a-4dff-96e7-51c0c11bb7df,DefendEntitesAndEscort_4Phases,Foxwell_DefendEntitesAndEscort_S_Title,Foxwell_DefendEntitesAndEscort_S_Desc,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendEntitesAndEscort_S_Desc | Title=Foxwell_DefendEntitesAndEscort_S_Title,89065b81-4948-41d8-b09e-91983d0ba447 | d468664d-6097-42c8-988e-0ccb0533f93e | 812520ca-5f0a-4e88-9649-91237b1e4e51 | f00b6f01-7245-437d-9c41-da6a00e2df43 | bc928e7d-1e52-416f-86f3-2f4d19025743 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021 | 5fd33d68-c698-4323-b923-eecf7ced11c0 | a70272a3-0470-4aa8-952f-d44c51f7fba0, |  |  |  |  |  |  |  | ,-1,1,5,5,20,10,0,120,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,PvE_PvP_large_group_action_eg_warzone_7,Insane_complexity_NOT_soloable_7,Without_help_Player_and_Ship_die_7,Pro_understanding_of_optimal_tactics_6,d61ed4b0-6281-4561-a5d3-bde0f85eae06,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwell_defendentitiesandescort.xml
Foxwell_DefendEntitiesAndEscort,ContractGeneratorHandler_List,Foxwell_DefendEntitiesAndEscort_Nyx,0,0,,,contracts,dcc895fc-a9f5-4374-bd18-95c6ce20000c,Foxwell_DefendEntitiesAndEscort_Nyx_VeryEasy_From,0,0,04eb75ba-a2df-4e53-9992-27b044538028,DefendEntitesAndEscort_1Phase_From,Foxwell_DefendEntitesAndEscort_VE_Title,Foxwell_DefendEntitesAndEscort_VE_Desc,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendEntitesAndEscort_VE_Desc | Title=Foxwell_DefendEntitesAndEscort_VE_Title,89065b81-4948-41d8-b09e-91983d0ba447 | 65ae3316-b395-41e0-883f-c0506882953c | f00b6f01-7245-437d-9c41-da6a00e2df43 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021 | 5fd33d68-c698-4323-b923-eecf7ced11c0 | a70272a3-0470-4aa8-952f-d44c51f7fba0, |  |  |  |  |  | ,-1,1,5,5,20,10,0,20,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Easy_PvE_only_action_3,Routine_light_work_3,Minimal_danger_FPS_NOT_ship_action_3,Flight_mechanics_fly_dock_quantum_3,d61ed4b0-6281-4561-a5d3-bde0f85eae06,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwell_defendentitiesandescort.xml
Foxwell_DefendEntitiesAndEscort,ContractGeneratorHandler_List,Foxwell_DefendEntitiesAndEscort_Nyx,0,0,,,contracts,05634133-77cf-47aa-8a94-bc8e436029d3,Foxwell_DefendEntitiesAndEscort_Nyx_VeryEasy_To,0,0,ad340f75-b493-4fa0-872a-804a9ba50f11,DefendEntitesAndEscort_1Phase_To,Foxwell_DefendEntitesAndEscort_VE_Title,Foxwell_DefendEntitesAndEscort_VE_Desc,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendEntitesAndEscort_VE_Desc | Title=Foxwell_DefendEntitesAndEscort_VE_Title,89065b81-4948-41d8-b09e-91983d0ba447 | 65ae3316-b395-41e0-883f-c0506882953c | f00b6f01-7245-437d-9c41-da6a00e2df43 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021 | 5fd33d68-c698-4323-b923-eecf7ced11c0 | a70272a3-0470-4aa8-952f-d44c51f7fba0, |  |  |  |  |  | ,-1,1,5,5,20,10,0,20,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Easy_PvE_only_action_3,Routine_light_work_3,Minimal_danger_FPS_NOT_ship_action_3,Flight_mechanics_fly_dock_quantum_3,d61ed4b0-6281-4561-a5d3-bde0f85eae06,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwell_defendentitiesandescort.xml
Foxwell_DefendEntitiesAndEscort,ContractGeneratorHandler_List,Foxwell_DefendEntitiesAndEscort_Nyx,0,0,,,contracts,0e558915-e797-4ebc-b49c-5bace9ca6405,Foxwell_DefendEntitiesAndEscort_Nyx_Easy,0,0,a8f4de31-3c7e-431c-82c2-2a58fe938298,DefendEntitesAndEscort_2Phases,Foxwell_DefendEntitesAndEscort_E_Title,Foxwell_DefendEntitesAndEscort_E_Desc,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendEntitesAndEscort_E_Desc | Title=Foxwell_DefendEntitesAndEscort_E_Title,89065b81-4948-41d8-b09e-91983d0ba447 | 65ae3316-b395-41e0-883f-c0506882953c | f00b6f01-7245-437d-9c41-da6a00e2df43 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021 | 5fd33d68-c698-4323-b923-eecf7ced11c0 | a70272a3-0470-4aa8-952f-d44c51f7fba0, |  |  |  |  |  | ,-1,1,5,5,20,10,0,30,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Easy_PvE_only_action_3,Routine_light_work_3,Minimal_danger_FPS_NOT_ship_action_3,Flight_mechanics_fly_dock_quantum_3,d61ed4b0-6281-4561-a5d3-bde0f85eae06,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwell_defendentitiesandescort.xml
Foxwell_DefendEntitiesAndEscort,ContractGeneratorHandler_List,Foxwell_DefendEntitiesAndEscort_Nyx,0,0,,,contracts,cccbe08f-e098-4ca4-ba12-774d16e68e6e,Foxwell_DefendEntitiesAndEscort_Nyx_Medium,0,0,0186d1f4-e1a8-4b8c-9781-84e11a6207d1,DefendEntitesAndEscort_3Phases,Foxwell_DefendEntitesAndEscort_M_Title,Foxwell_DefendEntitesAndEscort_M_Desc,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendEntitesAndEscort_M_Desc | Title=Foxwell_DefendEntitesAndEscort_M_Title,89065b81-4948-41d8-b09e-91983d0ba447 | 65ae3316-b395-41e0-883f-c0506882953c | f00b6f01-7245-437d-9c41-da6a00e2df43 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021 | 5fd33d68-c698-4323-b923-eecf7ced11c0 | a70272a3-0470-4aa8-952f-d44c51f7fba0, |  |  |  |  |  | ,-1,1,5,5,20,10,0,50,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Normal_PvE_only_action_4,Moments_of_concentration_required_4,Ship_could_get_damaged_Could_lose_cargo_4,Standard_understanding_FPS_flight_professions_4,d61ed4b0-6281-4561-a5d3-bde0f85eae06,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwell_defendentitiesandescort.xml
Foxwell_DefendEntitiesAndEscort,ContractGeneratorHandler_List,Foxwell_DefendEntitiesAndEscort_Nyx,0,0,,,contracts,26c217bd-922e-49c6-9b7c-d95a11178b20,Foxwell_DefendEntitiesAndEscort_Nyx_Hard,0,0,0186d1f4-e1a8-4b8c-9781-84e11a6207d1,DefendEntitesAndEscort_3Phases,Foxwell_DefendEntitesAndEscort_H_Title,Foxwell_DefendEntitesAndEscort_H_Desc,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendEntitesAndEscort_H_Desc | Title=Foxwell_DefendEntitesAndEscort_H_Title,89065b81-4948-41d8-b09e-91983d0ba447 | 65ae3316-b395-41e0-883f-c0506882953c | f00b6f01-7245-437d-9c41-da6a00e2df43 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021 | 5fd33d68-c698-4323-b923-eecf7ced11c0 | a70272a3-0470-4aa8-952f-d44c51f7fba0, |  |  |  |  |  | ,-1,1,5,5,20,10,0,60,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Hard_PvE_or_Easy_PvP_action_5,Like_spinning_10_plates_at_once_5,Player_might_die_Ship_could_explode_5,Expert_understanding_FPS_flight_professions_5,d61ed4b0-6281-4561-a5d3-bde0f85eae06,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwell_defendentitiesandescort.xml
Foxwell_DefendEntitiesAndEscort,ContractGeneratorHandler_List,Foxwell_DefendEntitiesAndEscort_Nyx,0,0,,,contracts,bfd0c42f-ad46-480f-8b73-d82236499dd3,Foxwell_DefendEntitiesAndEscort_Nyx_VeryHard,0,0,b7f1702a-e29a-4dff-96e7-51c0c11bb7df,DefendEntitesAndEscort_4Phases,Foxwell_DefendEntitesAndEscort_VH_Title,Foxwell_DefendEntitesAndEscort_VH_Desc,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendEntitesAndEscort_VH_Desc | Title=Foxwell_DefendEntitesAndEscort_VH_Title,89065b81-4948-41d8-b09e-91983d0ba447 | 65ae3316-b395-41e0-883f-c0506882953c | f00b6f01-7245-437d-9c41-da6a00e2df43 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021 | 5fd33d68-c698-4323-b923-eecf7ced11c0 | a70272a3-0470-4aa8-952f-d44c51f7fba0, |  |  |  |  |  | ,-1,1,5,5,20,10,0,84,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Multiplayer_PvE_or_Expert_PvP_action_6,Extremely_hard_to_manage_alone_6,Player_likely_to_die_Ship_too_6,Pro_understanding_of_optimal_tactics_6,d61ed4b0-6281-4561-a5d3-bde0f85eae06,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwell_defendentitiesandescort.xml
Foxwell_DefendEntitiesAndEscort,ContractGeneratorHandler_List,Foxwell_DefendEntitiesAndEscort_Nyx,0,0,,,contracts,9785cd75-415d-4cdf-98d6-d66e0b957813,Foxwell_DefendEntitiesAndEscort_Nyx_Super,0,0,b7f1702a-e29a-4dff-96e7-51c0c11bb7df,DefendEntitesAndEscort_4Phases,Foxwell_DefendEntitesAndEscort_S_Title,Foxwell_DefendEntitesAndEscort_S_Desc,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendEntitesAndEscort_S_Desc | Title=Foxwell_DefendEntitesAndEscort_S_Title,89065b81-4948-41d8-b09e-91983d0ba447 | 65ae3316-b395-41e0-883f-c0506882953c | f00b6f01-7245-437d-9c41-da6a00e2df43 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021 | 5fd33d68-c698-4323-b923-eecf7ced11c0 | a70272a3-0470-4aa8-952f-d44c51f7fba0, |  |  |  |  |  | ,-1,1,5,5,20,10,0,120,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,PvE_PvP_large_group_action_eg_warzone_7,Insane_complexity_NOT_soloable_7,Without_help_Player_and_Ship_die_7,Pro_understanding_of_optimal_tactics_6,d61ed4b0-6281-4561-a5d3-bde0f85eae06,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwell_defendentitiesandescort.xml
FoxwellEnforcement_DefendDestructibleEntities,ContractGeneratorHandler_List,Foxwell_DefendDestructibleEntities_Stanton,0,0,,,contracts,8744d536-ee31-493b-a2b1-c819ba2f8955,Foxwell_DefendDestructibleEntities_Stanton_VeryEasy,0,0,3a98ae23-f2a3-48d1-968d-f68ffd9ce269,DefendDestructibleEntities,Foxwell_DefendDestructibleEntites_VE_Title_001,Foxwell_DefendDestructibleEntites_VE_Desc_001,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendDestructibleEntites_VE_Desc_001 | Title=Foxwell_DefendDestructibleEntites_VE_Title_001,89065b81-4948-41d8-b09e-91983d0ba447 | a47673ef-8511-490d-90ea-fd171d99b626 | 13abec13-80ce-4fda-917a-c2e2225b0268 | f00b6f01-7245-437d-9c41-da6a00e2df43 | bc928e7d-1e52-416f-86f3-2f4d19025743 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021, |  |  |  |  |  | ,-1,1,5,2,20,10,0,10,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Easy_PvE_only_action_3,Routine_light_work_3,Minimal_danger_FPS_NOT_ship_action_3,Flight_mechanics_fly_dock_quantum_3,25a09f68-e95f-4712-978c-168e9337a746,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwellenforcement_defenddestructibleentities.xml
FoxwellEnforcement_DefendDestructibleEntities,ContractGeneratorHandler_List,Foxwell_DefendDestructibleEntities_Stanton,0,0,,,contracts,f4d690b6-f20e-4ab9-a098-906e308909a4,Foxwell_DefendDestructibleEntities_Stanton_Easy,0,0,3a98ae23-f2a3-48d1-968d-f68ffd9ce269,DefendDestructibleEntities,Foxwell_DefendDestructibleEntites_E_Title_001,Foxwell_DefendDestructibleEntites_E_Desc_001,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendDestructibleEntites_E_Desc_001 | Title=Foxwell_DefendDestructibleEntites_E_Title_001,89065b81-4948-41d8-b09e-91983d0ba447 | a47673ef-8511-490d-90ea-fd171d99b626 | 13abec13-80ce-4fda-917a-c2e2225b0268 | f00b6f01-7245-437d-9c41-da6a00e2df43 | bc928e7d-1e52-416f-86f3-2f4d19025743 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021, |  |  |  |  |  | ,-1,1,5,2,20,10,0,12,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Easy_PvE_only_action_3,Routine_light_work_3,Minimal_danger_FPS_NOT_ship_action_3,Flight_mechanics_fly_dock_quantum_3,25a09f68-e95f-4712-978c-168e9337a746,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwellenforcement_defenddestructibleentities.xml
FoxwellEnforcement_DefendDestructibleEntities,ContractGeneratorHandler_List,Foxwell_DefendDestructibleEntities_Stanton,0,0,,,contracts,eda80f06-4a44-471c-8b4f-a195a6a988c9,Foxwell_DefendDestructibleEntities_Stanton_Medium,0,0,3a98ae23-f2a3-48d1-968d-f68ffd9ce269,DefendDestructibleEntities,Foxwell_DefendDestructibleEntites_M_Title_001,Foxwell_DefendDestructibleEntites_M_Desc_001,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendDestructibleEntites_M_Desc_001 | Title=Foxwell_DefendDestructibleEntites_M_Title_001,89065b81-4948-41d8-b09e-91983d0ba447 | a47673ef-8511-490d-90ea-fd171d99b626 | 13abec13-80ce-4fda-917a-c2e2225b0268 | f00b6f01-7245-437d-9c41-da6a00e2df43 | bc928e7d-1e52-416f-86f3-2f4d19025743 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021, |  |  |  |  |  | ,-1,1,5,2,20,10,0,30,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Normal_PvE_only_action_4,Moments_of_concentration_required_4,Ship_could_get_damaged_Could_lose_cargo_4,Standard_understanding_FPS_flight_professions_4,25a09f68-e95f-4712-978c-168e9337a746,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwellenforcement_defenddestructibleentities.xml
FoxwellEnforcement_DefendDestructibleEntities,ContractGeneratorHandler_List,Foxwell_DefendDestructibleEntities_Stanton,0,0,,,contracts,31d2d60e-aa5f-4c43-b39b-caf3195b67a7,Foxwell_DefendDestructibleEntities_Stanton_Hard,0,0,3a98ae23-f2a3-48d1-968d-f68ffd9ce269,DefendDestructibleEntities,Foxwell_DefendDestructibleEntites_H_Title_001,Foxwell_DefendDestructibleEntites_H_Desc_001,foxwell_from,,,Contractor=foxwell_from | Description=Foxwell_DefendDestructibleEntites_H_Desc_001 | Title=Foxwell_DefendDestructibleEntites_H_Title_001,89065b81-4948-41d8-b09e-91983d0ba447 | a47673ef-8511-490d-90ea-fd171d99b626 | 13abec13-80ce-4fda-917a-c2e2225b0268 | f00b6f01-7245-437d-9c41-da6a00e2df43 | bc928e7d-1e52-416f-86f3-2f4d19025743 | 2f9d3c2c-0083-44a8-9a3a-5e7b5edcd926 | 6804b0a9-b01d-4c9a-8063-67784bd0f021, |  |  |  |  |  | ,-1,1,5,2,20,10,0,48,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Hard_PvE_or_Easy_PvP_action_5,Like_spinning_10_plates_at_once_5,Player_might_die_Ship_could_explode_5,Expert_understanding_FPS_flight_professions_5,25a09f68-e95f-4712-978c-168e9337a746,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/shipbattles/foxwellenforcement_defenddestructibleentities.xml
