Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Type,Ammo Quantity,Ammo Speed,Ammo Lifetime,Signature IR,Signature CS,Signature EM
misc_prospector_cml_flare,item_NameMISC_Prospector_CML_Flare,hud_countermeasure_decoy,item_DescMISC_Prospector_CML_Flare,MISC,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
misc_razor_cml_chaff,LOC_PLACEHOLDER,hud_countermeasure_smokescreen,LOC_PLACEHOLDER,MISC,1,1,CountermeasureLauncher,1000,Chaff,2,180,0.8,30000,20000,30000
misc_razor_cml_flare,LOC_PLACEHOLDER,hud_countermeasure_decoy,LOC_PLACEHOLDER,MISC,1,1,CountermeasureLauncher,1000,Decoy,20,65,8,20000,6500,20000
misc_reliant_cml_chaff,item_NameMISC_Reliant_CML_Chaff,hud_countermeasure_smokescreen,item_DescMISC_Reliant_CML_Chaff,MISC,1,1,CountermeasureLauncher,1000,Chaff,5,180,0.8,30000,20000,30000
misc_reliant_cml_flare,item_NameMISC_Reliant_CML_Flare,hud_countermeasure_decoy,item_DescMISC_Reliant_CML_Flare,MISC,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
misc_starlancer_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,JOKR,1,1,CountermeasureLauncher,1000,Chaff,60,180,0.8,80000,100000,150000
misc_starlancer_cml_flare,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,JOKR,1,1,CountermeasureLauncher,1000,Decoy,100,90,12,40000,20000,60000
misc_starlite_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,JOKR,1,1,CountermeasureLauncher,1000,Chaff,5,180,0.8,30000,20000,30000
misc_starlite_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,AEGS,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
mrai_guardian_cml_decoy,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,MRAI,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
mrai_guardian_cml_noise,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,MRAI,1,1,CountermeasureLauncher,1000,Noise,5,180,0.8,30000,20000,30000
orig_cml_decoy_small,item_NameORIG_CML_Chaff,hud_countermeasure_decoy,item_DescORIG_CML_Chaff,ORIG,2,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
orig_cml_noise_small,item_NameORIG_CML_Chaff,hud_countermeasure_smokescreen,item_DescORIG_CML_Chaff,ORIG,2,1,CountermeasureLauncher,1000,Noise,5,180,0.8,30000,20000,30000
orig_m50_cml_chaff,item_NameORIG_CML_Chaff,hud_countermeasure_smokescreen,item_DescORIG_CML_Chaff,ORIG,1,1,CountermeasureLauncher,1000,Chaff,2,180,0.8,30000,20000,30000
orig_m50_cml_flare,item_NameORIG_CML_Chaff,hud_countermeasure_decoy,item_DescORIG_CML_Chaff,ORIG,1,1,CountermeasureLauncher,1000,Decoy,24,65,8,20000,6500,20000
orig_m80_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,JOKR,1,1,CountermeasureLauncher,1000,Chaff,5,180,0.8,30000,20000,30000
orig_m80_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,AEGS,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
orig_x1_cml_chaff,LOC_PLACEHOLDER,hud_countermeasure_smokescreen,LOC_PLACEHOLDER,ORIG,0,1,CountermeasureLauncher,1000,Chaff,4,180,0.8,30000,20000,30000
orig_x1_cml_flare,LOC_PLACEHOLDER,hud_countermeasure_decoy,LOC_PLACEHOLDER,ORIG,0,1,CountermeasureLauncher,1000,Decoy,12,65,8,20000,6500,20000
rsi_apollo_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,AEGS,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
rsi_apollo_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,JOKR,1,1,CountermeasureLauncher,1000,Noise,5,180,0.8,30000,20000,30000
rsi_aurora_mk2_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,JOKR,1,1,CountermeasureLauncher,1000,Chaff,5,180,0.8,30000,20000,30000
rsi_aurora_mk2_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,AEGS,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
rsi_cml_chaff,item_NameRSI_CML_Chaff,hud_countermeasure_smokescreen,item_DescRSI_CML_Chaff,RSI,2,1,CountermeasureLauncher,1000,Chaff,5,180,0.8,30000,20000,30000
rsi_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,AEGS,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
rsi_cml_decoy_small_gs,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,AEGS,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
rsi_cml_flare,item_NameRSI_CML_Flare,hud_countermeasure_decoy,item_DescRSI_CML_Flare,RSI,2,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
rsi_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,JOKR,1,1,CountermeasureLauncher,1000,Noise,5,180,0.8,30000,20000,30000
rsi_cml_noise_small_gs,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,JOKR,1,1,CountermeasureLauncher,1000,Noise,5,180,0.8,30000,20000,30000
rsi_constellation_cml_decoy,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,AEGS,2,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
rsi_constellation_cml_noise,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,JOKR,2,1,CountermeasureLauncher,1000,Noise,5,180,0.8,30000,20000,30000
rsi_mantis_cml_chaff,item_NameRSI_CML_Chaff,hud_countermeasure_smokescreen,item_DescRSI_CML_Chaff,RSI,1,1,CountermeasureLauncher,1000,Chaff,5,180,0.8,30000,20000,30000
rsi_mantis_cml_flare,item_NameAmmoBox_RSI_Flares,hud_countermeasure_decoy,item_DescAmmoBox_RSI_Flares,RSI,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
rsi_meteor_cml_chaff,item_NameRSI_CML_Chaff,hud_countermeasure_smokescreen,item_DescRSI_CML_Chaff,RSI,1,1,CountermeasureLauncher,1000,Chaff,5,180,0.8,30000,20000,30000
rsi_meteor_cml_flare,item_NameAmmoBox_RSI_Flares,hud_countermeasure_decoy,item_DescAmmoBox_RSI_Flares,RSI,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
rsi_perseus_cml_decoy,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,RSI,1,1,CountermeasureLauncher,1000,Decoy,25,90,12,40000,20000,60000
rsi_perseus_cml_noise,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,RSI,1,1,CountermeasureLauncher,1000,Noise,10,180,0.8,80000,100000,150000
rsi_polaris_cml_decoy,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,RSI,1,1,CountermeasureLauncher,1000,Decoy,30,90,12,40000,20000,60000
rsi_polaris_cml_noise,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,RSI,1,1,CountermeasureLauncher,1000,Noise,15,180,0.8,80000,100000,150000
rsi_salvation_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,JOKR,1,1,CountermeasureLauncher,1000,Chaff,5,180,0.8,30000,20000,30000
rsi_salvation_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,AEGS,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
rsi_scorpius_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,RSI,1,1,CountermeasureLauncher,1000,Chaff,5,180,0.8,30000,20000,30000
rsi_scorpius_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,RSI,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
rsi_zeus_cml_decoy,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,RSI,1,1,CountermeasureLauncher,1000,Decoy,25,90,12,40000,20000,60000
rsi_zeus_cml_noise,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,RSI,1,1,CountermeasureLauncher,1000,Noise,10,180,0.8,80000,100000,150000
tmbl_nova_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,AEGS,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
tmbl_nova_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,JOKR,1,1,CountermeasureLauncher,1000,Noise,5,250,2.5,30000,20000,30000
tmbl_storm_cml_decoy_small,item_NameJOKR_Defcon_CML_Flare,hud_countermeasure_decoy,item_DescJOKR_Defcon_CML_Flare,TMBL,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
tmbl_storm_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,TMBL,1,1,CountermeasureLauncher,1000,Noise,5,250,2.5,30000,20000,30000
vncl_blade_cml_chaff,item_NameVNCL_CML_Chaff,hud_countermeasure_smokescreen,item_DescVNCL_CML_Chaff,VNCL,2,1,CountermeasureLauncher,1000,Chaff,5,180,0.8,30000,20000,30000
vncl_blade_cml_flare,item_NameVNCL_CML_Flare,hud_countermeasure_decoy,item_DescVNCL_CML_Flare,VNCL,2,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
vncl_cml_chaff,item_NameVNCL_CML_Chaff,hud_countermeasure_smokescreen,item_DescVNCL_CML_Chaff,VNCL,2,1,CountermeasureLauncher,1000,Chaff,5,180,0.8,30000,20000,30000
vncl_cml_chaff_large,item_NameVNCL_CML_Chaff,hud_countermeasure_smokescreen,item_DescVNCL_CML_Chaff,VNCL,1,1,CountermeasureLauncher,1000,Chaff,30,180,0.8,80000,100000,150000
vncl_cml_flare,item_NameVNCL_CML_Flare,hud_countermeasure_decoy,item_DescVNCL_CML_Flare,VNCL,2,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
vncl_cml_flare_large,item_NameVNCL_CML_Flare,hud_countermeasure_decoy,item_DescVNCL_CML_Flare,VNCL,1,1,CountermeasureLauncher,1000,Decoy,80,90,12,40000,20000,60000
vncl_stinger_cml_chaff,item_NameVNCL_CML_Chaff,hud_countermeasure_smokescreen,item_DescVNCL_CML_Chaff,VNCL,2,1,CountermeasureLauncher,1000,Chaff,5,180,0.8,30000,20000,30000
vncl_stinger_cml_flare,item_NameVNCL_CML_Flare,hud_countermeasure_decoy,item_DescVNCL_CML_Flare,VNCL,2,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
xian_nox_cml_chaff,LOC_PLACEHOLDER,hud_countermeasure_smokescreen,LOC_PLACEHOLDER,XIAN,1,1,CountermeasureLauncher,1000,Chaff,1,180,0.8,30000,20000,30000
xian_nox_cml_flare,LOC_PLACEHOLDER,hud_countermeasure_decoy,LOC_PLACEHOLDER,XIAN,1,1,CountermeasureLauncher,1000,Decoy,5,65,8,20000,6500,20000
xian_scout_cml_chaff,LOC_PLACEHOLDER,hud_countermeasure_smokescreen,LOC_PLACEHOLDER,XIAN,1,1,CountermeasureLauncher,1000,Chaff,5,180,0.8,30000,20000,30000
xian_scout_cml_flare,LOC_PLACEHOLDER,hud_countermeasure_decoy,LOC_PLACEHOLDER,XIAN,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
xnaa_santokyai_cml_chaff,LOC_PLACEHOLDER,hud_countermeasure_smokescreen,LOC_PLACEHOLDER,XIAN,1,1,CountermeasureLauncher,1000,Chaff,5,180,0.8,30000,20000,30000
xnaa_santokyai_cml_flare,LOC_PLACEHOLDER,hud_countermeasure_decoy,LOC_PLACEHOLDER,XNAA,1,1,CountermeasureLauncher,1000,Decoy,48,65,8,20000,6500,20000
