Template Class,Objective Debug Name,Order Index,Resource GUID,Resource Class,Resource Name Key,Min SCU,Max SCU,Max Container Size,Order Summary,Record GUID,Record Path
HaulCargo_AtoB_YardRush_Mining_Medium,Hauling,1,1b4c4042-5fdc-4b52-bec4-07085cb3520a,tin,items_commodities_tin,63,63,-1,,1d00ce29-ce27-440b-bdbc-31577edba416,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_yardrush_mining_medium.xml
HaulCargo_AtoB_YardRush_Mining_Medium,Hauling,2,f9f3251a-8e48-408a-b957-f1e3d5d3e213,pressurizedIce,items_commodities_pressurized_ice,63,63,-1,,1d00ce29-ce27-440b-bdbc-31577edba416,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_yardrush_mining_medium.xml
HaulCargo_AtoB_YardRush_Mining_Stanton,Hauling,1,a789f57a-e12b-4bcd-8132-e0c03d84fc89,copper,items_commodities_copper,13,13,-1,,d44ce2f5-4369-4e01-8e4d-f4d9f2f40d14,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_yardrush_mining_stanton.xml
HaulCargo_AtoB_YardRush_Mining_Stanton,Hauling,2,4236c16b-c47f-4083-9e26-4313733f2326,corundum,items_commodities_corundum,13,13,-1,,d44ce2f5-4369-4e01-8e4d-f4d9f2f40d14,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_yardrush_mining_stanton.xml
HaulCargo_AtoB_YardRush_Mining,Hauling,1,1b4c4042-5fdc-4b52-bec4-07085cb3520a,tin,items_commodities_tin,6,6,-1,,54a3c53f-0c43-44ec-ab97-0cbd0d62e60b,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_yardrush_mining.xml
HaulCargo_AtoB_YardRush_Mining,Hauling,2,f9f3251a-8e48-408a-b957-f1e3d5d3e213,pressurizedIce,items_commodities_pressurized_ice,6,6,-1,,54a3c53f-0c43-44ec-ab97-0cbd0d62e60b,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_yardrush_mining.xml
HaulCargo_AtoB_YardRush_Salvage_Large,Hauling,1,a0e6c4cf-face-4f52-a020-dfa869607901,typeRMC,items_commodities_type_RMC,200,200,-1,,41b91e55-8e33-4080-b708-bb11481cd306,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_yardrush_salvage_large.xml
HaulCargo_AtoB_YardRush_Salvage_Large,Hauling,2,98aa6a70-80e7-41d7-9128-9692053d57a2,ConstructionMaterials,items_commodities_ConstructionMaterials,400,400,-1,,41b91e55-8e33-4080-b708-bb11481cd306,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_yardrush_salvage_large.xml
HaulCargo_AtoB_YardRush_Salvage_Medium,Hauling,1,a0e6c4cf-face-4f52-a020-dfa869607901,typeRMC,items_commodities_type_RMC,56,56,-1,,67d142f5-9df6-40ed-a177-59056ddcab00,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_yardrush_salvage_medium.xml
HaulCargo_AtoB_YardRush_Salvage_Medium,Hauling,2,98aa6a70-80e7-41d7-9128-9692053d57a2,ConstructionMaterials,items_commodities_ConstructionMaterials,105,105,-1,,67d142f5-9df6-40ed-a177-59056ddcab00,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_yardrush_salvage_medium.xml
HaulCargo_AtoB_YardRush_Salvage,Hauling,1,a0e6c4cf-face-4f52-a020-dfa869607901,typeRMC,items_commodities_type_RMC,7,7,-1,,f68360c9-2b3b-4066-81e3-c4690ba6da28,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_yardrush_salvage.xml
HaulCargo_AtoB_YardRush_Salvage,Hauling,2,98aa6a70-80e7-41d7-9128-9692053d57a2,ConstructionMaterials,items_commodities_ConstructionMaterials,14,14,-1,,f68360c9-2b3b-4066-81e3-c4690ba6da28,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_yardrush_salvage.xml
HaulCargo_AtoB_YardRushAndFireSale,Hauling,1,8bc60017-e4b6-47b1-bbe0-f2eb944fdeaf,detatrine,items_commodities_detatrine,1,0,16,,cc2a552a-14cc-475b-a0ce-7bba6e840344,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_yardrushandfiresale.xml
HaulCargo_AtoB,Hauling,1,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,1,0,-1,,bc745e7e-f3d3-406c-a4f0-54475937c7f0,libs/foundry/records/contracts/contracttemplates/haulcargo_atob.xml
HaulCargo_Multi2ToSingle_Bulk_Carbon,Hauling,1,9dc16af8-bfb9-4119-9e54-6db11b0a7ed2,carbon,items_commodities_carbon,200,300,32,,fd7b6b95-3a4d-4fd4-b8cc-cdb2dc403319,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_bulk_carbon.xml
HaulCargo_Multi2ToSingle_Bulk_Carbon,Hauling,2,9dc16af8-bfb9-4119-9e54-6db11b0a7ed2,carbon,items_commodities_carbon,200,300,32,,fd7b6b95-3a4d-4fd4-b8cc-cdb2dc403319,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_bulk_carbon.xml
HaulCargo_Multi2ToSingle_Bulk_Potassium,Hauling,1,8dda1cf4-dc6c-4b31-93f2-8ca28ef6ec55,potassium,items_commodities_potassium,200,300,32,,45f69b4d-239d-4f2a-9944-7cc8d3bf1fef,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_bulk_potassium.xml
HaulCargo_Multi2ToSingle_Bulk_Potassium,Hauling,2,8dda1cf4-dc6c-4b31-93f2-8ca28ef6ec55,potassium,items_commodities_potassium,200,300,32,,45f69b4d-239d-4f2a-9944-7cc8d3bf1fef,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_bulk_potassium.xml
HaulCargo_Multi2ToSingle_Bulk_Waste,Hauling,1,b999ef65-35be-45bf-908a-5eac6e06ba12,waste,items_commodities_waste,200,300,32,,686c0152-9b1f-483b-a48f-395a8eb36c1f,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_bulk_waste.xml
HaulCargo_Multi2ToSingle_Bulk_Waste,Hauling,2,b999ef65-35be-45bf-908a-5eac6e06ba12,waste,items_commodities_waste,200,300,32,,686c0152-9b1f-483b-a48f-395a8eb36c1f,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_bulk_waste.xml
HaulCargo_Multi2ToSingle_Bulk,Hauling,1,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,200,300,32,,6ac380d2-cfb2-4d74-b63e-335e7178e7da,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_bulk.xml
HaulCargo_Multi2ToSingle_Bulk,Hauling,2,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,200,300,32,,6ac380d2-cfb2-4d74-b63e-335e7178e7da,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_bulk.xml
HaulCargo_Multi2ToSingle_Small_Aluminum,Hauling,1,48c7080a-bbef-43d2-901a-698321ed4340,aluminum,items_commodities_aluminum,4,16,4,,8322078e-350a-4443-a113-4fb446ad0e6a,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_aluminum.xml
HaulCargo_Multi2ToSingle_Small_Aluminum,Hauling,2,48c7080a-bbef-43d2-901a-698321ed4340,aluminum,items_commodities_aluminum,4,16,4,,8322078e-350a-4443-a113-4fb446ad0e6a,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_aluminum.xml
HaulCargo_Multi2ToSingle_Small_Carbon,Hauling,1,9dc16af8-bfb9-4119-9e54-6db11b0a7ed2,carbon,items_commodities_carbon,4,16,4,,fc108974-fcd9-47a5-8cbe-1e0ccc9f068e,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_carbon.xml
HaulCargo_Multi2ToSingle_Small_Carbon,Hauling,2,9dc16af8-bfb9-4119-9e54-6db11b0a7ed2,carbon,items_commodities_carbon,4,16,4,,fc108974-fcd9-47a5-8cbe-1e0ccc9f068e,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_carbon.xml
HaulCargo_Multi2ToSingle_Small_Copper,Hauling,1,a789f57a-e12b-4bcd-8132-e0c03d84fc89,copper,items_commodities_copper,4,16,4,,09d02a46-131b-4fcb-b2d6-5556896f6888,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_copper.xml
HaulCargo_Multi2ToSingle_Small_Copper,Hauling,2,a789f57a-e12b-4bcd-8132-e0c03d84fc89,copper,items_commodities_copper,4,16,4,,09d02a46-131b-4fcb-b2d6-5556896f6888,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_copper.xml
HaulCargo_Multi2ToSingle_Small_Hydrogen,Hauling,1,530da47b-c6bb-4d95-a1ee-23a1e4e27b45,hydrogen,items_commodities_hydrogen,4,16,4,,939e66a5-aec3-4637-8854-7e93ebd07f9e,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_hydrogen.xml
HaulCargo_Multi2ToSingle_Small_Hydrogen,Hauling,2,530da47b-c6bb-4d95-a1ee-23a1e4e27b45,hydrogen,items_commodities_hydrogen,4,16,4,,939e66a5-aec3-4637-8854-7e93ebd07f9e,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_hydrogen.xml
HaulCargo_Multi2ToSingle_Small_Potassium,Hauling,1,8dda1cf4-dc6c-4b31-93f2-8ca28ef6ec55,potassium,items_commodities_potassium,4,16,4,,1da37fdb-8ef4-4cac-bca2-fda8913c5733,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_potassium.xml
HaulCargo_Multi2ToSingle_Small_Potassium,Hauling,2,8dda1cf4-dc6c-4b31-93f2-8ca28ef6ec55,potassium,items_commodities_potassium,4,16,4,,1da37fdb-8ef4-4cac-bca2-fda8913c5733,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_potassium.xml
HaulCargo_Multi2ToSingle_Small_Quartz,Hauling,1,35121003-f1af-481a-b16f-7f48d8af0efb,quartz,items_commodities_quartz,4,16,4,,f63f11d3-bbb9-4db6-822b-e4a392823a11,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_quartz.xml
HaulCargo_Multi2ToSingle_Small_Quartz,Hauling,2,35121003-f1af-481a-b16f-7f48d8af0efb,quartz,items_commodities_quartz,4,16,4,,f63f11d3-bbb9-4db6-822b-e4a392823a11,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_quartz.xml
HaulCargo_Multi2ToSingle_Small_Silicon,Hauling,1,7bbd3197-a6e1-49b3-a495-0b7ef4f8ce40,silicon,items_commodities_silicon,4,16,4,,38db6322-ad8d-4395-b796-57db631107e0,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_silicon.xml
HaulCargo_Multi2ToSingle_Small_Silicon,Hauling,2,7bbd3197-a6e1-49b3-a495-0b7ef4f8ce40,silicon,items_commodities_silicon,4,16,4,,38db6322-ad8d-4395-b796-57db631107e0,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_silicon.xml
HaulCargo_Multi2ToSingle_Small_Waste,Hauling,1,b999ef65-35be-45bf-908a-5eac6e06ba12,waste,items_commodities_waste,4,16,4,,21b62ec0-4c33-44d4-94be-c304b3798b70,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_waste.xml
HaulCargo_Multi2ToSingle_Small_Waste,Hauling,2,b999ef65-35be-45bf-908a-5eac6e06ba12,waste,items_commodities_waste,4,16,4,,21b62ec0-4c33-44d4-94be-c304b3798b70,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small_waste.xml
HaulCargo_Multi2ToSingle_Small,Hauling,1,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,4,16,4,,8b13f591-8c5f-46cf-bdb3-3052c7f8008b,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small.xml
HaulCargo_Multi2ToSingle_Small,Hauling,2,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,4,16,4,,8b13f591-8c5f-46cf-bdb3-3052c7f8008b,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_small.xml
HaulCargo_Multi2ToSingle_Supply_Carbon,Hauling,1,9dc16af8-bfb9-4119-9e54-6db11b0a7ed2,carbon,items_commodities_carbon,25,175,8,,7155c371-795a-47be-82ce-90e0d1cc5f9b,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_supply_carbon.xml
HaulCargo_Multi2ToSingle_Supply_Carbon,Hauling,2,9dc16af8-bfb9-4119-9e54-6db11b0a7ed2,carbon,items_commodities_carbon,25,175,8,,7155c371-795a-47be-82ce-90e0d1cc5f9b,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_supply_carbon.xml
HaulCargo_Multi2ToSingle_Supply_Potassium,Hauling,1,8dda1cf4-dc6c-4b31-93f2-8ca28ef6ec55,potassium,items_commodities_potassium,25,175,8,,f669cca1-6a78-45eb-a396-cb089a52a7fa,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_supply_potassium.xml
HaulCargo_Multi2ToSingle_Supply_Potassium,Hauling,2,8dda1cf4-dc6c-4b31-93f2-8ca28ef6ec55,potassium,items_commodities_potassium,25,175,8,,f669cca1-6a78-45eb-a396-cb089a52a7fa,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_supply_potassium.xml
HaulCargo_Multi2ToSingle_Supply_Souv,Hauling,1,e938ab24-2af8-48b5-9af7-8e82fb26dcb3,distilledSpirits,items_commodities_distilledSpirits,24,0,8,,8305c183-9be9-46b8-90e9-ec5e16ec7df5,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_supply_souv.xml
HaulCargo_Multi2ToSingle_Supply_Souv,Hauling,2,00f23f09-a8ae-4ccb-845f-accd63dd7906,PartyFavors,items_commodities_PartyFavors,12,0,4,,8305c183-9be9-46b8-90e9-ec5e16ec7df5,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_supply_souv.xml
HaulCargo_Multi2ToSingle_Supply_Souv,Hauling,3,5f2d394d-6e69-4cb8-afb2-81a96544936e,Carryable_TBO_FL_16SCU_Commodity_ProcessedGoods_ElectronicsEquipment,,3,0,1,,8305c183-9be9-46b8-90e9-ec5e16ec7df5,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_supply_souv.xml
HaulCargo_Multi2ToSingle_Supply_Souv,Hauling,4,18671657-8b11-4407-b190-10c9f73661fe,Souvenirs,items_commodities_Souvenirs,3,0,1,,8305c183-9be9-46b8-90e9-ec5e16ec7df5,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_supply_souv.xml
HaulCargo_Multi2ToSingle_Supply_Waste,Hauling,1,b999ef65-35be-45bf-908a-5eac6e06ba12,waste,items_commodities_waste,25,175,8,,49e2345d-57e6-45de-b80f-f18b610d2931,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_supply_waste.xml
HaulCargo_Multi2ToSingle_Supply_Waste,Hauling,2,b999ef65-35be-45bf-908a-5eac6e06ba12,waste,items_commodities_waste,25,175,8,,49e2345d-57e6-45de-b80f-f18b610d2931,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_supply_waste.xml
HaulCargo_Multi2ToSingle_Supply,Hauling,1,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,25,175,8,,5fbb28b5-c095-4656-a7c6-9b6b09ccb045,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_supply.xml
HaulCargo_Multi2ToSingle_Supply,Hauling,2,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,25,175,8,,5fbb28b5-c095-4656-a7c6-9b6b09ccb045,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle_supply.xml
HaulCargo_Multi2ToSingle,Hauling,1,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,1,0,-1,,99179b63-b37b-47a6-bd12-461ce77c4051,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle.xml
HaulCargo_Multi2ToSingle,Hauling,2,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,1,0,-1,,99179b63-b37b-47a6-bd12-461ce77c4051,libs/foundry/records/contracts/contracttemplates/haulcargo_multi2tosingle.xml
HaulCargo_Multi3ToSingle_Bulk_Carbon,Hauling,1,9dc16af8-bfb9-4119-9e54-6db11b0a7ed2,carbon,items_commodities_carbon,132,200,32,,263251a7-3586-4ec4-addc-5c7cf20e8247,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_bulk_carbon.xml
HaulCargo_Multi3ToSingle_Bulk_Carbon,Hauling,2,9dc16af8-bfb9-4119-9e54-6db11b0a7ed2,carbon,items_commodities_carbon,132,200,32,,263251a7-3586-4ec4-addc-5c7cf20e8247,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_bulk_carbon.xml
HaulCargo_Multi3ToSingle_Bulk_Carbon,Hauling,3,9dc16af8-bfb9-4119-9e54-6db11b0a7ed2,carbon,items_commodities_carbon,132,200,32,,263251a7-3586-4ec4-addc-5c7cf20e8247,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_bulk_carbon.xml
HaulCargo_Multi3ToSingle_Bulk_Potassium,Hauling,1,8dda1cf4-dc6c-4b31-93f2-8ca28ef6ec55,potassium,items_commodities_potassium,132,200,32,,8c747ef2-b49c-44f7-95ab-3185cccf8c20,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_bulk_potassium.xml
HaulCargo_Multi3ToSingle_Bulk_Potassium,Hauling,2,8dda1cf4-dc6c-4b31-93f2-8ca28ef6ec55,potassium,items_commodities_potassium,132,200,32,,8c747ef2-b49c-44f7-95ab-3185cccf8c20,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_bulk_potassium.xml
HaulCargo_Multi3ToSingle_Bulk_Potassium,Hauling,3,8dda1cf4-dc6c-4b31-93f2-8ca28ef6ec55,potassium,items_commodities_potassium,132,200,32,,8c747ef2-b49c-44f7-95ab-3185cccf8c20,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_bulk_potassium.xml
HaulCargo_Multi3ToSingle_Bulk_Waste,Hauling,1,b999ef65-35be-45bf-908a-5eac6e06ba12,waste,items_commodities_waste,132,200,32,,c5ddd7aa-6794-45c4-a8b0-42a5cbd7061c,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_bulk_waste.xml
HaulCargo_Multi3ToSingle_Bulk_Waste,Hauling,2,b999ef65-35be-45bf-908a-5eac6e06ba12,waste,items_commodities_waste,132,200,32,,c5ddd7aa-6794-45c4-a8b0-42a5cbd7061c,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_bulk_waste.xml
HaulCargo_Multi3ToSingle_Bulk_Waste,Hauling,3,b999ef65-35be-45bf-908a-5eac6e06ba12,waste,items_commodities_waste,132,200,32,,c5ddd7aa-6794-45c4-a8b0-42a5cbd7061c,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_bulk_waste.xml
HaulCargo_Multi3ToSingle_Bulk,Hauling,1,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,132,200,32,,4733761a-a721-4d58-a165-7f9ed5576295,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_bulk.xml
HaulCargo_Multi3ToSingle_Bulk,Hauling,2,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,132,200,32,,4733761a-a721-4d58-a165-7f9ed5576295,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_bulk.xml
HaulCargo_Multi3ToSingle_Bulk,Hauling,3,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,132,200,32,,4733761a-a721-4d58-a165-7f9ed5576295,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_bulk.xml
HaulCargo_Multi3ToSingle_Small_Aluminum,Hauling,1,48c7080a-bbef-43d2-901a-698321ed4340,aluminum,items_commodities_aluminum,2,10,4,,b1861587-9208-4447-946c-b51b4e9d1936,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_aluminum.xml
HaulCargo_Multi3ToSingle_Small_Aluminum,Hauling,2,48c7080a-bbef-43d2-901a-698321ed4340,aluminum,items_commodities_aluminum,2,10,4,,b1861587-9208-4447-946c-b51b4e9d1936,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_aluminum.xml
HaulCargo_Multi3ToSingle_Small_Aluminum,Hauling,3,48c7080a-bbef-43d2-901a-698321ed4340,aluminum,items_commodities_aluminum,2,10,4,,b1861587-9208-4447-946c-b51b4e9d1936,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_aluminum.xml
HaulCargo_Multi3ToSingle_Small_Copper,Hauling,1,a789f57a-e12b-4bcd-8132-e0c03d84fc89,copper,items_commodities_copper,2,10,4,,d41d4458-5099-4d50-8464-76acb5c5687d,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_copper.xml
HaulCargo_Multi3ToSingle_Small_Copper,Hauling,2,a789f57a-e12b-4bcd-8132-e0c03d84fc89,copper,items_commodities_copper,2,10,4,,d41d4458-5099-4d50-8464-76acb5c5687d,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_copper.xml
HaulCargo_Multi3ToSingle_Small_Copper,Hauling,3,a789f57a-e12b-4bcd-8132-e0c03d84fc89,copper,items_commodities_copper,2,10,4,,d41d4458-5099-4d50-8464-76acb5c5687d,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_copper.xml
HaulCargo_Multi3ToSingle_Small_Hydrogen,Hauling,1,530da47b-c6bb-4d95-a1ee-23a1e4e27b45,hydrogen,items_commodities_hydrogen,2,10,4,,12f2dabb-db35-4223-9939-dc53e179d578,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_hydrogen.xml
HaulCargo_Multi3ToSingle_Small_Hydrogen,Hauling,2,530da47b-c6bb-4d95-a1ee-23a1e4e27b45,hydrogen,items_commodities_hydrogen,2,10,4,,12f2dabb-db35-4223-9939-dc53e179d578,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_hydrogen.xml
HaulCargo_Multi3ToSingle_Small_Hydrogen,Hauling,3,530da47b-c6bb-4d95-a1ee-23a1e4e27b45,hydrogen,items_commodities_hydrogen,2,10,4,,12f2dabb-db35-4223-9939-dc53e179d578,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_hydrogen.xml
HaulCargo_Multi3ToSingle_Small_Potassium,Hauling,1,8dda1cf4-dc6c-4b31-93f2-8ca28ef6ec55,potassium,items_commodities_potassium,2,10,4,,0823dd5a-e543-46ba-a263-b5e41ff14c85,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_potassium.xml
HaulCargo_Multi3ToSingle_Small_Potassium,Hauling,2,8dda1cf4-dc6c-4b31-93f2-8ca28ef6ec55,potassium,items_commodities_potassium,2,10,4,,0823dd5a-e543-46ba-a263-b5e41ff14c85,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_potassium.xml
HaulCargo_Multi3ToSingle_Small_Potassium,Hauling,3,8dda1cf4-dc6c-4b31-93f2-8ca28ef6ec55,potassium,items_commodities_potassium,2,10,4,,0823dd5a-e543-46ba-a263-b5e41ff14c85,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_potassium.xml
HaulCargo_Multi3ToSingle_Small_Quartz,Hauling,1,35121003-f1af-481a-b16f-7f48d8af0efb,quartz,items_commodities_quartz,2,10,4,,6be87e48-6920-4157-bd98-6762954502a4,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_quartz.xml
HaulCargo_Multi3ToSingle_Small_Quartz,Hauling,2,35121003-f1af-481a-b16f-7f48d8af0efb,quartz,items_commodities_quartz,2,10,4,,6be87e48-6920-4157-bd98-6762954502a4,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_quartz.xml
HaulCargo_Multi3ToSingle_Small_Quartz,Hauling,3,35121003-f1af-481a-b16f-7f48d8af0efb,quartz,items_commodities_quartz,2,10,4,,6be87e48-6920-4157-bd98-6762954502a4,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_quartz.xml
HaulCargo_Multi3ToSingle_Small_Silicon,Hauling,1,7bbd3197-a6e1-49b3-a495-0b7ef4f8ce40,silicon,items_commodities_silicon,2,10,4,,f76dbc9c-db08-47a1-9d02-49a0aa5782f2,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_silicon.xml
HaulCargo_Multi3ToSingle_Small_Silicon,Hauling,2,7bbd3197-a6e1-49b3-a495-0b7ef4f8ce40,silicon,items_commodities_silicon,2,10,4,,f76dbc9c-db08-47a1-9d02-49a0aa5782f2,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_silicon.xml
HaulCargo_Multi3ToSingle_Small_Silicon,Hauling,3,7bbd3197-a6e1-49b3-a495-0b7ef4f8ce40,silicon,items_commodities_silicon,2,10,4,,f76dbc9c-db08-47a1-9d02-49a0aa5782f2,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_silicon.xml
HaulCargo_Multi3ToSingle_Small_Waste,Hauling,1,b999ef65-35be-45bf-908a-5eac6e06ba12,waste,items_commodities_waste,2,10,4,,f3fe54d1-2dc4-4615-bda5-45ab1a48f2bb,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_waste.xml
HaulCargo_Multi3ToSingle_Small_Waste,Hauling,2,b999ef65-35be-45bf-908a-5eac6e06ba12,waste,items_commodities_waste,2,10,4,,f3fe54d1-2dc4-4615-bda5-45ab1a48f2bb,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_waste.xml
HaulCargo_Multi3ToSingle_Small_Waste,Hauling,3,b999ef65-35be-45bf-908a-5eac6e06ba12,waste,items_commodities_waste,2,10,4,,f3fe54d1-2dc4-4615-bda5-45ab1a48f2bb,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_waste.xml
HaulCargo_Multi3ToSingle_Small,Hauling,1,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,2,10,4,,40498b9e-c157-454b-ac1e-a7204615c564,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small.xml
HaulCargo_Multi3ToSingle_Small,Hauling,2,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,2,10,4,,40498b9e-c157-454b-ac1e-a7204615c564,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small.xml
HaulCargo_Multi3ToSingle_Small,Hauling,3,f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,iron,items_commodities_iron,2,10,4,,40498b9e-c157-454b-ac1e-a7204615c564,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small.xml
HaulCargo_Multi3ToSingle_Supply_Carbon,Hauling,1,9dc16af8-bfb9-4119-9e54-6db11b0a7ed2,carbon,items_commodities_carbon,16,116,8,,057d1cb1-251b-4c58-878b-07e85079824a,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_supply_carbon.xml
HaulCargo_Multi3ToSingle_Supply_Carbon,Hauling,2,9dc16af8-bfb9-4119-9e54-6db11b0a7ed2,carbon,items_commodities_carbon,16,116,8,,057d1cb1-251b-4c58-878b-07e85079824a,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_supply_carbon.xml
