Mission Class,Description Key,Contract Intel,Cooldown,Reward,Reward Currency,Time Limit,Efficiency,Mission Difficulty,Record GUID,Record Path
HaulCargo_AToB_RefinedOre_Tungsten_Stanton3_SmallGrade,HaulCargo_AtoB_desc,"Reward: 50,250 aUEC\nTime Limit: 300 min\nCooldown: 1 h",1 h,50250,UEC,300,,2,366127c8-1595-4bf9-8216-ad929e9655ba,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_refinedore_tungsten_stanton3_smallgrade.xml
HaulCargo_AToB_RefinedOre_Tungsten_Stanton3,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,294fe339-1db8-4785-8e81-2612944d0620,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_refinedore_tungsten_stanton3.xml
HaulCargo_AToB_RefinedOre_Tungsten_Stanton4_SmallGrade,Covalex_HaulCargo_AtoB_desc_RefinedOre_Stanton4,"Reward: 50,250 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,50250,UEC,300,,2,2b91df76-876d-4340-8603-3d2ea0651b1a,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_refinedore_tungsten_stanton4_smallgrade.xml
HaulCargo_AToB_RefinedOre_Tungsten_Stanton4,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,2c7dee08-358d-4810-a8b5-c29dfb77d4cd,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_refinedore_tungsten_stanton4.xml
HaulCargo_AToB_RefinedOre_Tungsten_TEMPLATE,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,36213c0d-3c77-4f1b-bb7e-896b1450659c,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_refinedore_tungsten_template.xml
HaulCargo_AToB_Stanton1_Intro,Covalex_HaulCargo_AToB_Intro_desc,"Reward: 50,250 aUEC\nTime Limit: 300 min",,50250,UEC,300,,2,88c3f363-6fbe-4324-862c-23563c0d34b3,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_stanton1_intro.xml
HaulCargo_AToB_Stanton1_ReHire,Covalex_HaulCargo_AToB_Rehire_desc,"Reward: 50,250 aUEC\nTime Limit: 300 min",,50250,UEC,300,,2,b8f13f88-9184-4966-ac40-188ee92a127e,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_stanton1_rehire.xml
HaulCargo_AToB_Stanton2_Intro,Covalex_HaulCargo_AToB_Intro_desc,"Reward: 50,250 aUEC\nTime Limit: 300 min",,50250,UEC,300,,2,ff93e160-fbbd-48de-91ca-22a3929453c7,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_stanton2_intro.xml
HaulCargo_AToB_Stanton2_ReHire,Covalex_HaulCargo_AToB_Rehire_desc,"Reward: 50,250 aUEC\nTime Limit: 300 min",,50250,UEC,300,,2,d5ebb266-f5ce-4574-a6d4-1b6d861c0988,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_stanton2_rehire.xml
HaulCargo_AToB_Stanton3_Intro,Covalex_HaulCargo_AToB_Intro_desc,"Reward: 50,250 aUEC\nTime Limit: 300 min",,50250,UEC,300,,2,d99ed631-6f43-4cb0-8d6f-42dd037e29b5,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_stanton3_intro.xml
HaulCargo_AToB_Stanton3_ReHire,Covalex_HaulCargo_AToB_Rehire_desc,"Reward: 50,250 aUEC\nTime Limit: 300 min",,50250,UEC,300,,2,b3b1710e-14f4-4edd-ba37-e25dd3229644,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_stanton3_rehire.xml
HaulCargo_AToB_Stanton4_Intro,Covalex_HaulCargo_AToB_Intro_desc,"Reward: 50,250 aUEC\nTime Limit: 300 min",,50250,UEC,300,,2,00267233-f385-4e4d-9fc0-3651fd7fce0c,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_stanton4_intro.xml
HaulCargo_AToB_Stanton4_ReHire,Covalex_HaulCargo_AToB_Rehire_desc,"Reward: 50,250 aUEC\nTime Limit: 300 min",,50250,UEC,300,,2,e1823a43-7f0c-485f-a37c-bf5e9b890dac,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_stanton4_rehire.xml
HaulCargo_AToB_TEMPLATE,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,531f938e-930d-467d-addf-094e99fec3aa,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_template.xml
HaulCargo_AToB_Waste_Mixed_ScrapWaste_Stanton2_SmallGrade,HaulCargo_AtoB_desc,"Reward: 34,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,34750,UEC,300,,2,b095a5b6-db9b-4d66-abe7-746438a3b3ac,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_mixed_scrapwaste_stanton2_smallgrade.xml
HaulCargo_AToB_Waste_Mixed_ScrapWaste_Stanton2_SupplyGrade,HaulCargo_AtoB_desc,"Reward: 53,000 aUEC\nTime Limit: 300 min\nCooldown: 10 min",10 min,53000,UEC,300,,2,f6f80d3d-aef0-49df-bc45-9567ebc23136,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_mixed_scrapwaste_stanton2_supplygrade.xml
HaulCargo_AToB_Waste_Mixed_ScrapWaste_Stanton2,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,687408ec-c557-4d5f-a4d9-950e7d8273ef,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_mixed_scrapwaste_stanton2.xml
HaulCargo_AToB_Waste_Mixed_ScrapWaste_Stanton3_SmallGrade,HaulCargo_AtoB_desc,"Reward: 40,250 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,40250,UEC,300,,2,605c5330-ffce-47e6-a579-78ab5a43c2fc,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_mixed_scrapwaste_stanton3_smallgrade.xml
HaulCargo_AToB_Waste_Mixed_ScrapWaste_Stanton3_SupplyGrade,Covalex_HaulCargo_AtoB_desc_ScrapWaste_Stanton3,"Reward: 53,000 aUEC\nTime Limit: 300 min\nCooldown: 10 min",10 min,53000,UEC,300,,2,3563bfa1-0b9b-4d0e-8857-fa958d12e6a3,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_mixed_scrapwaste_stanton3_supplygrade.xml
HaulCargo_AToB_Waste_Mixed_ScrapWaste_Stanton3,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,d34ce95c-4d12-4d0c-ab84-8225ccb194bb,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_mixed_scrapwaste_stanton3.xml
HaulCargo_AToB_Waste_Mixed_ScrapWaste_Stanton4_SmallGrade,HaulCargo_AtoB_desc,"Reward: 52,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,52500,UEC,300,,3,7f94e65d-5d11-4b15-b010-1eb75af571d2,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_mixed_scrapwaste_stanton4_smallgrade.xml
HaulCargo_AToB_Waste_Mixed_ScrapWaste_Stanton4_SmallGrade1,HaulCargo_AtoB_desc,"Reward: 45,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,45000,UEC,300,,3,efe1aa1d-aaff-4e93-a436-ed91c120a04f,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_mixed_scrapwaste_stanton4_smallgrade1.xml
HaulCargo_AToB_Waste_Mixed_ScrapWaste_Stanton4_SmallGrade2,HaulCargo_AtoB_desc,"Reward: 44,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,44500,UEC,300,,2,5d98ed15-f4e3-4e8f-9b84-b25fb82f26c4,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_mixed_scrapwaste_stanton4_smallgrade2.xml
HaulCargo_AToB_Waste_Mixed_ScrapWaste_Stanton4_SupplyGrade,HaulCargo_AtoB_desc,"Reward: 69,250 aUEC\nTime Limit: 300 min\nCooldown: 10 min",10 min,69250,UEC,300,,3,07b9c67c-b619-4379-95e5-c22c3e9cc74e,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_mixed_scrapwaste_stanton4_supplygrade.xml
HaulCargo_AToB_Waste_Mixed_ScrapWaste_Stanton4_SupplyGrade1,HaulCargo_AtoB_desc,"Reward: 53,000 aUEC\nTime Limit: 300 min\nCooldown: 10 min",10 min,53000,UEC,300,,2,aa8253ea-c708-4516-80b1-7d07e386c898,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_mixed_scrapwaste_stanton4_supplygrade1.xml
HaulCargo_AToB_Waste_Mixed_ScrapWaste_Stanton4,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,36896aee-92fb-4274-a751-150d1cc19c2d,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_mixed_scrapwaste_stanton4.xml
HaulCargo_AToB_Waste_Mixed_ScrapWaste_TEMPLATE,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,356224d5-c40a-431d-9f33-917ac34cf592,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_mixed_scrapwaste_template.xml
HaulCargo_AToB_Waste_Mixed_TEMPLATE,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,339f2e37-39b7-4c09-adc1-fb71156c0932,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_mixed_template.xml
HaulCargo_AToB_Waste_Scrap_Stanton1_SmallGrade,HaulCargo_AtoB_desc,"Reward: 37,250 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,37250,UEC,300,,2,a48f0577-164d-4820-9ff7-cb1e0674ec55,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_scrap_stanton1_smallgrade.xml
HaulCargo_AToB_Waste_Scrap_Stanton1_SmallGrade1,Covalex_HaulCargo_AToB_Scrap,"Reward: 52,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,52500,UEC,300,,3,7479de5b-7573-496f-aa9e-2ce6b265752d,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_scrap_stanton1_smallgrade1.xml
HaulCargo_AToB_Waste_Scrap_Stanton1,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,31ece657-961a-4dc7-86d0-a07a8bffde83,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_scrap_stanton1.xml
HaulCargo_AToB_Waste_Scrap_Stanton2_SupplyGrade,Covalex_HaulCargo_AToB_Scrap,"Reward: 73,000 aUEC\nTime Limit: 300 min\nCooldown: 10 min",10 min,73000,UEC,300,,3,989017d7-a7ea-495d-b591-1cb5348c4439,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_scrap_stanton2_supplygrade.xml
HaulCargo_AToB_Waste_Scrap_Stanton2,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,a581a2f0-b183-4f3c-80e0-42de8e7e5c4d,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_scrap_stanton2.xml
HaulCargo_AToB_Waste_Scrap_Stanton3_SupplyGrade,Covalex_HaulCargo_AToB_Scrap,"Reward: 73,000 aUEC\nTime Limit: 300 min\nCooldown: 10 min",10 min,73000,UEC,300,,3,050d72b4-bc55-453f-8573-2c25420787f2,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_scrap_stanton3_supplygrade.xml
HaulCargo_AToB_Waste_Scrap_Stanton3,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,fc61afa7-e980-44e9-925b-f40a3b541f16,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_scrap_stanton3.xml
HaulCargo_AToB_Waste_Scrap_Stanton4_SupplyGrade,Covalex_HaulCargo_AToB_Scrap,"Reward: 73,000 aUEC\nTime Limit: 300 min\nCooldown: 10 min",10 min,73000,UEC,300,,3,c8d58340-1e97-40d0-bbda-11f42c6ffa66,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_scrap_stanton4_supplygrade.xml
HaulCargo_AToB_Waste_Scrap_Stanton4,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,c48bfb21-1ac6-450c-8c93-24ff127d4b5b,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_scrap_stanton4.xml
HaulCargo_AToB_Waste_Scrap_TEMPLATE,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,f3907a5b-404f-4c2c-b8f2-51b34a6a63cc,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_scrap_template.xml
HaulCargo_AToB_Waste_TEMPLATE,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,dda978b7-4c9e-452d-8d5e-7985cfd7d051,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_template.xml
HaulCargo_AToB_Waste_Waste_CrossStanton,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,b483e151-a4a8-4515-936a-cc6a2626257b,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_crossstanton.xml
HaulCargo_AToB_Waste_Waste_Interstellar_BulkGrade,Covalex_HaulCargo_AToB_Stanton_Interstellar,"Reward: 141,500 aUEC\nTime Limit: 540 min\nCooldown: 20 min",20 min,141500,UEC,540,,2,9ea450b2-4a2c-43f1-8e7d-e35203e6815b,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_interstellar_bulkgrade.xml
HaulCargo_AToB_Waste_Waste_Interstellar_BulkGrade1,Covalex_HaulCargo_AToB_Stanton_Interstellar,"Reward: 128,000 aUEC\nTime Limit: 420 min\nCooldown: 20 min",20 min,128000,UEC,420,,2,ab9bb871-25de-41aa-a5b1-43ad2e9f9a1e,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_interstellar_bulkgrade1.xml
HaulCargo_AToB_Waste_Waste_Interstellar,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,1b5afc71-a9b1-429f-bb6c-12f71de0aa23,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_interstellar.xml
HaulCargo_AToB_Waste_Waste_Stanton_BulkGrade,HaulCargo_AtoB_desc,"Reward: 127,250 aUEC\nTime Limit: 420 min\nCooldown: 20 min",20 min,127250,UEC,420,,2,2b48cd4c-b842-4f47-b0ac-a3811b477d9f,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_stanton_bulkgrade.xml
HaulCargo_AToB_Waste_Waste_Stanton1_BulkGrade,HaulCargo_AtoB_desc,"Reward: 165,750 aUEC\nTime Limit: 420 min\nCooldown: 20 min",20 min,165750,UEC,420,,3,f8bfd0c0-419d-4bd8-943e-24afdf2430e8,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_stanton1_bulkgrade.xml
HaulCargo_AToB_Waste_Waste_Stanton1_SmallGrade,HaulCargo_AtoB_desc,"Reward: 69,250 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,69250,UEC,300,,3,39014cb2-a86a-4b87-87ce-e7f0125a2030,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_stanton1_smallgrade.xml
HaulCargo_AToB_Waste_Waste_Stanton1_SmallGrade1,HaulCargo_AtoB_desc,"Reward: 48,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,48500,UEC,300,,2,88ce188d-de62-437c-bfcd-ae23685ab443,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_stanton1_smallgrade1.xml
HaulCargo_AToB_Waste_Waste_Stanton1_SupplyGrade,HaulCargo_AtoB_desc,"Reward: 56,750 aUEC\nTime Limit: 300 min\nCooldown: 10 min",10 min,56750,UEC,300,,3,cd300a4f-a9f1-43f1-891e-b77ba340e93d,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_stanton1_supplygrade.xml
HaulCargo_AToB_Waste_Waste_Stanton1,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,633bd895-9c2a-46af-8d21-091350df5bc5,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_stanton1.xml
HaulCargo_AToB_Waste_Waste_Stanton2_SmallGrade,Covalex_HaulCargo_AToB_Scrap,"Reward: 62,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,62000,UEC,300,,3,7e159ef5-6573-4fca-b04b-aa5bb6dbba18,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_stanton2_smallgrade.xml
HaulCargo_AToB_Waste_Waste_Stanton2,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,336d7599-4274-4cbb-8fa0-2cbd87a49d56,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_stanton2.xml
HaulCargo_AToB_Waste_Waste_Stanton3_SmallGrade,Covalex_HaulCargo_AToB_Scrap,"Reward: 62,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,62000,UEC,300,,3,405a9d18-9464-4c03-a0b7-9d44edd9cb0f,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_stanton3_smallgrade.xml
HaulCargo_AToB_Waste_Waste_Stanton3,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,d8f48723-5cba-4698-8213-c4ae4cd9b0ee,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_stanton3.xml
HaulCargo_AToB_Waste_Waste_Stanton4_SmallGrade,Covalex_HaulCargo_AToB_Scrap,"Reward: 62,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,62000,UEC,300,,3,2f453219-fe00-4c19-a146-7369edf7db07,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_stanton4_smallgrade.xml
HaulCargo_AToB_Waste_Waste_Stanton4,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,c0c7e8fe-12b3-4f26-9843-286b073f451f,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_stanton4.xml
HaulCargo_AToB_Waste_Waste_TEMPLATE,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,56c4461b-6085-4d75-93a9-ee748ab34389,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_waste_waste_template.xml
HaulCargo_Multi2ToSingle_Processed_AgriculturalSupplies_CrossStanton,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,8adb0622-7c0b-42fd-8157-efd3fda647e0,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_processed_agriculturalsupplies_crossstanton.xml
HaulCargo_Multi2ToSingle_Processed_AgriculturalSupplies_Stanton_SmallGrade,HaulCargo_MultiToSingle_desc,"Reward: 57,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,57000,UEC,300,,2,150bcfbe-8409-4f10-95ee-bac3a43ad128,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_processed_agriculturalsupplies_stanton_smallgrade.xml
HaulCargo_Multi2ToSingle_Processed_AgriculturalSupplies_Stanton4_SmallGrade,HaulCargo_MultiToSingle_desc,"Reward: 59,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,59750,UEC,300,,3,fdaf3eb4-186b-455f-a244-b297b1c7c868,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_processed_agriculturalsupplies_stanton4_smallgrade.xml
HaulCargo_Multi2ToSingle_Processed_AgriculturalSupplies_Stanton4,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,8afb5098-15af-4a18-a819-69070e3d90f1,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_processed_agriculturalsupplies_stanton4.xml
HaulCargo_Multi2ToSingle_Processed_AgriculturalSupplies_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,1ea1d338-f376-41d7-90d7-f94c7a1826f7,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_processed_agriculturalsupplies_template.xml
HaulCargo_Multi2ToSingle_Processed_PressurizedIce_Stanton3_SupplyGrade,HaulCargo_MultiToSingle_desc,"Reward: 224,250 aUEC\nTime Limit: 480 min\nCooldown: 10 min",10 min,224250,UEC,480,,3,f30a0a0d-ebce-4cdf-b899-15b0094b50fb,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_processed_pressurizedice_stanton3_supplygrade.xml
HaulCargo_Multi2ToSingle_Processed_PressurizedIce_Stanton3,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,aadd256e-f7c1-4403-b14a-5be7170b67ea,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_processed_pressurizedice_stanton3.xml
HaulCargo_Multi2ToSingle_Processed_PressurizedIce_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,023458ba-65a5-4e62-b598-fee40344a999,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_processed_pressurizedice_template.xml
HaulCargo_Multi2ToSingle_Processed_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,6ec1fa44-861b-4b18-99ab-502cbdef16a2,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_processed_template.xml
HaulCargo_Multi2ToSingle_RawOre_Iron_Stanton1_SmallGrade,Covalex_HaulCargo_MultiToSingle_desc_RawOre_Stanton1,"Reward: 70,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,70750,UEC,300,,3,6352a541-7db2-4838-b567-fac73f75ac92,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_iron_stanton1_smallgrade.xml
HaulCargo_Multi2ToSingle_RawOre_Iron_Stanton1_SmallGrade1,Covalex_HaulCargo_MultiToSingle_desc_RawOre_Stanton1,"Reward: 59,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,59750,UEC,300,,3,d3cef588-0969-4b4e-a0c0-3995d7774e02,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_iron_stanton1_smallgrade1.xml
HaulCargo_Multi2ToSingle_RawOre_Iron_Stanton1,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,0b25b7b3-b0cc-4269-be88-4a9a186da43f,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_iron_stanton1.xml
HaulCargo_Multi2ToSingle_RawOre_Iron_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,da425f0e-095d-468c-bbd8-951209a90c23,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_iron_template.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_AluminiumTungstenCorundum_Stanton3_SmallGrade,HaulCargo_MultiToSingle_desc,"Reward: 59,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,59750,UEC,300,,3,886a2e75-acba-40d8-8c4c-6b469afa6f8b,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_aluminiumtungstencorundum_stanton3_smallgrade.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_AluminiumTungstenCorundum_Stanton3,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,250dad8b-a3a4-4890-9a22-6bcf893bb3e3,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_aluminiumtungstencorundum_stanton3.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_AluminiumTungstenCorundum_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,1e8776ee-0025-4956-a5dc-71994a7e1c25,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_aluminiumtungstencorundum_template.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_IronCopper_Stanton1_SmallGrade,Covalex_HaulCargo_MultiToSingle_desc_RawOre_Stanton1,"Reward: 59,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,59750,UEC,300,,3,980b6981-a7e6-412e-a6ca-65a58bd861cc,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_ironcopper_stanton1_smallgrade.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_IronCopper_Stanton1,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,5c2d61c0-30f5-402a-93e3-cba8a664ed9f,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_ironcopper_stanton1.xml
