PoolClass,BlueprintGuids,Ref,Path
BP_REWARDS_ShubinRank2to3,"[{""guid"":""bfb86b0e-d262-450f-a6ad-396ead48c40a"",""weight"":1},{""guid"":""ccbb801a-ad5e-4e15-a842-ad315f43dd4e"",""weight"":1},{""guid"":""04f1af4c-e8ed-4b99-8413-61622bdfcb30"",""weight"":1},{""guid"":""7ba597a6-b5c2-4513-b38c-62acd4cb138e"",""weight"":1},{""guid"":""20789dfa-a83c-4e00-8c43-e5828d65dfdd"",""weight"":1},{""guid"":""3a4ba1b4-a688-4c5a-ba88-e82929d384b0"",""weight"":1},{""guid"":""9105536e-507d-49c8-8d90-b6d778d95ce0"",""weight"":1},{""guid"":""b9380740-dc8d-41f5-b402-819d40230fba"",""weight"":1},{""guid"":""42097046-f08d-4202-aee0-5b5921ccacb9"",""weight"":1},{""guid"":""394c971b-2056-4c5b-9503-0c6efbe595ff"",""weight"":1},{""guid"":""2c09e00e-2250-479d-bbcd-713b1a411ce1"",""weight"":1}]",32463294-45d5-4e92-a773-dce1f28a2a2b,libs/foundry/records/crafting/blueprintrewards/48blueprints/bp_rewards_shubinrank2to3.xml
BP_REWARDS_ShubinRank4,"[{""guid"":""e8e41bb2-0fd2-47a3-99ea-5dbe2abe4b92"",""weight"":1},{""guid"":""959c2d65-301a-4b8c-88f1-d72c617cd405"",""weight"":1},{""guid"":""0b6cf9a1-ef55-47ee-ab8d-c734d4f3b073"",""weight"":1},{""guid"":""6da71823-7178-4110-b8ff-79e9b22e11fa"",""weight"":1},{""guid"":""18f54363-88cd-420a-9ab3-979256db55a2"",""weight"":1},{""guid"":""46c4b9c1-b7a8-423d-af4a-2e32b199bc02"",""weight"":1},{""guid"":""2bd502c9-cb83-4505-855e-0788b38325c9"",""weight"":1},{""guid"":""ba0b2f00-7790-4bbf-ae83-2fafceb32d4b"",""weight"":1},{""guid"":""e239f19b-e846-411d-ac57-b877a7d30d76"",""weight"":1}]",e3254ad6-ef4d-4719-871f-f13a832038f5,libs/foundry/records/crafting/blueprintrewards/48blueprints/bp_rewards_shubinrank4.xml
BP_REWARDS_StantonFoxwellEasy,"[{""guid"":""1b604dc8-0828-421d-844d-130c38aaf0d8"",""weight"":1},{""guid"":""d7566e60-ddc7-48a3-9288-d830b2fdb80d"",""weight"":1},{""guid"":""fa8b569a-1e5d-4384-ba41-20fa09a131ca"",""weight"":1},{""guid"":""443f490b-4fa8-43c5-9493-4a0a94132769"",""weight"":1},{""guid"":""4e85f727-1959-4de9-a457-c646cdc6d26e"",""weight"":1},{""guid"":""c1723f1c-b943-4508-8636-8e0fffacd095"",""weight"":1}]",f045d6b4-1c56-4975-b78f-a876a1c23cd3,libs/foundry/records/crafting/blueprintrewards/48blueprints/bp_rewards_stantonfoxwelleasy.xml
BP_REWARDS_StantonFoxwellHard,"[{""guid"":""44fc600c-7523-4ce7-85a5-d02cd586cb4a"",""weight"":1},{""guid"":""f6cc35f9-96b6-4e58-90d0-9b50d4dc92ee"",""weight"":1},{""guid"":""668c64ba-05cf-47fb-88af-e815d176c7d5"",""weight"":1},{""guid"":""db6460d8-273e-4fe3-bf57-a02a61e7a3e2"",""weight"":1},{""guid"":""2d4b53b5-138a-4cc0-88ce-51d3f1f89f98"",""weight"":1},{""guid"":""2d85096b-c04e-4771-8f4b-dc16e6ae28a8"",""weight"":1}]",9bfa7f79-7301-49f8-a370-0e27c8a741df,libs/foundry/records/crafting/blueprintrewards/48blueprints/bp_rewards_stantonfoxwellhard.xml
BP_REWARDS_StantonHeadhuntersEasy,"[{""guid"":""1e547029-e7c1-4d0f-8937-84fff8f669ac"",""weight"":1},{""guid"":""f2a77836-bceb-4f71-b0ff-7aef96f8cb4c"",""weight"":1},{""guid"":""87f0679a-3060-4763-a17a-9e35badea273"",""weight"":1},{""guid"":""e50d5650-673d-4358-b7db-9f5ffa6fc534"",""weight"":1},{""guid"":""b1ec2ffa-d1f5-4318-8c27-4d7442873443"",""weight"":1},{""guid"":""6a4393b4-b7fe-4913-85bc-dc803dc73acb"",""weight"":1},{""guid"":""fd9e81f2-c772-4292-95cd-0eec3ba6d0fa"",""weight"":1},{""guid"":""0a34a002-dd03-41df-b7d8-935f98fbb03d"",""weight"":1},{""guid"":""6033839c-deb5-42b6-9cab-74ffb711ae44"",""weight"":1},{""guid"":""6f72bc54-ddc6-4a08-b68e-0b8506cd43a8"",""weight"":1},{""guid"":""cd86dd07-2425-4cd2-81c4-88e62499c113"",""weight"":1},{""guid"":""a80d62fb-6742-408b-9328-0d833511f4c1"",""weight"":1},{""guid"":""89800887-d53c-4519-a5c2-45e551b889b4"",""weight"":1}]",a2cbf2c1-7691-422b-93ca-e6740f5ab4b6,libs/foundry/records/crafting/blueprintrewards/48blueprints/bp_rewards_stantonheadhunterseasy.xml
BP_REWARDS_StantonHeadhuntersHard,"[{""guid"":""87fff41b-b925-4fdf-b819-22eeb7be6406"",""weight"":1},{""guid"":""c2605bfa-f7ad-4ee5-bdf0-66b3e6a95cdc"",""weight"":1},{""guid"":""f311c57f-f1ae-4ca1-b4dc-7b516f475f9c"",""weight"":1},{""guid"":""30c41150-6f82-45b2-82f2-8c5d38648755"",""weight"":1},{""guid"":""f7140bab-c85f-48e5-bb03-a4d560130545"",""weight"":1},{""guid"":""2d85096b-c04e-4771-8f4b-dc16e6ae28a8"",""weight"":1}]",c5e14209-5994-4394-88df-a98f2d9bd728,libs/foundry/records/crafting/blueprintrewards/48blueprints/bp_rewards_stantonheadhuntershard.xml
BP_MISSIONREWARD_ASD2A,"[{""guid"":""408fbaaf-41b0-4059-9ca8-08cfbe9f84e3"",""weight"":1},{""guid"":""807fac7d-6b86-413b-b279-29a3a07337b2"",""weight"":1},{""guid"":""c80bb01c-67f4-4675-b986-f1834e20b1e1"",""weight"":1},{""guid"":""6eee0eeb-7ea8-4b8d-b433-7dd288770f9e"",""weight"":1},{""guid"":""bdbb6663-e386-4cc9-bccb-466d63d05701"",""weight"":1},{""guid"":""996096f0-f0a0-4eaa-9b8d-f123d3924219"",""weight"":1},{""guid"":""487add1d-5f94-46b2-a16d-7aef94ab9e55"",""weight"":1},{""guid"":""69170346-2356-4f88-a168-36b66da6c9e0"",""weight"":1},{""guid"":""ff1f92c2-04d7-43ab-95ce-9dbf2fc51a97"",""weight"":1},{""guid"":""3b768354-178c-49ca-bc83-40a06e055bf4"",""weight"":1},{""guid"":""94a6c979-60c2-4598-9005-db9fe2caa71e"",""weight"":1},{""guid"":""88c45b48-86e0-4b74-96a8-b567a55fb6f9"",""weight"":1}]",5d78a8d6-6911-4eda-97b6-9e315025147d,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_asd2a.xml
BP_MISSIONREWARD_ASD2B,"[{""guid"":""f4257ce3-9afa-4694-a707-aade876dc75c"",""weight"":1},{""guid"":""202ed065-69ba-4b16-945c-0856cefce789"",""weight"":1},{""guid"":""e17d42b5-71f1-40cb-b545-fa95baea8653"",""weight"":1},{""guid"":""2d626cac-783d-482f-b9d3-d4fdb3574c6a"",""weight"":1},{""guid"":""73ded5e4-44c7-4eb0-a293-87a0e785b1da"",""weight"":1},{""guid"":""9ad2c193-7246-4a14-a79d-642e0854fb13"",""weight"":1},{""guid"":""bcb21a22-affa-4f10-940e-3d5b2f2975b7"",""weight"":1},{""guid"":""d0bf04b4-299c-4265-a5f2-4b6e64d094fb"",""weight"":1},{""guid"":""af90f16c-fb9b-4ff2-a322-2d884dc069a9"",""weight"":1},{""guid"":""dddbeeca-201d-4817-9632-1ac252c2ba3c"",""weight"":1},{""guid"":""94a6c979-60c2-4598-9005-db9fe2caa71e"",""weight"":1},{""guid"":""c307d42e-24ad-4001-a3df-aa7fc3a604f9"",""weight"":1}]",3ebf3bfa-dde3-4782-90f6-b003b5af1877,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_asd2b.xml
BP_MISSIONREWARD_ASD2C,"[{""guid"":""55f51eb4-b71e-4048-8dcf-039bc5034be5"",""weight"":1},{""guid"":""2017fa82-1eab-412d-b9cf-7bf8d0e14ed5"",""weight"":1},{""guid"":""73206738-149b-490d-b012-26f2e8c14e7b"",""weight"":1},{""guid"":""f4ad03d5-e6c8-4d44-9c9a-3a5650d5fc42"",""weight"":1},{""guid"":""018bf78d-bc6c-4194-a204-a1230e1aab89"",""weight"":1},{""guid"":""82d57708-0949-44b6-9362-ac73617c9e0f"",""weight"":1},{""guid"":""abc676cc-7608-4a59-8f02-15686b13d813"",""weight"":1},{""guid"":""e1b7cbc7-9a68-4d4a-bcdb-e4d03863637b"",""weight"":1},{""guid"":""aceefa85-206b-4bc5-a7cd-3202b2474e6c"",""weight"":1},{""guid"":""aa836492-91d5-4123-a5cd-6eb7268d09e0"",""weight"":1},{""guid"":""9d6aafae-5ada-40ae-9fc5-9b42bc79d234"",""weight"":1},{""guid"":""23e786cf-de89-41f2-903d-9d0ac80c5b8d"",""weight"":1},{""guid"":""407ccdd7-d6f4-4b87-9d9d-8397095aa541"",""weight"":1},{""guid"":""7ba122fe-2879-47f5-a424-c5f9a21c516a"",""weight"":1},{""guid"":""cabc040d-fd20-4bc6-a882-ed1c590c5fe8"",""weight"":1}]",a79a915d-5186-4f87-8140-69bca9fc335e,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_asd2c.xml
BP_MISSIONREWARD_ASD2D,"[{""guid"":""4e5cfca9-312e-4ef0-93fd-0cd01dcad86b"",""weight"":1},{""guid"":""8248912d-7803-4ef8-b338-632a0d488515"",""weight"":1},{""guid"":""2d49c896-d52f-4ee9-bb11-4f2fed816b9e"",""weight"":1},{""guid"":""9708d3fc-084b-49f0-962b-bc210768cbc0"",""weight"":1},{""guid"":""1ad75caa-7580-482b-a432-1b31d5c47c90"",""weight"":1},{""guid"":""82d57708-0949-44b6-9362-ac73617c9e0f"",""weight"":1},{""guid"":""abc676cc-7608-4a59-8f02-15686b13d813"",""weight"":1},{""guid"":""e1b7cbc7-9a68-4d4a-bcdb-e4d03863637b"",""weight"":1},{""guid"":""aceefa85-206b-4bc5-a7cd-3202b2474e6c"",""weight"":1},{""guid"":""6940a96b-b26e-4547-b302-3cef3ec273ee"",""weight"":1},{""guid"":""d4bcbab1-b2e8-432d-9427-9a471eef2aa9"",""weight"":1},{""guid"":""42af157a-aa29-4784-88f6-374984d4c4cd"",""weight"":1},{""guid"":""3f68723c-a32c-4b03-b300-14fec1dc025d"",""weight"":1},{""guid"":""94a6c979-60c2-4598-9005-db9fe2caa71e"",""weight"":1},{""guid"":""17429bd8-bc49-4b73-9844-ed820f65f153"",""weight"":1}]",e0c72a9a-38be-4850-bc0d-dc4f3ee687c2,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_asd2d.xml
BP_MISSIONREWARD_ASD3,"[{""guid"":""d7b36a9b-cf60-49a4-b822-a6271e8a7323"",""weight"":1},{""guid"":""b0b3fdea-eb1a-46e8-bdf8-9662f0e7c997"",""weight"":1},{""guid"":""3175fcf7-70c1-4a4a-964e-50bca2cfe3a8"",""weight"":1},{""guid"":""1b32bedf-274f-4cb2-a599-749b6b631d2e"",""weight"":1},{""guid"":""81d8b2da-0d15-447d-ad48-c21f85644627"",""weight"":1},{""guid"":""be0b78da-0014-4264-889a-3d008aa00bc1"",""weight"":1},{""guid"":""7ba122fe-2879-47f5-a424-c5f9a21c516a"",""weight"":1}]",903fb48b-ea72-48c0-b6d1-ece7c7f1e2f3,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_asd3.xml
BP_MISSIONREWARD_BHG_ASDFacilityDelving_EngineeringWing_EliminateSpecific,"[{""guid"":""5cb4fa28-dfc9-44b7-8d3d-5a99b6ad3143"",""weight"":1},{""guid"":""6736c770-f444-40c7-a570-1b5e4d2b7ecd"",""weight"":1},{""guid"":""47b2e6d5-2339-45db-8f44-9f2e7e078733"",""weight"":1},{""guid"":""9a620b0a-9d96-4705-a20d-d09bd0fbe0f5"",""weight"":1}]",f14e629c-3346-4ca8-9204-df523ae54822,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_bhg_asdfacilitydelving_engineeringwing_eliminatespecific.xml
BP_MISSIONREWARD_BHG_ASDFacilityDelving_ResearchWing_EliminateSpecific,"[{""guid"":""cbdb6663-b54a-482f-a194-c6c2edccbbec"",""weight"":1},{""guid"":""c12bbffd-b102-4ea2-81ff-f0bad777a3d3"",""weight"":1},{""guid"":""2d5c93b6-edb6-4203-a8b4-5fdff0bf19eb"",""weight"":1},{""guid"":""75a5706c-6760-4601-ac90-252eaedeb20d"",""weight"":1},{""guid"":""72957b65-4ca6-415e-9aa1-b47fb054ff7c"",""weight"":1},{""guid"":""e0d76040-d679-4d1a-b525-a11c499965b5"",""weight"":1},{""guid"":""d9bbf475-784f-432e-a018-63282c33f2ea"",""weight"":1},{""guid"":""b4c5011f-e993-4654-9fb2-c2f1b40d5e1a"",""weight"":1}]",6d549de3-21d6-4c46-ba89-2970a4cf7286,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_bhg_asdfacilitydelving_researchwing_eliminatespecific.xml
BP_MISSIONREWARD_BitZeros_BlackBoxRecovery,"[{""guid"":""65011209-ad59-4d41-99da-ffbc8f174863"",""weight"":1},{""guid"":""29c905e3-d7e3-413b-aa11-e739e370ec41"",""weight"":1},{""guid"":""87e05846-69fd-4328-a809-5fd78c31c86c"",""weight"":1},{""guid"":""410c4762-383c-4d52-a8ee-89c38c13219f"",""weight"":1},{""guid"":""ead349bb-2dfb-47b9-b10c-f7dbff6fbb52"",""weight"":1},{""guid"":""449cdf79-e7af-4ca3-b30e-db136056a079"",""weight"":1},{""guid"":""7a30e39c-bb49-492f-89cf-7d9711fbb54a"",""weight"":1},{""guid"":""e940e198-e2df-4e00-96d5-5a076e6e7a36"",""weight"":1},{""guid"":""442c80ef-8e5e-411e-8364-737d5d17e4d7"",""weight"":1},{""guid"":""045a6cb0-6231-46cb-97b5-fa980b95f4b2"",""weight"":1},{""guid"":""48acd0ca-9877-4218-9662-cb5b6f5a211a"",""weight"":1},{""guid"":""28b6825f-e1ae-4b4f-b8fe-ac31367679f0"",""weight"":1}]",4937f5e9-f42e-4d8a-a6c4-96517028c548,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_bitzeros_blackboxrecovery.xml
BP_MISSIONREWARD_BitZeros_RecoverItem_PyroNyx,"[{""guid"":""41cf01a5-1600-4017-b0a8-62344627803c"",""weight"":1},{""guid"":""135f8c5f-3667-4887-9d7b-c145a586568d"",""weight"":1},{""guid"":""6a325380-0126-497e-9b2f-86e8add090a1"",""weight"":1},{""guid"":""18346364-4137-4abd-8fa7-b3d223aa3408"",""weight"":1},{""guid"":""419cb122-24f3-4d62-9fb5-4f0431958eaf"",""weight"":1},{""guid"":""e874d6df-2aee-4a43-91b4-cd77283cca7f"",""weight"":1},{""guid"":""34a54dbc-e45b-482b-a448-07e5f494ee4b"",""weight"":1},{""guid"":""c447b13a-2a5a-4183-8f30-d8073ed5ebaa"",""weight"":1}]",fa0be2ae-124b-4505-a45d-80175c8f0b37,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_bitzeros_recoveritem_pyronyx.xml
BP_MISSIONREWARD_BitZeros_RecoverItem_Stanton,"[{""guid"":""65011209-ad59-4d41-99da-ffbc8f174863"",""weight"":1},{""guid"":""02703156-1d36-4aa8-913b-579ce01077e5"",""weight"":1},{""guid"":""55e30d7e-527d-48c2-a991-faccd8000c66"",""weight"":1},{""guid"":""23716f0d-967f-446a-b27d-c25062acde29"",""weight"":1},{""guid"":""43b31eb9-4ca1-4df3-90f9-4accce8aadf9"",""weight"":1},{""guid"":""3fe2d83c-9490-44cf-8e66-0a8b2b9846c6"",""weight"":1},{""guid"":""cc19d747-8a42-44a2-95f9-b643e8a97026"",""weight"":1},{""guid"":""351a1860-0ff7-491a-a1b4-339fc99283ce"",""weight"":1},{""guid"":""48acd0ca-9877-4218-9662-cb5b6f5a211a"",""weight"":1}]",636a76a2-0fbb-4f7f-aa69-7187f84aa961,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_bitzeros_recoveritem_stanton.xml
BP_MISSIONREWARD_BountyHuntersGuild_PAF_EliminateSpecific,"[{""guid"":""510d2cc3-9836-435b-bbd7-47f8e81a47ae"",""weight"":1},{""guid"":""77f68dc2-627b-4759-959e-4412868eea74"",""weight"":1},{""guid"":""82cb5508-47ad-4cdc-8e8d-1af302c7a3c7"",""weight"":1},{""guid"":""d61972a1-b0eb-4f33-8a2f-2dd1c62bedf9"",""weight"":1},{""guid"":""947f8d7f-9101-48e4-b5c4-95bda222c03c"",""weight"":1},{""guid"":""369ff871-956f-4c6a-923b-1f49984f7e07"",""weight"":1},{""guid"":""88ec9807-6a6e-4739-ac55-6c61b1787135"",""weight"":1},{""guid"":""ed5cb4c0-a292-4913-a977-da104950fb07"",""weight"":1},{""guid"":""db07e633-0281-4f0e-8209-d151e62f9269"",""weight"":1},{""guid"":""edcf3145-e9a9-471a-baa2-12f54da9ed26"",""weight"":1}]",0f03e098-cc68-4a14-abe8-7b17a8bec97e,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_bountyhuntersguild_paf_eliminatespecific.xml
BP_MISSIONREWARD_Carryable_2H_FL_MissionItem_Microsatellite_a,"[{""guid"":""ea3c2e6f-5dbb-4a98-b2c2-491cde65201d"",""weight"":1}]",6bfc32c9-fb2c-4945-b2e1-c29666842477,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_carryable_2h_fl_missionitem_microsatellite_a.xml
BP_MISSIONREWARD_CFP_ChainElim_1and2,"[{""guid"":""daa57ef9-0e2d-46f0-84e7-ca8dcc06b963"",""weight"":1},{""guid"":""951446c7-10fb-4023-ac29-c2e29b29b886"",""weight"":1},{""guid"":""34dd7fd6-d539-475b-81a8-0d64c0453b8a"",""weight"":1},{""guid"":""bdd0799a-eb8e-4b38-94ee-80dd4e570525"",""weight"":1},{""guid"":""9b2c039f-d345-4abd-b800-d76d5ed78076"",""weight"":1},{""guid"":""e3596782-22aa-4d83-a50b-b70e7c4f418e"",""weight"":1}]",bd54c374-923e-4095-96c1-3a76e857c35a,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_cfp_chainelim_1and2.xml
BP_MISSIONREWARD_CFP_ChainElim_3,"[{""guid"":""a7e71660-5b3b-452a-aafe-eb22151551dd"",""weight"":1},{""guid"":""52bdf189-2df3-4e37-bdcc-c40255c81d81"",""weight"":1},{""guid"":""2d17080d-2aac-4ee4-b23c-e373b1900c7d"",""weight"":1},{""guid"":""e3596782-22aa-4d83-a50b-b70e7c4f418e"",""weight"":1}]",6a166ec8-afd6-4e50-82aa-8b7533f82b41,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_cfp_chainelim_3.xml
BP_MISSIONREWARD_CFP_Outpost_RegionAB,"[{""guid"":""5ae7f14f-5853-4277-800e-cadbba88f960"",""weight"":1},{""guid"":""d997d044-7777-4675-a872-7f1c389b4af5"",""weight"":1},{""guid"":""1d08464a-1b62-4ec7-bd92-68fc842a9a4f"",""weight"":1},{""guid"":""89110801-b093-4fa7-8622-562e8fb386ff"",""weight"":1},{""guid"":""e330fc52-1492-4589-850b-1707c78d60de"",""weight"":1},{""guid"":""e3596782-22aa-4d83-a50b-b70e7c4f418e"",""weight"":1}]",633d4069-c160-43d2-892d-2d8222261c20,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_cfp_outpost_regionab.xml
BP_MISSIONREWARD_CFP_Outpost_RegionC,"[{""guid"":""c3b0d88f-ba3b-4ed2-b2de-a6f212fe1a65"",""weight"":1},{""guid"":""e7da07a8-445c-4fdf-a854-a9acc29f29c1"",""weight"":1},{""guid"":""1a8413f9-42db-4544-a6be-cecba29e7579"",""weight"":1},{""guid"":""46fc2ac8-47b3-4772-b0d4-6a3807f23fc2"",""weight"":1},{""guid"":""bc21018e-29fd-4397-80e8-214cf17252fe"",""weight"":1},{""guid"":""e3596782-22aa-4d83-a50b-b70e7c4f418e"",""weight"":1}]",a2da9707-9859-4da0-9f4b-90e5afe45833,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_cfp_outpost_regionc.xml
BP_MISSIONREWARD_CFP_Outpost_RegionD,"[{""guid"":""44503356-67a9-4063-8b51-7f76f23cacce"",""weight"":1},{""guid"":""b6a37cee-e3b1-4996-949e-6349d683eb62"",""weight"":1},{""guid"":""cdd44ae4-e3db-472c-ac3b-1c51bc251a42"",""weight"":1},{""guid"":""f8113e82-fe3c-48e8-9f23-92ae7a6ac219"",""weight"":1},{""guid"":""2122ef02-ebdb-45a9-8bd7-bee31f97ae32"",""weight"":1},{""guid"":""e3596782-22aa-4d83-a50b-b70e7c4f418e"",""weight"":1}]",e6bdf007-4469-46fd-88d7-8e139c59829a,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_cfp_outpost_regiond.xml
BP_MISSIONREWARD_CitizensForProsperityDestroyItems_AB,"[{""guid"":""b627e348-29b5-44c8-a836-258df60bcd08"",""weight"":1},{""guid"":""52bf8b6a-b795-4c03-aedd-80d60945ff42"",""weight"":1},{""guid"":""5c6fa3ff-5913-4d74-aa4c-8a1f0b40bc23"",""weight"":1},{""guid"":""1244f177-7b33-4f16-8e63-8d19e87f2a48"",""weight"":1},{""guid"":""e5af6fcb-b69c-42ae-859d-462ec2d78782"",""weight"":1},{""guid"":""5aaa1189-c6a9-4154-8ae4-1fe34ac3c70e"",""weight"":1},{""guid"":""39480ccf-608c-4e41-ab7b-d8821aef3b96"",""weight"":1},{""guid"":""005d95db-96ca-45b7-9647-7e7537b8fac8"",""weight"":1},{""guid"":""f65a6b00-2c0b-4ee8-b76d-17713c56b36f"",""weight"":1},{""guid"":""c63cd790-9741-47f4-aba0-718077ccdcce"",""weight"":1},{""guid"":""33c91dc9-c6fe-4f38-ac17-4e5ebefcc7b9"",""weight"":1},{""guid"":""017bb372-2fe2-4615-8bcb-e18020baaa4f"",""weight"":1},{""guid"":""e191cc6b-bc91-4a06-a410-c8e0cfee3f61"",""weight"":1},{""guid"":""d0c3285f-0779-4120-9dec-85e7cf5bd5af"",""weight"":1}]",cf847b27-bf3b-4d50-87c0-de3c68e4e387,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_citizensforprosperitydestroyitems_ab.xml
BP_MISSIONREWARD_CitizensForProsperityDestroyItems_CD,"[{""guid"":""343ab6b2-5ffe-45cf-9fe7-b6ec48d30208"",""weight"":1},{""guid"":""eba027dc-b709-4911-bed5-4bc0ae9c8a0f"",""weight"":1},{""guid"":""2f976074-31fd-4a06-9ccc-ebf125b9ecd0"",""weight"":1},{""guid"":""90bf3459-4ad8-49f2-bc05-8103033cf49a"",""weight"":1},{""guid"":""85eee009-0a5c-43fa-804e-34766e464a08"",""weight"":1},{""guid"":""8457fd65-c1ae-43ba-834c-19f4f1d2371c"",""weight"":1},{""guid"":""02826831-2501-4e3c-ae60-6f97ff5353c1"",""weight"":1},{""guid"":""f5f2c887-2efb-4b0b-b66f-89f0ed873e88"",""weight"":1},{""guid"":""78ac5dc3-5f2f-47ab-86b8-052368eedddb"",""weight"":1},{""guid"":""1363635d-8c6c-4463-ae26-2bb1a681b5b5"",""weight"":1},{""guid"":""e5dbfcd7-031c-4483-82f5-37a616d327d1"",""weight"":1},{""guid"":""4940c111-ffb2-45bb-a7f6-abe9859599f7"",""weight"":1}]",16948a53-7be2-4869-9b21-3af06e99f8b7,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_citizensforprosperitydestroyitems_cd.xml
BP_MISSIONREWARD_CitizensForProsperityRecoverCargo_Pyro,"[{""guid"":""73d270f0-3fc9-4bff-860d-aace2a6abbeb"",""weight"":1},{""guid"":""dd37e7a8-d366-4bba-93a6-be7fca2048a1"",""weight"":1},{""guid"":""9d733a8f-8a38-4a8a-8995-35592c1f9ce7"",""weight"":1},{""guid"":""e7b3f216-1409-417f-b3ef-cd35534fad24"",""weight"":1},{""guid"":""c87dbefb-d342-4998-bd7b-ee83bfc8623c"",""weight"":1},{""guid"":""396d2f59-125b-47f8-b5b6-601b58770bec"",""weight"":1},{""guid"":""d7dda5f9-cd8f-4376-b57a-e5a4b2cc69e3"",""weight"":1},{""guid"":""5748ffcc-b539-4e5e-b66c-fe86a3f887ed"",""weight"":1},{""guid"":""1cda1b30-b3d7-4cec-b218-3b2787275147"",""weight"":1},{""guid"":""478e8c5a-5e53-41e2-b259-3707d62d1e66"",""weight"":1},{""guid"":""ba85d4ec-2199-4ae2-9b73-a301a5a58f64"",""weight"":1},{""guid"":""39d39941-3c16-47fd-b7af-ce23e336d8e2"",""weight"":1},{""guid"":""d84901a7-cdf5-40fc-8f9b-a3610ef333c5"",""weight"":1},{""guid"":""2ab23481-28dc-400c-b883-b226be8f9e64"",""weight"":1}]",6ba44ab4-9681-4bbf-9fd6-475da08bafd5,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_citizensforprosperityrecovercargo_pyro.xml
BP_MISSIONREWARD_Foxwell_DefendEntitiesAndEscort,"[{""guid"":""2ce77a10-6253-4585-8360-e9ca400ed9ea"",""weight"":1},{""guid"":""bd59af9e-e55c-40ca-8568-27fb2b8e10f3"",""weight"":1},{""guid"":""b9f0a8df-dabd-4f3e-a898-4164ac1e9eba"",""weight"":1},{""guid"":""1eb42a53-06ea-4436-a45e-bcd6d0f77de0"",""weight"":1},{""guid"":""c34c4d92-30da-4d8e-9049-869a10ca66e5"",""weight"":1},{""guid"":""c633e1c4-7d50-41ad-8411-fe924029eaa9"",""weight"":1}]",e489ca64-3152-4ef3-8e86-10e05120d84d,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_foxwell_defendentitiesandescort.xml
BP_MISSIONREWARD_FoxwellEnforcement_Ambush,"[{""guid"":""6157c081-0a9b-4319-bbbc-7f2cc1ef7158"",""weight"":1},{""guid"":""5dc3e1ce-22b9-4616-a4b6-5a7b18df07a9"",""weight"":1},{""guid"":""9876eb01-42b0-474c-a002-491ff662a3bf"",""weight"":1},{""guid"":""14442076-50ac-42a4-99c0-7d929e8c65b5"",""weight"":1},{""guid"":""2487dc3a-6a2e-4071-a165-f140d0c8b20d"",""weight"":1},{""guid"":""c633e1c4-7d50-41ad-8411-fe924029eaa9"",""weight"":1}]",af21edb5-3938-45ac-8a35-130e52463f44,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_foxwellenforcement_ambush.xml
BP_MISSIONREWARD_FoxwellEnforcement_EscortShips,"[{""guid"":""f5f78868-8eed-4953-9859-ea405ff8fe91"",""weight"":1},{""guid"":""261ce634-2bd0-4111-b535-f09473864e2b"",""weight"":1},{""guid"":""b8bcf4b0-b42a-4a9f-8547-bcf3110245c0"",""weight"":1},{""guid"":""57931ddb-524a-4ed6-9a7d-d86d1627f792"",""weight"":1},{""guid"":""8ed18cbc-4d7c-4ea8-9f40-140cc6e4d35a"",""weight"":1},{""guid"":""c633e1c4-7d50-41ad-8411-fe924029eaa9"",""weight"":1}]",ad7ee842-5a39-4f35-a337-91b8e274179f,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_foxwellenforcement_escortships.xml
