Entity Class,Composition GUID,Composition Class,Global Params GUID,Global Params Class,Audio Params GUID,Audio Params Class,Density Class GUID,Density Class,Filled Factor,Glow Curve Power,Glow Lerp Speed,Allow Auto Respawning,Record GUID,Record Path
AsteroidQTypeMineableRock_Tin,50793a5d-6ab2-46ff-bbf1-323fbb6fbf9d,Asteroid_QType_Tin,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,dc22cdce-865a-4b84-a33a-0b854b4c298c,libs/foundry/records/entities/mineable/asteroidqtypemineablerock_tin.xml
AsteroidQTypeMineableRock_Titanium,c1aae900-36cc-4534-a099-e467c6c8de1b,Asteroid_QType_Titanium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,160b32ad-7254-497d-a081-87177dc54071,libs/foundry/records/entities/mineable/asteroidqtypemineablerock_titanium.xml
AsteroidQTypeMineableRock_Tungsten,306609ca-a0c5-4c58-9577-4f1939134355,Asteroid_QType_Tungsten,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,994b6053-1f05-482a-b97e-7e6c1d8e927b,libs/foundry/records/entities/mineable/asteroidqtypemineablerock_tungsten.xml
AsteroidQTypeMineableRock,dc97b4c2-6c35-4676-910a-3139f76721a3,Asteroid_QType,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,e0a0da6f-39b9-489b-9e94-30b65fead1e9,libs/foundry/records/entities/mineable/asteroidqtypemineablerock.xml
AsteroidSTypeMineableRock_Aluminium,6915a161-0f2a-4372-b963-8195ad60dd89,Asteroid_SType_Aluminium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,da588ce1-7657-4df5-93cf-ebc7ca076661,libs/foundry/records/entities/mineable/asteroidstypemineablerock_aluminium.xml
AsteroidSTypeMineableRock_Copper,0687cc9d-a2b2-4e4e-bdaa-343cc584144a,Asteroid_SType_Copper,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,ae2ecffc-2190-4de7-bc2b-8989f50eb72d,libs/foundry/records/entities/mineable/asteroidstypemineablerock_copper.xml
AsteroidSTypeMineableRock_Corundum,70a6c5b2-2253-4ff2-b786-744855ae8628,Asteroid_SType_Corundum,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,c983f3e0-a6ae-45fb-adcf-7b930c6a8970,libs/foundry/records/entities/mineable/asteroidstypemineablerock_corundum.xml
AsteroidSTypeMineableRock_Iron,06832426-8bf5-42c0-b7ed-b32b24c097f1,Asteroid_SType_Iron,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,120a3a91-1180-4184-881a-9b23e0f8e299,libs/foundry/records/entities/mineable/asteroidstypemineablerock_iron.xml
AsteroidSTypeMineableRock_Quartz,5753e2bb-64e4-4e4c-b0f8-f90b0e3ceffd,Asteroid_SType_Quartz,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,81491115-19d1-4172-aedc-e83881144ef2,libs/foundry/records/entities/mineable/asteroidstypemineablerock_quartz.xml
AsteroidSTypeMineableRock_Silicon,837a5e17-30a2-4cd0-8ef3-1645a956a6a9,Asteroid_SType_Silicon,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,c8157363-a483-4bf2-965c-7732e94e2aba,libs/foundry/records/entities/mineable/asteroidstypemineablerock_silicon.xml
AsteroidSTypeMineableRock_test,5f232532-5457-4292-b0da-2995f48c6bff,Asteroid_SType_test,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,c68f0d4c-f070-40fa-b1c4-8c317585d240,libs/foundry/records/entities/mineable/asteroidstypemineablerock_test.xml
AsteroidSTypeMineableRock_Tin,9c53b8a1-d1c7-4d5d-a734-1ac6d0269e59,Asteroid_SType_Tin,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,1da6b0e3-5ebe-43c0-a11f-97a907a1d324,libs/foundry/records/entities/mineable/asteroidstypemineablerock_tin.xml
AsteroidSTypeMineableRock_Titanium,f91eac38-894b-42c3-b8c2-3f5947512f88,Asteroid_SType_Titanium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,12b6dd9c-110b-480e-83bc-1061d2d78540,libs/foundry/records/entities/mineable/asteroidstypemineablerock_titanium.xml
AsteroidSTypeMineableRock_Tungsten,e0e111ee-4cea-4fcd-8432-705dfaeb1b04,Asteroid_SType_Tungsten,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,ef007cc3-c7cc-4c96-a732-998b146d6c6b,libs/foundry/records/entities/mineable/asteroidstypemineablerock_tungsten.xml
AsteroidSTypeMineableRock,8a2efce2-5d30-4bb0-b5e4-fd0bdf64649d,Asteroid_SType,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,7167018a-1edf-462e-bf72-9db813968db0,libs/foundry/records/entities/mineable/asteroidstypemineablerock.xml
AtacamiteMineableRock_Aluminium,6845d3ef-5199-42d9-9257-48d3b8f7ee18,AtacamiteDeposit,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,d231a7d9-48a0-4114-b273-35c98e500ec7,libs/foundry/records/entities/mineable/atacamitemineablerock_aluminium.xml
AtacamiteMineableRock_Copper,b2260f98-7265-4768-88f1-d1f3dfd3a277,AtacamiteDeposit_Copper,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,8b2ccbe4-518b-4425-8709-f0d401c51344,libs/foundry/records/entities/mineable/atacamitemineablerock_copper.xml
AtacamiteMineableRock_Corundum,3ea2762b-ff3f-42cf-b392-e6afc96faaff,AtacamiteDeposit_Corundum,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,62cdffad-8e86-4d3a-b328-2c38aebb74b9,libs/foundry/records/entities/mineable/atacamitemineablerock_corundum.xml
AtacamiteMineableRock_Iron,7e5463dc-538f-4fda-adc4-9dc3640e207e,AtacamiteDeposit_Iron,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,1c1c2d0c-d251-4c4c-bdc4-60781cd4bd6c,libs/foundry/records/entities/mineable/atacamitemineablerock_iron.xml
AtacamiteMineableRock_Quartz,e0282e1f-73f7-4e7f-a83e-a28e44a456a6,AtacamiteDeposit_Quartz,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,40c296b6-5d84-4c6b-88e5-b73fc00a8028,libs/foundry/records/entities/mineable/atacamitemineablerock_quartz.xml
AtacamiteMineableRock_Silicon,19099114-f146-4c17-b7df-f05f01cf2aef,AtacamiteDeposit_Silicon,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,d4de1e80-a3a5-4f7e-b67b-09d9034f11ff,libs/foundry/records/entities/mineable/atacamitemineablerock_silicon.xml
AtacamiteMineableRock_Tin,e25e39e5-f0ba-417b-8f48-5e7f874ebaf7,AtacamiteDeposit_Tin,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,48366977-a83d-4df5-b43a-86fc83d55678,libs/foundry/records/entities/mineable/atacamitemineablerock_tin.xml
AtacamiteMineableRock_Titanium,87fcd2e9-0b7f-4e56-8a6b-032c72e119e9,AtacamiteDeposit_Titanium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,df98596b-de7d-4396-ae13-11e418416ea5,libs/foundry/records/entities/mineable/atacamitemineablerock_titanium.xml
AtacamiteMineableRock_Tungsten,b6bb1702-f844-4614-9121-0c6f1391678a,AtacamiteDeposit_Tungsten,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,22f0e4d7-95a0-4abb-8ddb-fd60b4420f30,libs/foundry/records/entities/mineable/atacamitemineablerock_tungsten.xml
AtacamiteMineableRock,6845d3ef-5199-42d9-9257-48d3b8f7ee18,AtacamiteDeposit,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,a6292510-4b3a-4dbb-828d-5f92fac14a9f,libs/foundry/records/entities/mineable/atacamitemineablerock.xml
CaveLargeMineableRock,50e8f768-6367-4139-b4ea-92b48fdfe9bd,FPS_Composition_JanaliteDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,386af763-f67f-42c6-9142-8c327b806cd8,libs/foundry/records/entities/mineable/cavelargemineablerock.xml
FelsicMineableRock_Aluminium,99712b33-385c-4f5b-a541-34ec21efa762,FelsicDeposit_Aluminium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,207c9829-9880-444a-b8e7-ea8a746a4bf2,libs/foundry/records/entities/mineable/felsicmineablerock_aluminium.xml
FelsicMineableRock_Copper,48c2a9ce-ae41-4bd6-a13a-faa31ae3927e,FelsicDeposit_Copper,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,cb6d2cbb-536d-4684-8145-743209acbdd4,libs/foundry/records/entities/mineable/felsicmineablerock_copper.xml
FelsicMineableRock_Corundum,e4be8899-7753-4022-9453-d8fe44adc7f2,FelsicDeposit_Corundum,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,56d2e3c0-83a3-4515-bc3e-13f63843dde7,libs/foundry/records/entities/mineable/felsicmineablerock_corundum.xml
FelsicMineableRock_Iron,b3369adb-070b-464f-93ef-92c40d926b9e,FelsicDeposit_Iron,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,328b10ca-f9ea-4686-a949-d46eae3de4ed,libs/foundry/records/entities/mineable/felsicmineablerock_iron.xml
FelsicMineableRock_Quartz,b3b18118-6b00-4bf3-b52d-cd5fe7046d25,FelsicDeposit_Quartz,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,63a8470a-cd62-4606-b88d-b71872a68fec,libs/foundry/records/entities/mineable/felsicmineablerock_quartz.xml
FelsicMineableRock_Silicon,888dc050-1c48-4b1a-ade6-45df3a240ff9,FelsicDeposit_Silicon,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,13de3221-9a20-4695-81a2-ca93007e848f,libs/foundry/records/entities/mineable/felsicmineablerock_silicon.xml
FelsicMineableRock_Tin,d24c10a7-127a-43b3-820d-e455b25efb37,FelsicDeposit_Tin,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,c1593423-ce73-4e9a-96d2-4d63ce638414,libs/foundry/records/entities/mineable/felsicmineablerock_tin.xml
FelsicMineableRock_Titanium,8763c193-870c-4327-af4b-eb9596454c33,FelsicDeposit_Titanium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,77b782dc-7388-4af4-8c0c-0ce0e3ee2eb9,libs/foundry/records/entities/mineable/felsicmineablerock_titanium.xml
FelsicMineableRock_Tungsten,255858ea-6678-4efb-a60c-44b5a2b3aab1,FelsicDeposit_Tungsten,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,557766c5-5cf2-4198-9952-0faaaa796149,libs/foundry/records/entities/mineable/felsicmineablerock_tungsten.xml
FelsicMineableRock,a206fbe9-233b-4a64-ba0e-225042c07ecc,FelsicDeposit,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,06aec6f9-e6c9-40f0-be9d-8acaa2d2a4a6,libs/foundry/records/entities/mineable/felsicmineablerock.xml
GneissMineableRock_Aluminium,d916cc29-9ca5-4480-b965-d0f5b5f85a18,GneissDeposit_Aluminium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,e56bce13-6dc6-4ce7-8207-5e6f160fb84c,libs/foundry/records/entities/mineable/gneissmineablerock_aluminium.xml
GneissMineableRock_Copper,9d1359c9-9462-4005-82b5-cec897d7290b,GneissDeposit_Copper,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,968a83f3-9657-4d57-bc9b-e5db7c4fbe13,libs/foundry/records/entities/mineable/gneissmineablerock_copper.xml
GneissMineableRock_Corundum,f18fbcc3-e080-4c3d-b335-883f08520ed4,GneissDeposit_Corundum,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,eba65666-1971-4697-9313-0b00770f8305,libs/foundry/records/entities/mineable/gneissmineablerock_corundum.xml
GneissMineableRock_Flowstone_Test,89a4a9b0-d845-4cfe-a7b0-1baaf9b0fe2e,GneissDeposit,dbf66599-d999-4748-ab4c-867cf3a33976,MiningGlobalParams_Flowstone_Test,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,38333407-37db-44e8-af97-2e4406561826,libs/foundry/records/entities/mineable/gneissmineablerock_flowstone_test.xml
GneissMineableRock_Iron,bc04cd63-bb84-4bc8-9a8e-d7c4479ddfda,GneissDeposit_Iron,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,b7dd6ca9-aab7-44b7-a8ac-9903a598192c,libs/foundry/records/entities/mineable/gneissmineablerock_iron.xml
GneissMineableRock_Quartz,a119a67b-5989-4498-9621-65f1690f46f2,GneissDeposit_Quartz,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,a55df6c7-1c86-4ee3-8f6f-78fa625a52b9,libs/foundry/records/entities/mineable/gneissmineablerock_quartz.xml
GneissMineableRock_Silicon,a8f117a4-d8a2-4c1b-981e-10ed11e3b01d,GneissDeposit_Silicon,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,30229651-253f-4088-8659-7dbb91cf4236,libs/foundry/records/entities/mineable/gneissmineablerock_silicon.xml
GneissMineableRock_Tin,cc8831a6-55d4-49d7-aa71-2c7752803d9f,GneissDeposit_Tin,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,29315d28-9843-4648-a62d-bede2aacd404,libs/foundry/records/entities/mineable/gneissmineablerock_tin.xml
GneissMineableRock_Titanium,2cfd5a65-d00e-445c-ae8a-0966b0748563,GneissDeposit_Titanium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,e137c705-1352-4aee-8648-4c49c24d5932,libs/foundry/records/entities/mineable/gneissmineablerock_titanium.xml
GneissMineableRock_Tungsten,24e03cb7-9008-45aa-b2bf-6cb41340089a,GneissDeposit_Tungsten,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,33a6ead0-c7e0-47e4-93ae-7edfa1906556,libs/foundry/records/entities/mineable/gneissmineablerock_tungsten.xml
GneissMineableRock,89a4a9b0-d845-4cfe-a7b0-1baaf9b0fe2e,GneissDeposit,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,f3ffbdae-3a0f-4f88-8407-bb4f3b1796fe,libs/foundry/records/entities/mineable/gneissmineablerock.xml
GraniteMineableRock_Aluminium,ad4cbf21-de74-47fd-8ba0-54f8c3285225,GraniteDeposit_Aluminium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,494400c9-df11-4383-b360-db9f2cfff763,libs/foundry/records/entities/mineable/granitemineablerock_aluminium.xml
GraniteMineableRock_Copper,af1778ca-52b6-4f9a-adc9-6d06e15a0590,GraniteDeposit_Copper,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,07507631-d18d-43c4-9cba-6e1b39c98c35,libs/foundry/records/entities/mineable/granitemineablerock_copper.xml
GraniteMineableRock_Corundum,7a73f1eb-0f8c-4c30-95dd-75735f623c1a,GraniteDeposit_Corundum,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,17a951a9-8e91-45ec-8909-67af0204dadd,libs/foundry/records/entities/mineable/granitemineablerock_corundum.xml
GraniteMineableRock_Iron,c242805c-804b-4b3d-9661-d0210c438331,GraniteDeposit_Iron,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,da2aafe7-c71b-44a8-b18a-d52245177611,libs/foundry/records/entities/mineable/granitemineablerock_iron.xml
GraniteMineableRock_Quartz,e290329a-45aa-4fed-8019-ebe6004bcfd8,GraniteDeposit_Quartz,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,a491ab9a-b9ae-41c4-8580-446ddffee32f,libs/foundry/records/entities/mineable/granitemineablerock_quartz.xml
GraniteMineableRock_Silicon,b41d8685-f69c-4c07-9a81-c9c967d0f992,GraniteDeposit_Silicon,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,94b6e0b0-79a4-4b8f-b32d-c9ebaf2932da,libs/foundry/records/entities/mineable/granitemineablerock_silicon.xml
GraniteMineableRock_Tin,110a562c-7b95-487a-935c-19e6776231d5,GraniteDeposit_Tin,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,17d2ee1c-87c8-4fd7-875f-52a5138310da,libs/foundry/records/entities/mineable/granitemineablerock_tin.xml
GraniteMineableRock_Titanium,0e4542af-12e9-4a81-92f3-82b29b223b89,GraniteDeposit_Titanium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,5662fd15-dff1-4157-93e9-550c78c782e9,libs/foundry/records/entities/mineable/granitemineablerock_titanium.xml
GraniteMineableRock_Tungsten,9fd19f1d-32ed-416f-b481-232b6b2fa192,GraniteDeposit_Tungsten,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,acc6acd5-024d-4f74-acca-8fd57f16f5a8,libs/foundry/records/entities/mineable/granitemineablerock_tungsten.xml
GraniteMineableRock,51922796-a927-46dc-bf09-57deac090fa1,GraniteDeposit,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,505eb015-d36c-4298-8303-598cbd77447e,libs/foundry/records/entities/mineable/granitemineablerock.xml
