id,debugName,isLegacy,category,missionType,illegal,onceOnly,canBeShared,hideInMobiGlas,availableInPrison,titleLocKey,descriptionLocKey,title,description,factionGuid,factionName,rewardUEC,rewardIsDynamic,buyIn,timeToComplete,maxPlayersPerInstance,personalCooldownTime,minStandingName,minStandingNameKey,minStandingScope,maxStandingName,maxStandingNameKey,systems,blueprintRewardsCount,blueprintPoolNames,blueprintPoolGuids,blueprintChances,shipEncountersCount,haulingOrdersCount,locationCount,destinationCount
3b4e78ed-bdc4-48a0-9ded-ebf68253f3f7,CFP_Pyro_RegionB_Rank5_ShepardsRest_Local_Handyman,false,career,Maintenance,false,false,true,false,false,cfp_maintenance_H_title_001,cfp_maintenance_H_desc_001,Extensive Repairs Needed: Shepherd's Rest,"We need some help. The CFP facility at <EM4>[LOCATION]</EM4> suffered severe damage during a recent electrical storm and we're looking for anyone who can help with repairs.\n\nSurveying the site, you'll have to bring <EM4>six fuses</EM4>, a <EM4>salvaging tool</EM4>, and <EM4>enough RMC canisters to take care of eight or so pipes</EM4>. That should be enough to repair the damage and get the outpost back in operation.\n\nIf you need more information on maintenance work, see <EM4>“Cornerstone Developments' Guide to Maintenance”</EM4> entry in your mobiGlas Journal.\n\nDo you think you can help?\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",5a6914c9-3d56-47e0-9fe2-b264ee17b992,Citizens For Prosperity,54500,,,23,1,30,Head Contractor,RepScope_Contractor_Rank5,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Pyro,0,,,,0,0,1,0
efa591b2-2030-4a54-aec8-e074e2ed3f26,CFP_Pyro_RegionA_Rank5_SunsetMesa_Local_Handyman,false,career,Maintenance,false,false,true,false,false,cfp_maintenance_H_title_001,cfp_maintenance_H_desc_001,Extensive Repairs Needed: Sunset Mesa,"We need some help. The CFP facility at <EM4>[LOCATION]</EM4> suffered severe damage during a recent electrical storm and we're looking for anyone who can help with repairs.\n\nSurveying the site, you'll have to bring <EM4>six fuses</EM4>, a <EM4>salvaging tool</EM4>, and <EM4>enough RMC canisters to take care of eight or so pipes</EM4>. That should be enough to repair the damage and get the outpost back in operation.\n\nIf you need more information on maintenance work, see <EM4>“Cornerstone Developments' Guide to Maintenance”</EM4> entry in your mobiGlas Journal.\n\nDo you think you can help?\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",5a6914c9-3d56-47e0-9fe2-b264ee17b992,Citizens For Prosperity,54500,,,23,1,30,Head Contractor,RepScope_Contractor_Rank5,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Pyro,0,,,,0,0,1,0
084011be-efcb-4ca8-b144-8da6996420af,CFP_Pyro_RegionA_Rank5_YangsPlace_Local_Handyman,false,career,Maintenance,false,false,true,false,false,cfp_maintenance_H_title_001,cfp_maintenance_H_desc_001,Extensive Repairs Needed: Yang's Place,"We need some help. The CFP facility at <EM4>[LOCATION]</EM4> suffered severe damage during a recent electrical storm and we're looking for anyone who can help with repairs.\n\nSurveying the site, you'll have to bring <EM4>six fuses</EM4>, a <EM4>salvaging tool</EM4>, and <EM4>enough RMC canisters to take care of eight or so pipes</EM4>. That should be enough to repair the damage and get the outpost back in operation.\n\nIf you need more information on maintenance work, see <EM4>“Cornerstone Developments' Guide to Maintenance”</EM4> entry in your mobiGlas Journal.\n\nDo you think you can help?\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",5a6914c9-3d56-47e0-9fe2-b264ee17b992,Citizens For Prosperity,54500,,,23,1,30,Head Contractor,RepScope_Contractor_Rank5,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Pyro,0,,,,0,0,1,0
2fca4562-bab2-484c-92e5-60ac7d21dced,Covalex_Nyx_VeryEasy_RecoverCargo,false,career,Mercenary,false,false,true,false,false,Covalex_RecoverCargo_VeryEasy_Title,Covalex_RecoverCargo_VeryEasy_Description,Extra Small Covalex Shipment Needs Recovering,"Hi,\n\nSo I had a contractor who was supposed to deliver some stuff for us but has completely gone off the radar. I've pinged their ship and I've got no idea what's happened but they're floating around somewhere over at <EM4>[LOCATION]</EM4>. If you could head over there recover the cargo and take it to the freight elevator at <EM4>[DESTINATION]</EM4> you'd be doing me a huge favor.\n\nDon't forget to bring a <EM4>heavy-duty tractor beam</EM4> to move all the cargo. Oh and a ship that can transport <EM4>[MAX_SCU] cargo containers</EM4>.\n\nThanks in advance for ensuring prompt service,\n\nElla Tieno \nJr. Logistics Coordinator \nCovalex Shipping   \n'Anything you need, anywhere you need it.' \n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",3b2f7882-73cc-41a4-9dce-f188d927e905,Covalex,20750,,,10,1,1,Rookie,RepStanding_TransportGuild_Rank1,FactionReputation,,,Nyx,0,,,,0,0,6,7
f47ea4a3-4d68-477c-aacb-4aa1b2c5c447,Covalex_Pyro_VeryEasy_RecoverCargo,false,career,Mercenary,false,false,true,false,false,Covalex_RecoverCargo_VeryEasy_Title,Covalex_RecoverCargo_VeryEasy_Description,Extra Small Covalex Shipment Needs Recovering,"Hi,\n\nSo I had a contractor who was supposed to deliver some stuff for us but has completely gone off the radar. I've pinged their ship and I've got no idea what's happened but they're floating around somewhere over at <EM4>[LOCATION]</EM4>. If you could head over there recover the cargo and take it to the freight elevator at <EM4>[DESTINATION]</EM4> you'd be doing me a huge favor.\n\nDon't forget to bring a <EM4>heavy-duty tractor beam</EM4> to move all the cargo. Oh and a ship that can transport <EM4>[MAX_SCU] cargo containers</EM4>.\n\nThanks in advance for ensuring prompt service,\n\nElla Tieno \nJr. Logistics Coordinator \nCovalex Shipping   \n'Anything you need, anywhere you need it.' \n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",3b2f7882-73cc-41a4-9dce-f188d927e905,Covalex,20750,,,10,1,1,Rookie,RepStanding_TransportGuild_Rank1,FactionReputation,,,Pyro,0,,,,0,0,88,2
e65ca4b1-43c4-4251-ab86-136eda084f94,Covalex_Stanton_VeryEasy_RecoverCargo,false,career,Mercenary,false,false,true,false,false,Covalex_RecoverCargo_VeryEasy_Title,Covalex_RecoverCargo_VeryEasy_Description,Extra Small Covalex Shipment Needs Recovering,"Hi,\n\nSo I had a contractor who was supposed to deliver some stuff for us but has completely gone off the radar. I've pinged their ship and I've got no idea what's happened but they're floating around somewhere over at <EM4>[LOCATION]</EM4>. If you could head over there recover the cargo and take it to the freight elevator at <EM4>[DESTINATION]</EM4> you'd be doing me a huge favor.\n\nDon't forget to bring a <EM4>heavy-duty tractor beam</EM4> to move all the cargo. Oh and a ship that can transport <EM4>[MAX_SCU] cargo containers</EM4>.\n\nThanks in advance for ensuring prompt service,\n\nElla Tieno \nJr. Logistics Coordinator \nCovalex Shipping   \n'Anything you need, anywhere you need it.' \n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",3b2f7882-73cc-41a4-9dce-f188d927e905,Covalex,20750,,,10,1,1,Rookie,RepStanding_TransportGuild_Rank1,FactionReputation,,,Stanton,0,,,,0,0,34,5
77c2443b-51d7-4cc7-b8a0-c62f3e04109f,EchhartSecurity_Nyx_Super_RecoverCargo,false,career,Mercenary,false,false,true,false,false,EckhartSecurity_RecoverCargo_Super_Title,EckhartSecurity_RecoverCargo_Super_Description,Extreme Risk Cargo Retrieval,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Recover Cargo\nApproval code: = [APPROVAL_CODE]\n\nFOR IMMEDIATE PROCESSING\n\nPutting out an immediate call for a highly skilled contractor to reclaim a client's cargo located at <EM4>[LOCATION]</EM4>.\n\nClient hired an expert hauler to transport something discreetly, but it seems some information regarding the shipment was either hacked or leaked. The pilot was attacked and now the shipment is stranded. We need you and any support ships you bring to make it to the site before the cargo is lost for good. \n\nYou will need a <EM4>heavy-duty tractor beam</EM4> and a ship capable of storing <EM4>[MAX_SCU] cargo containers</EM4>.\n\nAfter assessing the situation and the importance the client has placed on the recovery of the cargo, we have decided to reward a high payout for the successful delivery of the shipment to the freight elevator located at <EM4>[DESTINATION]</EM4>.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",2dc1b38c-cd5f-4d37-aea7-5453b609f61d,Eckhart Security,198750,,,33,1,1,Head Contractor,RepScope_Contractor_Rank5,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Nyx,0,,,,0,0,6,7
c894d121-d7b6-424f-82a4-bd3d47607e7f,EchhartSecurity_Pyro_Super_RecoverCargo,false,career,Mercenary,false,false,true,false,false,EckhartSecurity_RecoverCargo_Super_Title,EckhartSecurity_RecoverCargo_Super_Description,Extreme Risk Cargo Retrieval,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Recover Cargo\nApproval code: = [APPROVAL_CODE]\n\nFOR IMMEDIATE PROCESSING\n\nPutting out an immediate call for a highly skilled contractor to reclaim a client's cargo located at <EM4>[LOCATION]</EM4>.\n\nClient hired an expert hauler to transport something discreetly, but it seems some information regarding the shipment was either hacked or leaked. The pilot was attacked and now the shipment is stranded. We need you and any support ships you bring to make it to the site before the cargo is lost for good. \n\nYou will need a <EM4>heavy-duty tractor beam</EM4> and a ship capable of storing <EM4>[MAX_SCU] cargo containers</EM4>.\n\nAfter assessing the situation and the importance the client has placed on the recovery of the cargo, we have decided to reward a high payout for the successful delivery of the shipment to the freight elevator located at <EM4>[DESTINATION]</EM4>.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",2dc1b38c-cd5f-4d37-aea7-5453b609f61d,Eckhart Security,198750,,,33,1,1,Head Contractor,RepScope_Contractor_Rank5,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Pyro,0,,,,0,0,88,2
b1928b8d-4b93-4b3b-949b-7d85860c4505,EchhartSecurity_Stanton_Super_RecoverCargo,false,career,Mercenary,false,false,true,false,false,EckhartSecurity_RecoverCargo_Super_Title,EckhartSecurity_RecoverCargo_Super_Description,Extreme Risk Cargo Retrieval,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Recover Cargo\nApproval code: = [APPROVAL_CODE]\n\nFOR IMMEDIATE PROCESSING\n\nPutting out an immediate call for a highly skilled contractor to reclaim a client's cargo located at <EM4>[LOCATION]</EM4>.\n\nClient hired an expert hauler to transport something discreetly, but it seems some information regarding the shipment was either hacked or leaked. The pilot was attacked and now the shipment is stranded. We need you and any support ships you bring to make it to the site before the cargo is lost for good. \n\nYou will need a <EM4>heavy-duty tractor beam</EM4> and a ship capable of storing <EM4>[MAX_SCU] cargo containers</EM4>.\n\nAfter assessing the situation and the importance the client has placed on the recovery of the cargo, we have decided to reward a high payout for the successful delivery of the shipment to the freight elevator located at <EM4>[DESTINATION]</EM4>.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",2dc1b38c-cd5f-4d37-aea7-5453b609f61d,Eckhart Security,198750,,,33,1,1,Head Contractor,RepScope_Contractor_Rank5,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Stanton,0,,,,0,0,34,5
a70f7768-8308-4b80-bb19-f9ceb00a4386,Eckhart_Nyx_SRT_MultiDefendShip,false,career,Mercenary,false,false,true,false,false,eckhart_defendship_multi_SRT_title_001,eckhart_defendship_multi_SRT_desc_001,Extremely Dangerous Defense,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Defend Ship\nAPPROVAL CODE = [APPROVAL_CODE]\n\nFOR IMMEDIATE PROCESSING\n\nWe have a client currently under attack at <EM4>[LOCATION]</EM4>. We have a long history with this client and know that they’re a skilled dogfighter. If they’re struggling to survive, then this situation must be dire.\n \nWe’re looking for a top-tier dogfighter to head out there and provide support. If you’re available, then this client could really use your help. \n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",2dc1b38c-cd5f-4d37-aea7-5453b609f61d,Eckhart Security,241000,,,40,1,1,Head Contractor,RepScope_Contractor_Rank5,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Nyx,1,BP_MISSIONREWARD_RDC_Generic,e52bf354-8918-474d-987e-55c01bfecdd3,1,0,0,6,0
eba10cd5-37dc-440a-8eff-18dbcc5e5d8c,TheCollector_Vehicle_Large_F8C_Milt,false,story,Wikelo - Vehicles,false,false,false,false,false,TheCollector_Ships_F8C_Milt_TItle,TheCollector_Ships_F8C_Mil_Desc,F8 War Mod,Can make you custom of F8 that take good fighting ship and make a better fighting ship. Bring things and I will make. Bye.,5f442fdd-15cc-4f62-bd10-fce2023f4d0c,Wikelo Emporium,,,,0,1,0,,,,,,Stanton,0,,,,0,4,4,4
8d5a35c5-7d3c-4a3a-b88b-98be7f8b207e,Eckhart_FacilityDelve_EngineeringWing_Office_DestroyServers,false,career,Mercenary,false,false,true,false,false,EckhartSecurity_DestroyServers_FacilityDelving_Title_003,EckhartSecurity_DestroyServers_FacilityDelving_Desc_003,FIND SERVERS AT ASD SITE AND DESTROY,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Destroy Server\nAPPROVAL CODE = VS-14\n\nFOR IMMEDIATE PROCESSING\n\nThis a simple seek and destroy contract. The client has requested that several servers located at an ASD research site be destroyed as soon as possible. Under no circumstances should these servers be accessed, or copies of the data made.\n\nThe client believes that the servers are somewhere in the <EM4>Engineering wing</EM4>, most likely in the <EM4>Management</EM4> area. In addition to this, there is a strong chance you won’t be the only presence on-site so be wary of potential hostiles.\n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",2dc1b38c-cd5f-4d37-aea7-5453b609f61d,Eckhart Security,39000,,,10,1,1,Applicant,RepStanding_Security_Rank0,Security,,,Stanton,0,,,,0,0,12,0
71d196fd-c108-4f12-b8f4-9aa3f4ff7320,Ling_Nyx_VeryEasy_RecoverCargo,false,career,Mercenary,false,false,true,false,false,LingFamily_RecoverCargo_VeryEasy_Title,LingFamily_RecoverCargo_VeryEasy_Description,Finish Interrupted Ling Delivery,"Hey,\n\nHere's the thing: one of our haulers has run into some trouble over at <EM4>[LOCATION]</EM4> and had to ditch their ship. Could you head over there and help us finish the delivery?\n\nNot a huge job by any means, but you'll still need a <EM4>heavy-duty tractor beam</EM4> and a ship with enough space to store <EM4>[MAX_SCU] cargo containers</EM4>.\n \nDrop the cargo off at the freight elevator at <EM4>[DESTINATION]</EM4> and we'll send you the creds.\n\nThanks,  \nReyes Ling \nCargo Logistics Coordinator \nLing Family Hauling \n\nLing Family Hauling knows it’s a dangerous and unpredictable universe and has established several protocols to protect both you and our client’s cargo. To ensure you aren’t punished for circumstances outside of your control, total payment will be prorated to the percentage of cargo successfully delivered. A delivery timer will be set for each haul. Any cargo that remains undelivered upon its expiration will be flagged as stolen and treated as such. All pick-ups and deliveries must be autoloaded or done at a freight elevator.",8ca58dc2-ecec-49ea-bb62-39a56bb28420,Ling Family Hauling,14500,,,7,1,15,Trainee,RepStanding_TransportGuild_Rank0,FactionReputation,,,Nyx,0,,,,0,0,6,7
843ac0a1-1d08-46e9-b859-e70786505f6f,Ling_Pyro_VeryEasy_RecoverCargo,false,career,Mercenary,false,false,true,false,false,LingFamily_RecoverCargo_VeryEasy_Title,LingFamily_RecoverCargo_VeryEasy_Description,Finish Interrupted Ling Delivery,"Hey,\n\nHere's the thing: one of our haulers has run into some trouble over at <EM4>[LOCATION]</EM4> and had to ditch their ship. Could you head over there and help us finish the delivery?\n\nNot a huge job by any means, but you'll still need a <EM4>heavy-duty tractor beam</EM4> and a ship with enough space to store <EM4>[MAX_SCU] cargo containers</EM4>.\n \nDrop the cargo off at the freight elevator at <EM4>[DESTINATION]</EM4> and we'll send you the creds.\n\nThanks,  \nReyes Ling \nCargo Logistics Coordinator \nLing Family Hauling \n\nLing Family Hauling knows it’s a dangerous and unpredictable universe and has established several protocols to protect both you and our client’s cargo. To ensure you aren’t punished for circumstances outside of your control, total payment will be prorated to the percentage of cargo successfully delivered. A delivery timer will be set for each haul. Any cargo that remains undelivered upon its expiration will be flagged as stolen and treated as such. All pick-ups and deliveries must be autoloaded or done at a freight elevator.",8ca58dc2-ecec-49ea-bb62-39a56bb28420,Ling Family Hauling,14500,,,7,1,15,Trainee,RepStanding_TransportGuild_Rank0,FactionReputation,,,Pyro,0,,,,0,0,88,2
750b7811-fff8-4b75-9617-a5a43ff3da63,Ling_Stanton_VeryEasy_RecoverCargo,false,career,Mercenary,false,false,true,false,false,LingFamily_RecoverCargo_VeryEasy_Title,LingFamily_RecoverCargo_VeryEasy_Description,Finish Interrupted Ling Delivery,"Hey,\n\nHere's the thing: one of our haulers has run into some trouble over at <EM4>[LOCATION]</EM4> and had to ditch their ship. Could you head over there and help us finish the delivery?\n\nNot a huge job by any means, but you'll still need a <EM4>heavy-duty tractor beam</EM4> and a ship with enough space to store <EM4>[MAX_SCU] cargo containers</EM4>.\n \nDrop the cargo off at the freight elevator at <EM4>[DESTINATION]</EM4> and we'll send you the creds.\n\nThanks,  \nReyes Ling \nCargo Logistics Coordinator \nLing Family Hauling \n\nLing Family Hauling knows it’s a dangerous and unpredictable universe and has established several protocols to protect both you and our client’s cargo. To ensure you aren’t punished for circumstances outside of your control, total payment will be prorated to the percentage of cargo successfully delivered. A delivery timer will be set for each haul. Any cargo that remains undelivered upon its expiration will be flagged as stolen and treated as such. All pick-ups and deliveries must be autoloaded or done at a freight elevator.",8ca58dc2-ecec-49ea-bb62-39a56bb28420,Ling Family Hauling,14500,,,7,1,15,Trainee,RepStanding_TransportGuild_Rank0,FactionReputation,,,Stanton,0,,,,0,0,34,5
aa24ea9f-add6-419a-a9fb-3421a857ed0c,HeadHunters_Nyx_Medium_RecoverCargo,false,career,Mercenary,true,false,true,false,false,HeadHunters_RecoverCargo_Medium_Title,HeadHunters_RecoverCargo_Medium_Description,Finish the job,"One of our pilots was supposed to bring a shipment back to us, but seems like he got into some trouble over at <EM4>[LOCATION]</EM4>. Either he got his brains blasted all over the cockpit, or freaked out and ditched his ship. For his sake, I hope it’s the first one so I don’t have the hunt this asshole down. What’s important right now is that our cargo’s just sitting out there.\n\nIf you’ve got a <EM4>heavy-duty tractor beam</EM4> and a decent ship, can you head over there and get our stuff? Chances are the assholes who attacked my pilot are still there, and I’m betting they’re pretty tough.\n\nIf you get out alive, take the cargo to the freight elevator at [DESTINATION] and I’ll get you paid.\n\nStows out.",09efeef4-c646-408d-a979-3ae56a3b1beb,Headhunters,54500,,,17,1,45,Contractor,RepScope_Contractor_Rank2,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Nyx,0,,,,0,0,6,7
0433aacb-9318-43ad-8b7d-ed0cb79f66bd,HeadHunters_Pyro_Medium_RecoverCargo,false,career,Mercenary,true,false,true,false,false,HeadHunters_RecoverCargo_Medium_Title,HeadHunters_RecoverCargo_Medium_Description,Finish the job,"One of our pilots was supposed to bring a shipment back to us, but seems like he got into some trouble over at <EM4>[LOCATION]</EM4>. Either he got his brains blasted all over the cockpit, or freaked out and ditched his ship. For his sake, I hope it’s the first one so I don’t have the hunt this asshole down. What’s important right now is that our cargo’s just sitting out there.\n\nIf you’ve got a <EM4>heavy-duty tractor beam</EM4> and a decent ship, can you head over there and get our stuff? Chances are the assholes who attacked my pilot are still there, and I’m betting they’re pretty tough.\n\nIf you get out alive, take the cargo to the freight elevator at [DESTINATION] and I’ll get you paid.\n\nStows out.",09efeef4-c646-408d-a979-3ae56a3b1beb,Headhunters,54500,,,17,1,45,Contractor,RepScope_Contractor_Rank2,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Pyro,0,,,,0,0,88,2
efd928c9-d734-4c5b-934f-1403215252d2,HeadHunters_Stanton_Medium_RecoverCargo,false,career,Mercenary,true,false,true,false,false,HeadHunters_RecoverCargo_Medium_Title,HeadHunters_RecoverCargo_Medium_Description,Finish the job,"One of our pilots was supposed to bring a shipment back to us, but seems like he got into some trouble over at <EM4>[LOCATION]</EM4>. Either he got his brains blasted all over the cockpit, or freaked out and ditched his ship. For his sake, I hope it’s the first one so I don’t have the hunt this asshole down. What’s important right now is that our cargo’s just sitting out there.\n\nIf you’ve got a <EM4>heavy-duty tractor beam</EM4> and a decent ship, can you head over there and get our stuff? Chances are the assholes who attacked my pilot are still there, and I’m betting they’re pretty tough.\n\nIf you get out alive, take the cargo to the freight elevator at [DESTINATION] and I’ll get you paid.\n\nStows out.",09efeef4-c646-408d-a979-3ae56a3b1beb,Headhunters,54500,,,17,1,45,Contractor,RepScope_Contractor_Rank2,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Stanton,0,,,,0,0,34,5
3108e570-fed8-4725-bc71-2f1dedb21125,DeadSaints_Nyx_VeryEasy_RecoverCargo,false,career,Mercenary,true,false,true,false,false,DeadSaints_RecoverCargo_VeryEasy_Title,DeadSaints_RecoverCargo_VeryEasy_Description,Finishing The Job,"One of my haulers has run into some trouble over at <EM4>[LOCATION]</EM4> and was forced to ditch their ship. I need someone to go there with <EM4>a heavy-duty tractor beam</EM4> to grab the cargo and finish the job.\n\nThey were carrying a decent supply of gear for me, and the last thing I need is for some do-gooder to come across it and trace it back to us.\n\nIf you do run into anybody, no need to be friendly. Just shoot the asshole and get my gear. Understood?\n\nTake it to the freight elevator over at <EM4>[DESTINATION]</EM4> and I’ll make sure you get a cut of the sale.\n\n-Twitch",2da0657d-62dc-4f6c-8b25-fd88480d0834,Dead Saints,20250,,,7,1,1,Neutral,mobiGlas_Reputation_Stance_Neutral,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Nyx,0,,,,0,0,6,7
d73fcf8f-017d-441c-85ff-6ac2c93b1745,DeadSaints_Nyx_VeryHard_RecoverCargo,false,career,Mercenary,true,false,true,false,false,DeadSaints_RecoverCargo_VeryEasy_Title,DeadSaints_RecoverCargo_VeryHard_Description,Finishing The Job,"We got a situation. Some gang that no one’s heard of are trying to make a name for themselves by targeting our transport ships. They think they can make a big show of how tough they are raiding our haulers and acting like they’re big shots. Amateurs.\n\nProblem is, they got lucky during their last attack. Our pilot barely made it out alive, but their ship is still sitting full of supplies over at <EM4>[LOCATION]</EM4>.\n\nGrab a crew you can trust and your <EM4>heavy-duty tractor beam</EM4> and get your ass over there.\n\nAfter, drop the gear off at the freight elevator in <EM4>[DESTINATION]</EM4>. You do this for me and I’ll give you a good cut of the sale.\n\n-Twitch",2da0657d-62dc-4f6c-8b25-fd88480d0834,Dead Saints,163000,,,33,1,1,Veteran Contractor,RepScope_Contractor_Rank4,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Nyx,0,,,,0,0,6,7
d5208166-7993-44ff-825c-59309a6a88ec,DeadSaints_Stanton_VeryEasy_RecoverCargo,false,career,Mercenary,true,false,true,false,false,DeadSaints_RecoverCargo_VeryEasy_Title,DeadSaints_RecoverCargo_VeryEasy_Description,Finishing The Job,"One of my haulers has run into some trouble over at <EM4>[LOCATION]</EM4> and was forced to ditch their ship. I need someone to go there with <EM4>a heavy-duty tractor beam</EM4> to grab the cargo and finish the job.\n\nThey were carrying a decent supply of gear for me, and the last thing I need is for some do-gooder to come across it and trace it back to us.\n\nIf you do run into anybody, no need to be friendly. Just shoot the asshole and get my gear. Understood?\n\nTake it to the freight elevator over at <EM4>[DESTINATION]</EM4> and I’ll make sure you get a cut of the sale.\n\n-Twitch",2da0657d-62dc-4f6c-8b25-fd88480d0834,Dead Saints,20250,,,7,1,1,Neutral,mobiGlas_Reputation_Stance_Neutral,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Nyx|Stanton,0,,,,0,0,40,5
96bec6ad-249a-419d-a1e9-b283c9b2e39d,DeadSaints_Stanton_VeryHard_RecoverCargo,false,career,Mercenary,true,false,true,false,false,DeadSaints_RecoverCargo_VeryEasy_Title,DeadSaints_RecoverCargo_VeryHard_Description,Finishing The Job,"We got a situation. Some gang that no one’s heard of are trying to make a name for themselves by targeting our transport ships. They think they can make a big show of how tough they are raiding our haulers and acting like they’re big shots. Amateurs.\n\nProblem is, they got lucky during their last attack. Our pilot barely made it out alive, but their ship is still sitting full of supplies over at <EM4>[LOCATION]</EM4>.\n\nGrab a crew you can trust and your <EM4>heavy-duty tractor beam</EM4> and get your ass over there.\n\nAfter, drop the gear off at the freight elevator in <EM4>[DESTINATION]</EM4>. You do this for me and I’ll give you a good cut of the sale.\n\n-Twitch",2da0657d-62dc-4f6c-8b25-fd88480d0834,Dead Saints,163000,,,33,1,1,Veteran Contractor,RepScope_Contractor_Rank4,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Nyx|Stanton,0,,,,0,0,40,5
1ef81be1-714c-4fea-9185-e7a4c2604256,TheCollector_Vehicle_Medium_Firebird,false,story,Wikelo - Vehicles,false,false,false,false,false,TheCollector_Ships_Firebird_TItle,TheCollector_Ships_Firebird_Desc,Firebird Mod,"Been digging into Aegis Sabre ship. Firebird is very bomb-y. Good build but could make some fun change to it. If you want, I can do. Have a look and tell me. Bye.",5f442fdd-15cc-4f62-bd10-fce2023f4d0c,Wikelo Emporium,,,,0,1,0,,,,,,Stanton,0,,,,0,4,4,4
a2b7bc80-6147-42ec-8675-119204de8878,CFP_Pyro_Intro_Hauling,false,career,Hauling,false,true,true,false,false,cfp_hauling_intro_title_001,cfp_hauling_intro_desc_001,First Haul in System,"Welcome to the system, not sure if you're familiar with our organization but Citizens for Prosperity are a non-profit organization dedicated to bringing security and civilization to unclaimed systems.\n\nIf you're looking for work in the system and would like to help achieve our goal, we need a package picked up from <EM4>[LOCATION]</EM4> and taken to <EM4>[DESTINATION]</EM4>.\n\nOnce complete, we can offer you a variety of new job opportunities in this system and beyond.\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",5a6914c9-3d56-47e0-9fe2-b264ee17b992,Citizens For Prosperity,27250,,,10,1,1,Neutral,mobiGlas_Reputation_Stance_Neutral,FactionReputation,Neutral,mobiGlas_Reputation_Stance_Neutral,Pyro,0,,,,0,1,8,8
7c5bdaa6-ad6a-44b3-a374-796b13ddd5e4,TheCollector_Vehicle_Small_Fortune,false,story,Wikelo - Vehicles,false,false,false,false,false,TheCollector_Ships_Fortune_Indus_TItle,TheCollector_Ships_Fortune_Indus_Desc,Fortune ship for you,"Hello, practicing on making ship fly better. Xi'an help human make ship. Fly good. Salvage good. But Wikelo can make better if you want. Bring things and will do. Bye.",5f442fdd-15cc-4f62-bd10-fce2023f4d0c,Wikelo Emporium,,,,0,1,0,,,,,,Stanton,0,,,,0,2,4,4
