Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Damage Alpha,Rate of Fire,Fire Mode,Projectile Speed,Ammo Range,Ammo Quantity
grin_multitool_01_default_tractorbeam,item_Namegrin_multitool_01,item_Namegrin_multitool_01_short,item_Descgrin_multitool_01,,1,1,Gadget,,,,,,,
grin_multitool_01_default_tractorbeam_maelstromtest,item_Namegrin_multitool_01,item_Namegrin_multitool_01_short,item_Descgrin_multitool_01,,1,1,Gadget,,,,,,,
grin_multitool_01_energy_placeholder,item_Namegrin_multitool_01,item_Namegrin_multitool_01_short,item_Descgrin_multitool_01,,1,1,Gadget,,,,,,,
grin_multitool_01_grey_yellow01,item_Namegrin_multitool_01_grey_yellow01,item_Namegrin_multitool_01_grey_yellow01_short,item_Descgrin_multitool_01_grey_yellow01,,1,1,Gadget,,,,,,,
grin_multitool_01_orange01,item_Namegrin_multitool_01_orange01,item_Namegrin_multitool_01_orange01_short,item_Descgrin_multitool_01_orange01,,1,1,Gadget,,,,,,,
grin_multitool_01_red01,item_Namegrin_multitool_01_red01,item_Namegrin_multitool_01_red01_short,item_Descgrin_multitool_01,,1,1,Gadget,,,,,,,
grin_multitool_01_red_orange01,item_Namegrin_multitool_01_red_orange01,item_Namegrin_multitool_01_red_orange01_short,item_Descgrin_multitool_01_red_orange01,,1,1,Gadget,,,,,,,
grin_multitool_01_reward01,item_Namegrin_multitool_01_reward01,item_Namegrin_multitool_01_reward01_short,item_Descgrin_multitool_01_reward01,,1,1,Gadget,,,,,,,
grin_multitool_01_silver01,item_Namegrin_multitool_01_silver01,item_Namegrin_multitool_01_silver01_short,item_Descgrin_multitool_01_silver01,,1,1,Gadget,,,,,,,
grin_multitool_01_white01,item_Namegrin_multitool_01_white01,item_Namegrin_multitool_01_white01_short,item_Descgrin_multitool_01,,1,1,Gadget,,,,,,,
grin_multitool_01_white_blue01,item_Namegrin_multitool_01_white_blue01,item_Namegrin_multitool_01_white_blue01_short,item_Descgrin_multitool_01_white_blue01,,1,1,Gadget,,,,,,,
grin_salvage_repair_01,item_Namegrin_salvage_01,LOC_PLACEHOLDER,item_Descgrin_salvage_01,,2,1,Gadget,,,,,,,
grin_salvage_repair_01_store01,item_Namegrin_salvage_01_store01,item_Namegrin_salvage_01_store01_short,item_Descgrin_salvage_01_store01,,2,1,Gadget,,,,,,,
grin_tractor_01,item_Namegrin_tractor_01,LOC_PLACEHOLDER,item_Descgrin_tractor_01,,2,1,Gadget,,,,,,,
grin_tractor_01_msn_rwd01,item_Namegrin_tractor_01_msn_rwd01,item_Namegrin_tractor_01_msn_rwd01_short,item_Descgrin_tractor_01_msn_rwd01,,2,1,Gadget,,,,,,,
grin_tractor_01_msn_rwd02,item_Namegrin_tractor_01_msn_rwd02,item_Namegrin_tractor_01_msn_rwd02_short,item_Descgrin_tractor_01_msn_rwd02,,2,1,Gadget,,,,,,,
grin_tractor_01_store01,item_Namegrin_tractor_01_store01,item_Namegrin_tractor_01_store01_short,item_Descgrin_tractor_01_store01,,2,1,Gadget,,,,,,,
hdgw_pistol_ballistic_01,item_Namehdgw_pistol_ballistic_01,item_Namehdgw_pistol_ballistic_01_short,item_Deschdgw_pistol_ballistic_01,,1,1,Small,,,,,,,
hdgw_pistol_ballistic_01_engraved01,item_Namehdgw_pistol_ballistic_01_engraved01,item_Namehdgw_pistol_ballistic_01_engraved01_short,item_Deschdgw_pistol_ballistic_01_engraved01,,1,1,Small,,,,,,,
hdgw_pistol_ballistic_01_engraved02,item_Namehdgw_pistol_ballistic_01_engraved02,item_Namehdgw_pistol_ballistic_01_engraved02_short,item_Deschdgw_pistol_ballistic_01_engraved02,,1,1,Small,,,,,,,
kegr_fire_extinguisher_01,item_Namekegr_fire_extinguisher_01,,item_Desckegr_fire_extinguisher_01,,5,1,Gadget,,,,,,,
kegr_fire_extinguisher_01_igniter,item_Namekegr_fire_extinguisher_01,,item_Desckegr_fire_extinguisher_01,,5,1,Gadget,,,,,,,
klwe_lmg_energy_01,item_Nameklwe_lmg_energy_01,item_Nameklwe_lmg_energy_01_short,item_Descklwe_lmg_energy_01,,4,1,Medium,,,,,,,
klwe_lmg_energy_01_iae2201,item_Nameklwe_lmg_energy_01_IAE2022,item_Nameklwe_lmg_energy_01_IAE2022_short,item_Descklwe_lmg_energy_01_IAE2022,,4,1,Medium,,,,,,,
klwe_lmg_energy_01_purple_blue01,item_Nameklwe_lmg_energy_01_purple_blue01,item_Nameklwe_lmg_energy_01_purple_blue01_short,item_Descklwe_lmg_energy_01_purple_blue01,,4,1,Medium,,,,,,,
klwe_pistol_energy_01,item_Nameklwe_pistol_energy_01,item_Nameklwe_pistol_energy_01_short,item_Descklwe_pistol_energy_01,,1,1,Small,,,,,,,
klwe_pistol_energy_01_black01,item_Nameklwe_pistol_energy_01_black01,item_Nameklwe_pistol_energy_01_black01_short,item_Descklwe_pistol_energy_01,,1,1,Small,,,,,,,
klwe_pistol_energy_01_black02,item_Nameklwe_pistol_energy_01_black02,item_Nameklwe_pistol_energy_01_black02_short,item_Descklwe_pistol_energy_01,,1,1,Small,,,,,,,
klwe_pistol_energy_01_chromic01,item_Nameklwe_pistol_energy_01_chromic01,item_Nameklwe_pistol_energy_01_chromic01_short,item_Descklwe_pistol_energy_01_chromic01,,1,1,Small,,,,,,,
klwe_pistol_energy_01_engraved01,item_Nameklwe_pistol_energy_01_engraved01,item_Nameklwe_pistol_energy_01_engraved01_short,item_Descklwe_pistol_energy_01_engraved01,,1,1,Small,,,,,,,
klwe_pistol_energy_01_gold01,item_Nameklwe_pistol_energy_01_gold01,item_Nameklwe_pistol_energy_01_gold01_short,item_Descklwe_pistol_energy_01,,1,1,Small,,,,,,,
klwe_pistol_energy_01_green01,item_Nameklwe_pistol_energy_01_green01,item_Nameklwe_pistol_energy_01_green01_short,item_Descklwe_pistol_energy_01,,1,1,Small,,,,,,,
klwe_pistol_energy_01_tan01,item_Nameklwe_pistol_energy_01_tan01,item_Nameklwe_pistol_energy_01_tan01_short,item_Descklwe_pistol_energy_01,,1,1,Small,,,,,,,
klwe_pistol_energy_01_white01,item_Nameklwe_pistol_energy_01_white01,item_Nameklwe_pistol_energy_01_white01_short,item_Descklwe_pistol_energy_01,,1,1,Small,,,,,,,
klwe_pistol_energy_01_white02,item_Nameklwe_pistol_energy_01_white02,item_Nameklwe_pistol_energy_01_white02_short,item_Descklwe_pistol_energy_01,,1,1,Small,,,,,,,
klwe_rifle_energy_01,item_Nameklwe_rifle_energy_01,item_Nameklwe_rifle_energy_01_short,item_Descklwe_rifle_energy_01,,2,1,Medium,,,,,,,
klwe_rifle_energy_01_black01,item_Nameklwe_rifle_energy_01_black01,item_Nameklwe_rifle_energy_01_black01_short,item_Descklwe_rifle_energy_01,,2,1,Medium,,,,,,,
klwe_rifle_energy_01_black02,item_Nameklwe_rifle_energy_01_black02,item_Nameklwe_rifle_energy_01_black02_short,item_Descklwe_rifle_energy_01,,2,1,Medium,,,,,,,
klwe_rifle_energy_01_gold01,item_Nameklwe_rifle_energy_01_gold01,item_Nameklwe_rifle_energy_01_gold01_short,item_Descklwe_rifle_energy_01,,2,1,Medium,,,,,,,
klwe_rifle_energy_01_green01,item_Nameklwe_rifle_energy_01_green01,item_Nameklwe_rifle_energy_01_green01_short,item_Descklwe_rifle_energy_01,,2,1,Medium,,,,,,,
klwe_rifle_energy_01_iae2201,item_Nameklwe_rifle_energy_01_IAE2022,item_Nameklwe_rifle_energy_01_IAE2022_short,item_Descklwe_rifle_energy_01_IAE2022,,2,1,Medium,,,,,,,
klwe_rifle_energy_01_store01,item_Nameklwe_rifle_energy_01_store01,item_Nameklwe_rifle_energy_01_store01_short,item_Descklwe_rifle_energy_01_store01,,2,1,Medium,,,,,,,
klwe_rifle_energy_01_tan01,item_Nameklwe_rifle_energy_01_tan01,item_Nameklwe_rifle_energy_01_tan01_short,item_Descklwe_rifle_energy_01,,2,1,Medium,,,,,,,
klwe_rifle_energy_01_white01,item_Nameklwe_rifle_energy_01_white01,item_Nameklwe_rifle_energy_01_white01_short,item_Descklwe_rifle_energy_01,,2,1,Medium,,,,,,,
klwe_rifle_energy_01_white02,item_Nameklwe_rifle_energy_01_white02,item_Nameklwe_rifle_energy_01_white02_short,item_Descklwe_rifle_energy_01,,2,1,Medium,,,,,,,
klwe_rifle_energy_01_white02_tow,item_Nameklwe_rifle_energy_01_white02,item_Nameklwe_rifle_energy_01_white02_short,item_Descklwe_rifle_energy_01,,2,1,Medium,,,,,,,
klwe_smg_energy_01,item_Nameklwe_smg_energy_01,item_Nameklwe_smg_energy_01_short,item_Descklwe_smg_energy_01,,2,1,Medium,,,,,,,
klwe_smg_energy_01_blue_gold,item_Nameklwe_smg_energy_01_blue_gold_01,item_Nameklwe_smg_energy_01_blue_gold_01_short,item_Descklwe_smg_energy_blue_gold_01,,2,1,Medium,,,,,,,
klwe_sniper_energy_01,item_Nameklwe_sniper_energy_01,item_Nameklwe_sniper_energy_01_short,item_descklwe_sniper_energy_01,,3,1,Medium,,,,,,,
klwe_sniper_energy_01_black01,item_Nameklwe_sniper_energy_01_black01,item_Nameklwe_sniper_energy_01_black01_short,item_descklwe_sniper_energy_01,,3,1,Medium,,,,,,,
klwe_sniper_energy_01_black02,item_Nameklwe_sniper_energy_01_black02,item_Nameklwe_sniper_energy_01_black02_short,item_descklwe_sniper_energy_01,,3,1,Medium,,,,,,,
klwe_sniper_energy_01_cen01,item_Nameklwe_sniper_energy_01_cen01,item_Nameklwe_sniper_energy_01_cen01_short,item_descklwe_sniper_energy_01,,3,1,Medium,,,,,,,
klwe_sniper_energy_01_gold01,item_Nameklwe_sniper_energy_01_gold01,item_Nameklwe_sniper_energy_01_gold01_short,item_descklwe_sniper_energy_01,,3,1,Medium,,,,,,,
klwe_sniper_energy_01_green01,item_Nameklwe_sniper_energy_01_green01,item_Nameklwe_sniper_energy_01_green01_short,item_descklwe_sniper_energy_01,,3,1,Medium,,,,,,,
klwe_sniper_energy_01_imp01,item_Nameklwe_sniper_energy_01_imp01,item_Nameklwe_sniper_energy_01_imp01_short,item_descklwe_sniper_energy_01,,3,1,Medium,,,,,,,
klwe_sniper_energy_01_luminalia_red01,item_Nameklwe_sniper_energy_01_Luminalia_red01,item_Nameklwe_sniper_energy_01_Luminalia_red01_short,item_Descklwe_sniper_energy_01_Luminalia_red01,,3,1,Medium,,,,,,,
klwe_sniper_energy_01_tan01,item_Nameklwe_sniper_energy_01_tan01,item_Nameklwe_sniper_energy_01_tan01_short,item_descklwe_sniper_energy_01,,3,1,Medium,,,,,,,
klwe_sniper_energy_01_white01,item_Nameklwe_sniper_energy_01_white01,item_Nameklwe_sniper_energy_01_white01_short,item_descklwe_sniper_energy_01,,3,1,Medium,,,,,,,
klwe_sniper_energy_01_white02,item_Nameklwe_sniper_energy_01_white02,item_Nameklwe_sniper_energy_01_white02_short,item_descklwe_sniper_energy_01,,3,1,Medium,,,,,,,
ksar_pistol_ballistic_01,item_NameKSAR_pistol_ballistic_01,item_NameKSAR_pistol_ballistic_01_short,item_DescKSAR_pistol_ballistic_01,,1,1,Small,,,,,,,
ksar_pistol_ballistic_01_headhunters01,item_Nameksar_pistol_ballistic_01_headhunters01,item_Nameksar_pistol_ballistic_01_headhunters01_short,item_Descksar_pistol_ballistic_01_headhunters01,,1,1,Small,,,,,,,
ksar_pistol_ballistic_01_iae2023,item_Nameksar_pistol_ballistic_01_IAE2023,item_Nameksar_pistol_ballistic_01_IAE2023_short,item_Descksar_pistol_ballistic_01_IAE2023,,1,1,Small,,,,,,,
ksar_pistol_ballistic_01_iae2023_prop,,,,,,,,,,,,,,
ksar_pistol_ballistic_01_purple_pink01,item_Nameksar_pistol_ballistic_01_purple_pink01,item_Nameksar_pistol_ballistic_01_purple_pink01_short,item_Descksar_pistol_ballistic_01_purple_pink01,,1,1,Small,,,,,,,
ksar_pistol_ballistic_01_spc,item_NameKSAR_pistol_ballistic_01_spc,item_NameKSAR_pistol_ballistic_01_spc_short,item_DescKSAR_pistol_ballistic_01,,1,1,Small,,,,,,,
ksar_pistol_ballistic_01_yellow_black01,item_Nameksar_pistol_ballistic_01_yellow_black01,item_Nameksar_pistol_ballistic_01_yellow_black01_short,item_Descksar_pistol_ballistic_01_yellow_black01,,1,1,Small,,,,,,,
ksar_rifle_energy_01,item_Nameksar_rifle_energy_01,item_Nameksar_rifle_energy_01_short,item_Descksar_rifle_energy_01,,3,1,Medium,,,,,,,
ksar_rifle_energy_01_blue_gold,item_NameKsar_rifle_energy_01_blue_gold_01,item_NameKsar_rifle_energy_01_blue_gold_01_short,item_DescKsar_rifle_energy_01_blue_gold_01,,3,1,Medium,,,,,,,
ksar_rifle_energy_01_blue_gold_contestedzonereward,item_NameKsar_rifle_energy_01_blue_gold_01,item_NameKsar_rifle_energy_01_blue_gold_01_short,item_DescKsar_rifle_energy_01_blue_gold_01,,3,1,Medium,,,,,,,
ksar_rifle_energy_01_cian_black01,item_Nameksar_rifle_energy_01_cian_black01,item_Nameksar_rifle_energy_01_cian_black01_short,item_Descksar_rifle_energy_01_cian_black01,,3,1,Medium,,,,,,,
ksar_rifle_energy_01_firerats01,item_Nameksar_rifle_energy_01_firerats01,item_Nameksar_rifle_energy_01_firerats01_short,item_Descksar_rifle_energy_01_firerats01,,3,1,Medium,,,,,,,
ksar_rifle_energy_01_iae2023,item_Nameksar_rifle_energy_01_IAE2023,item_Nameksar_rifle_energy_01_IAE2023_short,item_Descksar_rifle_energy_01_IAE2023,,3,1,Medium,,,,,,,
ksar_rifle_energy_01_iae2023_prop,,,,,,,,,,,,,,
ksar_rifle_energy_01_pink_red01,item_Nameksar_rifle_energy_01_pink_red01,item_Nameksar_rifle_energy_01_pink_red01_short,item_Descksar_rifle_energy_01_pink_red01,,3,1,Medium,,,,,,,
ksar_rifle_energy_01_red01,item_Nameksar_rifle_energy_01_red01,item_Nameksar_rifle_energy_01_red01_short,item_Descksar_rifle_energy_01_red01,,3,1,Medium,,,,,,,
ksar_rifle_energy_01_red_green01,item_Nameksar_rifle_energy_01_red_green01,item_Nameksar_rifle_energy_01_red_green01_short,item_Descksar_rifle_energy_01_red_green01,,3,1,Medium,,,,,,,
ksar_rifle_energy_01_store01,item_Nameksar_rifle_energy_01_store01,item_Nameksar_rifle_energy_01_store01_short,item_Descksar_rifle_energy_01_store01,,3,1,Medium,,,,,,,
ksar_rifle_energy_01_tow,item_Nameksar_rifle_energy_01,item_Nameksar_rifle_energy_01_short,item_Descksar_rifle_energy_01,,3,1,Medium,,,,,,,
ksar_shotgun_ballistic_01,item_Nameksar_shotgun_ballistic_01,item_Nameksar_shotgun_ballistic_01_short,item_Descksar_shotgun_ballistic_01,,3,1,Medium,,,,,,,
ksar_shotgun_ballistic_01_firerats01,item_Nameksar_shotgun_ballistic_01_firerats01,item_Nameksar_shotgun_ballistic_01_firerats01_short,item_Descksar_shotgun_ballistic_01_firerats01,,3,1,Medium,,,,,,,
ksar_shotgun_ballistic_01_green01,item_Nameksar_shotgun_ballistic_01_green01,item_Nameksar_shotgun_ballistic_01_green01_short,item_Descksar_shotgun_ballistic_01_green01,,3,1,Medium,,,,,,,
ksar_shotgun_ballistic_01_iae2201,item_Nameksar_shotgun_ballistic_01_IAE2022,item_Nameksar_shotgun_ballistic_01_IAE2022_short,item_Descksar_shotgun_ballistic_01_IAE2022,,3,1,Medium,,,,,,,
ksar_shotgun_ballistic_01_luminalia_blue01,item_Nameksar_shotgun_ballistic_01_luminalia_blue01,item_Nameksar_shotgun_ballistic_01_luminalia_blue01_short,item_Descksar_shotgun_ballistic_01_luminalia_blue01,,3,1,Medium,,,,,,,
ksar_shotgun_energy_01,item_Nameksar_shotgun_energy_01,item_Nameksar_shotgun_energy_01_short,item_Descksar_shotgun_energy_01,,3,1,Medium,,,,,,,
ksar_shotgun_energy_01_black01,item_Nameksar_shotgun_energy_01_black01,item_Nameksar_shotgun_energy_01_black01_short,item_Descksar_shotgun_energy_01,,3,1,Medium,,,,,,,
ksar_shotgun_energy_01_black02,item_Nameksar_shotgun_energy_01_black02,item_Nameksar_shotgun_energy_01_black02_short,item_Descksar_shotgun_energy_01,,3,1,Medium,,,,,,,
ksar_shotgun_energy_01_black_purple01,item_Nameksar_shotgun_energy_01_black_purple01,item_Nameksar_shotgun_energy_01_black_purple01_short,item_Descksar_shotgun_energy_01_black_purple01,,3,1,Medium,,,,,,,
ksar_shotgun_energy_01_blue01,item_Nameksar_shotgun_energy_01_blue01,item_Nameksar_shotgun_energy_01_blue01_short,item_Descksar_shotgun_energy_01_blue01,,3,1,Medium,,,,,,,
ksar_shotgun_energy_01_cen01,item_Nameksar_shotgun_energy_01_cen01,item_Nameksar_shotgun_energy_01_cen01_short,item_Descksar_shotgun_energy_01,,3,1,Medium,,,,,,,
ksar_shotgun_energy_01_gold01,item_Nameksar_shotgun_energy_01_gold01,item_Nameksar_shotgun_energy_01_gold01_short,item_Descksar_shotgun_energy_01,,3,1,Medium,,,,,,,
ksar_shotgun_energy_01_green01,item_Nameksar_shotgun_energy_01_green01,item_Nameksar_shotgun_energy_01_green01_short,item_Descksar_shotgun_energy_01,,3,1,Medium,,,,,,,
ksar_shotgun_energy_01_imp01,item_Nameksar_shotgun_energy_01_imp01,item_Nameksar_shotgun_energy_01_imp01_short,item_Descksar_shotgun_energy_01,,3,1,Medium,,,,,,,
ksar_shotgun_energy_01_purple01,item_Nameksar_shotgun_energy_01_purple01,item_Nameksar_shotgun_energy_01_purple01_short,item_Descksar_shotgun_energy_01_purple01,,3,1,Medium,,,,,,,
ksar_shotgun_energy_01_red01,item_Nameksar_shotgun_energy_01_red01,item_Nameksar_shotgun_energy_01_red01_short,item_Descksar_shotgun_energy_01_red01,,3,1,Medium,,,,,,,
ksar_shotgun_energy_01_tan01,item_Nameksar_shotgun_energy_01_tan01,item_Nameksar_shotgun_energy_01_tan01_short,item_Descksar_shotgun_energy_01,,3,1,Medium,,,,,,,
ksar_shotgun_energy_01_white02,item_Nameksar_shotgun_energy_01_white02,item_Nameksar_shotgun_energy_01_white02_short,item_Descksar_shotgun_energy_01,,3,1,Medium,,,,,,,
ksar_smg_energy_01,item_Nameksar_smg_energy_01,item_Nameksar_smg_energy_01_short,item_Descksar_smg_energy_01,,2,1,Medium,,,,,,,
ksar_smg_energy_01_black01,item_Nameksar_smg_energy_01_black01,item_Nameksar_smg_energy_01_black01_short,item_Descksar_smg_energy_01,,2,1,Medium,,,,,,,
ksar_smg_energy_01_black02,item_Nameksar_smg_energy_01_black02,item_Nameksar_smg_energy_01_black02_short,item_Descksar_smg_energy_01,,2,1,Medium,,,,,,,
ksar_smg_energy_01_black02_tow,item_Nameksar_smg_energy_01_black02,item_Nameksar_smg_energy_01_black02_short,item_Descksar_smg_energy_01,,2,1,Medium,,,,,,,
ksar_smg_energy_01_black_green01,item_Nameksar_smg_energy_01_black_green01,item_Nameksar_smg_energy_01_black_green01_short,item_Descksar_smg_energy_01_black_green01,,2,1,Medium,,,,,,,
ksar_smg_energy_01_cc17,item_Nameksar_smg_energy_01_cc17,item_Nameksar_smg_energy_01_cc17_short,item_Descksar_smg_energy_01,,2,1,Medium,,,,,,,
ksar_smg_energy_01_cc17a,item_Nameksar_smg_energy_01_cc17a,item_Nameksar_smg_energy_01_cc17a_short,item_Descksar_smg_energy_01,,2,1,Medium,,,,,,,
ksar_smg_energy_01_cc17b,item_Nameksar_smg_energy_01_cc17b,item_Nameksar_smg_energy_01_cc17b_short,item_Descksar_smg_energy_01,,2,1,Medium,,,,,,,
ksar_smg_energy_01_contestedzonereward,item_Nameksar_smg_energy_01,item_Nameksar_smg_energy_01_short,item_Descksar_smg_energy_01,,2,1,Medium,,,,,,,
ksar_smg_energy_01_firerats01,item_Nameksar_smg_energy_01_firerats01,item_Nameksar_smg_energy_01_firerats01_short,item_Descksar_smg_energy_01_firerats01,,2,1,Medium,,,,,,,
ksar_smg_energy_01_gold01,item_Nameksar_smg_energy_01_gold01,item_Nameksar_smg_energy_01_gold01_short,item_Descksar_smg_energy_01,,2,1,Medium,,,,,,,
ksar_smg_energy_01_green01,item_Nameksar_smg_energy_01_green01,item_Nameksar_smg_energy_01_green01_short,item_Descksar_smg_energy_01,,2,1,Medium,,,,,,,
ksar_smg_energy_01_red01,item_Nameksar_smg_energy_01_red01,item_Nameksar_smg_energy_01_red01_short,item_Descksar_smg_energy_01_red01,,2,1,Medium,,,,,,,
ksar_smg_energy_01_tan01,item_Nameksar_smg_energy_01_tan01,item_Nameksar_smg_energy_01_tan01_short,item_Descksar_smg_energy_01,,2,1,Medium,,,,,,,
ksar_smg_energy_01_white02,item_Nameksar_smg_energy_01_white02,item_Nameksar_smg_energy_01_white02_short,item_Descksar_smg_energy_01,,2,1,Medium,,,,,,,
ksar_sniper_ballistic_01,item_Nameksar_sniper_ballistic_01,item_Nameksar_sniper_ballistic_01_short,item_Descksar_sniper_ballistic_01,,3,1,Medium,,,,,,,
ksar_sniper_ballistic_01_white_blue_01,item_Nameksar_sniper_ballistic_01_blue_white01,item_Nameksar_sniper_ballistic_01_blue_white01_short,item_Descksar_sniper_ballistic_01_blue_white01,,3,1,Medium,,,,,,,
lbco_pistol_energy_01,item_Namelbco_pistol_energy_01,item_Namelbco_pistol_energy_01_short,item_Desclbco_pistol_energy_01,,1,1,Small,,,,,,,
lbco_pistol_energy_01_acid01,item_Namelbco_pistol_energy_01_acid01,item_Namelbco_pistol_energy_01_acid01_short,item_Desclbco_pistol_energy_01_acid01,,1,1,Small,,,,,,,
lbco_pistol_energy_01_chromic01,item_Namelbco_pistol_energy_01_chromic01,item_Namelbco_pistol_energy_01_chromic01_short,item_Desclbco_pistol_energy_01_chromic01,,1,1,Small,,,,,,,
lbco_pistol_energy_01_sunset01,item_Namelbco_pistol_energy_01_sunset01,item_Namelbco_pistol_energy_01_sunset01_short,item_Desclbco_pistol_energy_01_sunset01,,1,1,Small,,,,,,,
lbco_pistol_energy_cen01,item_Namelbco_pistol_energy_cen01,item_Namelbco_pistol_energy_cen01_short,item_Desclbco_pistol_energy_cen01,,1,1,Small,,,,,,,
lbco_sniper_energy_01,item_Namelbco_sniper_energy_01,item_Namelbco_sniper_energy_01_short,item_Desclbco_sniper_energy_01,,3,1,Medium,,,,,,,
lbco_sniper_energy_01_acid01,item_Namelbco_sniper_energy_01_acid01,item_Namelbco_sniper_energy_01_acid01_short,item_Desclbco_sniper_energy_01_acid01,,3,1,Medium,,,,,,,
lbco_sniper_energy_01_chromic01,item_Namelbco_sniper_energy_01_chromic01,item_Namelbco_sniper_energy_01_chromic01_short,item_Desclbco_sniper_energy_01_chromic01,,3,1,Medium,,,,,,,
lbco_sniper_energy_01_sunset01,item_Namelbco_sniper_energy_01_sunset01,item_Namelbco_sniper_energy_01_sunset01_short,item_Desclbco_sniper_energy_01_sunset01,,3,1,Medium,,,,,,,
lbco_sniper_energy_imp01,item_Namelbco_sniper_energy_imp01,item_Namelbco_sniper_energy_imp01_short,item_Desclbco_sniper_energy_imp01,,3,1,Medium,,,,,,,
none_lmg_ballistic_01,item_Namenone_lmg_ballistic_01,item_Namenone_lmg_ballistic_01_short,item_Descnone_lmg_ballistic_01,,4,1,Medium,,,,,,,
none_lmg_ballistic_01_collector01,item_Namenone_lmg_ballistic_01_collector01,item_Namenone_lmg_ballistic_01_collector01_short,item_Descnone_lmg_ballistic_01_collector01,,4,1,Medium,,,,,,,
none_lmg_ballistic_01_store01,item_Namenone_lmg_ballistic_01_store01,item_Namenone_lmg_ballistic_01_store01_short,item_Descnone_lmg_ballistic_01_store01,,4,1,Medium,,,,,,,
none_lmg_ballistic_01_tint01,item_Namenone_lmg_ballistic_01_tint01,item_Namenone_lmg_ballistic_01_tint01_short,item_Descnone_lmg_ballistic_01_tint01,,4,1,Medium,,,,,,,
none_lmg_ballistic_01_tint02,item_Namenone_lmg_ballistic_01_tint02,item_Namenone_lmg_ballistic_01_tint02_short,item_Descnone_lmg_ballistic_01_tint02,,4,1,Medium,,,,,,,
none_lmg_ballistic_01_tint03,item_Namenone_lmg_ballistic_01_tint03,item_Namenone_lmg_ballistic_01_tint03_short,item_Descnone_lmg_ballistic_01_tint03,,4,1,Medium,,,,,,,
none_lmg_ballistic_01_tint04,item_Namenone_lmg_ballistic_01_tint04,item_Namenone_lmg_ballistic_01_tint04_short,item_Descnone_lmg_ballistic_01_tint04,,4,1,Medium,,,,,,,
none_lmg_ballistic_01_tint05,item_Namenone_lmg_ballistic_01_tint05,item_Namenone_lmg_ballistic_01_tint05_short,item_Descnone_lmg_ballistic_01_tint05,,4,1,Medium,,,,,,,
none_pistol_ballistic_01,item_Namenone_pistol_ballistic_01,item_Namenone_pistol_ballistic_01_short,item_Descnone_pistol_ballistic_01,,1,1,Small,,,,,,,
none_pistol_ballistic_01_collector01,item_Namenone_pistol_ballistic_01_collector01,item_Namenone_pistol_ballistic_01_collector01_short,item_Descnone_pistol_ballistic_01_collector01,,1,1,Small,,,,,,,
none_pistol_ballistic_01_collector01_prop,,,,,,,,,,,,,,
none_pistol_ballistic_01_tint01,item_Namenone_pistol_ballistic_01_tint01,item_Namenone_pistol_ballistic_01_tint01_short,item_Descnone_pistol_ballistic_01_tint01,,1,1,Small,,,,,,,
none_pistol_ballistic_01_tint02,item_Namenone_pistol_ballistic_01_tint02,item_Namenone_pistol_ballistic_01_tint02_short,item_Descnone_pistol_ballistic_01_tint02,,1,1,Small,,,,,,,
none_pistol_ballistic_01_tint03,item_Namenone_pistol_ballistic_01_tint03,item_Namenone_pistol_ballistic_01_tint03_short,item_Descnone_pistol_ballistic_01_tint03,,1,1,Small,,,,,,,
none_rifle_multi_01,item_Namenone_rifle_multi_01,item_Namenone_rifle_multi_01_short,item_Descnone_rifle_multi_01,,2,1,Medium,,,,,,,
none_rifle_multi_01_store01,item_Namenone_rifle_multi_01_store01,item_Namenone_rifle_multi_01_store01_short,item_Descnone_rifle_multi_01_store01,,2,1,Medium,,,,,,,
none_rifle_multi_01_tint01,item_Namenone_rifle_multi_01_tint01,item_Namenone_rifle_multi_01_tint01_short,item_Descnone_rifle_multi_01_tint01,,2,1,Medium,,,,,,,
none_rifle_multi_01_tint02,item_Namenone_rifle_multi_01_tint02,item_Namenone_rifle_multi_01_tint02_short,item_Descnone_rifle_multi_01_tint02,,2,1,Medium,,,,,,,
none_rifle_multi_01_tint03,item_Namenone_rifle_multi_01_tint03,item_Namenone_rifle_multi_01_tint03_short,item_Descnone_rifle_multi_01_tint03,,2,1,Medium,,,,,,,
none_shotgun_ballistic_01,item_Namenone_shotgun_ballistic_01,item_Namenone_shotgun_ballistic_01_short,item_Descnone_shotgun_ballistic_01,,3,1,Medium,,,,,,,
none_shotgun_ballistic_01_green01,item_Namenone_shotgun_ballistic_01_green01,item_Namenone_shotgun_ballistic_01_green01_short,item_Descnone_shotgun_ballistic_01_green01,,3,1,Medium,,,,,,,
none_shotgun_ballistic_01_tint01,item_Namenone_shotgun_ballistic_01_tint01,item_Namenone_shotgun_ballistic_01_tint01_short,item_Descnone_shotgun_ballistic_01_tint01,,3,1,Medium,,,,,,,
none_smg_energy_01,item_Namenone_smg_energy_01,item_Namenone_smg_energy_01_short,item_Descnone_smg_energy_01,,2,1,Medium,,,,,,,
none_smg_energy_01_tint01,item_Namenone_smg_energy_01_tint01,item_Namenone_smg_energy_01_tint01_short,item_Descnone_smg_energy_01_tint01,,2,1,Medium,,,,,,,
none_special_ballistic_01,item_Namenone_special_ballistic_01,item_Namenone_special_ballistic_01_short,item_Descnone_special_ballistic_01,,5,1,Large,,,,,,,
