Entity Class,Name Key,Description Key,Display Name Key,Display Description Key,Display Type Key,Type GUID,Subtype GUID,Cargo Occupancy Unit,Cargo Occupancy Value,Cargo Occupancy SCU,Boxable,Unrefined,Raw,Refined,Record GUID,Record Path
Commodities_Drink_can_flood_01_a,item_NameDrink_can_flood_01_a,item_DescDrink_can_flood_01_a,item_NameDrink_can_flood_01_a,item_DescDrink_can_flood_01_a,items_commodities_type_drink,602269e1-6e26-457d-b251-02ec4acb3f37,4000cb22-bbae-4601-a29f-65ace939c9fb,SMicroCargoUnit,420,0.00042,1,0,,,70489ec9-50ee-4268-8b61-a946782f76a6,libs/foundry/records/entities/commodities/food/commodities_drink_can_flood_01_a.xml
Commodities_Drink_can_guc_01_a,item_NameDrink_can_guc_01_a,item_DescDrink_can_guc_01_a,item_NameDrink_can_guc_01_a,item_DescDrink_can_guc_01_a,items_commodities_type_drink,602269e1-6e26-457d-b251-02ec4acb3f37,d84d55ff-3e88-4d9a-8695-abb0fb774c13,SMicroCargoUnit,420,0.00042,1,0,,,c018bdf7-f630-4be8-aa87-d507a03666ff,libs/foundry/records/entities/commodities/food/commodities_drink_can_guc_01_a.xml
Commodities_Drink_can_guc_01_black_a,item_NameDrink_can_guc_01_black_a,item_DescDrink_can_guc_01_black_a,item_NameDrink_can_guc_01_black_a,item_DescDrink_can_guc_01_black_a,items_commodities_type_drink,602269e1-6e26-457d-b251-02ec4acb3f37,84b26826-f343-4539-9182-0dd88a2de330,SMicroCargoUnit,420,0.00042,1,0,,,420becc9-e6f3-48ce-8311-9a634c5b3c82,libs/foundry/records/entities/commodities/food/commodities_drink_can_guc_01_black_a.xml
Commodities_Drink_can_guc_01_cinnamon_a,item_NameDrink_can_guc_01_cinnamon_a,item_DescDrink_can_guc_01_cinnamon_a,item_NameDrink_can_guc_01_cinnamon_a,item_DescDrink_can_guc_01_cinnamon_a,items_commodities_type_drink,602269e1-6e26-457d-b251-02ec4acb3f37,44e63fdf-0d42-4923-acdf-b22a1509ef45,SMicroCargoUnit,420,0.00042,1,0,,,cff98d03-abd5-48f3-860a-8fd114a888b5,libs/foundry/records/entities/commodities/food/commodities_drink_can_guc_01_cinnamon_a.xml
Commodities_Drink_can_guc_01_decaf_a,item_NameDrink_can_guc_01_decaf_a,item_DescDrink_can_guc_01_decaf_a,item_NameDrink_can_guc_01_decaf_a,item_DescDrink_can_guc_01_decaf_a,items_commodities_type_drink,602269e1-6e26-457d-b251-02ec4acb3f37,f09ccd29-de85-49fd-873c-622699bf6bcb,SMicroCargoUnit,420,0.00042,1,0,,,71715a34-e029-4e4a-88d7-3c68ccda3852,libs/foundry/records/entities/commodities/food/commodities_drink_can_guc_01_decaf_a.xml
Commodities_Drink_can_guc_01_mocha_a,item_NameDrink_can_guc_01_mocha_a,item_DescDrink_can_guc_01_mocha_a,item_NameDrink_can_guc_01_mocha_a,item_DescDrink_can_guc_01_mocha_a,items_commodities_type_drink,602269e1-6e26-457d-b251-02ec4acb3f37,e72fc5e7-8b34-4e6b-8fc8-44f07d1d00eb,SMicroCargoUnit,420,0.00042,1,0,,,556fb01e-6608-46f5-a071-de2a48f7e762,libs/foundry/records/entities/commodities/food/commodities_drink_can_guc_01_mocha_a.xml
Commodities_Drink_can_pips_01_a,item_NameDrink_can_pips_01_a,item_DescDrink_can_pips_01_a,item_NameDrink_can_pips_01_a,item_DescDrink_can_pips_01_a,items_commodities_type_drink,602269e1-6e26-457d-b251-02ec4acb3f37,2d7067c1-17a4-452a-af15-10ddfff0e3e9,SMicroCargoUnit,650,0.00065,1,0,,,42778ae2-45d2-4de6-8b44-e586faf5bbfb,libs/foundry/records/entities/commodities/food/commodities_drink_can_pips_01_a.xml
Commodities_Drink_can_pips_01_q66_a,item_NameDrink_can_pips_01_q66_a,item_DescDrink_can_pips_01_q66_a,item_NameDrink_can_pips_01_q66_a,item_DescDrink_can_pips_01_q66_a,items_commodities_type_drink,602269e1-6e26-457d-b251-02ec4acb3f37,9f46e871-b9e0-4774-9d4f-0744961f8b99,SMicroCargoUnit,650,0.00065,1,0,,,c5e4b77c-cf39-40d2-bb07-d3f56646af62,libs/foundry/records/entities/commodities/food/commodities_drink_can_pips_01_q66_a.xml
Commodities_Drink_can_pips_01_t17_a,item_NameDrink_can_pips_01_t17_a,item_DescDrink_can_pips_01_t17_a,item_NameDrink_can_pips_01_t17_a,item_DescDrink_can_pips_01_t17_a,items_commodities_type_drink,602269e1-6e26-457d-b251-02ec4acb3f37,86f55d2f-ee79-4ff3-9353-f5a24f94d8ab,SMicroCargoUnit,650,0.00065,1,0,,,2d1cf79c-4247-43c3-931c-0c4690901859,libs/foundry/records/entities/commodities/food/commodities_drink_can_pips_01_t17_a.xml
Commodities_Drink_glass_tumbler_01_a,item_NameDrink_glass_tumbler_01_a,item_DescDrink_glass_tumbler_01_a,item_NameDrink_glass_tumbler_01_a,item_DescDrink_glass_tumbler_01_a,items_commodities_type_drink,602269e1-6e26-457d-b251-02ec4acb3f37,e7880c8d-1905-4d54-bb50-63bc9475fb93,SMicroCargoUnit,500,0.0005,1,0,,,dc017e14-5378-4a64-9578-32d0bf6718f1,libs/foundry/records/entities/commodities/food/commodities_drink_glass_tumbler_01_a.xml
Commodities_Food_bar_busters_01_a,item_NameFood_bar_busters_01_a,item_DescFood_bar_busters_01_a,item_NameFood_bar_busters_01_a,item_DescFood_bar_busters_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,08d7e484-4d74-4c19-817d-2d658cca022c,SMicroCargoUnit,160,0.00016,1,0,,,e8ceaf05-a20d-4c14-a610-ac764bf33aee,libs/foundry/records/entities/commodities/food/commodities_food_bar_busters_01_a.xml
Commodities_Food_bar_com_01_a,item_NameFood_bar_com_01_a,item_DescFood_bar_com_01_a,item_NameFood_bar_com_01_a,item_DescFood_bar_com_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,ec70efc8-12c0-4acb-9415-ccb304a5b1f2,SMicroCargoUnit,170,0.00017,1,0,,,9bd4c752-af5f-4915-9c31-fed72e7754d2,libs/foundry/records/entities/commodities/food/commodities_food_bar_com_01_a.xml
Commodities_Food_bar_com_01_lunes_a,item_NameFood_bar_com_01_lunes_a,item_DescFood_bar_com_01_lunes_a,item_NameFood_bar_com_01_lunes_a,item_DescFood_bar_com_01_lunes_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,d83744de-05ab-494f-97d9-f4d3561f4e80,SMicroCargoUnit,170,0.00017,1,0,,,1d96d32c-5002-4165-a74b-1c89facaf9fe,libs/foundry/records/entities/commodities/food/commodities_food_bar_com_01_lunes_a.xml
Commodities_Food_bar_com_01_vanilla_a,item_NameFood_bar_com_01_vanilla_a,item_DescFood_bar_com_01_vanilla_a,item_NameFood_bar_com_01_vanilla_a,item_DescFood_bar_com_01_vanilla_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,46382ba4-c371-4db1-b468-9c584b6c7cb7,SMicroCargoUnit,170,0.00017,1,0,,,9ae0877d-8120-44de-8cc7-525f48721be0,libs/foundry/records/entities/commodities/food/commodities_food_bar_com_01_vanilla_a.xml
Commodities_Food_bar_karoby_01_a,item_NameFood_bar_karoby_01_a,item_DescFood_bar_karoby_01_a,item_NameFood_bar_karoby_01_a,item_DescFood_bar_karoby_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,9d463c0d-8c4e-42dc-89ed-63541128a95d,SMicroCargoUnit,170,0.00017,1,0,,,9359f5f9-846e-46e4-9027-cb4e01d54f0a,libs/foundry/records/entities/commodities/food/commodities_food_bar_karoby_01_a.xml
Commodities_Food_bar_karoby_01_cranberry_a,item_NameFood_bar_karoby_01_cranberry_a,item_DescFood_bar_karoby_01_cranberry_a,item_NameFood_bar_karoby_01_cranberry_a,item_DescFood_bar_karoby_01_cranberry_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,9cef33be-dbc9-4155-babc-9fdd948d67a3,SMicroCargoUnit,170,0.00017,1,0,,,6a6d52a3-2cf6-46fe-a856-93b809bbbe0c,libs/foundry/records/entities/commodities/food/commodities_food_bar_karoby_01_cranberry_a.xml
Commodities_Food_bar_onemeal_01_a,item_NameFood_bar_onemeal_01_a,item_DescFood_bar_onemeal_01_a,item_NameFood_bar_onemeal_01_a,item_DescFood_bar_onemeal_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,b32189bc-ebce-4469-9247-3a6e549be910,SMicroCargoUnit,170,0.00017,1,0,,,2c9662b0-ff08-4088-8c73-5afe5dea380a,libs/foundry/records/entities/commodities/food/commodities_food_bar_onemeal_01_a.xml
Commodities_Food_bar_onemeal_01_salmon_a,item_NameFood_bar_onemeal_01_salmon_a,item_DescFood_bar_onemeal_01_salmon_a,item_NameFood_bar_onemeal_01_salmon_a,item_DescFood_bar_onemeal_01_salmon_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,cbb77bd3-fc95-412c-9e8f-f2800c2e274c,SMicroCargoUnit,170,0.00017,1,0,,,2039c99b-3388-482c-bff0-f6445c944cc9,libs/foundry/records/entities/commodities/food/commodities_food_bar_onemeal_01_salmon_a.xml
Commodities_Food_bar_onemeal_01_steak_a,item_NameFood_bar_onemeal_01_steak_a,item_DescFood_bar_onemeal_01_steak_a,item_NameFood_bar_onemeal_01_steak_a,item_DescFood_bar_onemeal_01_steak_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,d897aa0e-f606-4f19-b594-e760402f99bc,SMicroCargoUnit,170,0.00017,1,0,,,5b895c12-0976-48de-b507-5026ba4f3c67,libs/foundry/records/entities/commodities/food/commodities_food_bar_onemeal_01_steak_a.xml
Commodities_Food_bar_onemeal_01_tofu_a,item_NameFood_bar_onemeal_01_tofu_a,item_DescFood_bar_onemeal_01_tofu_a,item_NameFood_bar_onemeal_01_tofu_a,item_DescFood_bar_onemeal_01_tofu_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,cd84f47e-3bf6-4734-8bbb-d56391e25d72,SMicroCargoUnit,170,0.00017,1,0,,,859883b9-458b-4e3e-92e7-80ab40fbb8cc,libs/foundry/records/entities/commodities/food/commodities_food_bar_onemeal_01_tofu_a.xml
Commodities_Food_bar_snaggle_01_a,item_NameFood_bar_snaggle_01_a,item_DescFood_bar_snaggle_01_a,item_NameFood_bar_snaggle_01_a,item_DescFood_bar_snaggle_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,71c2c69b-b83f-4d72-aeae-daf8630b1f29,SMicroCargoUnit,80,0.00008,1,0,,,44d60797-3cea-499d-967a-097dd0e6b59b,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_a.xml
Commodities_Food_bar_snaggle_01_newaustin_a,item_NameFood_bar_snaggle_01_newaustin_a,item_DescFood_bar_snaggle_01_newaustin_a,item_NameFood_bar_snaggle_01_newaustin_a,item_DescFood_bar_snaggle_01_newaustin_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,48977a8d-d288-4998-89a4-825702de48e9,SMicroCargoUnit,80,0.00008,1,0,,,59fe4104-2caf-41cb-b693-ef9be7d68ffb,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_newaustin_a.xml
Commodities_Food_bar_snaggle_01_pepper_a,item_NameFood_bar_snaggle_01_pepper_a,item_DescFood_bar_snaggle_01_pepper_a,item_NameFood_bar_snaggle_01_pepper_a,item_DescFood_bar_snaggle_01_pepper_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,0129ceb2-f840-4aa1-96d5-69805d444f4e,SMicroCargoUnit,80,0.00008,1,0,,,3b601781-1663-4fa9-8a9f-8bced16136e8,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_pepper_a.xml
Commodities_Food_bar_snaggle_01_smoke_a,item_NameFood_bar_snaggle_01_smoke_a,item_DescFood_bar_snaggle_01_smoke_a,item_NameFood_bar_snaggle_01_smoke_a,item_DescFood_bar_snaggle_01_smoke_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,da625d9b-55b9-4a8e-9bb3-23cbb593323e,SMicroCargoUnit,80,0.00008,1,0,,,8894717b-225a-4bc3-8031-87aa1290070f,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_smoke_a.xml
Commodities_Food_bar_snaggle_01_tikoro_a,item_NameFood_bar_snaggle_01_tikoro_a,item_DescFood_bar_snaggle_01_tikoro_a,item_NameFood_bar_snaggle_01_tikoro_a,item_DescFood_bar_snaggle_01_tikoro_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,2608a42b-b75a-4059-8a85-db32c7e4af0d,SMicroCargoUnit,80,0.00008,1,0,,,4394fb73-53cc-4ac4-9899-863b768c6854,libs/foundry/records/entities/commodities/food/commodities_food_bar_snaggle_01_tikoro_a.xml
Commodities_Food_box_bbk_01_a,item_NameFood_box_bbk_01_a,item_DescFood_box_bbk_01_a,item_NameFood_box_bbk_01_a,item_DescFood_box_bbk_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,585172cb-a1a5-4a19-8f42-112befe29cc3,SMicroCargoUnit,500,0.0005,1,0,,,254be06e-766d-49fb-aa54-f8eecaffe1c8,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_a.xml
Commodities_Food_box_bbk_01_agrodolce_a,item_NameFood_box_bbk_01_agrodolce_a,item_DescFood_box_bbk_01_agrodolce_a,item_NameFood_box_bbk_01_agrodolce_a,item_DescFood_box_bbk_01_agrodolce_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,1fa71924-0895-40a7-9848-48c8cd9dfe77,SMicroCargoUnit,500,0.0005,1,0,,,c6476a7f-f698-4c0b-8090-79b367246885,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_agrodolce_a.xml
Commodities_Food_box_bbk_01_curry_a,item_NameFood_box_bbk_01_curry_a,item_DescFood_box_bbk_01_curry_a,item_NameFood_box_bbk_01_curry_a,item_DescFood_box_bbk_01_curry_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,c6b6ee38-0312-4c49-8759-d961769e7295,SMicroCargoUnit,500,0.0005,1,0,,,60baf615-9209-4edb-9916-5aa28c2f3d35,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_curry_a.xml
Commodities_Food_box_bbk_01_fhaal_a,item_NameFood_box_bbk_01_fhaal_a,item_DescFood_box_bbk_01_fhaal_a,item_NameFood_box_bbk_01_fhaal_a,item_DescFood_box_bbk_01_fhaal_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,f3164560-b66b-4af2-b9d3-19c3a6509142,SMicroCargoUnit,500,0.0005,1,0,,,35b79021-2f2a-492c-bc55-377842ee6dd2,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_fhaal_a.xml
Commodities_Food_box_bbk_01_ginger_a,item_NameFood_box_bbk_01_ginger_a,item_DescFood_box_bbk_01_ginger_a,item_NameFood_box_bbk_01_ginger_a,item_DescFood_box_bbk_01_ginger_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,6b9af83f-383a-4c0b-a38f-4ef3a1fd67d1,SMicroCargoUnit,500,0.0005,1,0,,,a07e08ff-7670-4d52-a619-09f7ed92b53a,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_ginger_a.xml
Commodities_Food_box_bbk_01_imperial_a,item_NameFood_box_bbk_01_imperial_a,item_DescFood_box_bbk_01_imperial_a,item_NameFood_box_bbk_01_imperial_a,item_DescFood_box_bbk_01_imperial_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,8c54d628-dd7b-41d3-a295-57d7e29cb09f,SMicroCargoUnit,500,0.0005,1,0,,,152c1ac8-c780-4232-866c-05c8c2067ad4,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_imperial_a.xml
Commodities_Food_box_bbk_01_katsu_a,item_NameFood_box_bbk_01_katsu_a,item_DescFood_box_bbk_01_katsu_a,item_NameFood_box_bbk_01_katsu_a,item_DescFood_box_bbk_01_katsu_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,9ed63c83-2775-4d61-b4a6-5e147ccdf8fb,SMicroCargoUnit,500,0.0005,1,0,,,207d95dc-d48a-467d-bfae-dc4fc31bde60,libs/foundry/records/entities/commodities/food/commodities_food_box_bbk_01_katsu_a.xml
Commodities_Food_box_noodle_01_a,item_NameFood_box_noodle_01_a,item_DescFood_box_noodle_01_a,item_NameFood_box_noodle_01_a,item_DescFood_box_noodle_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,633f73d2-0ee8-4529-a71f-94a2271ac07f,SMicroCargoUnit,500,0.0005,1,0,,,3523ea92-f12a-45df-a48c-8eb75ec48cf8,libs/foundry/records/entities/commodities/food/commodities_food_box_noodle_01_a.xml
Commodities_Food_box_noodle_01_ramian_a,item_NameFood_box_noodle_01_ramian_a,item_DescFood_box_noodle_01_ramian_a,item_NameFood_box_noodle_01_ramian_a,item_DescFood_box_noodle_01_ramian_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,cc588510-9f84-4cb6-8e15-a3538027f89b,SMicroCargoUnit,500,0.0005,1,0,,,27825b4f-e0f9-44a5-bdf9-cc569bfdb249,libs/foundry/records/entities/commodities/food/commodities_food_box_noodle_01_ramian_a.xml
Commodities_Food_box_noodle_02_a,item_NameFood_box_noodle_02_a,item_DescFood_box_noodle_02_a,item_NameFood_box_noodle_02_a,item_DescFood_box_noodle_02_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,1af176ae-cf0e-4d58-b655-c2b902774743,SMicroCargoUnit,500,0.0005,1,0,,,a09744d7-1d87-4568-a099-08141f7b4581,libs/foundry/records/entities/commodities/food/commodities_food_box_noodle_02_a.xml
Commodities_Food_box_noodle_02_curry_a,item_NameFood_box_noodle_02_curry_a,item_DescFood_box_noodle_02_curry_a,item_NameFood_box_noodle_02_curry_a,item_DescFood_box_noodle_02_curry_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,772e5b3d-ec5b-42ea-94d8-d1d9bc1e9982,SMicroCargoUnit,500,0.0005,1,0,,,cd299ffe-2b2f-4073-ab2f-e97fddb77fd0,libs/foundry/records/entities/commodities/food/commodities_food_box_noodle_02_curry_a.xml
Commodities_Food_fruit_apple_01_a,item_NameFood_fruit_apple_01_a,item_DescFood_fruit_apple_01_a,item_NameFood_fruit_apple_01_a,item_DescFood_tin_mre_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,26b6e285-e0f0-483c-aa83-d8baa25c83a9,SMicroCargoUnit,800,0.0008,1,0,,,ea365e45-b3f4-46ef-b984-20dbadca3ac2,libs/foundry/records/entities/commodities/food/commodities_food_fruit_apple_01_a.xml
Commodities_Food_pizza_slice_01_pepperoni_a,item_NameDrink_bottle_beer_01_smoltz_a,item_DescDrink_bottle_beer_01_smoltz_a,item_NameFood_pizza_slice_01_pepperoni_a,item_DescDrink_bottle_beer_01_smoltz_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,a1c37adc-5409-4c99-9e5d-e4fa6af3391e,SMicroCargoUnit,890,0.00089,1,0,,,d199f61c-edd5-485d-9669-c94ccf3d944d,libs/foundry/records/entities/commodities/food/commodities_food_pizza_slice_01_pepperoni_a.xml
Commodities_Food_sachet_mre_01_a,item_NameFood_sachet_mre_01_a,item_DescFood_sachet_mre_01_a,item_NameFood_sachet_mre_01_a,item_DescFood_sachet_mre_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,82cd3aaa-4d0b-4b3f-bbb2-05fc85a3d8f3,SMicroCargoUnit,550,0.00055,1,0,,,a5067fc9-4f19-4e50-a052-033d15c3127a,libs/foundry/records/entities/commodities/food/commodities_food_sachet_mre_01_a.xml
Commodities_Food_sachet_mre_01_chicken_a,item_NameFood_sachet_mre_01_chicken_a,item_DescFood_sachet_mre_01_chicken_a,item_NameFood_sachet_mre_01_chicken_a,item_DescFood_sachet_mre_01_chicken_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,1939f046-bca8-4f76-8127-952d510c476c,SMicroCargoUnit,550,0.00055,1,0,,,806c118a-63c9-45d7-b23a-9559fed22a6a,libs/foundry/records/entities/commodities/food/commodities_food_sachet_mre_01_chicken_a.xml
Commodities_Food_sachet_omni_01_a,item_NameFood_sachet_omni_01_a,item_DescFood_sachet_omni_01_a,item_NameFood_sachet_omni_01_a,item_DescFood_sachet_omni_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,6101eeb6-1bbe-48d4-a6fa-cc20cb1398a9,SMicroCargoUnit,550,0.00055,1,0,,,09d766b4-39dc-42ff-815d-613a52ad5be0,libs/foundry/records/entities/commodities/food/commodities_food_sachet_omni_01_a.xml
Commodities_Food_sachet_omni_01_tunaveg_a,item_NameFood_sachet_omni_01_tunaveg_a,item_DescFood_sachet_omni_01_tunaveg_a,item_NameFood_sachet_omni_01_tunaveg_a,item_DescFood_sachet_omni_01_tunaveg_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,b3c56b5d-437c-44c5-895f-01401f200e36,SMicroCargoUnit,550,0.00055,1,0,,,65c331cf-5c79-4441-af85-d98d122aaa6f,libs/foundry/records/entities/commodities/food/commodities_food_sachet_omni_01_tunaveg_a.xml
Commodities_Food_sachet_readymeal_01_a,item_NameFood_sachet_readymeal_01_a,item_DescFood_sachet_readymeal_01_a,item_NameFood_sachet_readymeal_01_a,item_DescFood_sachet_readymeal_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,b58b4c04-0da3-4641-9bd0-e0ff0bd67253,SMicroCargoUnit,550,0.00055,1,0,,,56e68035-5641-4d38-b562-629dc06dacd0,libs/foundry/records/entities/commodities/food/commodities_food_sachet_readymeal_01_a.xml
Commodities_Food_sachet_readymeal_01_beef_a,item_NameFood_sachet_readymeal_01_burrito_a,item_DescFood_sachet_readymeal_01_burrito_a,item_NameFood_sachet_readymeal_01_beef_a,item_DescFood_sachet_readymeal_01_beef_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,da922aad-a2b0-4fa4-be3d-5244be181025,SMicroCargoUnit,550,0.00055,1,0,,,abd444dc-a315-4ee0-8188-84e452edf4f4,libs/foundry/records/entities/commodities/food/commodities_food_sachet_readymeal_01_beef_a.xml
Commodities_Food_sachet_readymeal_01_burrito_a,item_NameFood_sachet_readymeal_01_burrito_a,item_DescFood_sachet_readymeal_01_burrito_a,item_NameFood_sachet_readymeal_01_burrito_a,item_DescFood_sachet_readymeal_01_burrito_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,a545b75d-c376-4e16-aea5-4f53b4808dee,SMicroCargoUnit,550,0.00055,1,0,,,97cffd18-11f4-4b7c-bd69-acf30bd3dc0e,libs/foundry/records/entities/commodities/food/commodities_food_sachet_readymeal_01_burrito_a.xml
Commodities_Food_sachet_readymeal_01_meatball_a,item_NameFood_sachet_readymeal_01_burrito_a,item_DescFood_sachet_readymeal_01_burrito_a,item_NameFood_sachet_readymeal_01_meatball_a,item_DescFood_sachet_readymeal_01_meatball_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,17264035-1406-43da-bffb-3e5475ee08d8,SMicroCargoUnit,550,0.00055,1,0,,,d4128bdf-f014-4f00-a3ed-fe5a9bf8e4a8,libs/foundry/records/entities/commodities/food/commodities_food_sachet_readymeal_01_meatball_a.xml
Commodities_Food_sachet_readymeal_01_noodles_a,item_NameFood_sachet_readymeal_01_noodles_a,item_DescFood_sachet_readymeal_01_noodles_a,item_NameFood_sachet_readymeal_01_noodles_a,item_DescFood_sachet_readymeal_01_noodles_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,ee9fc517-533f-4df2-93dd-00095045cd01,SMicroCargoUnit,550,0.00055,1,0,,,0bf8df70-626f-463f-976f-1a9b72d86b34,libs/foundry/records/entities/commodities/food/commodities_food_sachet_readymeal_01_noodles_a.xml
Commodities_Food_sachet_readymeal_01_vegetarian_a,item_NameFood_sachet_readymeal_01_vegetarian_a,item_DescFood_sachet_readymeal_01_vegetarian_a,item_NameFood_sachet_readymeal_01_vegetarian_a,item_DescFood_sachet_readymeal_01_vegetarian_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,5f62ec3e-eac4-44e1-bb22-072934f7b506,SMicroCargoUnit,550,0.00055,1,0,,,76532ac4-548c-4c7b-abb5-afc21e351e5d,libs/foundry/records/entities/commodities/food/commodities_food_sachet_readymeal_01_vegetarian_a.xml
Commodities_Food_sachet_uee_01_a,item_NameFood_sachet_uee_01_a,item_DescFood_sachet_uee_01_a,item_NameFood_sachet_uee_01_a,item_DescFood_sachet_uee_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,3dd479bb-aadb-4899-a011-f0f1a6b11889,SMicroCargoUnit,550,0.00055,1,0,,,ceca140d-9abd-4e87-a26a-10d65aba2b7d,libs/foundry/records/entities/commodities/food/commodities_food_sachet_uee_01_a.xml
Commodities_Food_sachet_uee_01_formula_a,item_NameFood_sachet_uee_01_formula_a,item_DescFood_sachet_uee_01_formula_a,item_NameFood_sachet_uee_01_formula_a,item_DescFood_sachet_uee_01_formula_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,c5ce3638-1674-4a61-8b99-1cf2df8fd44f,SMicroCargoUnit,550,0.00055,1,0,,,c04e8179-0529-4382-b5ac-86d86ec196ca,libs/foundry/records/entities/commodities/food/commodities_food_sachet_uee_01_formula_a.xml
Commodities_Food_sachet_uee_01_lamb_a,item_NameFood_sachet_uee_01_lamb_a,item_DescFood_sachet_uee_01_lamb_a,item_NameFood_sachet_uee_01_lamb_a,item_DescFood_sachet_uee_01_lamb_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,ad8dc71e-7d04-48db-9248-424e42971207,SMicroCargoUnit,550,0.00055,1,0,,,22438327-f16b-49ca-88b5-28d3b847db05,libs/foundry/records/entities/commodities/food/commodities_food_sachet_uee_01_lamb_a.xml
Commodities_Food_tin_bogo_01_a,item_NameFood_tin_bogo_01_a,item_DescFood_tin_bogo_01_a,item_NameFood_tin_bogo_01_a,item_DescFood_tin_bogo_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,18294eef-6af5-4104-a39d-3f590535ffdc,SMicroCargoUnit,400,0.0004,1,0,,,c0b206a0-62d7-4d11-bfdc-7a41bdc3bdbf,libs/foundry/records/entities/commodities/food/commodities_food_tin_bogo_01_a.xml
Commodities_Food_tin_bogo_01_crawdads_a,item_NameFood_tin_bogo_01_crawdads_a,item_DescFood_tin_bogo_01_crawdads_a,item_NameFood_tin_bogo_01_crawdads_a,item_DescFood_tin_bogo_01_crawdads_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,f80b6a66-dd2a-4d09-81f8-c429476d9f71,SMicroCargoUnit,400,0.0004,1,0,,,1002849e-defb-4a9b-9614-009dc0c2a2e8,libs/foundry/records/entities/commodities/food/commodities_food_tin_bogo_01_crawdads_a.xml
