Location Class,Source Reason,Name Key,Description Key,Callout 1 Key,Callout 2 Key,Callout 3 Key,Type GUID,Parent GUID,Parent Class,Parent Path,Location Hierarchy Tag,Nav Icon,Size,Hide In Starmap,Hide In World,Is Scannable,Block Travel,Arrival Radius,Adoption Radius,Set Entity Location On Enter,Expose For Player Created Missions,Record GUID,Record Path
AsteroidCluster_MiningBase_Stanton2_Medium_04,class-or-path-mining,AsteroidCluster_MiningBase_Stanton02_Medium_04,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,2e415c27-168d-4129-a216-7632f74eb911,Default,400,0,0,0,0,18000,20000,1,0,29e69c79-5526-406f-a492-5049c5bcc9aa,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton2_medium_04.xml
AsteroidCluster_MiningBase_Stanton2_Medium_05,class-or-path-mining,AsteroidCluster_MiningBase_Stanton02_Medium_05,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,2e415c27-168d-4129-a216-7632f74eb911,Default,400,0,0,0,0,18000,20000,1,0,cd95c910-36ab-4d2b-9e8f-64c9edc44fa4,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton2_medium_05.xml
AsteroidCluster_MiningBase_Stanton2_Medium_06,class-or-path-mining,AsteroidCluster_MiningBase_Stanton02_Medium_06,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,2e415c27-168d-4129-a216-7632f74eb911,Default,400,0,0,0,0,18000,20000,1,0,c29799ed-fe83-4f8b-b564-7729f251fbc8,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton2_medium_06.xml
AsteroidCluster_MiningBase_Stanton2_Medium_07,class-or-path-mining,AsteroidCluster_MiningBase_Stanton02_Medium_07,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,2e415c27-168d-4129-a216-7632f74eb911,Default,400,0,0,0,0,18000,20000,1,0,c422d8b9-dbfc-4e9e-9d66-da57c4da25a0,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton2_medium_07.xml
AsteroidCluster_MiningBase_Stanton2_Medium_08,class-or-path-mining,AsteroidCluster_MiningBase_Stanton02_Medium_08,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,2e415c27-168d-4129-a216-7632f74eb911,Default,400,0,0,0,0,18000,20000,1,0,600c66af-2cb4-475d-b938-861a408c348f,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton2_medium_08.xml
AsteroidCluster_MiningBase_Stanton2_Medium_09,class-or-path-mining,AsteroidCluster_MiningBase_Stanton02_Medium_09,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,2e415c27-168d-4129-a216-7632f74eb911,Default,400,0,0,0,0,18000,20000,1,0,ea489dfa-fdba-4408-ba42-0dfd5d21f918,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton2_medium_09.xml
AsteroidCluster_MiningBase_Stanton2_Medium_10,class-or-path-mining,AsteroidCluster_MiningBase_Stanton02_Medium_10,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,2e415c27-168d-4129-a216-7632f74eb911,Default,400,0,0,0,0,18000,20000,1,0,79396580-c492-4909-bcd1-8ecaa4358967,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton2_medium_10.xml
AsteroidCluster_MiningBase_Stanton2_Small_01,class-or-path-mining,AsteroidCluster_MiningBase_Stanton02_Small_01,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,2e415c27-168d-4129-a216-7632f74eb911,Default,400,0,0,0,0,18000,20000,1,0,66c55cc0-38df-43eb-b9e5-dc07073ad378,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton2_small_01.xml
AsteroidCluster_MiningBase_Stanton2_Small_02,class-or-path-mining,AsteroidCluster_MiningBase_Stanton02_Small_02,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,2e415c27-168d-4129-a216-7632f74eb911,Default,400,0,0,0,0,18000,20000,1,0,f74ea008-4932-4eb0-93ed-419d983e8c52,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton2_small_02.xml
AsteroidCluster_MiningBase_Stanton2,class-or-path-mining,MiningAsteroidBase_001,MiningAsteroidBase_001a,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,2e415c27-168d-4129-a216-7632f74eb911,Default,400,0,0,0,0,18000,20000,1,0,2cb3d58e-1e0b-4f25-b2d3-dd76cbc15fd6,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton2.xml
AsteroidCluster_MiningBase_Stanton3_Medium_01,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Medium_01,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,d838c2c4-b88d-42df-8c61-4549cce2690e,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_medium_01.xml
AsteroidCluster_MiningBase_Stanton3_Medium_02,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Medium_02,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,2ce5281e-ae41-474d-ade8-c804cce21c9b,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_medium_02.xml
AsteroidCluster_MiningBase_Stanton3_Medium_03,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Medium_04,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,10a85fd1-2f39-426e-98bf-d7206d50a358,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_medium_03.xml
AsteroidCluster_MiningBase_Stanton3_Medium_04,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Medium_04,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,6714ac90-c0dd-408f-b350-7abde1ee488e,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_medium_04.xml
AsteroidCluster_MiningBase_Stanton3_Medium_05,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Medium_05,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,a0e51eb6-4b19-4302-994d-68b4f6209bd0,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_medium_05.xml
AsteroidCluster_MiningBase_Stanton3_Medium_06,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Medium_06,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,be313093-1d4a-4ca7-9fd2-855b045423fe,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_medium_06.xml
AsteroidCluster_MiningBase_Stanton3_Medium_07,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Medium_07,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,b761b610-f9a9-4439-ae1b-eb3cb5e58ba1,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_medium_07.xml
AsteroidCluster_MiningBase_Stanton3_Medium_08,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Medium_08,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,e8306b2c-9a10-41e6-abb2-2033f40deff1,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_medium_08.xml
AsteroidCluster_MiningBase_Stanton3_Medium_09,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Medium_09,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,eb5af0fe-54ac-437f-9dcd-2c80477ca3f6,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_medium_09.xml
AsteroidCluster_MiningBase_Stanton3_Medium_10,class-or-path-mining,AsteroidCluster_MiningBase_Stanton04_Medium_10,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,3449c317-325e-48e2-b329-3887ea0dcc81,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_medium_10.xml
AsteroidCluster_MiningBase_Stanton3_Medium_11,class-or-path-mining,AsteroidCluster_MiningBase_Stanton04_Medium_11,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,076add9c-feea-4261-876c-e05de2e21a1c,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_medium_11.xml
AsteroidCluster_MiningBase_Stanton3_Medium_12,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Medium_12,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,10727ca9-f721-42d3-b6f6-e5b8a812429a,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_medium_12.xml
AsteroidCluster_MiningBase_Stanton3_Medium_13,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Medium_13,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,f9ca9d2e-63a4-46d5-a79d-cfc440e93ad1,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_medium_13.xml
AsteroidCluster_MiningBase_Stanton3_Small_01,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Small_01,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,8670ad9c-e5e4-422f-a005-228e3793e066,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_small_01.xml
AsteroidCluster_MiningBase_Stanton3_Small_02,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Small_02,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,dfaa2695-9769-4cd8-bc56-7f80430325c5,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_small_02.xml
AsteroidCluster_MiningBase_Stanton3_Small_03,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Small_03,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,411da23b-ac58-4a83-b546-08971bd40b9e,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_small_03.xml
AsteroidCluster_MiningBase_Stanton3_Small_04,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Small_04,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,b76cb376-ee74-43ca-8549-9759945daaf4,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_small_04.xml
AsteroidCluster_MiningBase_Stanton3_Small_05,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Small_05,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,786bd06a-cdd1-41c6-9a70-b2dd79c18618,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_small_05.xml
AsteroidCluster_MiningBase_Stanton3_Small_06,class-or-path-mining,AsteroidCluster_MiningBase_Stanton03_Small_06,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,e0159330-3e09-45cc-a602-7e12cb6199f8,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3_small_06.xml
AsteroidCluster_MiningBase_Stanton3,class-or-path-mining,MiningAsteroidBase_001,MiningAsteroidBase_001a,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,67508ea1-f2a5-4e1a-a045-2c1378c4b89e,Default,400,0,0,0,0,18000,20000,1,0,d12b0f75-aba9-4a5b-91f0-f23182c60445,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton3.xml
AsteroidCluster_MiningBase_Stanton4_Medium_01,class-or-path-mining,AsteroidCluster_MiningBase_Stanton04_Medium_01,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,ff4d704a-7840-4577-ba64-7d4bd709ab9d,Default,400,0,0,0,0,18000,20000,1,0,7f939e56-47c9-4d76-8bce-7ebfa64880ce,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton4_medium_01.xml
AsteroidCluster_MiningBase_Stanton4_Medium_02,class-or-path-mining,AsteroidCluster_MiningBase_Stanton04_Medium_02,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,ff4d704a-7840-4577-ba64-7d4bd709ab9d,Default,400,0,0,0,0,18000,20000,1,0,1e3bf65a-a643-4f22-a5af-09eff5ea4917,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton4_medium_02.xml
AsteroidCluster_MiningBase_Stanton4_Medium_03,class-or-path-mining,AsteroidCluster_MiningBase_Stanton04_Medium_03,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,ff4d704a-7840-4577-ba64-7d4bd709ab9d,Default,400,0,0,0,0,18000,20000,1,0,09a558dd-d040-48ed-bfd4-070083fcb84c,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton4_medium_03.xml
AsteroidCluster_MiningBase_Stanton4_Medium_04,class-or-path-mining,AsteroidCluster_MiningBase_Stanton04_Medium_04,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,ff4d704a-7840-4577-ba64-7d4bd709ab9d,Default,400,0,0,0,0,18000,20000,1,0,d3705180-7019-44ca-959a-e21c4b086d30,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton4_medium_04.xml
AsteroidCluster_MiningBase_Stanton4_Medium_05,class-or-path-mining,AsteroidCluster_MiningBase_Stanton04_Medium_05,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,ff4d704a-7840-4577-ba64-7d4bd709ab9d,Default,400,0,0,0,0,18000,20000,1,0,71847f14-2295-4318-bc48-80ba3e444b3a,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton4_medium_05.xml
AsteroidCluster_MiningBase_Stanton4_Medium_06,class-or-path-mining,AsteroidCluster_MiningBase_Stanton04_Medium_06,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,ff4d704a-7840-4577-ba64-7d4bd709ab9d,Default,400,0,0,0,0,18000,20000,1,0,2e684c05-ee96-4d04-94f5-ffad800db7b7,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton4_medium_06.xml
AsteroidCluster_MiningBase_Stanton4_Medium_07,class-or-path-mining,AsteroidCluster_MiningBase_Stanton04_Medium_07,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,ff4d704a-7840-4577-ba64-7d4bd709ab9d,Default,400,0,0,0,0,18000,20000,1,0,c953aee5-b192-4496-886c-c8e30f0d5f05,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton4_medium_07.xml
AsteroidCluster_MiningBase_Stanton4_Medium_08,class-or-path-mining,AsteroidCluster_MiningBase_Stanton04_Medium_08,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,ff4d704a-7840-4577-ba64-7d4bd709ab9d,Default,400,0,0,0,0,18000,20000,1,0,c06a92a1-e350-4b73-bce4-636b98476ae5,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton4_medium_08.xml
AsteroidCluster_MiningBase_Stanton4_Medium_09,class-or-path-mining,AsteroidCluster_MiningBase_Stanton04_Medium_09,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,ff4d704a-7840-4577-ba64-7d4bd709ab9d,Default,400,0,0,0,0,18000,20000,1,0,f9c62e6d-52c7-4cad-a6ae-20ad9bd8fc87,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton4_medium_09.xml
AsteroidCluster_MiningBase_Stanton4_Medium_10,class-or-path-mining,AsteroidCluster_MiningBase_Stanton04_Medium_10,AsteroidCluster_MiningBase_Desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,34ff378f-faee-47bb-b5fe-f505e665c5ca,StantonStar,libs/foundry/records/starmap/pu/system/stanton/stantonstar/starmapobject.stantonstar.xml,ff4d704a-7840-4577-ba64-7d4bd709ab9d,Default,400,0,0,0,0,18000,20000,1,0,e356f13b-4cbd-42d3-97f5-da5c914cef91,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_stanton4_medium_10.xml
