Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Damage Alpha,Rate of Fire,Projectile Speed,Ammo Range,Ammo Quantity,Heat Per Shot
klwe_massdriver_s3,item_NameKLWE_MassDriver_S3,item_NameKLWE_MassDriver_S3_short,item_DescKLWE_MassDriver_S3,,3,1,Gun,3050,,,,,,
krig_ballisticgatling_bespoke_s4,item_NameKRIG_Wolf_BallisticGatling_S4,item_NameKRIG_Wolf_BallisticGatling_S4_short,item_DescKRIG_Wolf_BallisticGatling_S4,,4,1,Gun,2000,,,,,,
krig_ballisticgatling_s2,item_NameKRIG_BallisticGatling_S2,item_NameKRIG_BallisticGatling_S3_short,item_DescKRIG_BallisticGatling_S2,,2,1,NoseMounted,850,,,,,,
krig_lasercannon_s3,item_NameKRIG_LaserCannon_S3,item_NameKRIG_LaserCannon_S3_short,item_DescKRIG_LaserCannon_S3,,3,1,Gun,2850,,,,,,
krig_laserrepeater_bespoke_s4,item_NameKRIG_Wolf_LaserRepeater_S4,item_NameKRIG_Wolf_LaserRepeater_S4_short,item_DescKRIG_Wolf_LaserRepeater_S4,,4,1,Gun,1650,,,,,,
kron_lasercannon_s1,item_NameKRON_LaserCannon_S1,item_NameKRON_LaserCannon_S1_short,item_DescKRON_LaserCannon_S1,,1,1,Gun,550,,,,,,
kron_lasercannon_s2,item_NameKRON_LaserCannon_S2,item_NameKRON_LaserCannon_S2_short,item_DescKRON_LaserCannon_S2,,2,1,Gun,850,,,,,,
kron_lasercannon_s3,item_NameKRON_LaserCannon_S3,item_NameKRON_LaserCannon_S3_short,item_DescKRON_LaserCannon_S3,,3,1,Gun,1024,,,,,,
mining_laser_drak_golem_s1,item_Mining_MiningLaser_Drake_Default_S0,,item_Mining_MiningLaser_Drake_Default_S0_Desc,,1,1,Gun,8000,,,,,,
mining_laser_grin_arbor_s0,item_Mining_MiningLaser_Greycat_Default_S0,item_shortMining_Head_S00_Arbor_SCItem,item_Mining_MiningLaser_Greycat_Default_S0_Desc,,0,1,Gun,8000,,,,,,
mining_laser_grin_arbor_s1,item_Mining_MiningLaser_Greycat_Default_S1,,item_Mining_MiningLaser_Greycat_Default_S1_Desc,,1,1,Gun,8000,,,,,,
mining_laser_grin_arbor_s1_test_active_1,item_Mining_MiningLaser_Greycat_Default_S1,,item_Mining_MiningLaser_Greycat_Default_S1_Desc,,1,1,Gun,8000,,,,,,
mining_laser_grin_arbor_s2,item_Mining_MiningLaser_Greycat_Default_S2,,item_Mining_MiningLaser_Greycat_Default_S2_Desc,,2,1,Gun,8000,,,,,,
mining_laser_grin_lancet_s1,item_Mining_MiningLaser_Greycat_1_S1,,item_Mining_MiningLaser_Greycat_1_S1_Desc,,1,1,Gun,8000,,,,,,
mining_laser_grin_lancet_s2,item_Mining_MiningLaser_Greycat_1_S2,,item_Mining_MiningLaser_Greycat_1_S2_Desc,,2,1,Gun,8000,,,,,,
mining_laser_mpuv_arm,item_Mining_MiningLaser_Greycat_Default_S1,,item_Mining_MiningLaser_Greycat_Default_S1_Desc,,1,1,Gun,8000,,,,,,
mining_laser_s0_template,item_Mining_MiningLaser_Greycat_Default_S0,,item_Mining_MiningLaser_Greycat_Default_S0_Desc,,0,1,Gun,8000,,,,,,
mining_laser_s1_template,item_Mining_MiningLaser_Greycat_Default_S1,,item_Mining_MiningLaser_Greycat_Default_S1_Desc,,1,1,Gun,8000,,,,,,
mining_laser_shin_hofstede_s0,item_NameMining_Head_S00_Hofstede_SCItem,item_shortMining_Head_S00_Hofstede_SCItem,item_descMining_Head_S00_Hofstede_SCItem,,0,1,Gun,8000,,,,,,
mining_laser_shin_hofstede_s1,item_Mining_MiningLaser_Shubin_1_S1,,item_Mining_MiningLaser_Shubin_1_S1_Desc,,1,1,Gun,8000,,,,,,
mining_laser_shin_hofstede_s2,item_Mining_MiningLaser_Shubin_1_S2,,item_Mining_MiningLaser_Shubin_1_S2_Desc,,2,1,Gun,8000,,,,,,
mining_laser_shin_klein_s0,item_NameMining_Head_S00_Klein_SCItem,item_shortMining_Head_S00_Klein_SCItem,item_descMining_Head_S00_Klein_SCItem,,0,1,Gun,8000,,,,,,
mining_laser_shin_klein_s1,item_Mining_MiningLaser_Shubin_2_S1,,item_Mining_MiningLaser_Shubin_2_S1_Desc,,1,1,Gun,8000,,,,,,
mining_laser_shin_klein_s2,item_Mining_MiningLaser_Shubin_2_S2,,item_Mining_MiningLaser_Shubin_2_S2_Desc,,2,1,Gun,8000,,,,,,
mining_laser_test,item_Mining_MiningLaser_Thermyte_1_S2,,item_Mining_MiningLaser_Thermyte_1_S2_Desc,,2,1,Gun,8000,,,,,,
mining_laser_test_best,item_Mining_MiningLaser_Thermyte_1_S2,,item_Mining_MiningLaser_Thermyte_1_S2_Desc,,2,1,Gun,8000,,,,,,
mining_laser_thcn_helix_s0,item_NameMining_Head_S00_Helix_SCItem,item_shortMining_Head_S00_Helix_SCItem,item_descMining_Head_S00_Helix_SCItem,,0,1,Gun,8000,,,,,,
mining_laser_thcn_helix_s1,item_Mining_MiningLaser_Thermyte_2_S1,,item_Mining_MiningLaser_Thermyte_2_S1_Desc,,1,1,Gun,8000,,,,,,
mining_laser_thcn_helix_s2,item_Mining_MiningLaser_Thermyte_2_S2,,item_Mining_MiningLaser_Thermyte_2_S2_Desc,,2,1,Gun,8000,,,,,,
mining_laser_thcn_impact_s1,item_Mining_MiningLaser_Thermyte_1_S1,,item_Mining_MiningLaser_Thermyte_1_S1_Desc,,1,1,Gun,8000,,,,,,
mining_laser_thcn_impact_s2,item_Mining_MiningLaser_Thermyte_1_S2,,item_Mining_MiningLaser_Thermyte_1_S2_Desc,,2,1,Gun,8000,,,,,,
bomb_s03_fski_thunderball,item_NameBOMB_S03_FSKI_Thunderball,item_NameBOMB_S03_FSKI_Thunderball_short,item_DescBOMB_S03_FSKI_Thunderball,,3,1,Utility,1000,,,,,,
bomb_s05_fski,item_NameBOMB_S05_FSKI_Stormburst,item_NameBOMB_S05_FSKI_Stormburst_short,item_DescBOMB_S05_FSKI_Stormburst,,5,1,Utility,1000,,,,,,
bomb_s10_fski_colossus,item_NameBOMB_S10_FSKI_Colossus,item_NameBOMB_S10_FSKI_Colossus_short,item_DescBOMB_S10_FSKI_Colossus,,10,1,Utility,1000,,,,,,
gmisl_s01_cs_fski_spark,item_NameGMISL_S01_CS_FSKI_Spark,item_NameGMISL_S01_CS_FSKI_Spark_short,item_DescGMISL_S01_CS_FSKI_Spark,,1,1,GroundVehicleMissile,25,,,,,,
gmisl_s01_em_behr_pioneer,item_NameGMISL_S01_EM_BEHR_Pioneer,item_NameGMISL_S01_EM_BEHR_Pioneer_short,item_DescGMISL_S01_EM_BEHR_Pioneer,,1,1,GroundVehicleMissile,25,,,,,,
gmisl_s01_em_thcn_taskforce,item_NameGMISL_S01_EM_THCN_TaskForce,item_NameGMISL_S01_EM_THCN_TaskForce_short,item_DescGMISL_S01_EM_THCN_TaskForce,,1,1,GroundVehicleMissile,25,,,,,,
gmisl_s01_ir_behr_marksman,item_NameGMISL_S01_IR_BEHR_Marksman,item_NameGMISL_S01_IR_BEHR_Marksman_short,item_DescGMISL_S01_IR_BEHR_Marksman,,1,1,GroundVehicleMissile,25,,,,,,
gmisl_s02_cs_fski_tempest,item_NameGMISL_S02_CS_FSKI_Tempest,item_NameGMISL_S02_CS_FSKI_Tempest_short,item_DescGMISL_S02_CS_FSKI_Tempest,,2,1,GroundVehicleMissile,25,,,,,,
gmisl_s02_cs_thcn_strikeforce,item_NameGMISL_S02_CS_THCN_StrikeForce,item_NameGMISL_S02_CS_THCN_StrikeForce_short,item_DescGMISL_S02_CS_THCN_StrikeForce,,2,1,GroundVehicleMissile,25,,,,,,
gmisl_s02_em_taln_dominator,item_NameGMISL_S02_EM_TALN_Dominator,item_NameGMISL_S02_EM_TALN_Dominator_short,item_DescGMISL_S02_EM_TALN_Dominator,,2,1,GroundVehicleMissile,25,,,,,,
gmisl_s02_ir_fski_ignite,item_NameGMISL_S02_IR_FSKI_Ignite,item_NameGMISL_S02_IR_FSKI_Ignite_short,item_DescGMISL_S02_IR_FSKI_Ignite,,2,1,GroundVehicleMissile,25,,,,,,
gmisl_s03_cs_fski_arrester,item_NameGMISL_S09_CS_TALN_Argos,,item_DescGMISL_S09_CS_TALN_Argos,,3,1,GroundVehicleMissile,1000,,,,,,
gmisl_s03_em_fski_thunderbolt,item_NameGMISL_S03_EM_FSKI_Thunderbolt,item_NameGMISL_S03_EM_FSKI_Thunderbolt_short,item_DescGMISL_S03_EM_FSKI_Thunderbolt,,3,1,GroundVehicleMissile,1000,,,,,,
gmisl_s03_ir_novp_viper,item_NameGMISL_S03_IR_NOVP_Viper,item_NameGMISL_S03_IR_NOVP_Viper_short,item_DescGMISL_S03_IR_NOVP_Viper,,3,1,GroundVehicleMissile,25,,,,,,
gmisl_s04_cs_taln_assailant,item_NameGMISL_S04_CS_TALN_Assailant,item_NameGMISL_S04_CS_TALN_Assailant_short,item_DescGMISL_S04_CS_TALN_Assailant,,4,1,GroundVehicleMissile,25,,,,,,
gmisl_s04_ir_behr_pathfinder,item_NameGMISL_S04_IR_BEHR_Pathfinder,item_NameGMISL_S04_IR_BEHR_Pathfinder_short,item_DescGMISL_S04_IR_BEHR_Pathfinder,,4,1,GroundVehicleMissile,25,,,,,,
gmisl_s05_cs_taln_stalker,item_NameGMISL_S05_CS_TALN_Stalker,item_NameGMISL_S05_CS_TALN_Stalker_short,item_DescGMISL_S05_CS_TALN_Stalker,,5,1,GroundVehicleMissile,50,,,,,,
gmisl_s05_em_taln_reaper,item_NameGMISL_S05_EM_TALN_Reaper,item_NameGMISL_S05_EM_TALN_Reaper_short,item_DescGMISL_S05_EM_TALN_Reaper,,5,1,GroundVehicleMissile,50,,,,,,
gmisl_s05_em_taln_scimitar,item_NameGMISL_S05_EM_TALN_Scimitar,item_NameGMISL_S05_EM_TALN_Scimitar_short,item_DescGMISL_S05_EM_TALN_Scimitar,,5,1,GroundVehicleMissile,50,,,,,,
gmisl_s05_ir_taln_valkyrie,item_NameGMISL_S05_IR_TALN_Valkyrie,item_NameGMISL_S05_IR_TALN_Valkyrie_short,item_DescGMISL_S05_IR_TALN_Valkyrie,,5,1,GroundVehicleMissile,50,,,,,,
gmisl_s07_ir_taln_hellion,item_NameGMISL_S07_IR_TALN_Hellion,item_NameGMISL_S07_IR_TALN_Hellion_short,item_DescGMISL_S07_IR_TALN_Hellion,,7,1,GroundVehicleMissile,200,,,,,,
gmisl_s09_cs_taln_argos,item_NameGMISL_S09_CS_TALN_Argos,item_NameGMISL_S09_CS_TALN_Argos_short,item_DescGMISL_S09_CS_TALN_Argos,,9,1,GroundVehicleMissile,667,,,,,,
gmisl_s09_em_taln_seeker,item_NameGMISL_S09_EM_TALN_Seeker,item_NameGMISL_S09_EM_TALN_Seeker_short,item_DescGMISL_S09_EM_TALN_Seeker,,9,1,GroundVehicleMissile,667,,,,,,
gmisl_s09_ir_taln_typhoon,item_NameGMISL_S09_IR_TALN_Typhoon,item_NameGMISL_S09_IR_TALN_Typhoon_short,item_DescGMISL_S09_IR_TALN_Typhoon,,9,1,GroundVehicleMissile,667,,,,,,
mine_test,item_NameMISL_S09_CS_TALN_Argos,,item_DescMISL_S09_CS_TALN_Argos,,3,1,UNDEFINED,,,,,,,
mine_test_placeable,item_NameMISL_S09_CS_TALN_Argos,,item_DescMISL_S09_CS_TALN_Argos,,3,1,UNDEFINED,,,,,,,
misl_s01_cs_fski_spark,item_NameMISL_S01_CS_FSKI_Spark,item_NameMISL_S01_CS_FSKI_Spark_short,item_DescMISL_S01_CS_FSKI_Spark,,1,1,Missile,25,,,,,,
misl_s01_em_behr_pioneer,item_NameMISL_S01_EM_BEHR_Pioneer,item_NameMISL_S01_EM_BEHR_Pioneer_short,item_DescMISL_S01_EM_BEHR_Pioneer,,1,1,Missile,25,,,,,,
misl_s01_em_thcn_taskforce,item_NameMISL_S01_EM_THCN_TaskForce,item_NameMISL_S01_EM_THCN_TaskForce_short,item_DescMISL_S01_EM_THCN_TaskForce,,1,1,Missile,25,,,,,,
misl_s01_ir_behr_marksman,item_NameMISL_S01_IR_BEHR_Marksman,item_NameMISL_S01_IR_BEHR_Marksman_short,item_DescMISL_S01_IR_BEHR_Marksman,,1,1,Missile,25,,,,,,
misl_s01_ir_vncl_arrow,item_NameMISL_S01_IR_VNCL_Arrow,item_NameMISL_S01_IR_VNCL_Arrow_short,item_DescMISL_S01_IR_VNCL_Arrow,,1,1,Missile,25,,,,,,
misl_s02_cs_fski_tempest,item_NameMISL_S02_CS_FSKI_Tempest,item_NameMISL_S02_CS_FSKI_Tempest_short,item_DescMISL_S02_CS_FSKI_Tempest,,2,1,Missile,25,,,,,,
misl_s02_cs_fski_tempest_citcon,item_NameMISL_S02_CS_FSKI_Tempest,item_NameMISL_S02_CS_FSKI_Tempest_short,item_DescMISL_S02_CS_FSKI_Tempest,,2,1,Missile,25,,,,,,
misl_s02_cs_thcn_strikeforce,item_NameMISL_S02_CS_THCN_StrikeForce,item_NameMISL_S02_CS_THCN_StrikeForce_short,item_DescMISL_S02_CS_THCN_StrikeForce,,2,1,Missile,25,,,,,,
misl_s02_em_taln_dominator,item_NameMISL_S02_EM_TALN_Dominator,item_NameMISL_S02_EM_TALN_Dominator_short,item_DescMISL_S02_EM_TALN_Dominator,,2,1,Missile,25,,,,,,
misl_s02_ir_fski_ignite,item_NameMISL_S02_IR_FSKI_Ignite,item_NameMISL_S02_IR_FSKI_Ignite_short,item_DescMISL_S02_IR_FSKI_Ignite,,2,1,Missile,25,,,,,,
misl_s02_ir_novp_rattler,item_NameMISL_S02_IR_NOVP_Rattler,item_NameMISL_S02_IR_NOVP_Rattler_short,item_DescMISL_S02_IR_NOVP_Rattler,,2,1,Missile,25,,,,,,
misl_s02_ir_vncl_bullet,item_NameMISL_S02_IR_VNCL_Bullet,item_NameMISL_S02_IR_VNCL_Bullet_short,item_DescMISL_S02_IR_VNCL_Bullet,,2,1,Missile,25,,,,,,
misl_s03_cs_fski_arrester,item_NameMISL_S03_CS_FSKI_Arrester,item_NameMISL_S03_CS_FSKI_Arrester_short,item_DescMISL_S03_CS_FSKI_Arrester,,3,1,Missile,25,,,,,,
misl_s03_em_fski_thunderbolt,item_NameMISL_S03_EM_FSKI_Thunderbolt,item_NameMISL_S03_EM_FSKI_Thunderbolt_short,item_DescMISL_S03_EM_FSKI_Thunderbolt,,3,1,Missile,25,,,,,,
misl_s03_ir_novp_viper,item_NameMISL_S03_IR_NOVP_Viper,item_NameMISL_S03_IR_NOVP_Viper_short,item_DescMISL_S03_IR_NOVP_Viper,,3,1,Missile,25,,,,,,
misl_s03_ir_vncl_chaos,item_NameMISL_S03_IR_VNCL_Chaos,item_NameMISL_S03_IR_VNCL_Chaos_short,item_DescMISL_S03_IR_VNCL_Chaos,,3,1,Missile,25,,,,,,
misl_s04_cs_taln_assailant,item_NameMISL_S04_CS_TALN_Assailant,item_NameMISL_S04_CS_TALN_Assailant_short,item_DescMISL_S04_CS_TALN_Assailant,,4,1,Missile,25,,,,,,
misl_s04_em_taln_raptor,item_NameMISL_S04_EM_TALN_Raptor,item_NameMISL_S04_EM_TALN_Raptor_short,item_DescMISL_S04_EM_TALN_Raptor,,4,1,Missile,25,,,,,,
misl_s04_ir_behr_pathfinder,item_NameMISL_S04_IR_BEHR_Pathfinder,item_NameMISL_S04_IR_BEHR_Pathfinder_short,item_DescMISL_S04_IR_BEHR_Pathfinder,,4,1,Missile,25,,,,,,
misl_s04_ir_vncl_dragon,item_NameMISL_S04_IR_VNCL_Dragon,item_NameMISL_S04_IR_VNCL_Dragon_short,item_DescMISL_S04_IR_VNCL_Dragon,,4,1,Missile,25,,,,,,
misl_s05_cs_taln_stalker,item_NameMISL_S05_CS_TALN_Stalker,item_NameMISL_S05_CS_TALN_Stalker_short,item_DescMISL_S05_CS_TALN_Stalker,,5,1,Torpedo,50,,,,,,
misl_s05_em_taln_reaper,item_NameMISL_S05_EM_TALN_Reaper,item_NameMISL_S05_EM_TALN_Reaper_short,item_DescMISL_S05_EM_TALN_Reaper,,5,1,Torpedo,50,,,,,,
misl_s05_em_taln_scimitar,item_NameMISL_S05_EM_TALN_Scimitar,item_NameMISL_S05_EM_TALN_Scimitar_short,item_DescMISL_S05_EM_TALN_Scimitar,,5,1,Missile,50,,,,,,
misl_s05_ir_taln_valkyrie,item_NameMISL_S05_IR_TALN_Valkyrie,item_NameMISL_S05_IR_TALN_Valkyrie_short,item_DescMISL_S05_IR_TALN_Valkyrie,,5,1,Torpedo,50,,,,,,
misl_s07_ir_taln_hellion,item_NameMISL_S07_IR_TALN_Hellion,item_NameMISL_S07_IR_TALN_Hellion_short,item_DescMISL_S07_IR_TALN_Hellion,,7,1,Missile,200,,,,,,
misl_s09_cs_taln_argos,item_NameMISL_S09_CS_TALN_Argos,item_NameMISL_S09_CS_TALN_Argos_short,item_DescMISL_S09_CS_TALN_Argos,,9,1,Torpedo,667,,,,,,
misl_s09_cs_taln_argos_2,item_NameMISL_S09_CS_TALN_Argos_2,item_NameMISL_S09_CS_TALN_Argos_2_Short,item_DescMISL_S09_CS_TALN_Argos_2,,9,1,Torpedo,667,,,,,,
misl_s09_em_taln_seeker,item_NameMISL_S09_EM_TALN_Seeker,item_NameMISL_S09_EM_TALN_Seeker_short,item_DescMISL_S09_EM_TALN_Seeker,,9,1,Torpedo,667,,,,,,
misl_s09_ir_taln_typhoon,item_NameMISL_S09_IR_TALN_Typhoon,item_NameMISL_S09_IR_TALN_Typhoon_short,item_DescMISL_S09_IR_TALN_Typhoon,,9,1,Torpedo,667,,,,,,
misl_s10_cs_behr_executor,item_NameMISL_S10_CS_BEHR_Executor,item_NameMISL_S10_CS_BEHR_Executor_Short,item_DescMISL_S10_CS_BEHR_Executor,,10,1,Torpedo,667,,,,,,
misl_s10_cs_taln_vanquisher,item_NameMISL_S10_CS_TALN_Vanquisher,item_NameMISL_S10_CS_TALN_Vanquisher_Short,item_DescMISL_S10_CS_TALN_Vanquisher,,10,1,Torpedo,667,,,,,,
misl_s10_em_behr_executor,item_NameMISL_S10_EM_BEHR_Executor,item_NameMISL_S10_EM_BEHR_Executor_Short,item_DescMISL_S10_EM_BEHR_Executor,,10,1,Torpedo,667,,,,,,
misl_s10_em_taln_vanquisher,item_NameMISL_S10_EM_TALN_Vanquisher,item_NameMISL_S10_EM_TALN_Vanquisher_Short,item_DescMISL_S10_EM_TALN_Vanquisher,,10,1,Torpedo,667,,,,,,
misl_s10_ir_behr_executor,item_NameMISL_S10_IR_BEHR_Executor,item_NameMISL_S10_IR_BEHR_Executor_Short,item_DescMISL_S10_IR_BEHR_Executor,,10,1,Torpedo,667,,,,,,
misl_s10_ir_behr_torpedo,item_NameMISL_S10_IR_BEHR_Torpedo,item_NameMISL_S10_IR_BEHR_Torpedo_Short,item_DescMISL_S10_IR_BEHR_Torpedo,,10,1,Torpedo,667,,,,,,
misl_s10_ir_taln_vanquisher,item_NameMISL_S10_IR_TALN_Vanquisher,item_NameMISL_S10_IR_TALN_Vanquisher_Short,item_DescMISL_S10_IR_TALN_Vanquisher,,10,1,Torpedo,667,,,,,,
misl_s10_ir_vncl_cleaver,vehicle_NameVNCL_Cleaver,,vehicle_NameVNCL_Cleaver,,10,1,Torpedo,667,,,,,,
misl_s12_cs_behr_executor,item_NameMISL_S12_CS_BEHR_Executor,item_NameMISL_S12_CS_BEHR_Executor_Short,item_DescMISL_S12_CS_BEHR_Executor,,12,1,Torpedo,667,,,,,,
misl_s12_cs_taln_calamity,item_NameMISL_S12_CS_TALN_Calamity,item_NameMISL_S12_CS_TALN_Calamity_Short,item_DescMISL_S12_CS_TALN_Calamity,,12,1,Torpedo,667,,,,,,
misl_s12_em_behr_executor,item_NameMISL_S12_EM_BEHR_Executor,item_NameMISL_S12_EM_BEHR_Executor_Short,item_DescMISL_S12_EM_BEHR_Executor,,12,1,Torpedo,667,,,,,,
misl_s12_em_taln_calamity,item_NameMISL_S12_EM_TALN_Calamity,item_NameMISL_S12_EM_TALN_Calamity_Short,item_DescMISL_S12_EM_TALN_Calamity,,12,1,Torpedo,667,,,,,,
misl_s12_ir_behr_executor,item_NameMISL_S12_IR_BEHR_Executor,item_NameMISL_S12_IR_BEHR_Executor_Short,item_DescMISL_S12_IR_BEHR_Executor,,12,1,Torpedo,667,,,,,,
misl_s12_ir_taln_calamity,item_NameMISL_S12_IR_TALN_Calamity,item_NameMISL_S12_IR_TALN_Calamity_Short,item_DescMISL_S12_IR_TALN_Calamity,,12,1,Torpedo,667,,,,,,
novp_rocket_venom_s1_strike_tl_ir,item_NameNOVP_Rocket_Venom_S1_Strike_TL_IR,,item_DescNOVP_Rocket_Venom_S1_Strike_TL_IR,,0,1,Rocket,1000,,,,,,
mxox_neutroncannon_s1,item_NameMXOX_NeutronCannon_S1,item_NameMXOX_NeutronCannon_S1_short,item_DescMXOX_NeutronCannon_S1,,1,1,Gun,550,,,,,,
mxox_neutroncannon_s2,item_NameMXOX_NeutronCannon_S2,item_NameMXOX_NeutronCannon_S2_short,item_DescMXOX_NeutronCannon_S2,,2,1,Gun,850,,,,,,
mxox_neutroncannon_s3,item_NameMXOX_NeutronCannon_S3,item_NameMXOX_NeutronCannon_S3_short,item_DescMXOX_NeutronCannon_S3,,3,1,Gun,850,,,,,,
mxox_neutronrepeater_s1,item_NameMXOX_NeutronRepeater_S1,item_NameMXOX_NeutronRepeater_S1_short,item_DescMXOX_NeutronRepeater_S1,,1,1,Gun,525,,,,,,
mxox_neutronrepeater_s2,item_NameMXOX_NeutronRepeater_S2,item_NameMXOX_NeutronRepeater_S2_short,item_DescMXOX_NeutronRepeater_S2,,2,1,Gun,850,,,,,,
mxox_neutronrepeater_s3,item_NameMXOX_NeutronRepeater_S3,item_NameMXOX_NeutronRepeater_S3_short,item_DescMXOX_NeutronRepeater_S3,,3,1,Gun,1024,,,,,,
none_laserrepeater_s1,item_NameHRST_Pyro_LaserRepeater_S1,item_NameHRST_Pyro_LaserRepeater_S1_short,item_DescHRST_Pyro_LaserRepeater_S1,,1,1,Gun,524,,,,,,
none_laserrepeater_s2,item_NameHRST_Pyro_LaserRepeater_S2,item_NameHRST_Pyro_LaserRepeater_S2_short,item_DescHRST_Pyro_LaserRepeater_S2,,2,1,Gun,850,,,,,,
none_laserrepeater_s3,item_NameHRST_Pyro_LaserRepeater_S3,item_NameHRST_Pyro_LaserRepeater_S3_short,item_DescHRST_Pyro_LaserRepeater_S3,,3,1,Gun,1024,,,,,,
asad_distortionrepeater_barrel_s1,LOC_PLACEHOLDER,,,,1,1,Barrel,,,,,,,
asad_distortionrepeater_barrel_s2,LOC_PLACEHOLDER,,,,1,1,Barrel,,,,,,,
asad_distortionrepeater_barrel_s3,LOC_PLACEHOLDER,,,,1,1,Barrel,,,,,,,
asad_distortionrepeater_firingmechanism_s1,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,,,,,,
asad_distortionrepeater_firingmechanism_s2,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,,,,,,
asad_distortionrepeater_firingmechanism_s3,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,,,,,,
asad_distortionrepeater_powerarray_s1,LOC_PLACEHOLDER,,,,1,1,PowerArray,,,,,,,
asad_distortionrepeater_powerarray_s2,LOC_PLACEHOLDER,,,,1,1,PowerArray,,,,,,,
asad_distortionrepeater_powerarray_s3,LOC_PLACEHOLDER,,,,1,1,PowerArray,,,,,,,
asad_distortionrepeater_ventilation_s1,LOC_PLACEHOLDER,,,,1,1,Ventilation,,,,,,,
asad_distortionrepeater_ventilation_s2,LOC_PLACEHOLDER,,,,1,1,Ventilation,,,,,,,
asad_distortionrepeater_ventilation_s3,LOC_PLACEHOLDER,,,,1,1,Ventilation,,,,,,,
banu_tachyoncannon_barrel_s1,LOC_PLACEHOLDER,,,,1,1,Barrel,,,,,,,
banu_tachyoncannon_barrel_s2,LOC_PLACEHOLDER,,,,2,1,Barrel,,,,,,,
banu_tachyoncannon_barrel_s3,LOC_PLACEHOLDER,,,,3,1,Barrel,,,,,,,
banu_tachyoncannon_firingmechanism_s1,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,,,,,,
banu_tachyoncannon_firingmechanism_s2,LOC_PLACEHOLDER,,,,2,1,FiringMechanism,,,,,,,
banu_tachyoncannon_firingmechanism_s3,LOC_PLACEHOLDER,,,,3,1,FiringMechanism,,,,,,,
banu_tachyoncannon_powerarray_s1,LOC_PLACEHOLDER,,,,3,3,PowerArray,,,,,,,
banu_tachyoncannon_powerarray_s2,LOC_PLACEHOLDER,,,,2,3,PowerArray,,,,,,,
banu_tachyoncannon_powerarray_s3,LOC_PLACEHOLDER,,,,3,3,PowerArray,,,,,,,
banu_tachyoncannon_ventilation_s1,LOC_PLACEHOLDER,,,,1,1,Ventilation,,,,,,,
banu_tachyoncannon_ventilation_s2,LOC_PLACEHOLDER,,,,2,1,Ventilation,,,,,,,
banu_tachyoncannon_ventilation_s3,LOC_PLACEHOLDER,,,,3,1,Ventilation,,,,,,,
behr_ballisticgatling_barrel_s4,LOC_PLACEHOLDER,,,,4,1,Barrel,,,,,,,
behr_ballisticgatling_barrel_s5,LOC_PLACEHOLDER,,,,5,1,Barrel,,,,,,,
behr_ballisticgatling_barrel_s6,LOC_PLACEHOLDER,,,,6,1,Barrel,,,,,,,
behr_ballisticgatling_barrel_s7,LOC_PLACEHOLDER,,,,7,1,Barrel,1,,,,,,
behr_ballisticgatling_firingmechanism_s4,LOC_PLACEHOLDER,,,,4,1,FiringMechanism,,,,,,,
behr_ballisticgatling_firingmechanism_s5,LOC_PLACEHOLDER,,,,5,1,FiringMechanism,,,,,,,
behr_ballisticgatling_firingmechanism_s6,LOC_PLACEHOLDER,,,,6,1,FiringMechanism,,,,,,,
behr_ballisticgatling_firingmechanism_s7,LOC_PLACEHOLDER,,,,7,1,FiringMechanism,1,,,,,,
behr_ballisticgatling_powerarray_s4,LOC_PLACEHOLDER,,,,4,1,PowerArray,,,,,,,
behr_ballisticgatling_powerarray_s5,LOC_PLACEHOLDER,,,,5,1,PowerArray,,,,,,,
behr_ballisticgatling_powerarray_s6,LOC_PLACEHOLDER,,,,6,1,PowerArray,,,,,,,
behr_ballisticgatling_powerarray_s7,LOC_PLACEHOLDER,,,,7,1,PowerArray,1,,,,,,
behr_ballisticgatling_ventilation_s4,LOC_PLACEHOLDER,,,,4,1,Ventilation,,,,,,,
behr_ballisticgatling_ventilation_s5,LOC_PLACEHOLDER,,,,5,1,Ventilation,,,,,,,
behr_ballisticgatling_ventilation_s6,LOC_PLACEHOLDER,,,,6,1,Ventilation,,,,,,,
behr_ballisticgatling_ventilation_s7,LOC_PLACEHOLDER,,,,7,1,Ventilation,1,,,,,,
behr_ballisticrepeater_barrel_s1,LOC_PLACEHOLDER,,,,1,1,Barrel,,,,,,,
behr_ballisticrepeater_barrel_s2,LOC_PLACEHOLDER,,,,1,1,Barrel,,,,,,,
behr_ballisticrepeater_barrel_s3,LOC_PLACEHOLDER,,,,1,1,Barrel,,,,,,,
behr_ballisticrepeater_firingmechanism_s1,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,,,,,,
behr_ballisticrepeater_firingmechanism_s2,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,,,,,,
behr_ballisticrepeater_firingmechanism_s3,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,,,,,,
behr_ballisticrepeater_powerarray_s1,LOC_PLACEHOLDER,,,,1,1,PowerArray,,,,,,,
behr_ballisticrepeater_powerarray_s2,LOC_PLACEHOLDER,,,,1,1,PowerArray,,,,,,,
