Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Type,Ammo Quantity,Ammo Speed,Ammo Lifetime,Signature IR,Signature CS,Signature EM
rsi_polaris_cml_noise,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_salvation_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_salvation_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_scorpius_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_scorpius_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_zeus_cml_decoy,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_zeus_cml_noise,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
tmbl_nova_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
tmbl_nova_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
tmbl_storm_cml_decoy_small,item_NameJOKR_Defcon_CML_Flare,hud_countermeasure_decoy,item_DescJOKR_Defcon_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
tmbl_storm_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
vncl_blade_cml_chaff,item_NameVNCL_CML_Chaff,hud_countermeasure_smokescreen,item_DescVNCL_CML_Chaff,,2,1,CountermeasureLauncher,1000,,,,,,,
vncl_blade_cml_flare,item_NameVNCL_CML_Flare,hud_countermeasure_decoy,item_DescVNCL_CML_Flare,,2,1,CountermeasureLauncher,1000,,,,,,,
vncl_cml_chaff,item_NameVNCL_CML_Chaff,hud_countermeasure_smokescreen,item_DescVNCL_CML_Chaff,,2,1,CountermeasureLauncher,1000,,,,,,,
vncl_cml_flare,item_NameVNCL_CML_Flare,hud_countermeasure_decoy,item_DescVNCL_CML_Flare,,2,1,CountermeasureLauncher,1000,,,,,,,
vncl_stinger_cml_chaff,item_NameVNCL_CML_Chaff,hud_countermeasure_smokescreen,item_DescVNCL_CML_Chaff,,2,1,CountermeasureLauncher,1000,,,,,,,
vncl_stinger_cml_flare,item_NameVNCL_CML_Flare,hud_countermeasure_decoy,item_DescVNCL_CML_Flare,,2,1,CountermeasureLauncher,1000,,,,,,,
xian_nox_cml_chaff,LOC_PLACEHOLDER,hud_countermeasure_smokescreen,LOC_PLACEHOLDER,,1,1,CountermeasureLauncher,1000,,,,,,,
xian_nox_cml_flare,LOC_PLACEHOLDER,hud_countermeasure_decoy,LOC_PLACEHOLDER,,1,1,CountermeasureLauncher,1000,,,,,,,
xian_scout_cml_chaff,LOC_PLACEHOLDER,hud_countermeasure_smokescreen,LOC_PLACEHOLDER,,1,1,CountermeasureLauncher,1000,,,,,,,
xian_scout_cml_flare,LOC_PLACEHOLDER,hud_countermeasure_decoy,LOC_PLACEHOLDER,,1,1,CountermeasureLauncher,1000,,,,,,,
xnaa_santokyai_cml_chaff,LOC_PLACEHOLDER,hud_countermeasure_smokescreen,LOC_PLACEHOLDER,,1,1,CountermeasureLauncher,1000,,,,,,,
xnaa_santokyai_cml_flare,LOC_PLACEHOLDER,hud_countermeasure_decoy,LOC_PLACEHOLDER,,1,1,CountermeasureLauncher,1000,,,,,,,
