description_key,mema_uec,rate_p50,dur_avg,avg_diff,avg_sat,runs
@HaulCargo_AtoB_desc,184200,2.4,25,1,7,1
@HaulCargo_AtoB_desc,115000,2,30,1,7,1
@HaulCargo_AtoB_desc,126000,2.4,25,1,7,1
@Covalex_HaulCargo_SingleToMulti_RefinedOre,70000,1.33333333333333,45,1,7,1
@DeadSaints_HaulCargo_MultiToSingle_desc_Drugs_Danger,493846,0.923076923076923,61.3,,,3
@Adagio_Industrial_Component_Salvage_Stanton_H_Desc_001,922895,1.57894736842105,38,,,1
@HaulCargo_AtoB_desc,67667,1.33333333333333,45,,,1
@shubin_rockcracker_pvp_desc_01,,0.155844155844156,77,,,1
@RAIN_collectresources_multiple_GEN_desc_01,102049,0.983606557377049,61,,,1
@BHG_ShipWaveAttack_DrawOutBoss_S_Desc_001,8965000,20,3,,,1
@HaulCargo_AtoB_desc,148750,2.5,24,,,1
@shubin_rockcracker_pvp_desc_01,,0.197368421052632,76,,,1
@headhunters_defendship_MRT_PA_desc_001,1233750,15,4,3,,1
@shubin_rockcracker_solo_desc_01,,0.5,94.6,4.3,6.7,11
@headhunters_killship_gen_vlrt_desc_001,648750,15,4.6,1,2,9
@GFS_ShipWaveAttack_Mission02_Desc,396000,11,5.3,,,4
@eckhart_defendship_LRT_desc_001,531429,8.57142857142857,7.2,2,,5
@headhunters_killship_gen_lrt_desc_001,596571,10.2857142857143,6,,,4
@HeadHunters_DefendEntitesAndEscort_E_Desc,423462,4.61538461538461,13,,,1
@Vaughn_EliminateSpecific_FPS_Rockcracker_Warehouse_desc_001,122368,3.15789473684211,19,3,5,1
@searchbodyspace_desc_intro,141000,12,5,,,1
@EckhartSecurity_EliminateAll_DC_Desc_001,248571,4.28571428571429,14,,,1
@HaulCargo_AtoB_desc,108621,2.06896551724138,29,,,1
@Headhunters_SecurityPatrol_VE_Desc_001,84375,2.5,24,1,3,1
@HeadHunters_ShipAmbush_H_desc_001,1023000,12,5,3,5,1
@HeadHunters_ShipAmbush_H_desc_001,745938,8.75,7,4,4,2
@Foxwell_DefendEntitesAndEscort_H_Desc,224333,0.666666666666667,15,7,1,1
@LingFamily_RecoverCargo_Easy_Description,80455,2.72727272727273,22,2,3,1
@LingFamily_RecoverCargo_Medium_Description,158571,2.85714285714286,21,1,4,1
@HeadHunters_DefendEntitesAndEscort_VE_Desc,367500,6,11.4,1.2,1.1,19
@headhunters_killship_gen_mrt_desc_001,304167,3.33333333333333,18,,,1
@headhunters_eliminateall_outpost_desc_01,303415,6.16071428571429,11.5,2,3.5,2
@headhunters_eliminateall_outpost_desc_01,236000,5.33333333333333,12,3,5,2
@blackbox_recover_desc_VE_001,184091,5.45454545454545,11.7,1.3,6,3
@Foxwell_EliminateAll_PAF_M_desc_001,231429,6.42857142857143,10.5,2.5,4,2
@Shubin_Industrial_ShipMining_Stanton_M_Solar_Desc_001,285129,6.03448275862069,41.8,,,4
@FTL_Courier_Stanton_Medium_Desc_001,118696,2.60869565217391,23,1,5,2
@Headhunters_eliminateall_caves_desc_01,266000,6.33333333333333,10.5,3,5.5,4
@Shubin_Industrial_ShipMining_Pyro_M_Solar_Desc_001,115909,2.72727272727273,22,,,2
@SalvageContractor_Description,,2.06896551724138,28,1,7,3
@cfp_hauling_intro_desc_001,172125,3.375,18,2,3,2
@headhunters_sabotage_generators_VE_desc_001,303269,7.30769230769231,9.5,1,1,2
@Foxwell_Mercenary_Rehire_desc_001,168333,3.33333333333333,20.4,2.5,4.5,7
@SalvageContractor_Description,,1.6060398078243,47.5,2,6,4
@Intersec_TSG_Assist_Solo_Desc_001,294000,6,12.2,3.6,4.3,33
@HaulCargo_SingleToMulti_desc,234536,2.35714285714286,27.5,3,7,2
@HeadHunters_ShipAmbush_M_desc_001,246818,5.45454545454545,11,2,4,2
@HeadHunters_RecoverCargo_VeryEasy_Description,115000,5,12,1,4,1
@HaulCargo_AtoB_desc,157500,3,20,,,3
@Foxwell_ShipAmbush_S_desc_001,171000,0.75,10,,,1
@TheCollector_Conversion_Favors_Desc_2,,10,6,,,1
@HaulCargo_SingleToMulti_desc,82603,0.821917808219178,68.6,1,7,7
@Foxwell_DefendLocation_S_Desc_001,3534167,3.33333333333333,18,,,1
@Foxwell_DefendDestructibleEntites_VE_Desc_001,206250,7.5,8.7,2,6,3
@Shubin_Industrial_ShipMining_Stanton_VH_Secondary_Desc_001,1438412,7.76470588235294,11,,,2
@Hockrow_FacilityDelve_P2M1_desc,108261,2.60869565217391,25.2,2,3,5
@HaulCargo_AtoB_desc,71137,0.559033989266547,82,,,2
@Shubin_Industrial_ShipMining_Pyro_M_Solar_Desc_001,85286,1.71428571428571,35.3,,,4
@headhunters_killship_gen_mrt_desc_001,958125,10.5,7,,,2
@LingFamily_RecoverCargo_Easy_Description,35400,1.2,50,2,,1
@LingFamily_RecoverCargo_VeryEasy_Description,15000,0.923076923076923,65,1,,1
@cfp_sabotage_generators_M_desc_001,206667,3.33333333333333,18,2,5,1
@cfp_sabotage_VH_desc_001,651000,4,15,4,6,1
@bhg_bounty_desc_gen_001,152292,7.08333333333333,9,,,4
@Hockrow_FacilityDelve_P1M1_desc,29976,1.39423076923077,36.8,1.5,3,4
@vaughn_assassination_VE_desc_rehire,219375,7.5,7.8,1.3,4.5,6
@Eckhart_EscortShips_VE_desc,106579,3.15789473684211,18.5,1.3,1.8,20
@Shubin_Industrial_ShipMining_Stanton_M_Solar_Desc_001,355714,8.57142857142857,9.6,,,5
@HaulCargo_AtoB_desc,161471,3.52941176470588,17,1,,1
@RedWind_HaulCargo_AToB_desc_ToPyro_Danger,151179,0.416470588235294,147.5,4,4,2
@eckhart_defendship_LRT_SB_desc_001,338182,5.45454545454545,11,3,4,1
@LingFamily_HaulCargo_MultiToSingle_desc_CFPAmenities,400350,0.840188014101058,67,2,5.3,4
@HaulCargo_AtoB_desc,113906,1.875,32,4,4,6
@cfp_EliminateSpecific_Generic_E_desc_001,263571,4.28571428571429,14,,,1
@HaulCargo_AtoB_desc,101500,2,30,,,1
@bhg_bounty_desc_ShatteredBlade_001,332500,10,6,,,2
@EckhartSecurity_RecoverCargo_VeryEasy_Description,86250,3.75,16,2,4,1
@Foxwell_EliminateSpecific_desc_001,296538,4.61538461538461,11.6,1.4,6,8
@LingFamily_RecoverCargo_VeryEasy_Description,81250,5,12,,,1
@GFS_ShipWaveAttack_Mission04_Desc,1196250,15,4.2,1.8,5.8,34
@HaulCargo_MultiToSingle_desc,115714,1.71428571428571,35,1,,1
@HaulCargo_AtoB_desc,106607,2.14285714285714,28,1,,1
@Covalex_HaulCargo_SingleToMulti_Processed_Stims,109459,1.62162162162162,37,1,,1
@Covalex_HaulCargo_SingleToMulti_Processed_Stims,70000,1.66666666666667,36,1,,1
@HaulCargo_AtoB_desc,52125,1.5,36.3,1,,3
@bhg_bounty_desc_ShatteredBlade_001,61607,5.47619047619048,11.5,2,3.5,2
@BHG_ShipWaveAttack_DrawOutBoss_H_Desc_001,624286,2.85714285714286,21,5,6,1
@HaulCargo_AtoB_desc,57134,1.64414414414414,36.5,1,,2
@BHG_Certification_Easy_Desc,437250,11,5.3,1,2,4
@bhg_bounty_desc_gen_001,160714,14.2857142857143,5,1.2,1,16
@cfp_sabotage_generators_VE_desc_001,152000,4,15,3,5,1
@vaughn_assassination_description_M,930000,20,3,1,1,1
@searchbodyspace_desc_VE,178500,7.28571428571429,8.5,1,2,2
@CFP_RecoverCargo_Medium_Description,246000,4,15,2,5,1
@Foxwell_DefendEntitesAndEscort_VE_Desc,408333,6.66666666666667,11.1,2,3.7,19
@HaulCargo_AtoB_desc,585000,3.52941176470588,17,,,1
@vaughn_assassination_VE_desc_intro,390000,15,4,1,1,1
@BHG_ShipWaveAttack_DrawOutBoss_S_Desc_001,203222,0.444444444444444,45,6,5,1
@Covalex_HaulCargo_SingleToMulti_desc_RefinedOre_Mixed,132857,1.71428571428571,35,3,,1
@Adagio_Industrial_Salvage_Universal_E_Desc_002,43897,0.882352941176471,68,,,2
@cfp_maintenance_E_desc_001,165429,1.71428571428571,35,1,3,1
@TheCollector_Ships_Drake_Golem_Dec,,30,2,,,1
@CFP_SabotageRelays_XT_001_Desc,47010,0.618556701030928,97,,,1
@Foxwell_DefendLocation_H_Desc_001,1615000,4,15,3,5,1
@CFP_ShipWaveAttack_ClearHostiles_Desc_VE_001,159000,4,15.3,2.7,4,3
@cfp_defendship_VLRT_desc_001,316190,7.61904761904762,10,2,3.8,8
@RedWind_HaulCargo_SingleToMulti_desc_01,587045,2.72727272727273,22,,,1
@Covalex_RecoverCargo_Hard_Description,271000,4,15,,,2
@Intersec_ShipWaveAttack_DrawOutBoss_VH_Desc_001,884991,2.77644230769231,22.5,,,2
@cfp_bombingrun_E_desc_001,477214,7.28571428571429,9.2,1.8,4.7,6
@Foxwell_ShipAmbush_H_desc_001,1023000,12,4.7,2,4.3,6
@HaulCargo_AtoB_desc,283973,1.73949579831933,34.5,2,,2
@Shubin_Industrial_ShipMining_Nyx_M_Solar_Desc_001,289500,6,16,1,1,3
@BHG_Certification_VeryEasy_Desc,295238,7.61904761904762,7.9,1.3,1.7,16
@bhg_bounty_desc_ASD_Research_001,322393,7.28571428571429,8.2,2.3,4,6
@RedWind_HaulCargo_AToB_desc_01,475971,1.57998683344305,41.8,,,4
@RedWind_HaulCargo_AToB_desc_01,447857,4.28571428571429,14,,,1
@RedWind_HaulCargo_AToB_waste_desc_01,348333,3.33333333333333,18,,,1
@CFP_ShipWaveAttack_ClearHostiles_Desc_VE_001,274318,7.72727272727273,8.5,1,4,2
@RedWind_HaulCargo_AToB_desc_01,447857,4.28571428571429,14,,,1
@RedWind_HaulCargo_AToB_desc_01,447857,4.28571428571429,14,,,1
@RedWind_HaulCargo_AToB_desc_01,418000,4,15,,,1
@RedWind_HaulCargo_AToB_desc_01,411627,1.3663967611336,42.3,,,4
@Foxwell_DefendDestructibleEntites_VE_Desc_001,283214,9.28571428571428,7.8,1,5,4
@DeadSaints_HaulCargo_AToB_desc_Cryopods_Danger,386000,1,126.7,2,6,3
@BHG_Certification_Medium_Desc,1020000,20,3,,,1
@headhunters_eliminateall_base_Generic_E_desc_001,180000,4.28571428571429,13.2,1.7,2.6,59
@cfp_defendship_VLRT_desc_001,311250,7.5,9.5,2.3,3.3,11
@BHG_ShipWaveAttack_DrawOutBoss_VH_Desc_001,1267534,4.07239819004525,15,4,6,4
@Headhunters_DefendDestructibleEntites_E_Desc_001,199063,5.41666666666667,8.5,1,4,2
@GFS_ShipWaveAttack_Mission08_Desc,599571,1.71428571428571,37.4,,,5
@UWC_Refueling_moderate_desc_001,184286,1.71428571428571,32.1,,6,57
@spacecollect_cargo_desc_VE_01,101250,3,20,,,1
@FTL_Courier_Stanton_Easy_Desc_001,159643,4.28571428571429,25.9,1,5,33
@Foxwell_DefendEntitesAndEscort_E_Desc,611667,6.66666666666667,11,3.2,4.8,7
@Intersec_DefendShip_Desc_Easy_001,655000,6.66666666666667,12.5,2.6,3.9,21
@HeadHunters_DefendEntitesAndEscort_VE_Desc,170139,2.77777777777778,23.8,1.9,2.2,20
@Covalex_HaulCargo_AtoB_desc_FromLevski,286974,1.57894736842105,38,,,1
@searchbodyspace_desc_VE,129000,6,10,,,1
@Foxwell_DefendEntitesAndEscort_H_Desc,336500,1,12,6,5,1
@Hockrow_FacilityDelve_P2M3_Repeat_desc,303417,3.66666666666667,23.1,2.1,3.9,18
@Foxwell_DefendEntitesAndEscort_H_Desc,448667,1.33333333333333,15,4,5,1
@HaulCargo_AtoB_desc,14167,0.238095238095238,126,,,1
@Foxwell_DefendEntitesAndEscort_VE_Desc,334091,5.45454545454545,19.3,3,,19
@Covalex_HaulCargo_AtoB_desc_FromLevski,323289,1.57894736842105,35.3,,,3
@Covalex_HaulCargo_AtoB_desc_ToRuinStation,2198571,8.57142857142857,17,7,,3
@Covalex_HaulCargo_AtoB_desc_ToLevski,594474,3.15789473684211,34,1,6,3
@Foxwell_DefendEntitesAndEscort_E_Desc,500455,5.45454545454545,11,3,,2
@HaulCargo_MultiToSingle_desc,105000,0.769230769230769,78,,,4
@Foxwell_DefendDestructibleEntites_E_Desc_001,280000,7.61904761904762,9.5,1,6,8
@Headhunters_DefendDestructibleEntites_VE_Desc_001,166364,5.45454545454545,11,2,4,1
@vaughn_assassination_description_VH,1140000,12,5,2,6,1
@Covalex_HaulCargo_AToB_Intro_desc,215357,4.28571428571429,14,1,,1
@Kaboos_Intro_Description,489264,0.356996726677578,78.4,4.3,4.5,8
@UWC_Refueling_high_desc_001,992500,5,6,,,2
@LingFamily_RecoverCargo_Easy_Description,196500,6,10,,,1
@HeadHunters_DefendEntitesAndEscort_VE_Desc,367500,6,11.4,1.6,2.5,15
@Intersec_TSG_Group_Desc_001,2539632,0.882352941176471,73.6,6.2,5.9,39
@RedWind_HaulCargo_MultiToSingle_desc_01,733822,0.984665052461663,61,,,2
@Foxwell_EliminateSpecific_NonHostiles_desc_001,426000,6,11.8,1.6,5.8,14
@Kaboos_Mission_Description,1442632,1.05263157894737,77.4,3.7,3.5,23
@RedWind_HaulCargo_MultiToSingle_desc_01,1242083,1.66666666666667,36.7,,,3
@RedWind_HaulCargo_MultiToSingle_desc_01,1278000,2.4,25,,,1
@Headhunters_DefendLocation_H_Desc_001,1345833,3.33333333333333,18,,,1
@Hockrow_FacilityDelve_P2M2_Repeat_desc,124000,2,29.9,4,3.7,13
@Eckhart_ShipAmbush_VE_desc,157500,6,12.5,1.4,3.4,32
@headhunters_HaulCargo_RegionLink_desc_001,363261,2.60869565217391,23,,,1
@HeadHunters_ShipAmbush_M_desc_001,495000,10,6,2,7,1
@searchbodyspace_desc_M,223750,5,13.3,,,3
@vaughn_assassination_description_E,441000,12,5.7,2,3,3
@Covalex_HaulCargo_SingleToMulti_RefinedOre,523333,1.66666666666667,36,,,1
@vaughn_assassination_description_VE,195000,6.66666666666667,10.7,1.7,3,3
@Headhunters_SecurityPatrol_E_Desc_001,154688,2.75,27.5,2,4,2
@Headhunters_DefendDestructibleEntites_E_Desc_001,275625,7.5,8,4,5,1
@Adagio_Industrial_Salvage_Universal_E_Desc_001,246250,5,11.3,1,4.5,7
@Eckhart_EscortShips_M_desc,795000,4,14.8,1.6,1.4,8
@TheCollector_Recipes_Desc_HeavyUtil,,1.25,48,,,1
@Eckhart_EscortShips_H_desc,1211250,3,77.4,4,5,5
@Headhunters_DefendDestructibleEntites_E_Desc_001,275625,7.5,8,,,1
@HeadHunters_DefendEntitesAndEscort_E_Desc,458750,5,14,1,2,3
@HeadHunters_ShipAmbush_M_desc_001,395938,8.75,7,2,4,2
@searchbodyspace_desc_E,235714,8.57142857142857,7,1,2,1
@vaughn_assassination_description_M,234126,5.03496503496504,12,2,3,2
@searchbodyspace_desc_M,223750,5,12,1,2,1
@shubin_rockcracker_pvp_desc_01,,0.0833333333333333,240,,,1
@GFS_ShipWaveAttack_Mission05_Desc,1389000,12,5.5,2.4,5,37
@Covalex_HaulCargo_AtoB_desc_FromLevski,423125,2.5,27.7,3,7,3
@headhunters_killship_asteroid_rank0_desc_001,435000,12,7.5,1,4,11
@Intersec_TSG_BombRun_Solo_Desc_001,336429,8.57142857142857,10.5,3.1,5,85
@HeadHunters_DefendEntitesAndEscort_H_Desc,438913,1.30434782608696,23,7,,1
@vaughn_assassination_FPS_UGF_illegal_desc_001,423333,6.66666666666667,12.7,1.8,5.3,14
@Hockrow_FacilityDelve_P2M3_desc,110643,1.33707865168539,44.5,1,5,4
@headhunters_defendship_LRT_PA_desc_001,310000,5,12,,,1
@headhunters_defend_xt_desc_001,27578,0.372670807453416,161,,,2
@Intersec_KillShip_Vanduul_Desc_VeryHard_001,1123977,5.72727272727273,10.2,2,3.3,12
@Shubin_Industrial_ShipMining_Stanton_M_Solar_Desc_001,2227500,30,2,,,23
@HaulCargo_AtoB_desc,275455,5.45454545454545,11,,,1
@DeadSaints_HaulCargo_SingleToMulti_desc_Stormwal_Danger_Timed,540849,1.13207547169811,53,,,1
@Foxwell_ShipWaveAttack_ClearHostiles_Desc_VE_001,355000,10,7.8,1.3,4.8,38
@GFS_ShipWaveAttack_Mission06_Desc,2568750,15,4.4,1.6,6.2,54
@Shubin_Industrial_ShipMining_Nyx_H_Secondary_Desc_001,2805000,30,9,,,4
@bhg_bounty_desc_FPS_intro,76339,8.03571428571428,8.1,1.2,3.5,10
@bhg_bounty_desc_gen_001,322500,15,4.7,1.5,4.3,10
@Foxwell_SecurityPatrol_H_Desc_001,612000,4,15,5,3,1
@RedWind_HaulCargo_AToB_desc_FromPyro_Danger,665870,1.30434782608696,46,,,50
@cfp_defend-criminals_desc_001,103333,1.33333333333333,45,4,3,1
@Foxwell_ShipAmbush_E_desc_001,510000,15,15.3,1.8,3,8
@eckhart_defendship_MRT_desc_001,705000,8.57142857142857,7.7,2,4,3
@Foxwell_bombingrun_H_desc_001,244615,4.61538461538461,13,1,3,1
@headhunters_killship_gen_mrt_desc_001,1003750,11,25.8,1,7,4
@Foxwell_ShipAmbush_VE_desc_001,192857,8.57142857142857,9.7,1.5,4.5,33
@Foxwell_bombingrun_VE_desc_001,84926,3.43137254901961,17.4,2.2,4.2,12
@cfp_HaulCargo_RegionLink_desc_001,557000,4,15,,,1
@Foxwell_HaulCargo_AToB_OLP_desc_01,1867500,6,10,,,1
@headhunters_EliminateSpecific_XenoThreat_VH_desc_001,3090000,15,4,1,7,3
@headhunters_killship_gen_hrt_desc_001,843333,6.66666666666667,9,,,1
@headhunters_killship_gen_mrt_desc_001,2737500,30,2,1,7,1
@Covalex_HaulCargo_AtoB_desc_FromLevski,205179,1.07142857142857,56,,,1
@headhunters_killship_asteroid_rank1_desc_001,288333,6.66666666666667,10,3,4,4
@bhg_bounty_desc_gen_001,332500,10,9.2,,,5
@bitzeros_shipheist_M_desc_001,,6.66666666666667,9,1,3,1
@SalvageContractor_Difficulty_Hard,,5.72727272727273,10.6,,,8
@SalvageContractor_Description,,2.72727272727273,22,,,1
@Covalex_HaulCargo_SingleToMulti_Processed_Mixed_QTFuelHydroFuelShipAmmo,1393929,4.28571428571429,14,1,2,1
@bhg_bounty_desc_Rockcracker_Zone1_001,95164,0.983606557377049,61,,,3
@vaughn_assassination_description_E,367500,10,6,2,3,1
@spacecollect_cargo_desc_VE_01,31500,0.857142857142857,70,,,1
@roughready_delivery_station_desc_001,120000,15,4,1,1,1
@blackbox_recover_desc_VE_001,20045,0.545454545454545,110,,,1
@InterSec_SecurityPatrol_H_Desc_001,381000,2.4,26,4.3,4.4,44
@roughready_salvage_M_desc_001,,1.66666666666667,36,,,1
@UWC_Refueling_multiple_med_desc_001,6020833,3.33333333333333,27.4,1.9,5.7,29
@Intersec_KillShip_Desc_Hard_001,721071,4.28571428571429,14.6,2.9,4.6,45
