Entity Class,Variant Family,Rarity,Element Token,Scan Signature,Record GUID,Record Path
MineableRock_SurfaceCommon_Tin,surface,common,Tin,4195,a70d6cb4-102f-410c-888d-83e2e4855333,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_tin.xml
MineableRock_SurfaceEpic_Lindinium,surface,epic,Lindinium,3400,32346573-05d4-4ce0-82b4-ac186c3f89dc,libs/foundry/records/entities/mineable/mineablerock_surfaceepic_lindinium.xml
MineableRock_SurfaceEpic_Lindinium,surface,epic,Lindinium,3400,32346573-05d4-4ce0-82b4-ac186c3f89dc,libs/foundry/records/entities/mineable/mineablerock_surfaceepic_lindinium.xml
MineableRock_SurfaceEpic_Ouratite,surface,epic,Ouratite,3370,e1839c91-51f6-4a73-9f65-1ffbc305aba1,libs/foundry/records/entities/mineable/mineablerock_surfaceepic_ouratite.xml
MineableRock_SurfaceEpic_Ouratite,surface,epic,Ouratite,3370,e1839c91-51f6-4a73-9f65-1ffbc305aba1,libs/foundry/records/entities/mineable/mineablerock_surfaceepic_ouratite.xml
MineableRock_SurfaceEpic_Riccite,surface,epic,Riccite,3385,369382cf-8255-46b9-8ce1-c879f0030400,libs/foundry/records/entities/mineable/mineablerock_surfaceepic_riccite.xml
MineableRock_SurfaceEpic_Riccite,surface,epic,Riccite,3385,369382cf-8255-46b9-8ce1-c879f0030400,libs/foundry/records/entities/mineable/mineablerock_surfaceepic_riccite.xml
MineableRock_SurfaceEpic_TEMPLATE,surface,epic,TEMPLATE,4000,1ce228d1-25fc-41d2-9259-ac62271f103e,libs/foundry/records/entities/mineable/mineablerock_surfaceepic_template.xml
MineableRock_SurfaceEpic_TEMPLATE,surface,epic,TEMPLATE,4000,1ce228d1-25fc-41d2-9259-ac62271f103e,libs/foundry/records/entities/mineable/mineablerock_surfaceepic_template.xml
MineableRock_SurfaceLegendary_Quantainium,surface,legendary,Quantainium,3170,c8a3ce5c-9145-4a55-a58f-a8b8b2b8e348,libs/foundry/records/entities/mineable/mineablerock_surfacelegendary_quantainium.xml
MineableRock_SurfaceLegendary_Quantainium,surface,legendary,Quantainium,3170,c8a3ce5c-9145-4a55-a58f-a8b8b2b8e348,libs/foundry/records/entities/mineable/mineablerock_surfacelegendary_quantainium.xml
MineableRock_SurfaceLegendary_Savrilium,surface,legendary,Savrilium,3200,c2ba07e5-fb84-4591-8ff2-d026b3f1e9da,libs/foundry/records/entities/mineable/mineablerock_surfacelegendary_savrilium.xml
MineableRock_SurfaceLegendary_Savrilium,surface,legendary,Savrilium,3200,c2ba07e5-fb84-4591-8ff2-d026b3f1e9da,libs/foundry/records/entities/mineable/mineablerock_surfacelegendary_savrilium.xml
MineableRock_SurfaceLegendary_Stileron,surface,legendary,Stileron,3185,ed47376e-3437-4b41-8583-d439f7e11f5e,libs/foundry/records/entities/mineable/mineablerock_surfacelegendary_stileron.xml
MineableRock_SurfaceLegendary_Stileron,surface,legendary,Stileron,3185,ed47376e-3437-4b41-8583-d439f7e11f5e,libs/foundry/records/entities/mineable/mineablerock_surfacelegendary_stileron.xml
MineableRock_SurfaceLegendary_TEMPLATE,surface,legendary,TEMPLATE,4000,d640865f-4b87-427f-9586-1ff7b069ca15,libs/foundry/records/entities/mineable/mineablerock_surfacelegendary_template.xml
MineableRock_SurfaceLegendary_TEMPLATE,surface,legendary,TEMPLATE,4000,d640865f-4b87-427f-9586-1ff7b069ca15,libs/foundry/records/entities/mineable/mineablerock_surfacelegendary_template.xml
MineableRock_SurfaceRare_Beryl,surface,rare,Beryl,3540,dcaa2915-69fc-4b43-bc1a-fedc851dda9f,libs/foundry/records/entities/mineable/mineablerock_surfacerare_beryl.xml
MineableRock_SurfaceRare_Beryl,surface,rare,Beryl,3540,dcaa2915-69fc-4b43-bc1a-fedc851dda9f,libs/foundry/records/entities/mineable/mineablerock_surfacerare_beryl.xml
MineableRock_SurfaceRare_Bexalite,surface,rare,Bexalite,3600,918d10b4-d7d6-4920-9f23-2896326691b5,libs/foundry/records/entities/mineable/mineablerock_surfacerare_bexalite.xml
MineableRock_SurfaceRare_Bexalite,surface,rare,Bexalite,3600,918d10b4-d7d6-4920-9f23-2896326691b5,libs/foundry/records/entities/mineable/mineablerock_surfacerare_bexalite.xml
MineableRock_SurfaceRare_Borase,surface,rare,Borase,3570,dfbbc15f-2ad2-4e16-9558-7f2eb8362b2b,libs/foundry/records/entities/mineable/mineablerock_surfacerare_borase.xml
MineableRock_SurfaceRare_Borase,surface,rare,Borase,3570,dfbbc15f-2ad2-4e16-9558-7f2eb8362b2b,libs/foundry/records/entities/mineable/mineablerock_surfacerare_borase.xml
MineableRock_SurfaceRare_Gold,surface,rare,Gold,3585,dbda0e49-9fc7-413f-afe1-0dc13a7d0295,libs/foundry/records/entities/mineable/mineablerock_surfacerare_gold.xml
MineableRock_SurfaceRare_Gold,surface,rare,Gold,3585,dbda0e49-9fc7-413f-afe1-0dc13a7d0295,libs/foundry/records/entities/mineable/mineablerock_surfacerare_gold.xml
MineableRock_SurfaceRare_Taranite,surface,rare,Taranite,3555,c8e3c2d7-af2b-42b0-a92f-3822f8840bfb,libs/foundry/records/entities/mineable/mineablerock_surfacerare_taranite.xml
MineableRock_SurfaceRare_Taranite,surface,rare,Taranite,3555,c8e3c2d7-af2b-42b0-a92f-3822f8840bfb,libs/foundry/records/entities/mineable/mineablerock_surfacerare_taranite.xml
MineableRock_SurfaceRare_TEMPLATE,surface,rare,TEMPLATE,4000,f65a3c1c-9ca0-451a-904f-af3b0e0854b4,libs/foundry/records/entities/mineable/mineablerock_surfacerare_template.xml
MineableRock_SurfaceRare_TEMPLATE,surface,rare,TEMPLATE,4000,f65a3c1c-9ca0-451a-904f-af3b0e0854b4,libs/foundry/records/entities/mineable/mineablerock_surfacerare_template.xml
MineableRock_SurfaceUncommon_Agricium,surface,uncommon,Agricium,3885,4608dc93-4ab6-450f-b4fe-678b447075bc,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_agricium.xml
MineableRock_SurfaceUncommon_Agricium,surface,uncommon,Agricium,3885,4608dc93-4ab6-450f-b4fe-678b447075bc,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_agricium.xml
MineableRock_SurfaceUncommon_Aslarite,surface,uncommon,Aslarite,3840,7cca28b5-c209-428e-97ef-1aac14cde39e,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_aslarite.xml
MineableRock_SurfaceUncommon_Aslarite,surface,uncommon,Aslarite,3840,7cca28b5-c209-428e-97ef-1aac14cde39e,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_aslarite.xml
MineableRock_SurfaceUncommon_Laranite,surface,uncommon,Laranite,3825,a01a1165-46d6-4e51-8e87-514887bac995,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_laranite.xml
MineableRock_SurfaceUncommon_Laranite,surface,uncommon,Laranite,3825,a01a1165-46d6-4e51-8e87-514887bac995,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_laranite.xml
MineableRock_SurfaceUncommon_TEMPLATE,surface,uncommon,TEMPLATE,4000,17fbf64f-e727-4c18-950d-f1db5bee9349,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_template.xml
MineableRock_SurfaceUncommon_TEMPLATE,surface,uncommon,TEMPLATE,4000,17fbf64f-e727-4c18-950d-f1db5bee9349,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_template.xml
MineableRock_SurfaceUncommon_Titanium,surface,uncommon,Titanium,3855,24d54803-a973-49a6-983c-eddf749444ba,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_titanium.xml
MineableRock_SurfaceUncommon_Titanium,surface,uncommon,Titanium,3855,24d54803-a973-49a6-983c-eddf749444ba,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_titanium.xml
MineableRock_SurfaceUncommon_Torite,surface,uncommon,Torite,3900,58ef2fc4-3886-4b07-ada7-6633c00b3c5d,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_torite.xml
MineableRock_SurfaceUncommon_Torite,surface,uncommon,Torite,3900,58ef2fc4-3886-4b07-ada7-6633c00b3c5d,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_torite.xml
MineableRock_SurfaceUncommon_Tungsten,surface,uncommon,Tungsten,3870,b9968650-527d-474e-907b-e65a8a581737,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_tungsten.xml
MineableRock_SurfaceUncommon_Tungsten,surface,uncommon,Tungsten,3870,b9968650-527d-474e-907b-e65a8a581737,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_tungsten.xml
