Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Damage Alpha,Rate of Fire,Projectile Speed,Ammo Range,Ammo Quantity,Heat Per Shot
klwe_laserrepeater_s4,item_NameKLWE_LaserRepeater_S4,item_NameKLWE_LaserRepeater_S4_short,item_DescKLWE_LaserRepeater_S4,KLWE,4,1,Gun,1650,65.43,750,1440,2246.4,0,0
klwe_laserrepeater_s4_lowpoly,item_NameKLWE_LaserRepeater_S4,item_NameKLWE_LaserRepeater_S4_short,item_DescKLWE_LaserRepeater_S4,KLWE,4,1,Gun,1650,65.43,750,1440,2246.4,0,0
klwe_laserrepeater_s5,item_NameKLWE_LaserRepeater_S5,item_NameKLWE_LaserRepeater_S5_short,item_DescKLWE_LaserRepeater_S5,KLWE,5,1,Gun,2640,98.19,750,1390,3197,0,0
klwe_laserrepeater_s5_idris_m,item_NameKLWE_LaserRepeater_S5,item_NameKLWE_LaserRepeater_S5_short,item_DescKLWE_LaserRepeater_S5,KLWE,5,1,Gun,78000,750,750,1390,3197,0,0
klwe_laserrepeater_s5_lowpoly,item_NameKLWE_LaserRepeater_S5,item_NameKLWE_LaserRepeater_S5_short,item_DescKLWE_LaserRepeater_S5,KLWE,5,1,Gun,2640,98.19,750,1390,3197,0,0
klwe_laserrepeater_s5_turret,item_NameKLWE_LaserRepeater_S5,item_NameKLWE_LaserRepeater_S5_short,item_DescKLWE_LaserRepeater_S5,KLWE,5,1,Gun,,98.19,750,1390,3197,0,0
klwe_laserrepeater_s6,item_NameKLWE_LaserRepeater_S6,item_NameKLWE_LaserRepeater_S6_short,item_DescKLWE_LaserRepeater_S6,KLWE,6,1,Gun,4224,147.33,750,1350,4806,0,0
klwe_laserrepeater_s6_lowpoly,item_NameKLWE_LaserRepeater_S6,item_NameKLWE_LaserRepeater_S6_short,item_DescKLWE_LaserRepeater_S6,KLWE,6,1,Gun,4224,147.33,750,1350,4806,0,0
klwe_massdriver_s1,item_NameKLWE_MassDriver_S1,item_NameKLWE_MassDriver_S1_short,item_DescKLWE_MassDriver_S1,KLWE,1,1,Gun,1050,225,30,1155,3003,105,0
klwe_massdriver_s10,item_NameKLWE_MassDriver_S10,item_NameKLWE_MassDriver_S10_short,item_DescKLWE_MassDriver_S10,KLWE,10,1,Gun,727680,144160,6,939.4,11996.138,1500,50
klwe_massdriver_s10_lowpoly,item_NameKLWE_MassDriver_S10,item_NameKLWE_MassDriver_S10_short,item_DescKLWE_MassDriver_S10,KLWE,10,1,Gun,727680,144160,6,939.4,11996.138,1500,50
klwe_massdriver_s2,item_NameKLWE_MassDriver_S2,item_NameKLWE_MassDriver_S2_short,item_DescKLWE_MassDriver_S2,KLWE,2,1,Gun,2050,525,30,1151.15,3234.7315,105,0
klwe_massdriver_s3,item_NameKLWE_MassDriver_S3,item_NameKLWE_MassDriver_S3_short,item_DescKLWE_MassDriver_S3,KLWE,3,1,Gun,3050,1125,30,1139.6,3601.136,102,0
krig_ballisticgatling_bespoke_s4,item_NameKRIG_Wolf_BallisticGatling_S4,item_NameKRIG_Wolf_BallisticGatling_S4_short,item_DescKRIG_Wolf_BallisticGatling_S4,KRIG,4,1,Gun,2000,63,950,1296,2799.36,4200,0.9
krig_ballisticgatling_s2,item_NameKRIG_BallisticGatling_S2,item_NameKRIG_BallisticGatling_S3_short,item_DescKRIG_BallisticGatling_S2,KRIG,2,1,NoseMounted,850,22.5,1200,1345.5,2166.255,4626,0.3351955
krig_lasercannon_s3,item_NameKRIG_LaserCannon_S3,item_NameKRIG_LaserCannon_S3_short,item_DescKRIG_LaserCannon_S3,KRIG,3,1,Gun,2850,218.7,150,1184,2403.52,0,0
krig_laserrepeater_bespoke_s4,item_NameKRIG_Wolf_LaserRepeater_S4,item_NameKRIG_Wolf_LaserRepeater_S4_short,item_DescKRIG_Wolf_LaserRepeater_S4,KRIG,4,1,Gun,1650,85,750,1440,2246.4,0,0
kron_lasercannon_s1,item_NameKRON_LaserCannon_S1,item_NameKRON_LaserCannon_S1_short,item_DescKRON_LaserCannon_S1,KRON,1,1,Gun,550,49.248,250,1200,2004,0,0
kron_lasercannon_s2,item_NameKRON_LaserCannon_S2,item_NameKRON_LaserCannon_S2_short,item_DescKRON_LaserCannon_S2,KRON,2,1,Gun,850,74.034,250,1196,2164.76,0,0
kron_lasercannon_s3,item_NameKRON_LaserCannon_S3,item_NameKRON_LaserCannon_S3_short,item_DescKRON_LaserCannon_S3,KRON,3,1,Gun,1024,110.808,250,1184,2403.52,0,0
mxox_neutroncannon_s1,item_NameMXOX_NeutronCannon_S1,item_NameMXOX_NeutronCannon_S1_short,item_DescMXOX_NeutronCannon_S1,MXOX,1,1,Gun,550,101.2,150,765,1246.95,0,0
mxox_neutroncannon_s2,item_NameMXOX_NeutronCannon_S2,item_NameMXOX_NeutronCannon_S2_short,item_DescMXOX_NeutronCannon_S2,MXOX,2,1,Gun,850,152.8,150,762.45,1349.5365,0,0
mxox_neutroncannon_s3,item_NameMXOX_NeutronCannon_S3,item_NameMXOX_NeutronCannon_S3_short,item_DescMXOX_NeutronCannon_S3,MXOX,3,1,Gun,850,220.7,150,754.8,1502.052,0,0
mxox_neutronrepeater_s1,item_NameMXOX_NeutronRepeater_S1,item_NameMXOX_NeutronRepeater_S1_short,item_DescMXOX_NeutronRepeater_S1,MXOX,1,1,Gun,525,37.98,500,1275,2001.75,0,0
mxox_neutronrepeater_s2,item_NameMXOX_NeutronRepeater_S2,item_NameMXOX_NeutronRepeater_S2_short,item_DescMXOX_NeutronRepeater_S2,MXOX,2,1,Gun,850,56.97,500,1270.75,2160.275,0,0
mxox_neutronrepeater_s3,item_NameMXOX_NeutronRepeater_S3,item_NameMXOX_NeutronRepeater_S3_short,item_DescMXOX_NeutronRepeater_S3,MXOX,3,1,Gun,1024,85.5,500,1258,2402.78,0,0
none_laserrepeater_s1,item_NameHRST_Pyro_LaserRepeater_S1,item_NameHRST_Pyro_LaserRepeater_S1_short,item_DescHRST_Pyro_LaserRepeater_S1,HRST,1,1,Gun,524,36,350,1500,1605,0,0
none_laserrepeater_s2,item_NameHRST_Pyro_LaserRepeater_S2,item_NameHRST_Pyro_LaserRepeater_S2_short,item_DescHRST_Pyro_LaserRepeater_S2,HRST,2,1,Gun,850,59,350,1495,1734.2,0,0
none_laserrepeater_s3,item_NameHRST_Pyro_LaserRepeater_S3,item_NameHRST_Pyro_LaserRepeater_S3_short,item_DescHRST_Pyro_LaserRepeater_S3,HRST,3,1,Gun,1024,92,350,1480,1924,0,1800
prar_distortionscattergun_s4,item_NamePRAR_DistortionScatterGun_S4,item_NamePRAR_DistortionScatterGun_S4_short,item_DescPRAR_DistortionScatterGun_S4,PRAR,4,1,Gun,1650,60,60,777.6,1049.76,0,0
prar_distortionscattergun_s5,item_NamePRAR_DistortionScatterGun_S5,item_NamePRAR_DistortionScatterGun_S5_short,item_DescPRAR_DistortionScatterGun_S5,PRAR,5,1,Gun,2640,90,60,750.6,1501.2,0,0
prar_distortionscattergun_s6,item_NamePRAR_DistortionScatterGun_S6,item_NamePRAR_DistortionScatterGun_S6_short,item_DescPRAR_DistortionScatterGun_S6,PRAR,6,1,Gun,4224,130,60,729,2252.61,0,0
rpod_s1_fski_3x_s3,item_NameFSKI_S1_RPOD_3x_S3,,item_DescFSKI_S1_RPOD_3x_S3,FSKI,1,1,Rocket,500,150,60,700,2100,6,11
rpod_s1_hrst_6x_s1,item_NameHRST_S1_RPOD_6x_S1,,item_DescHRST_S1_RPOD_6x_S1,HRST,1,1,Rocket,500,150,60,700,2100,12,11
rpod_s1_thcn_4x_s2,item_NameTHCN_S1_RPOD_4x_S2,,item_DescTHCN_S1_RPOD_4x_S2,THCN,1,1,Rocket,500,150,60,700,2100,8,11
rpod_s2_fski_6x_s3,item_NameFSKI_S2_RPOD_6x_S3,,item_DescFSKI_S2_RPOD_6x_S3,FSKI,2,1,Rocket,750,150,60,700,2100,12,11
rpod_s2_hrst_12x_s1,item_NameHRST_S2_RPOD_12x_S1,,item_DescHRST_S2_RPOD_12x_S1,HRST,2,1,Rocket,750,150,60,700,2100,24,11
rpod_s2_thcn_8x_s2,item_NameTHCN_S2_RPOD_8x_S2,,item_DescTHCN_S2_RPOD_8x_S2,THCN,2,1,Rocket,750,150,60,700,2100,16,11
rpod_s3_fski_9x_s3,item_NameHRST_S3_RPOD_18x_S1,,item_DescHRST_S3_RPOD_18x_S1,FSKI,3,1,Rocket,1000,150,60,700,2100,18,11
rpod_s3_hrst_18x_s1,item_NameHRST_S3_RPOD_18x_S1,item_NameHRST_S3_RPOD_18x_S1,item_DescHRST_S3_RPOD_18x_S1,HRST,3,1,Rocket,1000,150,60,700,2100,36,11
rpod_s3_thcn_12x_s2,item_NameTHCN_S3_RPOD_12x_S2,item_NameTHCN_S3_RPOD_12x_S2,item_DescTHCN_S3_RPOD_12x_S2,THCN,3,1,Rocket,1000,150,60,700,2100,24,11
rsi_ballisticcannon_s5_meteor_bespoke,item_NameRSI_BallisticCannon_Meteor_Bespoke,item_NameRSI_BallisticCannon_Meteor_Bespoke_Short,item_DescRSI_BallisticCannon_Meteor_Bespoke,RSI,5,1,Gun,2500,1600,60,1112,5004,720,0
rsi_bespoke_ballisticcannon_a,item_NameRSI_Bespoke_BallisticCannon_A,item_ShortRSI_Bespoke_BallisticCannon_A,item_DescRSI_Bespoke_BallisticCannon_A,RSI,6,1,Gun,5600,3400,50,1112,5004,2700,6.666667
rsi_meteor_laserrepeater_s5,item_NameRSI_LaserRepeater_S5,item_NameRSI_LaserRepeater_S5_short,item_DescRSI_LaserRepeater_S5,RSI,5,1,Gun,1550,95,800,1390,3197,0,0
rsi_perseus_ballisticcannon_b_s8,item_NameRSI_BallisticCannon_S8,item_NameRSI_BallisticCannon_S8,item_DescRSI_BallisticCannon_S8,RSI,8,1,Gun,30000,5400,50,1016,9702.8,900,6.3
toag_lasergatling_s2,item_NameTOAG_LaserGatling_S2,item_NameTOAG_LaserGatling_S2_short,item_DescTOAG_LaserGatling_S2,XIAN,2,1,Gun,850,17.1,1100,1345.5,1722.24,0,0
toag_laserrepeater_s3,item_NameTOAG_LaserRepeater_S3,item_NameTOAG_LaserRepeater_S3_short,item_DescTOAG_LaserRepeater_S3,XIAN,3,1,Gun,1024,36.45,750,1480,1924,0,0
vanduul_laserbeam_s12_tsg,item_NameHRST_LaserBeam_S10_Bespoke,,item_DescHRST_LaserBeam_S10_Bespoke,HRST,10,1,Gun,750000,,,1200,8004,0,
vncl_gen2_laserbeam_s9,item_NameVNCL_Gen2_LaserBeam_S9,item_NameVNCL_Gen2_LaserBeam_S9_short,item_DescVNCL_Gen2_LaserBeam_S9,,9,1,Gun,466,,,1240,7923.6,0,
vncl_gen2_lasercannon_s1,LOC_PLACEHOLDER,,LOC_PLACEHOLDER,,1,1,Gun,400,85,60,1200,2004,0,0
vncl_gen2_laserrepeater_s6,item_NameVNCL_Gen2_LaserRepeater_S6,item_NameVNCL_Gen2_LaserRepeater_S6_short,item_DescVNCL_Gen2_LaserRepeater_S6,,6,1,Gun,10200,64,750,1350,4806,0,0
vncl_gen2_plasmacannon_s2,LOC_PLACEHOLDER,,LOC_PLACEHOLDER,,1,1,Gun,800,156.9231,350,1136.2,2431.468,0,0
vncl_gen2_plasmacannon_s4,LOC_PLACEHOLDER,,LOC_PLACEHOLDER,,1,1,Gun,800,185.4545,100,1094.4,3151.872,0,0
vncl_gen2_plasmacannon_s5,item_NameVNCL_PlasmaCannon_S5,item_NameVNCL_PlasmaCannon_S5_short,item_DescVNCL_PlasmaCannon_S5,VNCL,5,1,Gun,5500,972,50,1056.4,4500.264,0,0
vncl_gen2_plasmacannon_s8,item_NameVNCL_Gen2_PlasmaCannon_S8,item_NameVNCL_Gen2_PlasmaCannon_S8_short,item_DescVNCL_Gen2_PlasmaCannon_S8,,8,1,Gun,2780,4671.27,60,965.2,8725.408,0,0
vncl_gen2_tachyonbeam_s10,item_NameVNCL_Gen2_TachyonCannon_S10,item_NameVNCL_Gen2_TachyonCannon_S10_short,item_DescVNCL_Gen2_TachyonCannon_S10,,10,1,Gun,1670,,,1200,8004,0,
vncl_gen2_tachyoncannon_s7,item_NameVNCL_Gen2_TachyonCannon_S7,item_NameVNCL_Gen2_TachyonCannon_S7_short,item_DescVNCL_Gen2_TachyonCannon_S7,,7,1,Gun,400,125,60,917,10921.47,0,0
vncl_lasercannon_s1,item_NameVNCL_LaserCannon_S1,item_NameVNCL_LaserCannon_S1_short,item_DescVNCL_LaserCannon_S1,VNCL,1,1,Gun,550,72.9,350,1200,2004,0,0
vncl_lasercannon_s2,item_NameVNCL_LaserCannon_S2,item_NameVNCL_LaserCannon_S2_short,item_DescVNCL_LaserCannon_S2,VNCL,2,1,Gun,850,89.1,350,1196,2164.76,0,0
vncl_neutroncannon_s5,item_NameVNCL_NeutronCannon_S5,item_NameVNCL_NeutronCannon_S5_short,item_DescVNCL_NeutronCannon_S5,VNCL,5,1,Gun,2640,567,,708.9,2502.417,0,
vncl_plasmacannon_s2,item_NameVNCL_PlasmaCannon_S2,item_NameVNCL_PlasmaCannon_S2,item_NameVNCL_PlasmaCannon_S2,VNCL,2,1,Gun,850,273.132,100,1136.2,2431.468,0,0
vncl_plasmacannon_s3,item_NameVNCL_PlasmaCannon_S3,item_NameVNCL_PlasmaCannon_S3,item_NameVNCL_PlasmaCannon_S3,VNCL,3,1,Gun,1024,526.5,100,1124.8,2699.52,0,0
vncl_plasmacannon_s5,item_NameVNCL_PlasmaCannon_S5,item_NameVNCL_PlasmaCannon_S5_short,item_DescVNCL_PlasmaCannon_S5,VNCL,5,1,Gun,1050,972,50,1056.4,4500.264,0,0
amrs_aagun_cc_s3,item_NameAMRS_ScatterGun_S3,,item_DescAMRS_ScatterGun_S3,AMRS,3,1,Gun,1550,52,40,843.6,1349.76,0,5
amrs_lasercannon_s1,item_NameAMRS_LaserCannon_S1,item_NameAMRS_LaserCannon_S1_short,item_DescAMRS_LaserCannon_S1,AMRS,1,1,Gun,550,97.2,150,1200,2004,0,0
amrs_lasercannon_s2,item_NameAMRS_LaserCannon_S2,item_NameAMRS_LaserCannon_S2_short,item_DescAMRS_LaserCannon_S2,AMRS,2,1,Gun,850,145.8,150,1196,2164.76,0,0
amrs_lasercannon_s3,item_NameAMRS_LaserCannon_S3,item_NameAMRS_LaserCannon_S3_short,item_DescAMRS_LaserCannon_S3,AMRS,3,1,Gun,1024,218.7,150,1184,2403.52,0,0
amrs_lasercannon_s4,item_NameAMRS_LaserCannon_S4,item_NameAMRS_LaserCannon_S4_short,item_DescAMRS_LaserCannon_S4,AMRS,4,1,Gun,1650,327.888,150,1152,2799.36,0,0
amrs_lasercannon_s5,item_NameAMRS_LaserCannon_S5,item_NameAMRS_LaserCannon_S5_short,item_DescAMRS_LaserCannon_S5,AMRS,5,1,Gun,2500,492.156,150,1112,4003.2,0,0
amrs_lasercannon_s6,item_NameAMRS_LaserCannon_S6,item_NameAMRS_LaserCannon_S6_short,item_DescAMRS_LaserCannon_S6,AMRS,6,1,Gun,4224,738.396,150,1080,6004.8,0,0
amrs_scattergun_s3,item_NameAMRS_ScatterGun_S3,item_NameAMRS_ScatterGun_S3_short,item_DescAMRS_ScatterGun_S3,AMRS,3,1,Gun,1550,49.5,70,843.6,1349.76,0,0
anvl_ballisticgatling_bespoke,item_NameAPAR_BallisticGatling_S4,item_NameAPAR_BallisticGatling_S4_short,item_DescAPAR_BallisticGatling_S4,ANVL,3,1,Gun,1650,52.7,1200,1345.5,2166.255,3567,0.4347826
apar_ballisticgatling_s4,item_NameAPAR_BallisticGatling_S4,item_NameAPAR_BallisticGatling_S4_short,item_DescAPAR_BallisticGatling_S4,APAR,4,1,Gun,1650,63.3,1200,1296,2799.36,3660,0.5309735
apar_ballisticgatling_s4_lowpoly,item_NameAPAR_BallisticGatling_S4,item_NameAPAR_BallisticGatling_S4_short,item_DescAPAR_BallisticGatling_S4,APAR,4,1,Gun,1650,63.3,1200,1296,2799.36,3660,0.5309735
apar_ballisticgatling_s6,item_NameAPAR_BallisticGatling_S6,item_NameAPAR_BallisticGatling_S6_short,item_DescAPAR_BallisticGatling_S6,APAR,6,1,Gun,4224,142.4,1200,1215,6002.1,3309,0.6857143
apar_ballisticscattergun_s1,item_NameAPAR_BallisticScatterGun_S1,item_NameAPAR_BallisticScatterGun_S1_short,item_DescAPAR_BallisticScatterGun_S1,APAR,1,1,Gun,1550,46.8,60,900,1251,2040,0
apar_ballisticscattergun_s1_shark,item_NameAPAR_BallisticScatterGun_S1_Shark,item_NameAPAR_BallisticScatterGun_S1_Shark_short,item_DescAPAR_BallisticScatterGun_S1,APAR,1,1,Gun,1550,46.8,60,900,1251,2040,0
apar_ballisticscattergun_s2,item_NameAPAR_BallisticScatterGun_S2,item_NameAPAR_BallisticScatterGun_S2_short,item_DescAPAR_BallisticScatterGun_S2,APAR,2,1,Gun,1550,70,60,897,1354.47,2019,0
apar_ballisticscattergun_s2_shark,item_NameAPAR_BallisticScatterGun_S2_Shark,item_NameAPAR_BallisticScatterGun_S2_Shark_short,item_DescAPAR_BallisticScatterGun_S2,APAR,2,1,Gun,1550,70,60,897,1354.47,2019,0
apar_ballisticscattergun_s3,item_NameAPAR_BallisticScatterGun_S3,item_NameAPAR_BallisticScatterGun_S3_short,item_DescAPAR_BallisticScatterGun_S3,APAR,3,1,Gun,1550,105,60,888,1500.72,1980,0
apar_ballisticscattergun_s3_shark,item_NameAPAR_BallisticScatterGun_S3_Shark,item_NameAPAR_BallisticScatterGun_S3_Shark_short,item_DescAPAR_BallisticScatterGun_S3,APAR,3,1,Gun,1550,105,60,888,1500.72,1980,0
apar_ballisticscattergun_s6,LOC_PLACEHOLDER,,LOC_PLACEHOLDER,APAR,1,1,Gun,1550,355,60,900,1251,1641,0
apar_massdriver_s2,item_NameAPAR_MassDriver_S2,item_NameAPAR_MassDriver_S2_short,item_DescAPAR_MassDriver_S2,APAR,2,1,Gun,1050,525,30,1151.15,3234.7315,84,0
asad_distortionrepeater_s1,item_NameASAD_DistortionRepeater_S1,item_NameASAD_DistortionRepeater_S1_short,item_DescASAD_DistortionRepeater_S1,ASD,1,1,Gun,525,25.7,400,1350,1201.5,0,0
asad_distortionrepeater_s2,item_NameASAD_DistortionRepeater_S2,item_NameASAD_DistortionRepeater_S2_short,item_DescASAD_DistortionRepeater_S2,ASD,2,1,Gun,850,38.5,400,1345.5,1291.68,0,0
asad_distortionrepeater_s3,item_NameASAD_DistortionRepeater_S3,item_NameASAD_DistortionRepeater_S3_short,item_DescASAD_DistortionRepeater_S3,ASD,3,1,Gun,1024,57.9001,400,1332,1438.56,0,0
banu_energyrepeater_s2,item_NameKLWE_LaserRepeater_S2,item_NameKLWE_LaserRepeater_S2_short,item_DescKLWE_LaserRepeater_S2,BANU,2,1,Gun,850,,600,,,0,0
banu_tachyoncannon_s1,item_NameBANU_TachyonCannon_S1,item_NameBANU_TachyonCannon_S1_short,item_DescBANU_TachyonCannon_S1,BANU,1,1,Gun,550,202.5,90,1050,3003,0,0
banu_tachyoncannon_s2,item_NameBANU_TachyonCannon_S2,item_NameBANU_TachyonCannon_S2_short,item_DescBANU_TachyonCannon_S2,BANU,2,1,Gun,850,472.5,90,1046.5,3244.15,0,0
banu_tachyoncannon_s3,item_NameBANU_TachyonCannon_S3,item_NameBANU_TachyonCannon_S3_short,item_DescBANU_TachyonCannon_S3,BANU,3,1,Gun,1024,1012.5,90,1036,3594.92,0,0
behr_ballisticcannon_s4,item_NameBEHR_BallisticCannon_S4,item_NameBEHR_BallisticCannon_S4_short,item_DescBEHR_BallisticCannon_S4,BEHR,4,1,Gun,1650,325,50,1152,3502.08,270,12
behr_ballisticcannon_s7_idris,item_NameHRST_BallisticCannon_S7,item_NameHRST_BallisticCannon_S7_short,item_DescHRST_BallisticCannon_S7,BEHR,7,1,Gun,6750,4000,50,1048,9096.64,800,5
behr_ballisticcannon_s7_tiburon,item_NameBEHR_BallisticCannon_s7_Tiburon,item_NameBEHR_BallisticCannon_s7_Tiburon_short,item_DescBEHR_BallisticCannon_S7_Tiburon,BEHR,7,1,Gun,6750,4600,35,1048,9096.64,800,5
behr_ballisticcannon_vng_s2,item_NameBEHR_BallisticCannon_VNG_S2,item_NameBEHR_BallisticCannon_VNG_S2_short,item_DescBEHR_BallisticCannon_VNG_S2,BEHR,2,1,Gun,550,162,150,1196,2702.96,327,4
behr_ballisticgatling_hornet_bespoke,item_NameBEHR_BallisticGatling_Hornet_Bespoke,item_NameBEHR_BallisticGatling_Hornet_Bespoke,item_DescBEHR_BallisticGatling_Hornet_Bespoke,BEHR,4,1,Gun,1500,52.7,1050,1345.5,2166.255,5250,0.6
behr_ballisticgatling_pdc_s1,item_NameBEHR_BallisticGatling_PDC_S1,item_NameBEHR_BallisticGatling_PDC_S1_short,item_DescBEHR_BallisticGatling_PDC_S1,BEHR,1,1,Gun,850,18,1200,1350,1998,15000,0.33
behr_ballisticgatling_s4,item_NameBEHR_BallisticGatling_S4,item_NameBEHR_BallisticGatling_S4_short,item_DescBEHR_BallisticGatling_S4,BEHR,4,1,Gun,1650,84.4,900,1296,2799.36,5220,0.5080645
behr_ballisticgatling_s5,item_NameBEHR_BallisticGatling_S5,item_NameBEHR_BallisticGatling_S5_short,item_DescBEHR_BallisticGatling_S5,BEHR,5,1,Gun,1650,126.5,900,1251,4003.2,5004,0.5727273
behr_ballisticgatling_s6,item_NameBEHR_BallisticGatling_S6,item_NameBEHR_BallisticGatling_S6_short,item_DescBEHR_BallisticGatling_S6,BEHR,6,1,Gun,1650,189.9,900,1215,6002.1,4734,0.6542056
behr_ballisticgatling_s7,item_NameBEHR_BallisticGatling_SF7B_S7,item_NameBEHR_BallisticGatling_SF7B_S7_short,item_DescBEHR_BallisticGatling_SF7B_S7,BEHR,7,1,Gun,6750,292,900,1179,7274.43,2994,0.5278592
behr_ballisticgatling_s7_collector,item_NameBEHR_BallisticGatling_SF7B_S7,item_NameBEHR_BallisticGatling_SF7B_S7_short,item_DescBEHR_BallisticGatling_SF7B_S7,BEHR,7,1,Gun,6750,292,900,1179,7274.43,2994,0.5278592
behr_ballisticrepeater_s1,item_NameBEHR_BallisticRepeater_S1,item_NameBEHR_BallisticRepeater_S1_short,item_DescBEHR_BallisticRepeater_S1,BEHR,1,1,Gun,525,36,500,1500,1995,2664,0.6666667
behr_ballisticrepeater_s2,item_NameBEHR_BallisticRepeater_S2,item_NameBEHR_BallisticRepeater_S2_short,item_DescBEHR_BallisticRepeater_S2,BEHR,2,1,Gun,850,54,500,1495,2152.8,2637,0.7272727
behr_ballisticrepeater_s3,item_NameBEHR_BallisticRepeater_S3,item_NameBEHR_BallisticRepeater_S3_short,item_DescBEHR_BallisticRepeater_S3,BEHR,3,1,Gun,1024,81,500,1480,2397.6,2589,0.8
behr_ballisticrepeater_vng_s2,item_NameBEHR_BallisticRepeater_VNG_S2,item_NameBEHR_BallisticRepeater_VNG_S2_short,item_DescBEHR_BallisticRepeater_VNG_S2,BEHR,2,1,Gun,850,54,500,1495,2152.8,2637,0.7272727
behr_distortioncannon_vng_s2,item_NameBEHR_DistortionCannon_VNG_S2,item_NameBEHR_DistortionCannon_VNG_S2_short,item_DescBEHR_DistortionCannon_VNG_S2,BEHR,2,1,Gun,550,81,150,1076.4,1625.364,0,2000
behr_distortionrepeater_vng_s2,item_NameBEHR_DistortionRepeater_VNG_S2,item_NameBEHR_DistortionRepeater_VNG_S2_short,item_DescBEHR_DistortionRepeater_VNG_S2,BEHR,2,1,Gun,850,27,500,1345.5,1291.68,0,400
behr_javelinballisticcannon_s7,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,BEHR,7,1,Gun,6750,2306.34,100,1048,9096.64,276,50000
behr_javelinballisticcannon_s7_dummy,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,BEHR,7,1,Gun,6750,,90,,,276,17500
behr_javelinballisticcannon_s7_lowpoly,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,BEHR,7,1,Gun,6750,,60,,,276,50000
behr_lasercannon_s1,item_NameBEHR_LaserCannon_S1,item_NameBEHR_LaserCannon_S1_short,item_DescBEHR_LaserCannon_S1,BEHR,1,1,Gun,550,182.25,100,1200,2004,0,0
behr_lasercannon_s1_cleanair,item_NameBEHR_LaserCannon_S1_CleanAir,item_NameBEHR_LaserCannon_S1_CleanAir_short,item_DescBEHR_LaserCannon_S1_CleanAir,BEHR,1,1,Gun,550,182.25,100,1200,2004,0,0
behr_lasercannon_s2,item_NameBEHR_LaserCannon_S2,item_NameBEHR_LaserCannon_S2_short,item_DescBEHR_LaserCannon_S2,BEHR,2,1,Gun,850,273.375,100,1196,2164.76,0,0
behr_lasercannon_s2_cleanair,item_NameBEHR_LaserCannon_S2_CleanAir,item_NameBEHR_LaserCannon_S2_CleanAir_short,item_DescBEHR_LaserCannon_S2_CleanAir,BEHR,2,1,Gun,850,273.375,100,1196,2164.76,0,0
behr_lasercannon_s3,item_NameBEHR_LaserCannon_S3,item_NameBEHR_LaserCannon_S3_short,item_DescBEHR_LaserCannon_S3,BEHR,3,1,Gun,1024,410.184,100,1184,2403.52,0,0
behr_lasercannon_s3_cleanair,item_NameBEHR_LaserCannon_S3_CleanAir,item_NameBEHR_LaserCannon_S3_CleanAir_short,item_DescBEHR_LaserCannon_S3_CleanAir,BEHR,3,1,Gun,1024,410.184,100,1184,2403.52,0,0
behr_lasercannon_s4,item_NameBEHR_LaserCannon_S4,item_NameBEHR_LaserCannon_S4_short,Item_DescBEHR_LaserCannon_S4,BEHR,4,1,Gun,2000,615.276,100,1152,2799.36,0,0
behr_lasercannon_s5,item_NameBEHR_LaserCannon_S5,item_NameBEHR_LaserCannon_S5_short,item_DescBEHR_LaserCannon_S5,BEHR,5,1,Gun,2500,921.78,100,1112,4003.2,0,0
behr_lasercannon_s6,item_NameBEHR_LaserCannon_S6,item_NameBEHR_LaserCannon_S6_short,item_DescBEHR_LaserCannon_S6,BEHR,6,1,Gun,4224,1383.48,100,1080,6004.8,0,0
behr_lasercannon_s6_securitynetwork,item_NameBEHR_LaserCannon_S6,item_NameBEHR_LaserCannon_S6_short,item_DescBEHR_LaserCannon_S6,BEHR,6,1,Gun,4224,1383.48,100,1080,6004.8,0,0
behr_lasercannon_s6_turret,item_NameBEHR_LaserCannon_S6,item_NameBEHR_LaserCannon_S6_short,item_DescBEHR_LaserCannon_S6,BEHR,6,1,Gun,4224,900,120,1080,6004.8,0,0
behr_lasercannon_s7,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,BEHR,7,1,Gun,6750,2075.706,100,1048,7283.6,0,0
behr_lasercannon_s7_idris_m,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,BEHR,7,1,Gun,100000,6750,100,1048,7283.6,0,0
behr_lasercannon_s7_idris_m_dummy,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,BEHR,7,1,Gun,100000,0,100,1048,7283.6,0,0
behr_lasercannon_s7_lowpoly,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,BEHR,7,1,Gun,6750,2075.706,60,1048,7283.6,0,0
behr_lasercannon_s7_turret,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,BEHR,7,1,Gun,6750,14040,60,1048,7283.6,0,0
