Composition Class,Deposit Name Key,Minimum Distinct Elements,Part Index,Mineable Element GUID,Mineable Element Class,Mineable Element Name,Min Percentage,Max Percentage,Probability,Curve Exponent,Quality Scale,Record GUID,Record Path
Asteroid_MType_Aluminium,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.1,1,1,6b0907bb-aa5f-40c2-8409-e0002ff3dab4,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_aluminium.xml
Asteroid_MType_Aluminium,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.1,1,1,6b0907bb-aa5f-40c2-8409-e0002ff3dab4,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_aluminium.xml
Asteroid_MType_Aluminium,hud_mining_asteroid_name_2,2,5,fc62043c-3f29-4fff-b754-2301762723f7,Quantainium_Raw,Quantainium (Raw),20,50,0.05,1,1,6b0907bb-aa5f-40c2-8409-e0002ff3dab4,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_aluminium.xml
Asteroid_MType_Aluminium,hud_mining_asteroid_name_2,2,0,3776294d-5689-41f2-b03d-e8fcd17ede6a,Aluminium_Ore,Aluminum (Ore),30,70,1,1,1,6b0907bb-aa5f-40c2-8409-e0002ff3dab4,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_aluminium.xml
Asteroid_MType_Aluminium,hud_mining_asteroid_name_2,2,1,d61d6c33-e428-4014-9326-0b06034de16a,Agricium_Ore,Agricium (Ore),30,60,0.8,1,1,6b0907bb-aa5f-40c2-8409-e0002ff3dab4,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_aluminium.xml
Asteroid_MType_Aluminium,hud_mining_asteroid_name_2,2,2,f2f5bf2e-87f9-4f3d-bb59-b4e11eceeaad,Gold_Ore,Gold (Ore),20,50,0.5,1,1,6b0907bb-aa5f-40c2-8409-e0002ff3dab4,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_aluminium.xml
Asteroid_MType_Aluminium,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.1,1,1,6b0907bb-aa5f-40c2-8409-e0002ff3dab4,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_aluminium.xml
Asteroid_MType_Aluminium,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.1,1,1,6b0907bb-aa5f-40c2-8409-e0002ff3dab4,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_aluminium.xml
Asteroid_MType_Aluminium,hud_mining_asteroid_name_2,2,5,fc62043c-3f29-4fff-b754-2301762723f7,Quantainium_Raw,Quantainium (Raw),20,50,0.05,1,1,6b0907bb-aa5f-40c2-8409-e0002ff3dab4,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_aluminium.xml
Asteroid_MType_Copper,hud_mining_asteroid_name_2,2,0,ee12edc1-a2c3-4202-909d-9b729a050a3f,Copper_Ore,Copper (Ore),30,70,1,1,1,b062ba5e-aa30-4117-ac55-373c8a1feb37,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_copper.xml
Asteroid_MType_Copper,hud_mining_asteroid_name_2,2,1,d61d6c33-e428-4014-9326-0b06034de16a,Agricium_Ore,Agricium (Ore),30,60,0.6,1,1,b062ba5e-aa30-4117-ac55-373c8a1feb37,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_copper.xml
Asteroid_MType_Copper,hud_mining_asteroid_name_2,2,2,f2f5bf2e-87f9-4f3d-bb59-b4e11eceeaad,Gold_Ore,Gold (Ore),20,50,0.3,1,1,b062ba5e-aa30-4117-ac55-373c8a1feb37,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_copper.xml
Asteroid_MType_Copper,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.03,1,1,b062ba5e-aa30-4117-ac55-373c8a1feb37,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_copper.xml
Asteroid_MType_Copper,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.03,1,1,b062ba5e-aa30-4117-ac55-373c8a1feb37,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_copper.xml
Asteroid_MType_Copper,hud_mining_asteroid_name_2,2,5,fc62043c-3f29-4fff-b754-2301762723f7,Quantainium_Raw,Quantainium (Raw),20,50,0.02,1,1,b062ba5e-aa30-4117-ac55-373c8a1feb37,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_copper.xml
Asteroid_MType_Copper,hud_mining_asteroid_name_2,2,0,ee12edc1-a2c3-4202-909d-9b729a050a3f,Copper_Ore,Copper (Ore),30,70,1,1,1,b062ba5e-aa30-4117-ac55-373c8a1feb37,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_copper.xml
Asteroid_MType_Copper,hud_mining_asteroid_name_2,2,1,d61d6c33-e428-4014-9326-0b06034de16a,Agricium_Ore,Agricium (Ore),30,60,0.6,1,1,b062ba5e-aa30-4117-ac55-373c8a1feb37,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_copper.xml
Asteroid_MType_Copper,hud_mining_asteroid_name_2,2,2,f2f5bf2e-87f9-4f3d-bb59-b4e11eceeaad,Gold_Ore,Gold (Ore),20,50,0.3,1,1,b062ba5e-aa30-4117-ac55-373c8a1feb37,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_copper.xml
Asteroid_MType_Copper,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.03,1,1,b062ba5e-aa30-4117-ac55-373c8a1feb37,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_copper.xml
Asteroid_MType_Copper,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.03,1,1,b062ba5e-aa30-4117-ac55-373c8a1feb37,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_copper.xml
Asteroid_MType_Copper,hud_mining_asteroid_name_2,2,5,fc62043c-3f29-4fff-b754-2301762723f7,Quantainium_Raw,Quantainium (Raw),20,50,0.02,1,1,b062ba5e-aa30-4117-ac55-373c8a1feb37,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_copper.xml
Asteroid_MType_Corundum,hud_mining_asteroid_name_2,2,0,b471b96c-efbb-4342-90de-cfa087604d8e,Corundum_Raw,Corundum (Raw),30,70,1,1,1,b32e53a8-2c50-48b6-92b7-0b3c6624d1ab,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_corundum.xml
Asteroid_MType_Corundum,hud_mining_asteroid_name_2,2,1,d61d6c33-e428-4014-9326-0b06034de16a,Agricium_Ore,Agricium (Ore),30,60,0.8,1,1,b32e53a8-2c50-48b6-92b7-0b3c6624d1ab,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_corundum.xml
Asteroid_MType_Corundum,hud_mining_asteroid_name_2,2,2,f2f5bf2e-87f9-4f3d-bb59-b4e11eceeaad,Gold_Ore,Gold (Ore),20,50,0.5,1,1,b32e53a8-2c50-48b6-92b7-0b3c6624d1ab,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_corundum.xml
Asteroid_MType_Corundum,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.1,1,1,b32e53a8-2c50-48b6-92b7-0b3c6624d1ab,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_corundum.xml
Asteroid_MType_Corundum,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.1,1,1,b32e53a8-2c50-48b6-92b7-0b3c6624d1ab,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_corundum.xml
Asteroid_MType_Corundum,hud_mining_asteroid_name_2,2,5,fc62043c-3f29-4fff-b754-2301762723f7,Quantainium_Raw,Quantainium (Raw),20,50,0.07,1,1,b32e53a8-2c50-48b6-92b7-0b3c6624d1ab,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_corundum.xml
Asteroid_MType_Corundum,hud_mining_asteroid_name_2,2,0,b471b96c-efbb-4342-90de-cfa087604d8e,Corundum_Raw,Corundum (Raw),30,70,1,1,1,b32e53a8-2c50-48b6-92b7-0b3c6624d1ab,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_corundum.xml
Asteroid_MType_Corundum,hud_mining_asteroid_name_2,2,1,d61d6c33-e428-4014-9326-0b06034de16a,Agricium_Ore,Agricium (Ore),30,60,0.8,1,1,b32e53a8-2c50-48b6-92b7-0b3c6624d1ab,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_corundum.xml
Asteroid_MType_Corundum,hud_mining_asteroid_name_2,2,2,f2f5bf2e-87f9-4f3d-bb59-b4e11eceeaad,Gold_Ore,Gold (Ore),20,50,0.5,1,1,b32e53a8-2c50-48b6-92b7-0b3c6624d1ab,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_corundum.xml
Asteroid_MType_Corundum,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.1,1,1,b32e53a8-2c50-48b6-92b7-0b3c6624d1ab,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_corundum.xml
Asteroid_MType_Corundum,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.1,1,1,b32e53a8-2c50-48b6-92b7-0b3c6624d1ab,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_corundum.xml
Asteroid_MType_Corundum,hud_mining_asteroid_name_2,2,5,fc62043c-3f29-4fff-b754-2301762723f7,Quantainium_Raw,Quantainium (Raw),20,50,0.07,1,1,b32e53a8-2c50-48b6-92b7-0b3c6624d1ab,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_corundum.xml
Asteroid_MType_Iron,hud_mining_asteroid_name_2,2,0,05708bae-1cb1-4e63-bb95-ec7f4a3ef430,Iron_Ore,Iron (Ore),30,70,1,1,1,340e205e-fa34-4c3b-bfbe-a688fce05fa5,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_iron.xml
Asteroid_MType_Iron,hud_mining_asteroid_name_2,2,1,d61d6c33-e428-4014-9326-0b06034de16a,Agricium_Ore,Agricium (Ore),30,60,0.8,1,1,340e205e-fa34-4c3b-bfbe-a688fce05fa5,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_iron.xml
Asteroid_MType_Iron,hud_mining_asteroid_name_2,2,2,f2f5bf2e-87f9-4f3d-bb59-b4e11eceeaad,Gold_Ore,Gold (Ore),20,50,0.5,1,1,340e205e-fa34-4c3b-bfbe-a688fce05fa5,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_iron.xml
Asteroid_MType_Iron,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.1,1,1,340e205e-fa34-4c3b-bfbe-a688fce05fa5,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_iron.xml
Asteroid_MType_Iron,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.1,1,1,340e205e-fa34-4c3b-bfbe-a688fce05fa5,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_iron.xml
Asteroid_MType_Iron,hud_mining_asteroid_name_2,2,5,fc62043c-3f29-4fff-b754-2301762723f7,Quantainium_Raw,Quantainium (Raw),20,50,0.05,1,1,340e205e-fa34-4c3b-bfbe-a688fce05fa5,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_iron.xml
Asteroid_MType_Iron,hud_mining_asteroid_name_2,2,0,05708bae-1cb1-4e63-bb95-ec7f4a3ef430,Iron_Ore,Iron (Ore),30,70,1,1,1,340e205e-fa34-4c3b-bfbe-a688fce05fa5,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_iron.xml
Asteroid_MType_Iron,hud_mining_asteroid_name_2,2,1,d61d6c33-e428-4014-9326-0b06034de16a,Agricium_Ore,Agricium (Ore),30,60,0.8,1,1,340e205e-fa34-4c3b-bfbe-a688fce05fa5,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_iron.xml
Asteroid_MType_Iron,hud_mining_asteroid_name_2,2,2,f2f5bf2e-87f9-4f3d-bb59-b4e11eceeaad,Gold_Ore,Gold (Ore),20,50,0.5,1,1,340e205e-fa34-4c3b-bfbe-a688fce05fa5,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_iron.xml
Asteroid_MType_Iron,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.1,1,1,340e205e-fa34-4c3b-bfbe-a688fce05fa5,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_iron.xml
Asteroid_MType_Iron,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.1,1,1,340e205e-fa34-4c3b-bfbe-a688fce05fa5,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_iron.xml
Asteroid_MType_Iron,hud_mining_asteroid_name_2,2,5,fc62043c-3f29-4fff-b754-2301762723f7,Quantainium_Raw,Quantainium (Raw),20,50,0.05,1,1,340e205e-fa34-4c3b-bfbe-a688fce05fa5,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_iron.xml
Asteroid_MType_Quartz,hud_mining_asteroid_name_2,2,0,1d35c0bc-9142-42ff-8a83-0ec68d69a128,Quartz_Raw,Quartz (Raw),30,70,1,1,1,01e567b4-4fb1-42ab-a795-5a57381a7449,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_quartz.xml
Asteroid_MType_Quartz,hud_mining_asteroid_name_2,2,1,d61d6c33-e428-4014-9326-0b06034de16a,Agricium_Ore,Agricium (Ore),30,60,0.8,1,1,01e567b4-4fb1-42ab-a795-5a57381a7449,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_quartz.xml
Asteroid_MType_Quartz,hud_mining_asteroid_name_2,2,2,f2f5bf2e-87f9-4f3d-bb59-b4e11eceeaad,Gold_Ore,Gold (Ore),20,50,0.3,1,1,01e567b4-4fb1-42ab-a795-5a57381a7449,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_quartz.xml
Asteroid_MType_Quartz,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.1,1,1,01e567b4-4fb1-42ab-a795-5a57381a7449,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_quartz.xml
Asteroid_MType_Quartz,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.1,1,1,01e567b4-4fb1-42ab-a795-5a57381a7449,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_quartz.xml
Asteroid_MType_Quartz,hud_mining_asteroid_name_2,2,5,fc62043c-3f29-4fff-b754-2301762723f7,Quantainium_Raw,Quantainium (Raw),20,50,0.05,1,1,01e567b4-4fb1-42ab-a795-5a57381a7449,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_quartz.xml
Asteroid_MType_Quartz,hud_mining_asteroid_name_2,2,0,1d35c0bc-9142-42ff-8a83-0ec68d69a128,Quartz_Raw,Quartz (Raw),30,70,1,1,1,01e567b4-4fb1-42ab-a795-5a57381a7449,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_quartz.xml
Asteroid_MType_Quartz,hud_mining_asteroid_name_2,2,1,d61d6c33-e428-4014-9326-0b06034de16a,Agricium_Ore,Agricium (Ore),30,60,0.8,1,1,01e567b4-4fb1-42ab-a795-5a57381a7449,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_quartz.xml
Asteroid_MType_Quartz,hud_mining_asteroid_name_2,2,2,f2f5bf2e-87f9-4f3d-bb59-b4e11eceeaad,Gold_Ore,Gold (Ore),20,50,0.3,1,1,01e567b4-4fb1-42ab-a795-5a57381a7449,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_quartz.xml
Asteroid_MType_Quartz,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.1,1,1,01e567b4-4fb1-42ab-a795-5a57381a7449,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_quartz.xml
Asteroid_MType_Quartz,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.1,1,1,01e567b4-4fb1-42ab-a795-5a57381a7449,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_quartz.xml
Asteroid_MType_Quartz,hud_mining_asteroid_name_2,2,5,fc62043c-3f29-4fff-b754-2301762723f7,Quantainium_Raw,Quantainium (Raw),20,50,0.05,1,1,01e567b4-4fb1-42ab-a795-5a57381a7449,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_quartz.xml
Asteroid_MType_Savrilium,hud_mining_asteroid_name_2,2,0,d0b10af3-e0f3-4bc3-b2d9-737dbb7846cf,Torite_Ore,Torite (Ore),30,70,1,1,1,a5c46512-b028-4a6e-8c34-1af944c1d45d,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_savrilium.xml
Asteroid_MType_Savrilium,hud_mining_asteroid_name_2,2,1,d61d6c33-e428-4014-9326-0b06034de16a,Agricium_Ore,Agricium (Ore),30,60,0.6,1,1,a5c46512-b028-4a6e-8c34-1af944c1d45d,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_savrilium.xml
Asteroid_MType_Savrilium,hud_mining_asteroid_name_2,2,2,1ec31863-26a8-446e-9805-448bb50253ed,Lindinium_Ore,Lindinium (Ore),20,50,0.3,1,1,a5c46512-b028-4a6e-8c34-1af944c1d45d,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_savrilium.xml
Asteroid_MType_Savrilium,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.07,1,1,a5c46512-b028-4a6e-8c34-1af944c1d45d,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_savrilium.xml
Asteroid_MType_Savrilium,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.07,1,1,a5c46512-b028-4a6e-8c34-1af944c1d45d,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_savrilium.xml
Asteroid_MType_Savrilium,hud_mining_asteroid_name_2,2,5,6426f04e-2f7d-4c8e-a615-64aa582eaa31,Savrilium_Ore,Savrilium (Ore),20,50,0.02,1,1,a5c46512-b028-4a6e-8c34-1af944c1d45d,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_savrilium.xml
Asteroid_MType_Savrilium,hud_mining_asteroid_name_2,2,0,d0b10af3-e0f3-4bc3-b2d9-737dbb7846cf,Torite_Ore,Torite (Ore),30,70,1,1,1,a5c46512-b028-4a6e-8c34-1af944c1d45d,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_savrilium.xml
Asteroid_MType_Savrilium,hud_mining_asteroid_name_2,2,1,d61d6c33-e428-4014-9326-0b06034de16a,Agricium_Ore,Agricium (Ore),30,60,0.6,1,1,a5c46512-b028-4a6e-8c34-1af944c1d45d,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_savrilium.xml
Asteroid_MType_Savrilium,hud_mining_asteroid_name_2,2,2,1ec31863-26a8-446e-9805-448bb50253ed,Lindinium_Ore,Lindinium (Ore),20,50,0.3,1,1,a5c46512-b028-4a6e-8c34-1af944c1d45d,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_savrilium.xml
Asteroid_MType_Savrilium,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.07,1,1,a5c46512-b028-4a6e-8c34-1af944c1d45d,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_savrilium.xml
Asteroid_MType_Savrilium,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.07,1,1,a5c46512-b028-4a6e-8c34-1af944c1d45d,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_savrilium.xml
Asteroid_MType_Savrilium,hud_mining_asteroid_name_2,2,5,6426f04e-2f7d-4c8e-a615-64aa582eaa31,Savrilium_Ore,Savrilium (Ore),20,50,0.02,1,1,a5c46512-b028-4a6e-8c34-1af944c1d45d,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_savrilium.xml
Asteroid_MType_Silicon,hud_mining_asteroid_name_2,2,0,219e8523-b953-4517-812a-0fb2eb023209,Silicon_Raw,Silicon (Raw),30,70,1,1,1,88c76eec-ab66-433e-9fea-b6710baa2b92,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_silicon.xml
Asteroid_MType_Silicon,hud_mining_asteroid_name_2,2,1,d61d6c33-e428-4014-9326-0b06034de16a,Agricium_Ore,Agricium (Ore),30,60,0.8,1,1,88c76eec-ab66-433e-9fea-b6710baa2b92,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_silicon.xml
Asteroid_MType_Silicon,hud_mining_asteroid_name_2,2,2,f2f5bf2e-87f9-4f3d-bb59-b4e11eceeaad,Gold_Ore,Gold (Ore),20,50,0.3,1,1,88c76eec-ab66-433e-9fea-b6710baa2b92,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_silicon.xml
Asteroid_MType_Silicon,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.2,1,1,88c76eec-ab66-433e-9fea-b6710baa2b92,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_silicon.xml
Asteroid_MType_Silicon,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.1,1,1,88c76eec-ab66-433e-9fea-b6710baa2b92,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_silicon.xml
Asteroid_MType_Silicon,hud_mining_asteroid_name_2,2,5,9498a080-84c0-41f4-b88f-71942c60c43f,Sileron_Ore,Sileron (Ore),20,50,0.07,1,1,88c76eec-ab66-433e-9fea-b6710baa2b92,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_silicon.xml
Asteroid_MType_Silicon,hud_mining_asteroid_name_2,2,6,905e9623-5e74-4a92-9cb1-72203ed8baad,Riccite_Ore,Riccite (Ore),20,50,0.1,1,1,88c76eec-ab66-433e-9fea-b6710baa2b92,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_silicon.xml
Asteroid_MType_Silicon,hud_mining_asteroid_name_2,2,0,219e8523-b953-4517-812a-0fb2eb023209,Silicon_Raw,Silicon (Raw),30,70,1,1,1,88c76eec-ab66-433e-9fea-b6710baa2b92,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_silicon.xml
Asteroid_MType_Silicon,hud_mining_asteroid_name_2,2,1,d61d6c33-e428-4014-9326-0b06034de16a,Agricium_Ore,Agricium (Ore),30,60,0.8,1,1,88c76eec-ab66-433e-9fea-b6710baa2b92,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_silicon.xml
Asteroid_MType_Silicon,hud_mining_asteroid_name_2,2,2,f2f5bf2e-87f9-4f3d-bb59-b4e11eceeaad,Gold_Ore,Gold (Ore),20,50,0.3,1,1,88c76eec-ab66-433e-9fea-b6710baa2b92,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_silicon.xml
Asteroid_MType_Silicon,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.2,1,1,88c76eec-ab66-433e-9fea-b6710baa2b92,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_silicon.xml
Asteroid_MType_Silicon,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.1,1,1,88c76eec-ab66-433e-9fea-b6710baa2b92,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_silicon.xml
Asteroid_MType_Silicon,hud_mining_asteroid_name_2,2,5,9498a080-84c0-41f4-b88f-71942c60c43f,Sileron_Ore,Sileron (Ore),20,50,0.07,1,1,88c76eec-ab66-433e-9fea-b6710baa2b92,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_silicon.xml
Asteroid_MType_Silicon,hud_mining_asteroid_name_2,2,6,905e9623-5e74-4a92-9cb1-72203ed8baad,Riccite_Ore,Riccite (Ore),20,50,0.1,1,1,88c76eec-ab66-433e-9fea-b6710baa2b92,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_silicon.xml
Asteroid_MType_test,hud_mining_asteroid_name_2,2,0,3abbac13-812b-4389-88f3-7a5e995cb7af,TestElement_Balance,Testelement Balance,30,70,1,1,1,82752c95-e474-479a-a12b-83878dc39705,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_test.xml
Asteroid_MType_test,hud_mining_asteroid_name_2,2,0,3abbac13-812b-4389-88f3-7a5e995cb7af,TestElement_Balance,Testelement Balance,30,70,1,1,1,82752c95-e474-479a-a12b-83878dc39705,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_test.xml
Asteroid_MType_Tin,hud_mining_asteroid_name_2,2,0,16b426e2-7ce1-4fb4-8b34-4d8617dd6a97,Tin_Ore,Tin (Ore),30,70,1,1,1,d4bd22c4-4e25-4bf2-9a34-dbee8faef4ae,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_tin.xml
Asteroid_MType_Tin,hud_mining_asteroid_name_2,2,1,d61d6c33-e428-4014-9326-0b06034de16a,Agricium_Ore,Agricium (Ore),30,60,0.8,1,1,d4bd22c4-4e25-4bf2-9a34-dbee8faef4ae,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_tin.xml
Asteroid_MType_Tin,hud_mining_asteroid_name_2,2,2,f2f5bf2e-87f9-4f3d-bb59-b4e11eceeaad,Gold_Ore,Gold (Ore),20,50,0.3,1,1,d4bd22c4-4e25-4bf2-9a34-dbee8faef4ae,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_tin.xml
Asteroid_MType_Tin,hud_mining_asteroid_name_2,2,3,8893c670-f9f7-48df-a05b-e85764994256,Taranite_Raw,Taranite (Raw),20,50,0.2,1,1,d4bd22c4-4e25-4bf2-9a34-dbee8faef4ae,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_tin.xml
Asteroid_MType_Tin,hud_mining_asteroid_name_2,2,4,f48b147f-713e-481f-adf2-ff9869ac61bd,Bexalite_Raw,Bexalite (Raw),20,50,0.1,1,1,d4bd22c4-4e25-4bf2-9a34-dbee8faef4ae,libs/foundry/records/mining/rockcompositionpresets/asteroid_mtype_tin.xml
