Template Class,Contract Class Type,Owner GUID,Owner Class,Display Type GUID,Display Type Class,Illegal,Show Life Time In MobiGlas,Pre Show Objectives,Has Complete Button,Handles Abandon Request,Can Be Shared,Display Allied Markers,Only Owner Can Complete,Fail If Sent To Prison,Fail If Became Criminal,Fail If Leave Prison,Mission Completion Time,Mission Auto End,Mission Result After Timer End,Remaining Time To Show Timer,Objective Count,Mission Property Count,Objective Handler Types,Objective Handler Modules,Objective Display Keys,Travel Objective Keys,Return Objective Keys,Override Mission Details Keys,Nav Point Name Keys,String Hash Keys,Location Tag GUIDs,Location Tag Classes,Record GUID,Record Path
EscortShipFromLandingArea_GoToLocation,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,62f92440-202a-43d3-9cb8-b917d4e4a102,Mercenary,0,1,0,0,0,1,1,0,1,1,0,0,0,Failed,0,1,37,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/DefendLocation/DL_EscortShipFromLandingArea.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,mission_items_QTDistressBeacon,,,,b82baca7-6e3e-455c-9418-552d16303a21,libs/foundry/records/contracts/contracttemplates/escortshipfromlandingarea_gotolocation.xml
EscortShipFromLandingArea_GoToLocation,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,62f92440-202a-43d3-9cb8-b917d4e4a102,Mercenary,0,1,0,0,0,1,1,0,1,1,0,0,0,Failed,0,1,37,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/DefendLocation/DL_EscortShipFromLandingArea.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,mission_items_QTDistressBeacon,,,,b82baca7-6e3e-455c-9418-552d16303a21,libs/foundry/records/contracts/contracttemplates/escortshipfromlandingarea_gotolocation.xml
EscortShipFromLandingArea,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,62f92440-202a-43d3-9cb8-b917d4e4a102,Mercenary,0,1,0,0,0,1,1,0,1,1,0,0,0,Failed,0,1,36,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/DefendLocation/DL_EscortShipFromLandingArea.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,mission_items_QTDistressBeacon,,,,1384d56a-851b-456d-a4a2-d9fd3719193b,libs/foundry/records/contracts/contracttemplates/escortshipfromlandingarea.xml
EscortShipFromLandingArea,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,62f92440-202a-43d3-9cb8-b917d4e4a102,Mercenary,0,1,0,0,0,1,1,0,1,1,0,0,0,Failed,0,1,36,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/DefendLocation/DL_EscortShipFromLandingArea.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,mission_items_QTDistressBeacon,,,,1384d56a-851b-456d-a4a2-d9fd3719193b,libs/foundry/records/contracts/contracttemplates/escortshipfromlandingarea.xml
EscortShipToLandingArea,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,62f92440-202a-43d3-9cb8-b917d4e4a102,Mercenary,0,1,0,0,0,1,1,0,1,1,0,0,0,Failed,0,1,31,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/DefendLocation/DL_EscortShipToLandingArea.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,mission_items_QTDistressBeacon,,,,7fd35278-f0a1-4ed7-8b58-a04f04f29887,libs/foundry/records/contracts/contracttemplates/escortshiptolandingarea.xml
EscortShipToLandingArea,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,62f92440-202a-43d3-9cb8-b917d4e4a102,Mercenary,0,1,0,0,0,1,1,0,1,1,0,0,0,Failed,0,1,31,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/DefendLocation/DL_EscortShipToLandingArea.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,mission_items_QTDistressBeacon,,,,7fd35278-f0a1-4ed7-8b58-a04f04f29887,libs/foundry/records/contracts/contracttemplates/escortshiptolandingarea.xml
PU_Delivery_Local_Holiday_Template,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,0,0,0,1,1,0,1,1,0,0,0,Failed,0,1,26,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/PU_Missions/DeliveryMission/PU_MultiStopDelivery.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,delivery_missionitem | LocalDelivery_itinerary_multidropoff,,,c803f845-b7c9-4918-ae8b-86829eff5e4e,libs/foundry/records/contracts/contracttemplates/events/pu_delivery_local_holiday_template.xml
PU_Delivery_Local_Holiday_Template,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,0,0,0,1,1,0,1,1,0,0,0,Failed,0,1,26,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/PU_Missions/DeliveryMission/PU_MultiStopDelivery.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,delivery_missionitem | LocalDelivery_itinerary_multidropoff,,,c803f845-b7c9-4918-ae8b-86829eff5e4e,libs/foundry/records/contracts/contracttemplates/events/pu_delivery_local_holiday_template.xml
HackPrevention,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,559f4a80-a51e-4954-9141-0067c1cbf31c,ECN,0,1,0,0,0,0,1,0,1,1,0,0,0,Failed,0,1,3,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/PU_Missions/PU_HackPrevention.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,commarray_repair_danger_0001 | commarray_repair_danger_0002 | commarray_repair_danger_0003 | commarray_repair_danger_0004 | commarray_repair_danger_0005,9a2ba214-8d5d-458d-84c6-fc11fdc5b3b7,,fa80b079-a5c2-4f85-a21e-e6954adba311,libs/foundry/records/contracts/contracttemplates/hackprevention.xml
HackPrevention,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,559f4a80-a51e-4954-9141-0067c1cbf31c,ECN,0,1,0,0,0,0,1,0,1,1,0,0,0,Failed,0,1,3,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/PU_Missions/PU_HackPrevention.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,commarray_repair_danger_0001 | commarray_repair_danger_0002 | commarray_repair_danger_0003 | commarray_repair_danger_0004 | commarray_repair_danger_0005,9a2ba214-8d5d-458d-84c6-fc11fdc5b3b7,,fa80b079-a5c2-4f85-a21e-e6954adba311,libs/foundry/records/contracts/contracttemplates/hackprevention.xml
Handyman_Template_Local,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,c3f8b2c8-1ee8-4c89-aa0a-e7707e5cca72,Local,0,1,1,1,0,1,1,0,0,0,0,0,0,Failed,0,1,5,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/JobBoardMissions/Enginering/ComponentSwap/ReplaceComponents.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,b3924937-b442-4808-9509-c79967ef6944,libs/foundry/records/contracts/contracttemplates/handyman_template_local.xml
Handyman_Template_Local,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,c3f8b2c8-1ee8-4c89-aa0a-e7707e5cca72,Local,0,1,1,1,0,1,1,0,0,0,0,0,0,Failed,0,1,5,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/JobBoardMissions/Enginering/ComponentSwap/ReplaceComponents.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,b3924937-b442-4808-9509-c79967ef6944,libs/foundry/records/contracts/contracttemplates/handyman_template_local.xml
Handyman_Template,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fdade1c8-6b0c-444d-9209-33d922a8ca78,Maintenance,0,1,0,0,0,1,1,0,1,1,0,0,0,Failed,0,1,5,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/JobBoardMissions/Enginering/ComponentSwap/ReplaceComponents.xml,,TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,5b7c752e-7d87-423f-9f07-8c2023d174a1,libs/foundry/records/contracts/contracttemplates/handyman_template.xml
Handyman_Template,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fdade1c8-6b0c-444d-9209-33d922a8ca78,Maintenance,0,1,0,0,0,1,1,0,1,1,0,0,0,Failed,0,1,5,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/JobBoardMissions/Enginering/ComponentSwap/ReplaceComponents.xml,,TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,5b7c752e-7d87-423f-9f07-8c2023d174a1,libs/foundry/records/contracts/contracttemplates/handyman_template.xml
HaulCargo_AtoB_Bulk_Carbon,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,24f1b6c9-f666-4b87-bd1f-6652597ba39f,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_carbon.xml
HaulCargo_AtoB_Bulk_Carbon,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,24f1b6c9-f666-4b87-bd1f-6652597ba39f,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_carbon.xml
HaulCargo_AtoB_Bulk_CleanAir_Cryopods,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,3855544f-61e8-4a66-a74a-49f7cf08d309,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_cleanair_cryopods.xml
HaulCargo_AtoB_Bulk_CleanAir_Cryopods,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,3855544f-61e8-4a66-a74a-49f7cf08d309,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_cleanair_cryopods.xml
HaulCargo_AtoB_Bulk_CleanAir_MedicalSupplies_Interstellar,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,d57eb8b6-abe3-4255-9ff3-e234f7a73aa5,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_cleanair_medicalsupplies_interstellar.xml
HaulCargo_AtoB_Bulk_CleanAir_MedicalSupplies_Interstellar,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,d57eb8b6-abe3-4255-9ff3-e234f7a73aa5,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_cleanair_medicalsupplies_interstellar.xml
HaulCargo_AtoB_Bulk_CleanAir_MedicalSupplies,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,58914553-515f-47c2-a2d0-93b90d07da31,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_cleanair_medicalsupplies.xml
HaulCargo_AtoB_Bulk_CleanAir_MedicalSupplies,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,58914553-515f-47c2-a2d0-93b90d07da31,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_cleanair_medicalsupplies.xml
HaulCargo_AtoB_Bulk_CleanAir_MoldSample,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,844469b8-ab07-4e12-b2d1-db3b54fa8677,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_cleanair_moldsample.xml
HaulCargo_AtoB_Bulk_CleanAir_MoldSample,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,844469b8-ab07-4e12-b2d1-db3b54fa8677,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_cleanair_moldsample.xml
HaulCargo_AtoB_Bulk_CleanAir_MoldTreatment,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,67671b02-3ed4-4280-b87b-70987095f971,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_cleanair_moldtreatment.xml
HaulCargo_AtoB_Bulk_CleanAir_MoldTreatment,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,67671b02-3ed4-4280-b87b-70987095f971,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_cleanair_moldtreatment.xml
HaulCargo_AtoB_Bulk_CleanAir_Resources,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,d19cef13-851e-4d93-82cf-afe2ea96ee81,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_cleanair_resources.xml
HaulCargo_AtoB_Bulk_CleanAir_Resources,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,d19cef13-851e-4d93-82cf-afe2ea96ee81,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_cleanair_resources.xml
HaulCargo_AtoB_Bulk_CleanAir_VentFilters,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,b9a2fc87-9580-481d-b5d6-f72952edef5d,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_cleanair_ventfilters.xml
HaulCargo_AtoB_Bulk_CleanAir_VentFilters,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,b9a2fc87-9580-481d-b5d6-f72952edef5d,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_cleanair_ventfilters.xml
HaulCargo_AtoB_Bulk_Mixed_IronHydroFuelPressIceSpiritsConstMats,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,1df67154-3e05-4b54-86ed-90a2ac8c400a,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_mixed_ironhydrofuelpressicespiritsconstmats.xml
HaulCargo_AtoB_Bulk_Mixed_IronHydroFuelPressIceSpiritsConstMats,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,1df67154-3e05-4b54-86ed-90a2ac8c400a,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_mixed_ironhydrofuelpressicespiritsconstmats.xml
HaulCargo_AtoB_Bulk_Potasium,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,0ac9ce6e-bc7c-48a0-92f7-879e9c31d814,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_potasium.xml
HaulCargo_AtoB_Bulk_Potasium,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,0ac9ce6e-bc7c-48a0-92f7-879e9c31d814,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_potasium.xml
HaulCargo_AtoB_Bulk_Waste,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,484d42ed-b1ab-4545-8970-3ffc61daba0e,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_waste.xml
HaulCargo_AtoB_Bulk_Waste,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,484d42ed-b1ab-4545-8970-3ffc61daba0e,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk_waste.xml
HaulCargo_AtoB_Bulk,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,a713f5d5-a6e1-4b48-896c-926d9842560e,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk.xml
HaulCargo_AtoB_Bulk,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fbb195ed-26ce-44fb-ad6c-aafac5006237,Hauling_Interstellar,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,a713f5d5-a6e1-4b48-896c-926d9842560e,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_bulk.xml
HaulCargo_AtoB_Firesale_LiquidOpium_Large,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,9c585972-95b7-4408-ad72-aa9858545958,Priority,0,0,1,0,0,1,1,0,1,1,0,300,1,Failed,15,1,6,ObjectiveHandler_Hauling,,,,,,,,,,8fd35d1f-7fb8-4cd5-8c97-78a277df580e,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_firesale_liquidopium_large.xml
HaulCargo_AtoB_Firesale_LiquidOpium_Large,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,9c585972-95b7-4408-ad72-aa9858545958,Priority,0,0,1,0,0,1,1,0,1,1,0,300,1,Failed,15,1,6,ObjectiveHandler_Hauling,,,,,,,,,,8fd35d1f-7fb8-4cd5-8c97-78a277df580e,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_firesale_liquidopium_large.xml
HaulCargo_AtoB_Firesale_LiquidOpium_Medium,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,9c585972-95b7-4408-ad72-aa9858545958,Priority,0,0,1,0,0,1,1,0,1,1,0,300,1,Failed,15,1,6,ObjectiveHandler_Hauling,,,,,,,,,,a4537ac6-e856-4357-9e92-2969f7523f05,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_firesale_liquidopium_medium.xml
HaulCargo_AtoB_Firesale_LiquidOpium_Medium,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,9c585972-95b7-4408-ad72-aa9858545958,Priority,0,0,1,0,0,1,1,0,1,1,0,300,1,Failed,15,1,6,ObjectiveHandler_Hauling,,,,,,,,,,a4537ac6-e856-4357-9e92-2969f7523f05,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_firesale_liquidopium_medium.xml
HaulCargo_AtoB_Firesale_LiquidOpium,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,9c585972-95b7-4408-ad72-aa9858545958,Priority,0,0,1,0,0,1,1,0,1,1,0,300,1,Failed,15,1,6,ObjectiveHandler_Hauling,,,,,,,,,,4ab16b0f-2f6b-458d-bad7-353258e81e26,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_firesale_liquidopium.xml
HaulCargo_AtoB_Firesale_LiquidOpium,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,9c585972-95b7-4408-ad72-aa9858545958,Priority,0,0,1,0,0,1,1,0,1,1,0,300,1,Failed,15,1,6,ObjectiveHandler_Hauling,,,,,,,,,,4ab16b0f-2f6b-458d-bad7-353258e81e26,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_firesale_liquidopium.xml
HaulCargo_AtoB_GoblinG_Intro,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,f583a48b-dfb3-4140-b6f6-deae7151dc76,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_gobling_intro.xml
HaulCargo_AtoB_GoblinG_Intro,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,f583a48b-dfb3-4140-b6f6-deae7151dc76,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_gobling_intro.xml
HaulCargo_AtoB_GoblinG_Large,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,9ae04bf0-3f7d-4fdc-8b4d-5569d4c29dc5,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_gobling_large.xml
HaulCargo_AtoB_GoblinG_Large,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,9ae04bf0-3f7d-4fdc-8b4d-5569d4c29dc5,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_gobling_large.xml
HaulCargo_AtoB_GoblinG_Medium,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,37828e64-28a7-4499-ae71-32500d87d253,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_gobling_medium.xml
HaulCargo_AtoB_GoblinG_Medium,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,37828e64-28a7-4499-ae71-32500d87d253,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_gobling_medium.xml
HaulCargo_AtoB_GoblinG_Small,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,2e607a7a-c661-4b5d-b38f-90b53ab4225c,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_gobling_small.xml
HaulCargo_AtoB_GoblinG_Small,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,2e607a7a-c661-4b5d-b38f-90b53ab4225c,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_gobling_small.xml
HaulCargo_AtoB_GoblinG_Template,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,be8311a4-869a-4d3e-8fc6-951775dfb841,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_gobling_template.xml
HaulCargo_AtoB_GoblinG_Template,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,7,ObjectiveHandler_Hauling,,,,,,,,,,be8311a4-869a-4d3e-8fc6-951775dfb841,libs/foundry/records/contracts/contracttemplates/haulcargo_atob_gobling_template.xml
