Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Aim Assist Distance (PiP) Min,Aim Assist Distance (PiP) Max,Aim Assist Distance (PiP) Buffer,Sensitivity IR,Sensitivity CS,Sensitivity EM,Sensitivity RS,Sensitivity dB,Piercing IR,Piercing CS,Piercing EM,Piercing RS,Piercing dB,Temperature to IR,Minimum Temperature for IR,Distortion Shutdown Damage,Distortion Decay Delay,Distortion Decay Rate,Distortion Shutdown Time
radr_grnp_s00_prevenir,item_Name_RADR_GRNP_S00_Prevenir,,item_Desc_RADR_GRNP_S00_Prevenir,GRNP,0,3,MidRangeRadar,240,585,715,60,0.75,0.75,0.5,1,0,0.25,0.25,0.25,1,0.25,5,333,2990,1.73,150,21.66
radr_grnp_s00_sens,item_Name_RADR_GRNP_S00_Sens,,item_Desc_RADR_GRNP_S00_Sens,GRNP,0,2,MidRangeRadar,252,585,786.5,60,0.75,0.75,0.5,1,0,0.25,0.25,0.25,1,0.25,5,333,2990,1.55,150,21.48
radr_grnp_s00_v6026,item_Name_RADR_GRNP_S00_V6026,,item_Desc_RADR_GRNP_S00_V6026,GRNP,0,1,MidRangeRadar,276,585,858,60,0.75,0.75,0.5,1,0,0.25,0.25,0.25,1,0.25,7,318,2990,1.38,150,21.31
radr_grnp_s01_ecouter_piercing,item_Name_RADR_GRNP_S01_Ecouter,,item_Desc_RADR_GRNP_S01_Ecouter,GRNP,1,3,MidRangeRadar,600,845,1105,60,1,1,1,1,0,0.25,0.25,0.25,1,0.25,6,333,4485,1.73,220,22.12
radr_grnp_s01_ecouter,item_Name_RADR_GRNP_S01_Ecouter,,item_Desc_RADR_GRNP_S01_Ecouter,GRNP,1,3,MidRangeRadar,600,845,1105,60,0.8,0.8,0.8,1,0,0.25,0.25,0.25,1,0.25,6,333,4485,1.73,220,22.12
radr_grnp_s01_tige,item_Name_RADR_GRNP_S01_Tige,,item_Desc_RADR_GRNP_S01_Tige,GRNP,1,2,MidRangeRadar,630,845,1215.5,60,0.8,0.8,0.8,1,0,0.25,0.25,0.25,1,0.25,8,318,4485,1.55,220,21.94
radr_grnp_s01_v80111,item_Name_RADR_GRNP_S01_V80111,,item_Desc_RADR_GRNP_S01_V80111,GRNP,1,1,MidRangeRadar,690,845,1326,60,0.8,0.8,0.8,1,0,0.25,0.25,0.25,1,0.25,8,318,4485,1.38,220,21.77
radr_grnp_s01_voir,item_Name_RADR_GRNP_S01_Voir,,item_Desc_RADR_GRNP_S01_Voir,GRNP,1,4,MidRangeRadar,540,845,994.5,60,0.8,0.8,0.8,1,0,0.25,0.25,0.25,1,0.25,6,333,4485,1.9,220,22.29
radr_grnp_s02_epier,item_Name_RADR_GRNP_S02_Epier,,item_Desc_RADR_GRNP_S02_Epier,GRNP,2,3,MidRangeRadar,1200,1300,1820,90,0.9,0.9,0.9,1,0,0.25,0.25,0.25,1,0.25,6,333,7475,3.45,400,22.14
radr_grnp_s02_savoir,item_Name_RADR_GRNP_S02_Savoir,,item_Desc_RADR_GRNP_S02_Savoir,GRNP,2,4,MidRangeRadar,1080,1300,1638,90,0.9,0.9,0.9,1,0,0.25,0.25,0.25,1,0.25,9,318,7475,3.8,400,22.49
radr_grnp_s02_vb80112,item_Name_RADR_GRNP_S02_V80112,,item_Desc_RADR_GRNP_S02_V80112,GRNP,2,1,MidRangeRadar,1380,1300,2184,90,0.9,0.9,0.9,1,0,0.25,0.25,0.25,1,0.25,9,318,7475,2.76,400,21.45
radr_grnp_s02_vigilance,item_Name_RADR_GRNP_S02_Vigilance,,item_Desc_RADR_GRNP_S02_Vigilance,GRNP,2,2,MidRangeRadar,1260,1300,2002,90,0.9,0.9,0.9,1,0,0.25,0.25,0.25,1,0.25,9,318,7475,3.11,400,21.8
radr_grnp_s03_devoue,item_Name_RADR_GRNP_S03_Devoue,,item_Desc_RADR_GRNP_S03_Devoue,GRNP,3,2,MidRangeRadar,3780,2015,3718,90,0.95,0.95,1,1,0,0.25,0.25,0.25,1,0.25,10,318,11960,4.66,600,24.59
radr_grnp_s03_fidele,item_Name_RADR_GRNP_S03_Fidele,,item_Desc_RADR_GRNP_S03_Fidele,GRNP,3,4,MidRangeRadar,3240,2015,3042,90,0.95,0.95,1,1,0,0.25,0.25,0.25,1,0.25,10,318,11960,5.69,600,25.62
radr_grnp_s03_resolu,item_Name_RADR_GRNP_S03_Resolu,,item_Desc_RADR_GRNP_S03_Resolu,GRNP,3,3,MidRangeRadar,3600,2015,3380,90,0.95,0.95,1,1,0,0.25,0.25,0.25,1,0.25,10,318,11960,5.18,600,25.11
radr_grnp_s03_v880,item_Name_RADR_GRNP_S03_V880,,item_Desc_RADR_GRNP_S03_V880,GRNP,3,1,MidRangeRadar,4140,2015,4056,90,0.95,0.95,1,1,0,0.25,0.25,0.25,1,0.25,10,318,11960,4.14,600,24.07
radr_nave_s01_snsr5,item_Name_RADR_NAVE_S01_SNSR5,,item_Desc_RADR_NAVE_S01_SNSR5,NAVE,1,4,MidRangeRadar,315,780,956.25,90,0.8,0.8,0.8,1,0,0.25,0.25,0.25,1,0.25,8,318,2100,1.49,242,10.17
radr_nave_s01_snsr6,item_Name_RADR_NAVE_S01_SNSR6,,item_Desc_RADR_NAVE_S01_SNSR6,NAVE,1,3,MidRangeRadar,350,780,1062.5,90,0.8,0.8,0.8,1,0,0.25,0.25,0.25,1,0.25,9,311,2100,1.35,242,10.03
radr_nave_s01_snsr7,item_Name_RADR_NAVE_S01_SNSR7,,item_Desc_RADR_NAVE_S01_SNSR7,NAVE,1,2,MidRangeRadar,368,780,1168.75,90,0.8,0.8,0.8,1,0,0.25,0.25,0.25,1,0.25,8,318,2100,1.22,242,9.9
radr_nave_s02_sns_r6x,item_Name_RADR_NAVE_S02_SNSR6x,,item_Desc_RADR_NAVE_S02_SNSR6x,NAVE,2,3,MidRangeRadar,700,1200,1750,135,0.9,0.9,0.9,1,0,0.25,0.25,0.25,1,0.25,9,318,3500,2.7,440,10.65
radr_nave_s02_snsr5x,item_Name_RADR_NAVE_S02_SNSR5x,,item_Desc_RADR_NAVE_S02_SNSR5x,NAVE,2,4,MidRangeRadar,630,1200,1575,135,0.9,0.9,0.9,1,0,0.25,0.25,0.25,1,0.25,9,318,3500,2.97,440,10.92
radr_nave_s02_snsr7x,item_Name_RADR_NAVE_S02_SNSR7x,,item_Desc_RADR_NAVE_S02_SNSR7x,NAVE,2,2,MidRangeRadar,735,1200,1925,135,0.9,0.9,0.9,1,0,0.25,0.25,0.25,1,0.25,9,318,3500,2.43,440,10.38
radr_rsi_s04_polaris,item_Name_RADR_RSI_S04_Polaris,,item_Desc_RADR_RSI_S04_Polaris,RSI,4,1,MidRangeRadar,5000,3920,4830,120,0.95,0.95,1,1,0,0.25,0.25,0.25,1,0.25,8,333,11000,5,900,17.22
radr_s00_fake,,,,,0,1,MidRangeRadar,200,630,632.5,80,1,1,1,1,0,0.25,0.25,0.25,1,0.25,8,318,2000,1.5,150,14.83
radr_s01_template,,,,,1,1,MidRangeRadar,500,910,977.5,80,0.8,0.8,0.8,1,0,0.25,0.25,0.25,1,0.25,8,318,3000,1.5,220,15.14
radr_s02_fake,item_SubTypeRadar,,,,2,1,MidRangeRadar,1000,1400,1610,120,1,1,1,1,0,0.25,0.25,0.25,1,0.25,8,318,5000,3,400,15.5
radr_s02_template,,,,,2,1,MidRangeRadar,1000,1400,1610,120,0.9,0.9,0.9,1,0,0.25,0.25,0.25,1,0.25,9,318,5000,3,400,15.5
radr_s03_template,,,,,3,1,MidRangeRadar,3000,2170,2990,120,0.95,0.95,1,1,0,0.25,0.25,0.25,1,0.25,10,318,8000,4.5,600,17.83
radr_unmanned_ai_s00,,,,,0,1,MidRangeRadar,220,550,550,100,1,1,1,1,0,0.25,0.25,0.25,1,0.25,2.5,250,2600,1.5,150,18.83
radr_unmanned_ai_s01,,,,,0,1,MidRangeRadar,220,850,850,100,1,1,1,1,0,0.25,0.25,0.25,1,0.25,2.5,250,3900,1.5,220,19.23
radr_unmanned_ai_s02,,,,,0,1,MidRangeRadar,220,1400,1400,100,1,1,1,1,0,0.25,0.25,0.25,1,0.25,2.5,250,6500,3,400,19.25
radr_unmanned_ai_s03,,,,,0,1,MidRangeRadar,220,2600,2600,100,1,1,1,1,0,0.25,0.25,0.25,1,0.25,2.5,250,10400,4.5,600,21.83
radr_unmanned_ai_s04,,,,,0,1,MidRangeRadar,220,4200,4200,100,1,1,1,1,0,0.25,0.25,0.25,1,0.25,2.5,250,14300,5,900,20.89
radr_unmanned_ai_s05_tsglaser,,,,,0,1,MidRangeRadar,220,10000,10000,80,1,1,1,1,0,0.25,0.25,0.25,1,0.25,2.5,250,16900,5.5,1100,20.86
radr_unmanned_ai_s05,,,,,0,1,MidRangeRadar,220,7500,7500,100,1,1,1,1,0,0.25,0.25,0.25,1,0.25,2.5,250,16900,5.5,1100,20.86
radr_vncl_s02_mauler,item_NameRADR_VNCL_S04_Mauler,,item_DescRADR_VNCL_S04_Mauler,,2,2,MidRangeRadar,7300,1300,2002,90,0.9,0.9,0.9,0.85,0,0.25,0.25,0.25,1,0.25,8,323,6500,3.11,340,22.23
radr_wlop_s00_denning,item_Name_RADR_WLOP_S00_Denning,,item_Desc_RADR_WLOP_S00_Denning,WLOP,0,3,MidRangeRadar,200,540,632.5,80,0.75,0.75,0.5,1,0,0.25,0.25,0.25,1,0.25,7,318,2000,1.5,150,14.83
radr_wlop_s00_fabian,item_Name_RADR_WLOP_S00_Fabian,,item_Desc_RADR_WLOP_S00_Fabian,WLOP,0,1,MidRangeRadar,230,540,759,80,0.75,0.75,0.5,1,0,0.25,0.25,0.25,1,0.25,7,318,2000,1.2,150,14.53
radr_wlop_s00_vogel,item_Name_RADR_WLOP_S00_Vogel,,item_Desc_RADR_WLOP_S00_Vogel,WLOP,0,2,MidRangeRadar,210,540,695.75,80,0.75,0.75,0.5,1,0,0.25,0.25,0.25,1,0.25,7,318,2000,1.35,150,14.68
radr_wlop_s01_abetti,item_Name_RADR_WLOP_S01_Abetti,,item_Desc_RADR_WLOP_S01_Abetti,WLOP,1,1,MidRangeRadar,575,780,1173,80,0.8,0.8,0.8,1,0,0.25,0.25,0.25,1,0.25,8,318,3000,1.2,220,14.84
radr_wlop_s01_backlund,item_Name_RADR_WLOP_S01_Backlund,,item_Desc_RADR_WLOP_S01_Backlund,WLOP,1,2,MidRangeRadar,525,780,1075.25,80,0.8,0.8,0.8,1,0,0.25,0.25,0.25,1,0.25,8,318,3000,1.35,220,14.99
radr_wlop_s01_capstan,item_Name_RADR_WLOP_S01_Capston,,item_Desc_RADR_WLOP_S01_Capston,WLOP,1,3,MidRangeRadar,500,780,977.5,80,0.8,0.8,0.8,1,0,0.25,0.25,0.25,1,0.25,8,318,3000,1.5,220,15.14
radr_wlop_s01_fleming,item_Name_RADR_WLOP_S01_Fleming,,item_Desc_RADR_WLOP_S01_Fleming,WLOP,1,4,MidRangeRadar,450,780,879.75,80,0.8,0.8,0.8,1,0,0.25,0.25,0.25,1,0.25,8,318,3000,1.65,220,15.29
radr_wlop_s02_agrippa,item_Name_RADR_WLOP_S02_Agrippa,,item_Desc_RADR_WLOP_S02_Agrippa,WLOP,2,1,MidRangeRadar,1150,1200,1932,120,0.9,0.9,0.9,1,0,0.25,0.25,0.25,1,0.25,9,318,5000,2.4,400,14.9
radr_wlop_s02_battani,item_Name_RADR_WLOP_S02_Battani,,item_Desc_RADR_WLOP_S02_Battani,WLOP,2,2,MidRangeRadar,1050,1200,1771,120,0.9,0.9,0.9,1,0,0.25,0.25,0.25,1,0.25,9,318,5000,2.7,400,15.2
radr_wlop_s02_chernykh,item_Name_RADR_WLOP_S02_Chernykh,,item_Desc_RADR_WLOP_S02_Chernykh,WLOP,2,3,MidRangeRadar,1000,1200,1610,120,0.9,0.9,0.9,1,0,0.25,0.25,0.25,1,0.25,9,318,5000,3,400,15.5
radr_wlop_s02_fawad,item_Name_RADR_WLOP_S02_Fawad,,item_Desc_RADR_WLOP_S02_Fawad,WLOP,2,4,MidRangeRadar,900,1200,1449,120,0.9,0.9,0.9,1,0,0.25,0.25,0.25,1,0.25,9,318,5000,3.3,400,15.8
radr_wlop_s03_anysta,item_Name_RADR_WLOP_S03_Anysta,,item_Desc_RADR_WLOP_S03_Anysta,WLOP,3,1,MidRangeRadar,3450,1860,3588,120,0.95,0.95,1,1,0,0.25,0.25,0.25,1,0.25,10,318,8000,3.6,600,16.93
radr_wlop_s03_capsulo,item_Name_RADR_WLOP_S03_Capsulo,,item_Desc_RADR_WLOP_S03_Capsulo,WLOP,3,2,MidRangeRadar,3150,1860,3289,120,0.95,0.95,1,1,0,0.25,0.25,0.25,1,0.25,10,318,8000,4.05,600,17.38
radr_wlop_s03_lephari,item_Name_RADR_WLOP_S03_Lephari,,item_Desc_RADR_WLOP_S03_Lephari,WLOP,3,3,MidRangeRadar,3000,1860,2990,120,0.95,0.95,1,1,0,0.25,0.25,0.25,1,0.25,10,318,8000,4.5,600,17.83
radr_wlop_s03_socoria,item_Name_RADR_WLOP_S03_Socoria,,item_Desc_RADR_WLOP_S03_Socoria,WLOP,3,4,MidRangeRadar,2700,1860,2691,120,0.95,0.95,1,1,0,0.25,0.25,0.25,1,0.25,10,318,8000,4.95,600,18.28
