Localization Key,Localization Role,Attribute,Record Type,Entity Class,Record GUID,Record Path
bhg_bounty_desc_gen_001,description,contract:44616d84-c549-4c9f-b967-573b035c3c3e:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,contract:44d85e9e-b93a-4488-9273-61c3445ab4aa:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,contract:4f254b3d-f762-4c9a-be31-5786317805b3:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,contract:516e0b36-ee18-4ddf-b1d4-f302437682f1:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,contract:539de750-ba46-4986-b4f4-9780c45f6f07:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,contract:624f373a-3ddd-4215-937c-fc2a03397192:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,contract:8794972a-d90e-4549-8dfb-aaf80592231a:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,contract:9c3a0eb4-de92-4d96-bac6-e1c48d2160a9:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,contract:aa1ed093-a478-4eab-9d2b-1063d7fd8601:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,contract:b7e2fdb1-cb2b-4608-ac51-f396d7b62814:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,contract:bb5e147c-430f-43de-a73e-68b689bab9c8:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,contract:d925834f-cacf-4445-bf91-cc5fc08cf6f8:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,contract:e0deb260-eeca-4a1a-b0cb-d88ca089522c:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,contract:ea15b45a-acfa-4ac0-995b-6a7194d0697b:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,contract:ff797e2e-ce15-4b8d-8098-7ecafdc23a19:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_gen_001,description,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_HeadHunters_001,description,contract:8a5bb688-3517-4ffe-9f67-65617b1cbf0b:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_HeadHunters_001,description,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_Rockcracker_Power_001,description,contract:ccd48707-050e-4f79-ac7f-e6008e1e91ed:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_desc_Rockcracker_Power_001,description,value,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_desc_Rockcracker_Zone1_001,description,contract:128d40e5-6bcb-4503-bb60-45ac58c634fb:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_desc_Rockcracker_Zone1_001,description,value,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_desc_Rockcracker_Zone2_001,description,contract:f0ff85a8-ee91-4ffb-8f9c-bcaf9d97acdb:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_desc_Rockcracker_Zone2_001,description,value,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_desc_ShatteredBlade_001,description,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_XT_001,description,contract:764b9fb9-c2c1-4475-b76e-772011514542:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_desc_XT_001,description,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_ASD_Engineering_001,title,contract:ccdb8a76-4772-4292-ab9f-ac5696d3d483:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_title_ASD_Engineering_001,title,value,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_title_ASD_Research_001,title,contract:811dbf1b-f021-4809-96ff-77fe8002b8e5:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_title_ASD_Research_001,title,value,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_title_FPS_intro,title,contract:0b81a651-29e3-4ca2-a3dd-2f2af5d14b40:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_title_FPS_intro,title,value,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_title_gen_001,title,contract:b0d4d762-5186-40e1-9869-130ce90109d2:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_title_gen_001,title,value,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_title_gen_001,title,contract:0c730cbd-e7f5-4369-8fc8-fac8067ba9be:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:212ee743-03a1-48cd-93ed-85dd427f17a9:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:27804bcd-eadd-4b75-ad00-ce4fd5450ec8:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:41e5920d-020e-4a73-a37f-b4ba95922ea3:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:44616d84-c549-4c9f-b967-573b035c3c3e:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:44d85e9e-b93a-4488-9273-61c3445ab4aa:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:4f254b3d-f762-4c9a-be31-5786317805b3:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:516e0b36-ee18-4ddf-b1d4-f302437682f1:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:539de750-ba46-4986-b4f4-9780c45f6f07:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:624f373a-3ddd-4215-937c-fc2a03397192:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:8794972a-d90e-4549-8dfb-aaf80592231a:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:9c3a0eb4-de92-4d96-bac6-e1c48d2160a9:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:aa1ed093-a478-4eab-9d2b-1063d7fd8601:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:b7e2fdb1-cb2b-4608-ac51-f396d7b62814:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:bb5e147c-430f-43de-a73e-68b689bab9c8:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:d925834f-cacf-4445-bf91-cc5fc08cf6f8:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:e0deb260-eeca-4a1a-b0cb-d88ca089522c:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:ea15b45a-acfa-4ac0-995b-6a7194d0697b:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,contract:ff797e2e-ce15-4b8d-8098-7ecafdc23a19:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_gen_001,title,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_HeadHunters_001,title,contract:8a5bb688-3517-4ffe-9f67-65617b1cbf0b:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_HeadHunters_001,title,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_Rockcracker_001,title,contract:128d40e5-6bcb-4503-bb60-45ac58c634fb:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_title_Rockcracker_001,title,contract:ccd48707-050e-4f79-ac7f-e6008e1e91ed:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_title_Rockcracker_001,title,contract:f0ff85a8-ee91-4ffb-8f9c-bcaf9d97acdb:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_title_Rockcracker_001,title,value,ContractGenerator,BountyHuntersGuild_FPS,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
bhg_bounty_title_ShatteredBlade_001,title,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_XT_001,title,contract:764b9fb9-c2c1-4475-b76e-772011514542:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
bhg_bounty_title_XT_001,title,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Criminal_Desc,description,description,MissionBrokerEntry,PU_CertificationMission_PVP_General,df4710e8-6e87-47da-bd1f-c7a20ddcef08,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/bountyguild/pu_certificationmission_pvp_general.xml
BHG_Certification_Criminal_Title,title,value,ContractGenerator,NorthRock_PVP,01d2539f-00ff-40bc-be04-9d6e20c82357,libs/foundry/records/contracts/contractgenerator/mercenary_guild/northrock service group/northrock_pvp.xml
BHG_Certification_Criminal_Title,title,title,MissionBrokerEntry,PU_CertificationMission_PVP_General,df4710e8-6e87-47da-bd1f-c7a20ddcef08,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/bountyguild/pu_certificationmission_pvp_general.xml
BHG_Certification_Easy_Desc,description,contract:bd175ab4-9077-418f-b6b9-f84fdf5c6a47:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Easy_Desc,description,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Easy_Desc,description,description,MissionBrokerEntry,PU_CertificationMission_PVE_Easy,0f2b772b-bbf7-48b5-98a5-c01bee8dd4dc,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/bountyguild/pu_certificationmission_pve_easy.xml
BHG_Certification_Easy_Title,title,contract:bd175ab4-9077-418f-b6b9-f84fdf5c6a47:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Easy_Title,title,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Easy_Title,title,title,MissionBrokerEntry,PU_CertificationMission_PVE_Easy,0f2b772b-bbf7-48b5-98a5-c01bee8dd4dc,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/bountyguild/pu_certificationmission_pve_easy.xml
BHG_Certification_EscapedConvict_Desc,description,description,MissionBrokerEntry,PU_CertificationMission_PVP_EscapedConvict,cabbb081-354c-4924-b85d-7a952e5d9832,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/bountyguild/pu_certificationmission_pvp_escapedconvict.xml
BHG_Certification_EscapedConvict_Title,title,title,MissionBrokerEntry,PU_CertificationMission_PVP_EscapedConvict,cabbb081-354c-4924-b85d-7a952e5d9832,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/bountyguild/pu_certificationmission_pvp_escapedconvict.xml
BHG_Certification_Hard_Desc,description,contract:a732d6b2-01c1-4bbb-a336-0fae65d6f3bb:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Hard_Desc,description,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Hard_Desc,description,description,MissionBrokerEntry,PU_CertificationMission_PVE_Hard,0927c747-0efe-4c2c-8b2e-14acaff6f20b,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/bountyguild/pu_certificationmission_pve_hard.xml
BHG_Certification_Hard_Title,title,contract:a732d6b2-01c1-4bbb-a336-0fae65d6f3bb:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Hard_Title,title,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Hard_Title,title,title,MissionBrokerEntry,PU_CertificationMission_PVE_Hard,0927c747-0efe-4c2c-8b2e-14acaff6f20b,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/bountyguild/pu_certificationmission_pve_hard.xml
BHG_Certification_Medium_Desc,description,contract:3ebffa7a-341b-4752-bb50-aaf59493be96:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Medium_Desc,description,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Medium_Desc,description,description,MissionBrokerEntry,PU_CertificationMission_PVE_Medium,f57525b5-844a-4cea-9937-1c71ff26aba8,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/bountyguild/pu_certificationmission_pve_medium.xml
BHG_Certification_Medium_Title,title,contract:3ebffa7a-341b-4752-bb50-aaf59493be96:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Medium_Title,title,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Medium_Title,title,title,MissionBrokerEntry,PU_CertificationMission_PVE_Medium,f57525b5-844a-4cea-9937-1c71ff26aba8,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/bountyguild/pu_certificationmission_pve_medium.xml
BHG_Certification_Super_Desc,description,contract:2b14b578-51ef-4d7b-bec7-e935f2796f21:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Super_Desc,description,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Super_Desc,description,description,MissionBrokerEntry,PU_CertificationMission_PVE_Super,c184ec32-601e-4553-9539-f138973ebd8c,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/bountyguild/pu_certificationmission_pve_super.xml
BHG_Certification_Super_Title,title,contract:2b14b578-51ef-4d7b-bec7-e935f2796f21:ContractStringParam.Title,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Super_Title,title,value,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
BHG_Certification_Super_Title,title,title,MissionBrokerEntry,PU_CertificationMission_PVE_Super,c184ec32-601e-4553-9539-f138973ebd8c,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/bountyguild/pu_certificationmission_pve_super.xml
BHG_Certification_VeryEasy_Desc,description,contract:c0100009-7325-4ba0-873a-f62fd1cb894d:ContractStringParam.Description,ContractGenerator,BountyHuntersGuild_KIllShip,501147b8-3e02-456f-bd89-b17f11b09383,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_killship.xml
